flat_idx,row,target,target_idx,cell_key,direction,source_families,source_family_count,source_records,mean_health,max_health,mean_local_score,max_abs_proposed_step,mean_abs_proposed_step,bad_tangent_value,bad_tangent_abs,bad_tangent_abs_rank,anti_tangent_direction,proposed_is_anti_bad,proposed_is_bad_aligned,action_health,anti_bad_score,orthogonal_score
922,131,S3,5,131:S3,1,public_loss_tomography,1,1,0.7598565349544073,0.7598565349544073,0.723404255319149,0.8,0.8,-0.0005252797780094572,0.0005252797780094572,0.1474820143884892,1,True,False,0.6219218526359921,0.3708777615066216,0.6335821838799155
1643,234,S3,5,234:S3,-1,"listener_dropout,route_frontier,route_toxicity_fusion",3,3,0.43027404974940203,0.4681346492482063,0.2066779817255248,0.1139129564394725,0.07978213180005196,-0.0006521197440299239,0.0006521197440299239,0.2392086330935252,1,False,True,0.5132487431709408,0.36740910231758306,0.5651513351355499
1643,234,S3,5,234:S3,1,public_loss_tomography,1,1,0.6795714285714287,0.6795714285714287,0.4574468085106383,0.7123842569856753,0.7123842569856753,-0.0006521197440299239,0.0006521197440299239,0.2392086330935252,1,True,False,0.5434415973168432,0.3636217221680909,0.5363178239350204
715,102,Q2,1,102:Q2,-1,public_loss_tomography,1,1,0.9648936170212765,0.9648936170212765,1.0,0.8,0.8,0.00021551792341401678,0.00021551792341401678,0.04316546762589928,-1,True,False,0.7740348495964784,0.3633974582095146,0.7677168619792355
1395,199,Q3,2,199:Q3,-1,public_loss_tomography,1,1,0.4310179331306991,0.4310179331306991,0.13829787234042554,0.4941133049601314,0.4941133049601314,0.0008344004679734954,0.0008344004679734954,0.39568345323741005,-1,True,False,0.36098269762079443,0.3617790749567448,0.37054761784987017
936,133,S3,5,133:S3,1,public_loss_tomography,1,1,0.9726063829787233,0.9726063829787233,0.9468085106382979,0.8,0.8,0.00020874083196516525,0.00020874083196516525,0.039568345323741004,-1,False,True,0.7721252751283931,0.36113615865341475,0.7591573778218804
252,36,Q1,0,36:Q1,-1,public_loss_tomography,1,1,0.48622462006079026,0.48622462006079026,0.2127659574468085,0.7873006825955611,0.7873006825955611,0.000676781238470252,0.000676781238470252,0.2697841726618705,-1,True,False,0.40193874625301323,0.348159941483714,0.4281810145916864
37,5,Q3,2,5:Q3,1,public_loss_tomography,1,1,0.8704787234042553,0.8704787234042553,0.9148936170212766,0.8,0.8,-0.00010876174220620455,0.00010876174220620455,0.017985611510791366,1,True,False,0.7090614453411591,0.3331185740827734,0.7310511111756229
1607,229,S2,4,229:S2,1,public_loss_tomography,1,1,0.49729787234042555,0.49729787234042555,0.22340425531914893,0.6336621041556636,0.6336621041556636,-0.0006760572181296197,0.0006760572181296197,0.26618705035971224,1,True,False,0.40963782831988266,0.3330718243780911,0.43406210526715827
482,68,S4,6,68:S4,-1,public_loss_tomography,1,1,0.6740261398176293,0.6740261398176293,0.5212765957446809,0.8,0.8,-0.00033717485624161784,0.00033717485624161784,0.1079136690647482,1,False,True,0.5478849043077246,0.33115461021931103,0.577370537054786
597,85,Q3,2,85:Q3,1,public_loss_tomography,1,1,0.4187198971241525,0.4187198971241525,0.07446808510638298,0.3677181669917395,0.3677181669917395,-0.0008006228433106649,0.0008006228433106649,0.3669064748201439,1,True,False,0.3461902622689123,0.3308932089351714,0.3601571155893938
1139,162,S3,5,162:S3,-1,public_loss_tomography,1,1,0.8180851063829787,0.8180851063829787,0.8085106382978723,0.8,0.8,-0.00019966385089116584,0.00019966385089116584,0.03597122302158273,1,False,True,0.6659071900220103,0.32966847611859157,0.6910851277070786
60,8,S2,4,8:S2,1,public_loss_tomography,1,1,0.7962356792144027,0.7962356792144027,0.6170212765957447,0.6106241140096573,0.6106241140096573,0.0003961784621515839,0.0003961784621515839,0.11151079136690648,-1,False,True,0.6302557988599808,0.3188761138817373,0.628141512687474
1675,239,Q3,2,239:Q3,-1,public_loss_tomography,1,1,0.6910984802431611,0.6910984802431611,0.6382978723404256,0.8,0.8,0.0002679292083919156,0.0002679292083919156,0.046762589928057555,-1,True,False,0.5718294149460225,0.3085065552124229,0.6200827634010281
165,23,S2,4,23:S2,1,"listener_dropout,route_frontier,route_toxicity_fusion",3,4,0.4201991594004154,0.5346117447859027,0.19617967882885773,0.5310676334584692,0.36616899410324505,1.685668478739296e-05,1.685668478739296e-05,0.008992805755395683,-1,False,True,0.5430145701677207,0.2971364884785173,0.6272160525650549
266,38,Q1,0,38:Q1,-1,public_loss_tomography,1,1,0.4853512041150339,0.4853512041150339,0.2553191489361702,0.8,0.8,0.0003199198206508288,0.0003199198206508288,0.07913669064748201,-1,True,False,0.406538547983198,0.2777646808081558,0.478955884034431
965,137,S4,6,137:S4,-1,"listener_dropout,public_loss_tomography,route_frontier",3,3,0.37656527581959126,0.5529869067103109,0.07646921341070276,0.2489675966035442,0.1295780778106483,0.00013950419653121647,0.00013950419653121647,0.025179856115107913,-1,True,False,0.5163545733949615,0.2733035425203238,0.5927708284389994
177,25,Q3,2,25:Q3,-1,public_loss_tomography,1,1,0.4703355155482815,0.4703355155482815,0.010638297872340425,0.1906763328726704,0.1906763328726704,0.0006053954614003294,0.0006053954614003294,0.21942446043165467,-1,True,False,0.3684677464868221,0.25427057209246995,0.3921924858532949
704,100,S2,4,100:S2,-1,public_loss_tomography,1,1,0.5604662613981762,0.5604662613981762,0.23404255319148937,0.4990417744222402,0.4990417744222402,0.00031391842052727446,0.00031391842052727446,0.07553956834532374,-1,True,False,0.4475520897180589,0.23321150896129467,0.49438895398509575
625,89,Q3,2,89:Q3,-1,public_loss_tomography,1,1,0.5387274959083469,0.5387274959083469,0.1276595744680851,0.2532752501144066,0.2532752501144066,0.00014551816279298506,0.00014551816279298506,0.03237410071942446,-1,True,False,0.4221776482871494,0.18728379262434627,0.4756993260374487
