bundle_id,row,subject_id,template,targets,flat_indices,target_indices,moves,score,residual_toxicity,residual_safety,residual_gap,antidote_score,h111_rate,h108_rejected_rate,h109_rate,family_count,spec_name
r101_h108_rejected_bridge_Q3_S1,101,id04,h108_rejected_bridge,"('Q3', 'S1')","(709, 710)","(2, 3)","(np.float64(0.05642591345205225), np.float64(0.0214924013681016))",0.7096971243224282,0.393377,0.7419274771428572,0.34855047714285725,0.7674828571428571,0.5,0.5,0.0,3.0,rowroute_h108_rejected_bridge_c64_a050
r078_objective_antidote_S3_S2_Q3,78,id03,objective_antidote,"('S3', 'S2', 'Q3')","(551, 550, 548)","(5, 4, 2)","(np.float64(0.010083518256178), np.float64(-0.0352607124735496), np.float64(-0.00871652634223715))",0.7067832229823062,0.48968019047619044,0.6930495200000001,0.20336932952380962,0.6446438095238095,1.0,0.0,0.0,4.0,rowroute_h108_rejected_bridge_c64_a050
r135_objective_antidote_S4_Q3_S2,135,id06,objective_antidote,"('S4', 'Q3', 'S2')","(951, 947, 949)","(6, 2, 4)","(np.float64(-0.0918755210772935), np.float64(0.05915827977141225), np.float64(-0.047448158491024))",0.702341563140038,0.5421238095238096,0.6880355961904762,0.14591178666666668,0.7438914285714286,1.0,0.3333333333333333,0.0,5.333333333333333,rowroute_h108_rejected_bridge_c64_a050
r061_objective_antidote_S1_S3_S4_Q3,61,id03,objective_antidote,"('S1', 'S3', 'S4', 'Q3')","(430, 432, 433, 429)","(3, 5, 6, 2)","(np.float64(-0.0431826622249775), np.float64(0.02427200977564725), np.float64(-0.0221818044504812), np.float64(0.00040385952396735))",0.6966837051652374,0.4786179285714286,0.7067186828571429,0.22810075428571436,0.7118257142857143,0.5,0.25,0.0,2.5,rowroute_h108_rejected_bridge_c64_a050
r070_objective_antidote_S3_Q3,70,id03,objective_antidote,"('S3', 'Q3')","(495, 492)","(5, 2)","(np.float64(0.0200721176600101), np.float64(0.05258960968835405))",0.6724702330692041,0.5119131428571428,0.8084398714285715,0.2965267285714287,0.7077028571428571,1.0,0.0,0.0,4.5,rowroute_h108_rejected_bridge_c64_a050
r110_objective_antidote_S1_Q3_S4,110,id05,objective_antidote,"('S1', 'Q3', 'S4')","(773, 772, 776)","(3, 2, 6)","(np.float64(-0.0310815964271278), np.float64(-0.03259085307343975), np.float64(-0.03744013833238175))",0.6607554826475752,0.5680619047619048,0.6593334628571429,0.09127155809523803,0.7264457142857143,1.0,0.3333333333333333,0.0,3.3333333333333335,rowroute_h108_rejected_bridge_c64_a050
r101_objective_antidote_Q3_S1,101,id04,objective_antidote,"('Q3', 'S1')","(709, 710)","(2, 3)","(np.float64(0.05642591345205225), np.float64(0.0214924013681016))",0.6596971243224282,0.393377,0.7419274771428572,0.34855047714285725,0.7674828571428571,0.5,0.5,0.0,3.0,rowroute_h108_rejected_bridge_c64_a050
r151_h108_rejected_bridge_S2_Q3_Q1,151,id06,h108_rejected_bridge,"('S2', 'Q3', 'Q1')","(1061, 1059, 1057)","(4, 2, 0)","(np.float64(0.04915018046095265), np.float64(0.10868530273738075), np.float64(-0.06268151060325905))",0.627773317326826,0.5338311428571428,0.6650171904761905,0.13118604761904762,0.6655752380952381,1.0,0.6666666666666666,0.0,5.666666666666667,rowroute_h108_rejected_bridge_c64_a050
r151_objective_antidote_S2_Q3,151,id06,objective_antidote,"('S2', 'Q3')","(1061, 1059)","(4, 2)","(np.float64(0.04915018046095265), np.float64(0.10868530273738075))",0.6243659848697088,0.4652627142857143,0.6499470371428571,0.1846843228571428,0.8090542857142857,1.0,1.0,0.0,5.5,rowroute_h108_rejected_bridge_c64_a050
r144_objective_antidote_S2_S3,144,id06,objective_antidote,"('S2', 'S3')","(1012, 1013)","(4, 5)","(np.float64(0.03178675070366275), np.float64(0.0898138639479553))",0.5179515720471422,0.4303595714285714,0.6984576942857144,0.268098122857143,0.85452,1.0,0.0,0.0,4.5,rowroute_h108_rejected_bridge_c64_a050
r098_h108_rejected_bridge_S1_S4,98,id04,h108_rejected_bridge,"('S1', 'S4')","(689, 692)","(3, 6)","(np.float64(-0.03727863369597055), np.float64(-0.02244751046352355))",0.5001527156946219,0.536698,0.6245135485714286,0.08781554857142868,0.5180171428571427,1.0,0.5,0.0,5.0,rowroute_h108_rejected_bridge_c64_a050
r136_objective_antidote_S4_S1,136,id06,objective_antidote,"('S4', 'S1')","(958, 955)","(6, 3)","(np.float64(-0.047886491035599), np.float64(0.02037037079320015))",0.49297183160476915,0.39689185714285713,0.6847583028571429,0.28786644571428577,0.7970514285714286,0.5,0.0,0.0,3.0,rowroute_h108_rejected_bridge_c64_a050
r148_objective_antidote_S4_S2,148,id06,objective_antidote,"('S4', 'S2')","(1042, 1040)","(6, 4)","(np.float64(0.00548494175482435), np.float64(0.0165988732288384))",0.48634260014369507,0.3696694285714286,0.6646901257142857,0.29502069714285706,0.7989057142857143,0.5,0.0,0.0,2.0,rowroute_h108_rejected_bridge_c64_a050
r000_h108_rejected_bridge_S1_S4,0,id01,h108_rejected_bridge,"('S1', 'S4')","(3, 6)","(3, 6)","(np.float64(-0.0498088258541954), np.float64(-0.01220437533961185))",0.4739013716596334,0.553653,0.6623764600000001,0.1087234600000001,0.5653514285714285,0.5,1.0,0.0,4.5,rowroute_h108_rejected_bridge_c64_a050
r143_objective_antidote_S2_S1_S4,143,id06,objective_antidote,"('S2', 'S1', 'S4')","(1005, 1004, 1007)","(4, 3, 6)","(np.float64(0.0142229302118255), np.float64(0.0200932570607936), np.float64(0.0107040536422806))",0.42017098424744914,0.41778838095238086,0.7071118990476192,0.2893235180952382,0.8590628571428572,0.0,0.0,0.0,1.3333333333333333,rowroute_h108_rejected_bridge_c64_a050
r135_h112_core_Q1_S4_Q3,135,id06,h112_core,"('Q1', 'S4', 'Q3')","(945, 951, 947)","(0, 6, 2)","(np.float64(-0.07228780952563457), np.float64(-0.10106307318502286), np.float64(0.06507410774855348))",0.8356871986275328,0.4803179047619048,0.7548197104761906,0.2745018057142857,0.9060819047619048,1.0,0.6666666666666666,0.0,5.333333333333333,rowroute_quality_stage_c60_a055
r164_h112_core_S4_S1_Q1,164,id07,h112_core,"('S4', 'S1', 'Q1')","(1154, 1151, 1148)","(6, 3, 0)","(np.float64(-0.09056783834013883), np.float64(0.09138948828419427), np.float64(-0.13118682026249745))",0.8207915408682309,0.4820683809523809,0.6955600285714286,0.21349164761904774,0.8975257142857144,1.0,0.6666666666666666,1.0,6.333333333333333,rowroute_quality_stage_c60_a055
r003_h112_core_S1_Q3,3,id01,h112_core,"('S1', 'Q3')","(24, 23)","(3, 2)","(np.float64(0.04707117639982527), np.float64(0.04278945581436433))",0.7866867681263996,0.47496685714285714,0.7365499228571428,0.2615830657142857,0.77882,1.0,1.0,0.0,4.5,rowroute_quality_stage_c60_a055
r135_quality_stage_Q1_S4_Q3,135,id06,quality_stage,"('Q1', 'S4', 'Q3')","(945, 951, 947)","(0, 6, 2)","(np.float64(-0.07228780952563457), np.float64(-0.10106307318502286), np.float64(0.06507410774855348))",0.7856871986275328,0.4803179047619048,0.7548197104761906,0.2745018057142857,0.9060819047619048,1.0,0.6666666666666666,0.0,5.333333333333333,rowroute_quality_stage_c60_a055
r164_quality_stage_S4_S1_Q1,164,id07,quality_stage,"('S4', 'S1', 'Q1')","(1154, 1151, 1148)","(6, 3, 0)","(np.float64(-0.09056783834013883), np.float64(0.09138948828419427), np.float64(-0.13118682026249745))",0.7707915408682309,0.4820683809523809,0.6955600285714286,0.21349164761904774,0.8975257142857144,1.0,0.6666666666666666,1.0,6.333333333333333,rowroute_quality_stage_c60_a055
r078_h112_core_S3_S2_Q3,78,id03,h112_core,"('S3', 'S2', 'Q3')","(551, 550, 548)","(5, 4, 2)","(np.float64(0.011091870081795801), np.float64(-0.038786783720904563), np.float64(-0.009588178976460866))",0.7567832229823063,0.48968019047619044,0.6930495200000001,0.20336932952380962,0.6446438095238095,1.0,0.0,0.0,4.0,rowroute_quality_stage_c60_a055
r003_quality_stage_S1_Q3,3,id01,quality_stage,"('S1', 'Q3')","(24, 23)","(3, 2)","(np.float64(0.04707117639982527), np.float64(0.04278945581436433))",0.7366867681263995,0.47496685714285714,0.7365499228571428,0.2615830657142857,0.77882,1.0,1.0,0.0,4.5,rowroute_quality_stage_c60_a055
r003_objective_antidote_S1_Q3,3,id01,objective_antidote,"('S1', 'Q3')","(24, 23)","(3, 2)","(np.float64(0.04707117639982527), np.float64(0.04278945581436433))",0.7366867681263995,0.47496685714285714,0.7365499228571428,0.2615830657142857,0.77882,1.0,1.0,0.0,4.5,rowroute_quality_stage_c60_a055
r139_h112_core_S4_Q3,139,id06,h112_core,"('S4', 'Q3')","(979, 975)","(6, 2)","(np.float64(-0.06281749473136782), np.float64(0.025701281617143662))",0.735950669802159,0.48362742857142854,0.6905451114285714,0.2069176828571429,0.9190771428571429,1.0,0.0,0.0,3.5,rowroute_quality_stage_c60_a055
r135_objective_antidote_S4_Q3,135,id06,objective_antidote,"('S4', 'Q3')","(951, 947)","(6, 2)","(np.float64(-0.10106307318502286), np.float64(0.06507410774855348))",0.7297900721585677,0.47618514285714286,0.6871732685714286,0.2109881257142857,0.885,1.0,0.5,0.0,5.5,rowroute_quality_stage_c60_a055
r110_h112_core_S1_Q1_Q3_S4,110,id05,h112_core,"('S1', 'Q1', 'Q3', 'S4')","(773, 770, 772, 776)","(3, 0, 2, 6)","(np.float64(-0.034189756069840586), np.float64(0.022565938389359146), np.float64(-0.03584993838078373), np.float64(-0.04118415216561993))",0.7282386330207133,0.5806717857142857,0.6587281671428571,0.0780563814285714,0.6376242857142856,1.0,0.25,0.0,3.75,rowroute_quality_stage_c60_a055
r070_h112_core_S3_Q3,70,id03,h112_core,"('S3', 'Q3')","(495, 492)","(5, 2)","(np.float64(0.02207932942601111), np.float64(0.05784857065718946))",0.7224702330692041,0.5119131428571428,0.8084398714285715,0.2965267285714287,0.7077028571428571,1.0,0.0,0.0,4.5,rowroute_quality_stage_c60_a055
r139_objective_antidote_S4_S2_Q3_S3,139,id06,objective_antidote,"('S4', 'S2', 'Q3', 'S3')","(979, 977, 975, 978)","(6, 4, 2, 5)","(np.float64(-0.06281749473136782), np.float64(0.023293687780659673), np.float64(0.025701281617143662), np.float64(0.012757581130746046))",0.7171268656801285,0.49013428571428563,0.7204435328571429,0.2303092471428572,0.8817785714285714,0.5,0.0,0.0,2.25,rowroute_quality_stage_c60_a055
r164_objective_antidote_S4_S1,164,id07,objective_antidote,"('S4', 'S1')","(1154, 1151)","(6, 3)","(np.float64(-0.09056783834013883), np.float64(0.09138948828419427))",0.7103375543538988,0.48285999999999996,0.7023086457142858,0.21944864571428582,0.9216685714285714,1.0,1.0,1.0,6.0,rowroute_quality_stage_c60_a055
r078_objective_antidote_S3_S2_Q3,78,id03,objective_antidote,"('S3', 'S2', 'Q3')","(551, 550, 548)","(5, 4, 2)","(np.float64(0.011091870081795801), np.float64(-0.038786783720904563), np.float64(-0.009588178976460866))",0.7067832229823062,0.48968019047619044,0.6930495200000001,0.20336932952380962,0.6446438095238095,1.0,0.0,0.0,4.0,rowroute_quality_stage_c60_a055
r139_quality_stage_S4_Q3_S3,139,id06,quality_stage,"('S4', 'Q3', 'S3')","(979, 975, 978)","(6, 2, 5)","(np.float64(-0.06281749473136782), np.float64(0.025701281617143662), np.float64(0.012757581130746046))",0.6962385248953732,0.5290926666666667,0.7272338704761906,0.19814120380952385,0.9067009523809525,0.6666666666666666,0.0,0.0,2.6666666666666665,rowroute_quality_stage_c60_a055
r110_quality_stage_S1_Q1_Q3_S4,110,id05,quality_stage,"('S1', 'Q1', 'Q3', 'S4')","(773, 770, 772, 776)","(3, 0, 2, 6)","(np.float64(-0.034189756069840586), np.float64(0.022565938389359146), np.float64(-0.03584993838078373), np.float64(-0.04118415216561993))",0.6782386330207134,0.5806717857142857,0.6587281671428571,0.0780563814285714,0.6376242857142856,1.0,0.25,0.0,3.75,rowroute_quality_stage_c60_a055
r151_h112_core_S2_Q3,151,id06,h112_core,"('S2', 'Q3')","(1061, 1059)","(4, 2)","(np.float64(0.05406519850704792), np.float64(0.11955383301111884))",0.6743659848697088,0.4652627142857143,0.6499470371428571,0.1846843228571428,0.8090542857142857,1.0,1.0,0.0,5.5,rowroute_quality_stage_c60_a055
r070_objective_antidote_S3_Q3,70,id03,objective_antidote,"('S3', 'Q3')","(495, 492)","(5, 2)","(np.float64(0.02207932942601111), np.float64(0.05784857065718946))",0.6724702330692041,0.5119131428571428,0.8084398714285715,0.2965267285714287,0.7077028571428571,1.0,0.0,0.0,4.5,rowroute_quality_stage_c60_a055
r110_objective_antidote_S1_Q3_S4,110,id05,objective_antidote,"('S1', 'Q3', 'S4')","(773, 772, 776)","(3, 2, 6)","(np.float64(-0.034189756069840586), np.float64(-0.03584993838078373), np.float64(-0.04118415216561993))",0.6607554826475752,0.5680619047619048,0.6593334628571429,0.09127155809523803,0.7264457142857143,1.0,0.3333333333333333,0.0,3.3333333333333335,rowroute_quality_stage_c60_a055
r101_quality_stage_Q3_S1,101,id04,quality_stage,"('Q3', 'S1')","(709, 710)","(2, 3)","(np.float64(0.06206850479725748), np.float64(0.02364164150491176))",0.6596971243224282,0.393377,0.7419274771428572,0.34855047714285725,0.7674828571428571,0.5,0.5,0.0,3.0,rowroute_quality_stage_c60_a055
r101_objective_antidote_Q3_S1,101,id04,objective_antidote,"('Q3', 'S1')","(709, 710)","(2, 3)","(np.float64(0.06206850479725748), np.float64(0.02364164150491176))",0.6596971243224282,0.393377,0.7419274771428572,0.34855047714285725,0.7674828571428571,0.5,0.5,0.0,3.0,rowroute_quality_stage_c60_a055
r070_quality_stage_S3_Q1_Q3,70,id03,quality_stage,"('S3', 'Q1', 'Q3')","(495, 490, 492)","(5, 0, 2)","(np.float64(0.02207932942601111), np.float64(0.0071103866337273005), np.float64(0.05784857065718946))",0.6451048611230428,0.4684562857142857,0.7627292133333334,0.2942729276190478,0.7356304761904761,0.6666666666666666,0.0,0.0,3.3333333333333335,rowroute_quality_stage_c60_a055
r078_quality_stage_S3_Q1_Q3,78,id03,quality_stage,"('S3', 'Q1', 'Q3')","(551, 546, 548)","(5, 0, 2)","(np.float64(0.011091870081795801), np.float64(0.013912375860500537), np.float64(-0.009588178976460866))",0.6401903665410573,0.46047761904761897,0.7103464971428574,0.24986887809523825,0.7125447619047618,0.6666666666666666,0.0,0.0,2.6666666666666665,rowroute_quality_stage_c60_a055
r151_objective_antidote_S2_Q3,151,id06,objective_antidote,"('S2', 'Q3')","(1061, 1059)","(4, 2)","(np.float64(0.05406519850704792), np.float64(0.11955383301111884))",0.6243659848697088,0.4652627142857143,0.6499470371428571,0.1846843228571428,0.8090542857142857,1.0,1.0,0.0,5.5,rowroute_quality_stage_c60_a055
r061_h112_core_S1_S3_S2,61,id03,h112_core,"('S1', 'S3', 'S2')","(430, 432, 431)","(3, 5, 4)","(np.float64(-0.04750092844747525), np.float64(0.026699210753211976), np.float64(0.030161457050976795))",0.6110161055556164,0.4785235238095238,0.7034791276190475,0.22495560380952384,0.6416438095238095,0.6666666666666666,0.3333333333333333,0.0,3.0,rowroute_quality_stage_c60_a055
r061_quality_stage_S1_S3_S4,61,id03,quality_stage,"('S1', 'S3', 'S4')","(430, 432, 433)","(3, 5, 6)","(np.float64(-0.04750092844747525), np.float64(0.026699210753211976), np.float64(-0.024399984895529324))",0.5363786642370857,0.41312733333333335,0.6960112876190476,0.2828839542857144,0.7859523809523811,0.3333333333333333,0.3333333333333333,0.0,2.6666666666666665,rowroute_quality_stage_c60_a055
r061_objective_antidote_S1_S3_S4,61,id03,objective_antidote,"('S1', 'S3', 'S4')","(430, 432, 433)","(3, 5, 6)","(np.float64(-0.04750092844747525), np.float64(0.026699210753211976), np.float64(-0.024399984895529324))",0.5363786642370857,0.41312733333333335,0.6960112876190476,0.2828839542857144,0.7859523809523811,0.3333333333333333,0.3333333333333333,0.0,2.6666666666666665,rowroute_quality_stage_c60_a055
r144_objective_antidote_S2_S3,144,id06,objective_antidote,"('S2', 'S3')","(1012, 1013)","(4, 5)","(np.float64(0.03496542577402903), np.float64(0.09879525034275084))",0.5179515720471422,0.4303595714285714,0.6984576942857144,0.268098122857143,0.85452,1.0,0.0,0.0,4.5,rowroute_quality_stage_c60_a055
r098_h112_core_S1_S4,98,id04,h112_core,"('S1', 'S4')","(689, 692)","(3, 6)","(np.float64(-0.04100649706556761), np.float64(-0.024692261509875905))",0.5001527156946219,0.536698,0.6245135485714286,0.08781554857142868,0.5180171428571427,1.0,0.5,0.0,5.0,rowroute_quality_stage_c60_a055
r136_quality_stage_S4_S1,136,id06,quality_stage,"('S4', 'S1')","(958, 955)","(6, 3)","(np.float64(-0.0526751401391589), np.float64(0.022407407872520168))",0.49297183160476915,0.39689185714285713,0.6847583028571429,0.28786644571428577,0.7970514285714286,0.5,0.0,0.0,3.0,rowroute_quality_stage_c60_a055
r136_objective_antidote_S4_S1,136,id06,objective_antidote,"('S4', 'S1')","(958, 955)","(6, 3)","(np.float64(-0.0526751401391589), np.float64(0.022407407872520168))",0.49297183160476915,0.39689185714285713,0.6847583028571429,0.28786644571428577,0.7970514285714286,0.5,0.0,0.0,3.0,rowroute_quality_stage_c60_a055
r148_objective_antidote_S4_S2,148,id06,objective_antidote,"('S4', 'S2')","(1042, 1040)","(6, 4)","(np.float64(0.006033435930306785), np.float64(0.01825876055172224))",0.48634260014369507,0.3696694285714286,0.6646901257142857,0.29502069714285706,0.7989057142857143,0.5,0.0,0.0,2.0,rowroute_quality_stage_c60_a055
r196_h112_core_Q1_Q3,196,id08,h112_core,"('Q1', 'Q3')","(1372, 1374)","(0, 2)","(np.float64(-0.03869045960842216), np.float64(-0.01907481397934673))",0.4674169312615736,0.5323557142857144,0.6979019371428572,0.1655462228571429,0.6639514285714285,1.0,0.0,0.0,4.5,rowroute_quality_stage_c60_a055
r098_quality_stage_S1_S4,98,id04,quality_stage,"('S1', 'S4')","(689, 692)","(3, 6)","(np.float64(-0.04100649706556761), np.float64(-0.024692261509875905))",0.4501527156946221,0.536698,0.6245135485714286,0.08781554857142868,0.5180171428571427,1.0,0.5,0.0,5.0,rowroute_quality_stage_c60_a055
r000_quality_stage_S1_S4,0,id01,quality_stage,"('S1', 'S4')","(3, 6)","(3, 6)","(np.float64(-0.05478970843961495), np.float64(-0.013424812873573036))",0.4239013716596334,0.553653,0.6623764600000001,0.1087234600000001,0.5653514285714285,0.5,1.0,0.0,4.5,rowroute_quality_stage_c60_a055
r143_objective_antidote_S2_S1_S4,143,id06,objective_antidote,"('S2', 'S1', 'S4')","(1005, 1004, 1007)","(4, 3, 6)","(np.float64(0.01564522323300805), np.float64(0.02210258276687296), np.float64(0.011774459006508661))",0.42017098424744914,0.41778838095238086,0.7071118990476192,0.2893235180952382,0.8590628571428572,0.0,0.0,0.0,1.3333333333333333,rowroute_quality_stage_c60_a055
r196_quality_stage_Q1_Q3,196,id08,quality_stage,"('Q1', 'Q3')","(1372, 1374)","(0, 2)","(np.float64(-0.03869045960842216), np.float64(-0.01907481397934673))",0.41741693126157353,0.5323557142857144,0.6979019371428572,0.1655462228571429,0.6639514285714285,1.0,0.0,0.0,4.5,rowroute_quality_stage_c60_a055
r143_quality_stage_S1_S4,143,id06,quality_stage,"('S1', 'S4')","(1004, 1007)","(3, 6)","(np.float64(0.02210258276687296), np.float64(0.011774459006508661))",0.38458832307131374,0.440341,0.7016240314285715,0.26128303142857157,0.8923885714285715,0.0,0.0,0.0,1.0,rowroute_quality_stage_c60_a055
r135_quality_stage_Q1_S4_Q3,135,id06,quality_stage,"('Q1', 'S4', 'Q3')","(945, 951, 947)","(0, 6, 2)","(np.float64(-0.05520160000139366), np.float64(-0.07717543770492655), np.float64(0.04969295500798629))",0.7856871986275328,0.4803179047619048,0.7548197104761906,0.2745018057142857,0.9060819047619048,1.0,0.6666666666666666,0.0,5.333333333333333,rowroute_global_state_c92_a042
r135_global_state_Q1_S4_Q3_S2,135,id06,global_state,"('Q1', 'S4', 'Q3', 'S2')","(945, 951, 947, 949)","(0, 6, 2, 4)","(np.float64(-0.05520160000139366), np.float64(-0.07717543770492655), np.float64(0.04969295500798629), np.float64(-0.03985645313246016))",0.7754481856328238,0.5287387142857143,0.7385548457142858,0.20981613142857142,0.79498,1.0,0.5,0.0,5.25,rowroute_global_state_c92_a042
r164_global_state_S4_S1_Q1,164,id07,global_state,"('S4', 'S1', 'Q1')","(1154, 1151, 1148)","(6, 3, 0)","(np.float64(-0.06916089473246965), np.float64(0.06978833650793016), np.float64(-0.10017902638227077))",0.7707915408682309,0.4820683809523809,0.6955600285714286,0.21349164761904774,0.8975257142857144,1.0,0.6666666666666666,1.0,6.333333333333333,rowroute_global_state_c92_a042
r164_quality_stage_S4_S1_Q1,164,id07,quality_stage,"('S4', 'S1', 'Q1')","(1154, 1151, 1148)","(6, 3, 0)","(np.float64(-0.06916089473246965), np.float64(0.06978833650793016), np.float64(-0.10017902638227077))",0.7707915408682309,0.4820683809523809,0.6955600285714286,0.21349164761904774,0.8975257142857144,1.0,0.6666666666666666,1.0,6.333333333333333,rowroute_global_state_c92_a042
r003_global_state_S1_Q3,3,id01,global_state,"('S1', 'Q3')","(24, 23)","(3, 2)","(np.float64(0.035945261978048385), np.float64(0.03267558444006003))",0.7366867681263995,0.47496685714285714,0.7365499228571428,0.2615830657142857,0.77882,1.0,1.0,0.0,4.5,rowroute_global_state_c92_a042
r003_objective_antidote_S1_Q3,3,id01,objective_antidote,"('S1', 'Q3')","(24, 23)","(3, 2)","(np.float64(0.035945261978048385), np.float64(0.03267558444006003))",0.7366867681263995,0.47496685714285714,0.7365499228571428,0.2615830657142857,0.77882,1.0,1.0,0.0,4.5,rowroute_global_state_c92_a042
r003_quality_stage_S1_Q3,3,id01,quality_stage,"('S1', 'Q3')","(24, 23)","(3, 2)","(np.float64(0.035945261978048385), np.float64(0.03267558444006003))",0.7366867681263995,0.47496685714285714,0.7365499228571428,0.2615830657142857,0.77882,1.0,1.0,0.0,4.5,rowroute_global_state_c92_a042
r061_global_state_S1_S3_S4_S2_Q3,61,id03,global_state,"('S1', 'S3', 'S4', 'S2', 'Q3')","(430, 432, 433, 431, 429)","(3, 5, 6, 4, 2)","(np.float64(-0.0362734362689811), np.float64(0.02038848821154369), np.float64(-0.018632715738404207), np.float64(0.023032385384382275), np.float64(0.000339242000132574))",0.7310396621741989,0.49851737142857144,0.707588776,0.2090714045714286,0.6448754285714285,0.6,0.2,0.0,2.4,rowroute_global_state_c92_a042
r078_global_state_S3_Q1_S2_Q3,78,id03,global_state,"('S3', 'Q1', 'S2', 'Q3')","(551, 546, 550, 548)","(5, 0, 4, 2)","(np.float64(0.00847015533518952), np.float64(0.010623996111654955), np.float64(-0.029618998477781665), np.float64(-0.007321882127479206))",0.7256977418309292,0.4607227857142857,0.6975020985714286,0.23677931285714302,0.6858214285714286,0.75,0.0,0.0,3.25,rowroute_global_state_c92_a042
r139_global_state_S4_S2_Q3_S3,139,id06,global_state,"('S4', 'S2', 'Q3', 'S3')","(979, 977, 975, 978)","(6, 4, 2, 5)","(np.float64(-0.047969723249408146), np.float64(0.01778790703250375), np.float64(0.0196264332349097), np.float64(0.009742152863478798))",0.7171268656801285,0.49013428571428563,0.7204435328571429,0.2303092471428572,0.8817785714285714,0.5,0.0,0.0,2.25,rowroute_global_state_c92_a042
r139_objective_antidote_S4_S2_Q3_S3,139,id06,objective_antidote,"('S4', 'S2', 'Q3', 'S3')","(979, 977, 975, 978)","(6, 4, 2, 5)","(np.float64(-0.047969723249408146), np.float64(0.01778790703250375), np.float64(0.0196264332349097), np.float64(0.009742152863478798))",0.7171268656801285,0.49013428571428563,0.7204435328571429,0.2303092471428572,0.8817785714285714,0.5,0.0,0.0,2.25,rowroute_global_state_c92_a042
r164_objective_antidote_S4_S1,164,id07,objective_antidote,"('S4', 'S1')","(1154, 1151)","(6, 3)","(np.float64(-0.06916089473246965), np.float64(0.06978833650793016))",0.7103375543538988,0.48285999999999996,0.7023086457142858,0.21944864571428582,0.9216685714285714,1.0,1.0,1.0,6.0,rowroute_global_state_c92_a042
r078_objective_antidote_S3_S2_Q3,78,id03,objective_antidote,"('S3', 'S2', 'Q3')","(551, 550, 548)","(5, 4, 2)","(np.float64(0.00847015533518952), np.float64(-0.029618998477781665), np.float64(-0.007321882127479206))",0.7067832229823062,0.48968019047619044,0.6930495200000001,0.20336932952380962,0.6446438095238095,1.0,0.0,0.0,4.0,rowroute_global_state_c92_a042
r135_objective_antidote_S4_Q3_S2,135,id06,objective_antidote,"('S4', 'Q3', 'S2')","(951, 947, 949)","(6, 2, 4)","(np.float64(-0.07717543770492655), np.float64(0.04969295500798629), np.float64(-0.03985645313246016))",0.702341563140038,0.5421238095238096,0.6880355961904762,0.14591178666666668,0.7438914285714286,1.0,0.3333333333333333,0.0,5.333333333333333,rowroute_global_state_c92_a042
r061_objective_antidote_S1_S3_S4_Q3,61,id03,objective_antidote,"('S1', 'S3', 'S4', 'Q3')","(430, 432, 433, 429)","(3, 5, 6, 2)","(np.float64(-0.0362734362689811), np.float64(0.02038848821154369), np.float64(-0.018632715738404207), np.float64(0.000339242000132574))",0.6966837051652374,0.4786179285714286,0.7067186828571429,0.22810075428571436,0.7118257142857143,0.5,0.25,0.0,2.5,rowroute_global_state_c92_a042
r061_quality_stage_S1_S3_S4_Q3,61,id03,quality_stage,"('S1', 'S3', 'S4', 'Q3')","(430, 432, 433, 429)","(3, 5, 6, 2)","(np.float64(-0.0362734362689811), np.float64(0.02038848821154369), np.float64(-0.018632715738404207), np.float64(0.000339242000132574))",0.6966837051652374,0.4786179285714286,0.7067186828571429,0.22810075428571436,0.7118257142857143,0.5,0.25,0.0,2.5,rowroute_global_state_c92_a042
r139_quality_stage_S4_Q3_S3,139,id06,quality_stage,"('S4', 'Q3', 'S3')","(979, 975, 978)","(6, 2, 5)","(np.float64(-0.047969723249408146), np.float64(0.0196264332349097), np.float64(0.009742152863478798))",0.6962385248953732,0.5290926666666667,0.7272338704761906,0.19814120380952385,0.9067009523809525,0.6666666666666666,0.0,0.0,2.6666666666666665,rowroute_global_state_c92_a042
r110_global_state_S1_Q1_Q3_S4,110,id05,global_state,"('S1', 'Q1', 'Q3', 'S4')","(773, 770, 772, 776)","(3, 0, 2, 6)","(np.float64(-0.02610854099878735), np.float64(0.017232171133692437), np.float64(-0.02737631658168939), np.float64(-0.03144971619920067))",0.6782386330207134,0.5806717857142857,0.6587281671428571,0.0780563814285714,0.6376242857142856,1.0,0.25,0.0,3.75,rowroute_global_state_c92_a042
r110_quality_stage_S1_Q1_Q3_S4,110,id05,quality_stage,"('S1', 'Q1', 'Q3', 'S4')","(773, 770, 772, 776)","(3, 0, 2, 6)","(np.float64(-0.02610854099878735), np.float64(0.017232171133692437), np.float64(-0.02737631658168939), np.float64(-0.03144971619920067))",0.6782386330207134,0.5806717857142857,0.6587281671428571,0.0780563814285714,0.6376242857142856,1.0,0.25,0.0,3.75,rowroute_global_state_c92_a042
r070_objective_antidote_S3_Q3,70,id03,objective_antidote,"('S3', 'Q3')","(495, 492)","(5, 2)","(np.float64(0.016860578834408484), np.float64(0.0441752721382174))",0.6724702330692041,0.5119131428571428,0.8084398714285715,0.2965267285714287,0.7077028571428571,1.0,0.0,0.0,4.5,rowroute_global_state_c92_a042
r110_objective_antidote_S1_Q3_S4,110,id05,objective_antidote,"('S1', 'Q3', 'S4')","(773, 772, 776)","(3, 2, 6)","(np.float64(-0.02610854099878735), np.float64(-0.02737631658168939), np.float64(-0.03144971619920067))",0.6607554826475752,0.5680619047619048,0.6593334628571429,0.09127155809523803,0.7264457142857143,1.0,0.3333333333333333,0.0,3.3333333333333335,rowroute_global_state_c92_a042
