prior,outcome,sub_idx,target,subject_id,hidden_block_id,lifelog_date,edge_distance,flip_rank,flip_benefit,support_label,subject_prior_y1,global_prior_y1,posterior_support_rate,posterior_label1_rate,support_rate_lift_vs_subject_prior
global,small_loss,215,S3,id09,id09_b4,2024-09-04,0,5,0.018486072142399,1,0.7073170731707317,0.6622222222222223,0.8083867902114517,0.8083867902114517,0.10106971704071999
global,small_loss,146,S3,id06,id06_b10,2024-08-19,0,6,0.0184824717931251,1,0.9583333333333334,0.6622222222222223,0.8080898075552387,0.8080898075552387,-0.15024352577809463
global,small_loss,235,S3,id10,id10_b2,2024-08-17,3,7,0.0184045224551778,1,0.48484848484848486,0.6622222222222223,0.8060109289617486,0.8060109289617486,0.3211624441132638
global,small_loss,120,S3,id05,id05_b6,2024-11-07,0,8,0.0178216646478344,0,0.13636363636363635,0.6622222222222223,0.505464480874317,0.49453551912568305,-0.3581718827620467
global,small_loss,241,S3,id10,id10_b4,2024-09-17,2,9,0.017224091702018,0,0.48484848484848486,0.6622222222222223,0.5006533618436684,0.4993466381563317,-0.014498153307846762
global,small_loss,8,S3,id01,id01_b2,2024-08-09,5,10,0.0163443551421569,1,0.8536585365853658,0.6622222222222223,0.7943692088382038,0.7943692088382038,-0.059289327747162
global,small_loss,57,S3,id02,id02_b4,2024-10-14,1,11,0.015987119957691,1,0.8958333333333334,0.6622222222222223,0.7935376574008078,0.7935376574008078,-0.10229567593252553
global,small_loss,12,S3,id01,id01_b2,2024-08-14,1,12,0.015941887666894,1,0.8536585365853658,0.6622222222222223,0.7895580898075553,0.7895580898075553,-0.06410044677781057
global,small_loss,129,S3,id06,id06_b2,2024-07-07,1,13,0.0155335426296066,1,0.9583333333333334,0.6622222222222223,0.7931218816821097,0.7931218816821097,-0.16521145165122364
global,small_loss,86,S3,id04,id04_b6,2024-09-18,0,14,0.0154193822289822,0,0.543859649122807,0.6622222222222223,0.4811712995961036,0.5188287004038964,0.02503094871891065
global,small_loss,144,S3,id06,id06_b8,2024-08-13,1,15,0.0151067564332048,1,0.9583333333333334,0.6622222222222223,0.7820741268709908,0.7820741268709908,-0.1762592064623426
global,small_loss,180,S3,id07,id07_b4,2024-08-31,1,16,0.0149298280822646,1,0.7959183673469388,0.6622222222222223,0.7804704205274412,0.7804704205274412,-0.015447946819497571
global,small_loss,25,S3,id01,id01_b4,2024-09-13,1,17,0.014681064665221,0,0.8536585365853658,0.6622222222222223,0.47790449037776195,0.522095509622238,0.3315630269631278
global,small_loss,115,S3,id05,id05_b4,2024-10-13,1,18,0.0142140988965649,0,0.13636363636363635,0.6622222222222223,0.4707175100974103,0.5292824899025896,-0.39291885353895334
global,small_loss,47,S3,id02,id02_b4,2024-10-03,4,19,0.0139132396855474,1,0.8958333333333334,0.6622222222222223,0.7754217153718223,0.7754217153718223,-0.12041161796151112
global,small_loss,22,S3,id01,id01_b4,2024-09-10,4,20,0.0137434348998359,0,0.8536585365853658,0.6622222222222223,0.4590757899738655,0.5409242100261344,0.31273432655923133
global,small_loss,158,S3,id07,id07_b2,2024-07-19,6,21,0.013228254321624,1,0.7959183673469388,0.6622222222222223,0.7747089569969113,0.7747089569969113,-0.021209410350027436
global,small_loss,49,S3,id02,id02_b4,2024-10-05,6,22,0.0130886753760049,0,0.8958333333333334,0.6622222222222223,0.4527797576621525,0.5472202423378475,0.3486130909954859
global,small_loss,147,S3,id06,id06_b10,2024-08-20,1,23,0.0130679630311271,1,0.9583333333333334,0.6622222222222223,0.7717391304347826,0.7717391304347826,-0.18659420289855078
global,small_loss,91,S3,id04,id04_b6,2024-09-24,2,24,0.0130519590848491,0,0.543859649122807,0.6622222222222223,0.4552150154430981,0.5447849845569018,-0.0009253354340948428
global,small_loss,103,S3,id04,id04_b12,2024-10-25,0,25,0.0123828864054221,1,0.543859649122807,0.6622222222222223,0.7615229270610596,0.7615229270610596,0.21766327793825258
global,small_loss,27,S3,id02,id02_b2,2024-08-25,0,26,0.0111248125617892,1,0.8958333333333334,0.6622222222222223,0.7482775005939654,0.7482775005939654,-0.147555832739368
global,small_loss,70,S3,id03,id03_b4,2024-09-15,0,27,0.0094149078800982,0,0.48484848484848486,0.6622222222222223,0.42248752672843903,0.577512473271561,-0.0926639884230761
global,small_loss,43,S3,id02,id02_b4,2024-09-28,0,28,0.0087484489279774,0,0.8958333333333334,0.6622222222222223,0.4125089094796864,0.5874910905203136,0.30834224281301975
global,small_loss,246,S3,id10,id10_b4,2024-09-22,3,29,0.0085882613175965,0,0.48484848484848486,0.6622222222222223,0.40953908291755764,0.5904609170824424,-0.1056124322339575
global,small_loss,1,S3,id01,id01_b2,2024-07-31,1,30,0.0075946099922705,0,0.8536585365853658,0.6622222222222223,0.39760038013779997,0.6023996198622,0.2512589167231658
global,small_loss,30,S3,id02,id02_b2,2024-08-28,3,31,0.0075840321756504,0,0.8958333333333334,0.6622222222222223,0.40680684248039917,0.5931931575196009,0.30264017581373254
global,small_loss,94,S3,id04,id04_b8,2024-10-14,0,32,0.0073348302301466,0,0.543859649122807,0.6622222222222223,0.40092658588738417,0.5990734141126158,-0.05521376498980879
global,small_loss,187,S3,id08,id08_b4,2024-08-08,2,33,0.0068725401000828,0,0.6607142857142857,0.6622222222222223,0.39902589688762174,0.6009741031123782,0.05974018260190744
global,small_loss,15,S3,id01,id01_b4,2024-09-02,1,34,0.006833954425664,0,0.8536585365853658,0.6622222222222223,0.39967925873129007,0.6003207412687099,0.2533377953166559
global,small_loss,197,S3,id08,id08_b12,2024-09-13,0,35,0.00648936910177,1,0.6607142857142857,0.6622222222222223,0.7162033737229746,0.7162033737229746,0.0554890880086889
global,small_loss,194,S3,id08,id08_b10,2024-09-08,1,36,0.0063866947355517,0,0.6607142857142857,0.6622222222222223,0.3926704680446662,0.6073295319553338,0.05338475375895191
global,small_loss,105,S3,id04,id04_b14,2024-10-28,1,37,0.0063059582876027,0,0.543859649122807,0.6622222222222223,0.3920171062009979,0.6079828937990022,-0.06412324467619507
global,small_loss,89,S3,id04,id04_b6,2024-09-22,3,38,0.0062187749395397,0,0.543859649122807,0.6622222222222223,0.39623425991922073,0.6037657400807793,-0.059906090957972224
global,small_loss,92,S3,id04,id04_b6,2024-09-25,1,39,0.0061788863185001,0,0.543859649122807,0.6622222222222223,0.3976597766690425,0.6023402233309575,-0.05848057420815045
global,small_loss,63,Q2,id03,id03_b2,2024-08-20,4,40,0.0049456624993669,1,0.8181818181818182,0.5622222222222222,0.6088144452363982,0.6088144452363982,-0.20936737294542007
global,small_loss,132,Q2,id06,id06_b2,2024-07-10,3,41,0.0035131753426055,1,0.3958333333333333,0.5622222222222222,0.5927179852696602,0.5927179852696602,0.19688465193632693
global,small_loss,169,Q2,id07,id07_b4,2024-08-16,2,42,0.0034918463581064,0,0.5102040816326531,0.5622222222222222,0.46768828700403897,0.532311712995961,-0.022107631363307956
global,small_loss,191,Q2,id08,id08_b6,2024-08-13,0,43,0.0034443853008933,1,0.7857142857142857,0.5622222222222222,0.5931931575196009,0.5931931575196009,-0.1925211281946848
global,small_loss,176,Q2,id07,id07_b4,2024-08-26,5,44,0.0032842308337376,0,0.5102040816326531,0.5622222222222222,0.4729151817533856,0.5270848182466144,-0.016880736613961334
global,small_loss,248,Q2,id10,id10_b4,2024-09-25,1,45,0.0028640210398831,0,0.5454545454545454,0.5622222222222222,0.4615110477548111,0.5384889522451889,0.006965593209356524
global,small_loss,94,Q2,id04,id04_b8,2024-10-14,0,46,0.0026729584572725,1,0.49122807017543857,0.5622222222222222,0.590936089332383,0.590936089332383,0.09970801915694438
global,small_loss,105,Q2,id04,id04_b14,2024-10-28,1,47,0.0026655947710544,1,0.49122807017543857,0.5622222222222222,0.5896293656450463,0.5896293656450463,0.09840129546960774
global,small_loss,99,Q2,id04,id04_b8,2024-10-19,0,48,0.0026613411155921,0,0.49122807017543857,0.5622222222222222,0.46917320028510334,0.5308267997148967,-0.03959872953945809
global,small_loss,174,Q2,id07,id07_b4,2024-08-24,7,49,0.0026234314969043,0,0.5102040816326531,0.5622222222222222,0.462223806129722,0.537776193870278,-0.0275721122376249
global,small_loss,136,Q2,id06,id06_b4,2024-07-15,0,50,0.0024434527633965,1,0.3958333333333333,0.5622222222222222,0.5844618674269423,0.5844618674269423,0.18862853409360897
global,large_loss,133,S3,id06,id06_b2,2024-07-11,2,1,0.020333589154941,1,0.9583333333333334,0.6622222222222223,0.6397073230810572,0.6397073230810572,-0.3186260102522762
global,large_loss,145,S3,id06,id06_b8,2024-08-14,0,2,0.0197199567616581,1,0.9583333333333334,0.6622222222222223,0.6406254373638923,0.6406254373638923,-0.31770789596944105
global,large_loss,141,S3,id06,id06_b6,2024-08-09,0,3,0.0193484331585298,1,0.9583333333333334,0.6622222222222223,0.640379114019717,0.640379114019717,-0.31795421931361634
global,large_loss,39,S3,id02,id02_b2,2024-09-06,3,4,0.0188805364597103,1,0.8958333333333334,0.6622222222222223,0.6430326882274237,0.6430326882274237,-0.2528006451059097
global,large_loss,215,S3,id09,id09_b4,2024-09-04,0,5,0.018486072142399,1,0.7073170731707317,0.6622222222222223,0.6446449864802074,0.6446449864802074,-0.06267208669052426
global,large_loss,146,S3,id06,id06_b10,2024-08-19,0,6,0.0184824717931251,1,0.9583333333333334,0.6622222222222223,0.6442419119170114,0.6442419119170114,-0.31409142141632196
global,large_loss,235,S3,id10,id10_b2,2024-08-17,3,7,0.0184045224551778,1,0.48484848484848486,0.6622222222222223,0.6413812021698847,0.6413812021698847,0.15653271732139984
global,large_loss,120,S3,id05,id05_b6,2024-11-07,0,8,0.0178216646478344,0,0.13636363636363635,0.6622222222222223,0.3155849899511272,0.6844150100488728,-0.5480513736852364
global,large_loss,241,S3,id10,id10_b4,2024-09-17,2,9,0.017224091702018,0,0.48484848484848486,0.6622222222222223,0.31548981956815036,0.6845101804318496,-0.19966169558336477
global,large_loss,8,S3,id01,id01_b2,2024-08-09,5,10,0.0163443551421569,1,0.8536585365853658,0.6622222222222223,0.6440123833463026,0.6440123833463026,-0.20964615323906322
global,large_loss,57,S3,id02,id02_b4,2024-10-14,1,11,0.015987119957691,1,0.8958333333333334,0.6622222222222223,0.645781432818107,0.645781432818107,-0.2500519005152264
global,large_loss,12,S3,id01,id01_b2,2024-08-14,1,12,0.015941887666894,1,0.8536585365853658,0.6622222222222223,0.6468115122573855,0.6468115122573855,-0.2068470243279803
global,large_loss,129,S3,id06,id06_b2,2024-07-07,1,13,0.0155335426296066,1,0.9583333333333334,0.6622222222222223,0.6478527882123083,0.6478527882123083,-0.3104805451210251
global,large_loss,86,S3,id04,id04_b6,2024-09-18,0,14,0.0154193822289822,0,0.543859649122807,0.6622222222222223,0.31900552548047045,0.6809944745195295,-0.1371348253967225
global,large_loss,144,S3,id06,id06_b8,2024-08-13,1,15,0.0151067564332048,1,0.9583333333333334,0.6622222222222223,0.6476120631259552,0.6476120631259552,-0.31072127020737816
global,large_loss,180,S3,id07,id07_b4,2024-08-31,1,16,0.0149298280822646,1,0.7959183673469388,0.6622222222222223,0.6481327011034166,0.6481327011034166,-0.14778566624352218
global,large_loss,25,S3,id01,id01_b4,2024-09-13,1,17,0.014681064665221,0,0.8536585365853658,0.6622222222222223,0.3197892815755737,0.6802107184244263,0.17344781816093952
global,large_loss,115,S3,id05,id05_b4,2024-10-13,1,18,0.0142140988965649,0,0.13636363636363635,0.6622222222222223,0.3206682080536537,0.6793317919463463,-0.5429681555827099
global,large_loss,47,S3,id02,id02_b4,2024-10-03,4,19,0.0139132396855474,1,0.8958333333333334,0.6622222222222223,0.6482894523224373,0.6482894523224373,-0.24754388101089608
global,large_loss,22,S3,id01,id01_b4,2024-09-10,4,20,0.0137434348998359,0,0.8536585365853658,0.6622222222222223,0.3203715003890789,0.6796284996109211,0.17403003697444475
global,large_loss,158,S3,id07,id07_b2,2024-07-19,6,21,0.013228254321624,1,0.7959183673469388,0.6622222222222223,0.6483734261897698,0.6483734261897698,-0.14754494115716899
global,large_loss,49,S3,id02,id02_b4,2024-10-05,6,22,0.0130886753760049,0,0.8958333333333334,0.6622222222222223,0.321860636969775,0.678139363030225,0.2176939703031084
global,large_loss,147,S3,id06,id06_b10,2024-08-20,1,23,0.0130679630311271,1,0.9583333333333334,0.6622222222222223,0.6468115122573855,0.6468115122573855,-0.31152182107594784
global,large_loss,91,S3,id04,id04_b6,2024-09-24,2,24,0.0130519590848491,0,0.543859649122807,0.6622222222222223,0.32173747529768737,0.6782625247023126,-0.1344028755795056
global,large_loss,103,S3,id04,id04_b12,2024-10-25,0,25,0.0123828864054221,1,0.543859649122807,0.6622222222222223,0.6500585017942416,0.6500585017942416,0.10619885267143458
global,large_loss,27,S3,id02,id02_b2,2024-08-25,0,26,0.0111248125617892,1,0.8958333333333334,0.6622222222222223,0.649733802840556,0.649733802840556,-0.24609953049277733
global,large_loss,70,S3,id03,id03_b4,2024-09-15,0,27,0.0094149078800982,0,0.48484848484848486,0.6622222222222223,0.32689906900972415,0.6731009309902758,-0.18825244614179099
global,large_loss,43,S3,id02,id02_b4,2024-09-28,0,28,0.0087484489279774,0,0.8958333333333334,0.6622222222222223,0.32646240489959527,0.6735375951004048,0.22229573823292864
global,large_loss,246,S3,id10,id10_b4,2024-09-22,3,29,0.0085882613175965,0,0.48484848484848486,0.6622222222222223,0.32800752405851297,0.671992475941487,-0.18714399109300217
global,large_loss,1,S3,id01,id01_b2,2024-07-31,1,30,0.0075946099922705,0,0.8536585365853658,0.6622222222222223,0.32898162091956984,0.6710183790804302,0.18264015750493567
global,large_loss,30,S3,id02,id02_b2,2024-08-28,3,31,0.0075840321756504,0,0.8958333333333334,0.6622222222222223,0.3292839268419668,0.6707160731580332,0.22511726017530015
global,large_loss,94,S3,id04,id04_b8,2024-10-14,0,32,0.0073348302301466,0,0.543859649122807,0.6622222222222223,0.3302748184764901,0.6697251815235099,-0.12586553240070286
global,large_loss,187,S3,id08,id08_b4,2024-08-08,2,33,0.0068725401000828,0,0.6607142857142857,0.6622222222222223,0.33104737805594897,0.668952621944051,-0.00823833622976533
global,large_loss,15,S3,id01,id01_b4,2024-09-02,1,34,0.006833954425664,0,0.8536585365853658,0.6622222222222223,0.3309857972199052,0.6690142027800948,0.184644333805271
global,large_loss,197,S3,id08,id08_b12,2024-09-13,0,35,0.00648936910177,1,0.6607142857142857,0.6622222222222223,0.6552480867953893,0.6552480867953893,-0.005466198918896437
global,large_loss,194,S3,id08,id08_b10,2024-09-08,1,36,0.0063866947355517,0,0.6607142857142857,0.6622222222222223,0.3295414467017864,0.6704585532982136,-0.00974426758392788
global,large_loss,105,S3,id04,id04_b14,2024-10-28,1,37,0.0063059582876027,0,0.543859649122807,0.6622222222222223,0.33041477492204424,0.6695852250779557,-0.12572557595514872
global,large_loss,89,S3,id04,id04_b6,2024-09-22,3,38,0.0062187749395397,0,0.543859649122807,0.6622222222222223,0.33038678363293345,0.6696132163670666,-0.1257535672442595
global,large_loss,92,S3,id04,id04_b6,2024-09-25,1,39,0.0061788863185001,0,0.543859649122807,0.6622222222222223,0.3304595609846216,0.6695404390153784,-0.12568078989257137
global,large_loss,63,Q2,id03,id03_b2,2024-08-20,4,40,0.0049456624993669,1,0.8181818181818182,0.5622222222222222,0.556136530311767,0.556136530311767,-0.2620452878700512
global,large_loss,132,Q2,id06,id06_b2,2024-07-10,3,41,0.0035131753426055,1,0.3958333333333333,0.5622222222222222,0.557116225430646,0.557116225430646,0.16128289209731267
global,large_loss,169,Q2,id07,id07_b4,2024-08-16,2,42,0.0034918463581064,0,0.5102040816326531,0.5622222222222222,0.4326221679813242,0.5673778320186758,-0.05717375038602274
global,large_loss,191,Q2,id08,id08_b6,2024-08-13,0,43,0.0034443853008933,1,0.7857142857142857,0.5622222222222222,0.5566123822266511,0.5566123822266511,-0.2291019034876346
global,large_loss,176,Q2,id07,id07_b4,2024-08-26,5,44,0.0032842308337376,0,0.5102040816326531,0.5622222222222222,0.4315305077060019,0.5684694922939981,-0.05826541066134505
global,large_loss,248,Q2,id10,id10_b4,2024-09-25,1,45,0.0028640210398831,0,0.5454545454545454,0.5622222222222222,0.4326781505595459,0.5673218494404542,-0.021867303985908693
global,large_loss,94,Q2,id04,id04_b8,2024-10-14,0,46,0.0026729584572725,1,0.49122807017543857,0.5622222222222222,0.5582078857059684,0.5582078857059684,0.06697981553052978
global,large_loss,105,Q2,id04,id04_b14,2024-10-28,1,47,0.0026655947710544,1,0.49122807017543857,0.5622222222222222,0.556069351217901,0.556069351217901,0.06484128104246245
global,large_loss,99,Q2,id04,id04_b8,2024-10-19,0,48,0.0026613411155921,0,0.49122807017543857,0.5622222222222222,0.4346207460238374,0.5653792539761626,-0.07415118380072405
global,large_loss,174,Q2,id07,id07_b4,2024-08-24,7,49,0.0026234314969043,0,0.5102040816326531,0.5622222222222222,0.4334898979437599,0.5665101020562401,-0.05630602042358701
global,large_loss,136,Q2,id06,id06_b4,2024-07-15,0,50,0.0024434527633965,1,0.3958333333333333,0.5622222222222222,0.5590812139262261,0.5590812139262261,0.1632478805928928
subject,edge_or_stronger_win,133,S3,id06,id06_b2,2024-07-11,2,1,0.020333589154941,1,0.9583333333333334,0.6622222222222223,0.9874635670892299,0.9874635670892299,0.029130233755896517
subject,edge_or_stronger_win,145,S3,id06,id06_b8,2024-08-14,0,2,0.0197199567616581,1,0.9583333333333334,0.6622222222222223,0.9880254240264073,0.9880254240264073,0.02969209069307388
subject,edge_or_stronger_win,141,S3,id06,id06_b6,2024-08-09,0,3,0.0193484331585298,1,0.9583333333333334,0.6622222222222223,0.9872528707377884,0.9872528707377884,0.028919537404455076
subject,edge_or_stronger_win,39,S3,id02,id02_b2,2024-09-06,3,4,0.0188805364597103,1,0.8958333333333334,0.6622222222222223,0.9647083611335464,0.9647083611335464,0.06887502780021304
subject,edge_or_stronger_win,215,S3,id09,id09_b4,2024-09-04,0,5,0.018486072142399,1,0.7073170731707317,0.6622222222222223,0.8838711942971521,0.8838711942971521,0.17655412112642044
subject,edge_or_stronger_win,146,S3,id06,id06_b10,2024-08-19,0,6,0.0184824717931251,1,0.9583333333333334,0.6622222222222223,0.986691013800611,0.986691013800611,0.0283576804672776
subject,edge_or_stronger_win,235,S3,id10,id10_b2,2024-08-17,3,7,0.0184045224551778,1,0.48484848484848486,0.6622222222222223,0.7336095796607789,0.7336095796607789,0.24876109481229403
subject,edge_or_stronger_win,120,S3,id05,id05_b6,2024-11-07,0,8,0.0178216646478344,0,0.13636363636363635,0.6622222222222223,0.9509779822312744,0.04902201776872564,0.08734161859491074
subject,edge_or_stronger_win,241,S3,id10,id10_b4,2024-09-17,2,9,0.017224091702018,0,0.48484848484848486,0.6622222222222223,0.7463567089229904,0.2536432910770095,0.2312051937714753
subject,edge_or_stronger_win,8,S3,id01,id01_b2,2024-08-09,5,10,0.0163443551421569,1,0.8536585365853658,0.6622222222222223,0.9403729325420515,0.9403729325420515,0.08671439595668562
subject,edge_or_stronger_win,57,S3,id02,id02_b4,2024-10-14,1,11,0.015987119957691,1,0.8958333333333334,0.6622222222222223,0.9587386311760367,0.9587386311760367,0.06290529784270338
subject,edge_or_stronger_win,12,S3,id01,id01_b2,2024-08-14,1,12,0.015941887666894,1,0.8536585365853658,0.6622222222222223,0.9367208624503985,0.9367208624503985,0.0830623258650327
subject,edge_or_stronger_win,129,S3,id06,id06_b2,2024-07-07,1,13,0.0155335426296066,1,0.9583333333333334,0.6622222222222223,0.9821259261860449,0.9821259261860449,0.023792592852711514
subject,edge_or_stronger_win,86,S3,id04,id04_b6,2024-09-18,0,14,0.0154193822289822,0,0.543859649122807,0.6622222222222223,0.6697334691154265,0.33026653088457353,0.21359311823823357
subject,edge_or_stronger_win,144,S3,id06,id06_b8,2024-08-13,1,15,0.0151067564332048,1,0.9583333333333334,0.6622222222222223,0.9832847561189733,0.9832847561189733,0.024951422785639887
subject,edge_or_stronger_win,180,S3,id07,id07_b4,2024-08-31,1,16,0.0149298280822646,1,0.7959183673469388,0.6622222222222223,0.905572918495628,0.905572918495628,0.10965455114868927
subject,edge_or_stronger_win,25,S3,id01,id01_b4,2024-09-13,1,17,0.014681064665221,0,0.8536585365853658,0.6622222222222223,0.2615795203146399,0.7384204796853601,0.11523805690000571
subject,edge_or_stronger_win,115,S3,id05,id05_b4,2024-10-13,1,18,0.0142140988965649,0,0.13636363636363635,0.6622222222222223,0.9388629420233873,0.0611370579766127,0.07522657838702362
subject,edge_or_stronger_win,47,S3,id02,id02_b4,2024-10-03,4,19,0.0139132396855474,1,0.8958333333333334,0.6622222222222223,0.9532254099799838,0.9532254099799838,0.05739207664665047
subject,edge_or_stronger_win,22,S3,id01,id01_b4,2024-09-10,4,20,0.0137434348998359,0,0.8536585365853658,0.6622222222222223,0.2559609509428662,0.7440390490571338,0.10961948752823203
subject,edge_or_stronger_win,158,S3,id07,id07_b2,2024-07-19,6,21,0.013228254321624,1,0.7959183673469388,0.6622222222222223,0.8952487972749938,0.8952487972749938,0.09933042992805508
subject,edge_or_stronger_win,49,S3,id02,id02_b4,2024-10-05,6,22,0.0130886753760049,0,0.8958333333333334,0.6622222222222223,0.1800400323067739,0.8199599676932261,0.07587336564010727
subject,edge_or_stronger_win,147,S3,id06,id06_b10,2024-08-20,1,23,0.0130679630311271,1,0.9583333333333334,0.6622222222222223,0.9800189626716297,0.9800189626716297,0.02168562933829632
subject,edge_or_stronger_win,91,S3,id04,id04_b6,2024-09-24,2,24,0.0130519590848491,0,0.543859649122807,0.6622222222222223,0.6328264915545879,0.3671735084454121,0.17668614067739496
subject,edge_or_stronger_win,103,S3,id04,id04_b12,2024-10-25,0,25,0.0123828864054221,1,0.543859649122807,0.6622222222222223,0.7042525546932612,0.7042525546932612,0.16039290557045416
subject,edge_or_stronger_win,27,S3,id02,id02_b2,2024-08-25,0,26,0.0111248125617892,1,0.8958333333333334,0.6622222222222223,0.9429012887593496,0.9429012887593496,0.04706795542601627
subject,edge_or_stronger_win,70,S3,id03,id03_b4,2024-09-15,0,27,0.0094149078800982,0,0.48484848484848486,0.6622222222222223,0.6373564631105805,0.3626435368894195,0.12220494795906534
subject,edge_or_stronger_win,43,S3,id02,id02_b4,2024-09-28,0,28,0.0087484489279774,0,0.8958333333333334,0.6622222222222223,0.15749552270253186,0.8425044772974681,0.053328856035865235
subject,edge_or_stronger_win,246,S3,id10,id10_b4,2024-09-22,3,29,0.0085882613175965,0,0.48484848484848486,0.6622222222222223,0.6314920813287916,0.36850791867120836,0.1163405661772765
subject,edge_or_stronger_win,1,S3,id01,id01_b2,2024-07-31,1,30,0.0075946099922705,0,0.8536585365853658,0.6622222222222223,0.20423499666397443,0.7957650033360255,0.05789353324934027
subject,edge_or_stronger_win,30,S3,id02,id02_b2,2024-08-28,3,31,0.0075840321756504,0,0.8958333333333334,0.6622222222222223,0.14509955402605612,0.8549004459739439,0.04093288735938949
subject,edge_or_stronger_win,94,S3,id04,id04_b8,2024-10-14,0,32,0.0073348302301466,0,0.543859649122807,0.6622222222222223,0.554166520349756,0.44583347965024406,0.09802616947256304
subject,edge_or_stronger_win,187,S3,id08,id08_b4,2024-08-08,2,33,0.0068725401000828,0,0.6607142857142857,0.6622222222222223,0.4257822102047266,0.5742177897952734,0.08649649591901232
subject,edge_or_stronger_win,15,S3,id01,id01_b4,2024-09-02,1,34,0.006833954425664,0,0.8536585365853658,0.6622222222222223,0.19587737472346103,0.804122625276539,0.04953591130882687
subject,edge_or_stronger_win,197,S3,id08,id08_b12,2024-09-13,0,35,0.00648936910177,1,0.6607142857142857,0.6622222222222223,0.7336798117779261,0.7336798117779261,0.07296552606364037
subject,edge_or_stronger_win,194,S3,id08,id08_b10,2024-09-08,1,36,0.0063866947355517,0,0.6607142857142857,0.6622222222222223,0.4179162130842434,0.5820837869157566,0.07863049879852912
subject,edge_or_stronger_win,105,S3,id04,id04_b14,2024-10-28,1,37,0.0063059582876027,0,0.543859649122807,0.6622222222222223,0.5319029392141026,0.4680970607858974,0.07576258833690963
subject,edge_or_stronger_win,89,S3,id04,id04_b6,2024-09-22,3,38,0.0062187749395397,0,0.543859649122807,0.6622222222222223,0.540084980861748,0.45991501913825195,0.0839446299845551
subject,edge_or_stronger_win,92,S3,id04,id04_b6,2024-09-25,1,39,0.0061788863185001,0,0.543859649122807,0.6622222222222223,0.536959651648699,0.46304034835130103,0.08081930077150601
subject,edge_or_stronger_win,63,Q2,id03,id03_b2,2024-08-20,4,40,0.0049456624993669,1,0.8181818181818182,0.5622222222222222,0.8563402043754609,0.8563402043754609,0.038158386193642646
subject,edge_or_stronger_win,132,Q2,id06,id06_b2,2024-07-10,3,41,0.0035131753426055,1,0.3958333333333333,0.5622222222222222,0.4393721248727043,0.4393721248727043,0.04353879153937096
subject,edge_or_stronger_win,169,Q2,id07,id07_b4,2024-08-16,2,42,0.0034918463581064,0,0.5102040816326531,0.5622222222222222,0.5325701443270008,0.4674298556729993,0.042774225959653855
subject,edge_or_stronger_win,191,Q2,id08,id08_b6,2024-08-13,0,43,0.0034443853008933,1,0.7857142857142857,0.5622222222222222,0.8192576465217544,0.8192576465217544,0.03354336080746867
subject,edge_or_stronger_win,176,Q2,id07,id07_b4,2024-08-26,5,44,0.0032842308337376,0,0.5102040816326531,0.5622222222222222,0.534501527548548,0.46549847245145204,0.044705609181201034
subject,edge_or_stronger_win,248,Q2,id10,id10_b4,2024-09-25,1,45,0.0028640210398831,0,0.5454545454545454,0.5622222222222222,0.4867085718298978,0.5132914281701022,0.03216311728444321
subject,edge_or_stronger_win,94,Q2,id04,id04_b8,2024-10-14,0,46,0.0026729584572725,1,0.49122807017543857,0.5622222222222222,0.5290585384696421,0.5290585384696421,0.037830468294203556
subject,edge_or_stronger_win,105,Q2,id04,id04_b14,2024-10-28,1,47,0.0026655947710544,1,0.49122807017543857,0.5622222222222222,0.5216841661691892,0.5216841661691892,0.030456095993750654
subject,edge_or_stronger_win,99,Q2,id04,id04_b8,2024-10-19,0,48,0.0026613411155921,0,0.49122807017543857,0.5622222222222222,0.5486884152122766,0.45131158478772343,0.039916485387715195
subject,edge_or_stronger_win,174,Q2,id07,id07_b4,2024-08-24,7,49,0.0026234314969043,0,0.5102040816326531,0.5622222222222222,0.5227376479263968,0.47726235207360324,0.03294172955904984
subject,edge_or_stronger_win,136,Q2,id06,id06_b4,2024-07-15,0,50,0.0024434527633965,1,0.3958333333333333,0.5622222222222222,0.4280647540120097,0.4280647540120097,0.032231420678676403
subject,small_win,133,S3,id06,id06_b2,2024-07-11,2,1,0.020333589154941,1,0.9583333333333334,0.6622222222222223,0.9797960725075529,0.9797960725075529,0.02146273917421948
subject,small_win,145,S3,id06,id06_b8,2024-08-14,0,2,0.0197199567616581,1,0.9583333333333334,0.6622222222222223,0.9792673716012085,0.9792673716012085,0.0209340382678751
subject,small_win,141,S3,id06,id06_b6,2024-08-09,0,3,0.0193484331585298,1,0.9583333333333334,0.6622222222222223,0.9804003021148037,0.9804003021148037,0.022066968781470298
subject,small_win,39,S3,id02,id02_b2,2024-09-06,3,4,0.0188805364597103,1,0.8958333333333334,0.6622222222222223,0.9430891238670694,0.9430891238670694,0.047255790533736075
subject,small_win,215,S3,id09,id09_b4,2024-09-04,0,5,0.018486072142399,1,0.7073170731707317,0.6622222222222223,0.8143504531722054,0.8143504531722054,0.10703338000147378
subject,small_win,146,S3,id06,id06_b10,2024-08-19,0,6,0.0184824717931251,1,0.9583333333333334,0.6622222222222223,0.9779833836858006,0.9779833836858006,0.019650050352467252
subject,small_win,235,S3,id10,id10_b2,2024-08-17,3,7,0.0184045224551778,1,0.48484848484848486,0.6622222222222223,0.6141616314199396,0.6141616314199396,0.12931314657145476
