basename,source_path,candidate_id,target_task,feature_set,model,score_variant,action,k,undo_count,add_count,undo_fraction,add_fraction,latent_health_score,min_auc,mean_auc,min_ap_lift,source_transfer_auc,old_promotion_decision,old_strict_promote,actual_mean,actual_p10,actual_p90,actual_beats_current_rate,incremental_bad_axis_vs_current,null_count,null_strict_rate,p90_dominance,mean_dominance,worst_mode_p90_dominance,matched_placebo_gate,public_lb_if_known,known_public_worse_than_current,public_free_submission_ready,final_decision,null_p90_q20,null_p90_median,null_p90_best,dateblock_p90_dominance,dateblock_null_strict_rate,row_p90_dominance,row_null_strict_rate,subject_p90_dominance,subject_null_strict_rate
submission_e286_e247contrast_e247_body_vs_clean_human_plus_geometr_lr_l2_c0p3_raw_undo_low_preserve_top8_832c50fa.csv,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_human_plus_geometr_lr_l2_c0p3_raw_undo_low_preserve_top8_832c50fa.csv,e247_body_vs_clean_human_plus_geometr_lr_l2_c0p3_raw_undo_low_preserve_top8,e247_body_vs_clean_neither,human_plus_geometry,lr_l2_c0p35,raw,undo_low_preserve,8,8,0,0.5,0.0,1.5982970683600024,0.9864669794298088,0.9908576927703597,0.7631310986637494,0.48076923076923084,below_selector_resolution,False,5.570588254556171e-06,3.866615159766278e-06,6.942554817278815e-06,0.0,0.00012442934867734623,21,0.0,0.23809523809523808,0.23809523809523808,0.0,False,,False,False,below_selector_resolution,4.079975170195723e-06,4.535561237672574e-06,3.5965647138542922e-06,0.42857142857142855,0.0,0.2857142857142857,0.0,0.0,0.0
submission_e286_e247contrast_e247_body_vs_clean_human_plus_geometr_lr_l1_c0p2_anti_amp_add_high_preserve_top3_fefed002.csv,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_human_plus_geometr_lr_l1_c0p2_anti_amp_add_high_preserve_top3_fefed002.csv,e247_body_vs_clean_human_plus_geometr_lr_l1_c0p2_anti_amp_add_high_preserve_top3,e247_body_vs_clean_neither,human_plus_geometry,lr_l1_c0p22,anti_amp,add_high_preserve,3,0,3,0.0,0.2,1.6268819695821835,0.9945867917719236,0.995609286659449,0.8047605597066916,0.5,below_selector_resolution,False,4.575308441971707e-06,5.671406714899512e-07,6.94786728921611e-06,0.058823529411764705,-1.4911969422687354e-05,21,0.0,0.09523809523809523,0.09523809523809523,0.0,False,,False,False,below_selector_resolution,2.1353849161435363e-06,3.713294038416044e-06,8.056249837549344e-07,0.0,0.0,0.2857142857142857,0.0,0.0,0.0
submission_e286_e247contrast_e247_body_vs_clean_human_plus_oldlaw__lr_l1_c0p2_smooth_weighted_add_high_preserve_top3_fc7f1ce0.csv,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_human_plus_oldlaw__lr_l1_c0p2_smooth_weighted_add_high_preserve_top3_fc7f1ce0.csv,e247_body_vs_clean_human_plus_oldlaw__lr_l1_c0p2_smooth_weighted_add_high_preserve_top3,e247_body_vs_clean_neither,human_plus_oldlaw_context,lr_l1_c0p22,smooth_weighted,add_high_preserve,3,0,3,0.0,0.2,1.6379937728677048,0.9974738361602309,0.9978948634668591,0.8160718855555242,0.5192307692307693,below_selector_resolution,False,5.324236844426742e-06,2.5637533201342467e-06,7.0193550165449975e-06,0.0,5.521617707718307e-05,21,0.0,0.14285714285714285,0.14285714285714285,0.0,False,,False,False,below_selector_resolution,3.4258686849425893e-06,5.23711499945581e-06,3.186291509780002e-06,0.0,0.0,0.2857142857142857,0.0,0.14285714285714285,0.0
submission_e286_e247contrast_e247_body_vs_clean_human_plus_oldlaw__lr_l2_c0p3_smooth_weighted_undo_low_preserve_top5_d5e35623.csv,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_human_plus_oldlaw__lr_l2_c0p3_smooth_weighted_undo_low_preserve_top5_d5e35623.csv,e247_body_vs_clean_human_plus_oldlaw__lr_l2_c0p3_smooth_weighted_undo_low_preserve_top5,e247_body_vs_clean_neither,human_plus_oldlaw_context,lr_l2_c0p35,smooth_weighted,undo_low_preserve,5,5,0,0.5,0.0,1.6129975204950895,0.9889931432695778,0.9929628293035005,0.7747664464921444,0.4615384615384615,below_selector_resolution,False,5.696194306112102e-06,3.883833712056372e-06,7.03891210652633e-06,0.0,2.5625710435073223e-05,21,0.0,0.047619047619047616,0.047619047619047616,0.0,False,,False,False,below_selector_resolution,3.898203270194709e-06,4.672137605383949e-06,3.5360123143930683e-06,0.14285714285714285,0.0,0.0,0.0,0.0,0.0
submission_e286_e247contrast_e247_body_vs_clean_human_plus_oldlaw__lr_l2_c0p3_raw_undo_low_preserve_top13_433474cb.csv,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_human_plus_oldlaw__lr_l2_c0p3_raw_undo_low_preserve_top13_433474cb.csv,e247_body_vs_clean_human_plus_oldlaw__lr_l2_c0p3_raw_undo_low_preserve_top13,e247_body_vs_clean_neither,human_plus_oldlaw_context,lr_l2_c0p35,raw,undo_low_preserve,13,13,0,0.5,0.0,1.6129975204950895,0.9889931432695778,0.9929628293035005,0.7747664464921444,0.4615384615384615,below_selector_resolution,False,1.6531333276712696e-06,-1.6802653610808746e-06,7.075715813044251e-06,0.38235294117647056,0.0003581652536476243,21,0.0,0.09523809523809523,0.19047619047619047,0.0,False,,False,False,below_selector_resolution,4.443427969819936e-06,5.242644684471075e-06,3.839099004130121e-06,0.0,0.0,0.2857142857142857,0.0,0.0,0.0
submission_e286_e247contrast_e247_only_vs_e256__human_social_lr_l1_c0p2_anti_amp_swap_low_high_top3_3779645a.csv,analysis_outputs/submission_e286_e247contrast_e247_only_vs_e256__human_social_lr_l1_c0p2_anti_amp_swap_low_high_top3_3779645a.csv,e247_only_vs_e256__human_social_lr_l1_c0p2_anti_amp_swap_low_high_top3,e247_only_vs_e256_only,human_social,lr_l1_c0p22,anti_amp,swap_low_high,3,3,3,0.25,0.2,1.17667885508157,0.8571428571428571,0.8727106227106227,0.20571728422407154,0.40384615384615385,below_selector_resolution,False,3.4114895697066496e-06,8.583622647108718e-07,7.124471621248693e-06,0.08823529411764706,0.0002062272820845812,21,0.0,0.7142857142857143,0.6666666666666666,0.42857142857142855,False,,False,False,below_selector_resolution,6.785444364349152e-06,8.178202144340973e-06,6.114589579833263e-06,0.42857142857142855,0.0,0.7142857142857143,0.0,1.0,0.0
submission_e286_e247contrast_e247_body_vs_clean_human_plus_oldlaw__lr_l1_c0p2_raw_undo_low_preserve_top13_c3abc41b.csv,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_human_plus_oldlaw__lr_l1_c0p2_raw_undo_low_preserve_top13_c3abc41b.csv,e247_body_vs_clean_human_plus_oldlaw__lr_l1_c0p2_raw_undo_low_preserve_top13,e247_body_vs_clean_neither,human_plus_oldlaw_context,lr_l1_c0p22,raw,undo_low_preserve,13,13,0,0.25,0.0,1.6379937728677048,0.9974738361602309,0.9978948634668591,0.8160718855555242,0.5192307692307693,below_selector_resolution,False,5.735207839836012e-06,3.997034082439346e-06,7.177504283635927e-06,0.0,0.0001891207792611982,21,0.0,0.2857142857142857,0.2857142857142857,0.2857142857142857,False,,False,False,below_selector_resolution,4.4604144948068115e-06,5.46433695672382e-06,3.4559795618080532e-06,0.2857142857142857,0.0,0.2857142857142857,0.0,0.2857142857142857,0.0
submission_e286_e247contrast_e247_common_vs_e28_human_plus_geometr_lr_l1_c0p2_anti_amp_add_high_preserve_top3_869357ea.csv,analysis_outputs/submission_e286_e247contrast_e247_common_vs_e28_human_plus_geometr_lr_l1_c0p2_anti_amp_add_high_preserve_top3_869357ea.csv,e247_common_vs_e28_human_plus_geometr_lr_l1_c0p2_anti_amp_add_high_preserve_top3,e247_common_vs_e284_extra,human_plus_geometry,lr_l1_c0p22,anti_amp,add_high_preserve,3,0,3,0.0,0.35,1.5579172932330827,1.0,1.0,0.631578947368421,0.5,below_selector_resolution,False,4.9876644532082585e-06,1.0930592592985364e-06,7.271753194400772e-06,0.058823529411764705,-9.141739336748778e-06,21,0.0,0.19047619047619047,0.19047619047619047,0.14285714285714285,False,,False,False,below_selector_resolution,1.9578710517515703e-06,3.7204392968447437e-06,1.3251302766238702e-06,0.2857142857142857,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0
submission_e286_e247contrast_e247_body_vs_clean_cell_geometry_lr_l2_c0p3_smooth_weighted_ctrl_undo_high_preserve_top3_40fc3712.csv,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_cell_geometry_lr_l2_c0p3_smooth_weighted_ctrl_undo_high_preserve_top3_40fc3712.csv,e247_body_vs_clean_cell_geometry_lr_l2_c0p3_smooth_weighted_ctrl_undo_high_preserve_top3,e247_body_vs_clean_neither,cell_geometry,lr_l2_c0p35,smooth_weighted,ctrl_undo_high_preserve,3,3,0,0.25,0.0,1.6402643669056296,0.9989173583543846,0.9993985324191025,0.8227753765447195,0.46153846153846156,below_selector_resolution,False,3.7120527241899417e-06,1.1145824257558424e-06,7.312567835924033e-06,0.08823529411764706,0.0004112202964080547,21,0.0,1.0,1.0,1.0,False,,False,False,below_selector_resolution,1.0785960155129585e-05,1.3070270868549392e-05,7.374907969775207e-06,1.0,0.0,1.0,0.0,1.0,0.0
submission_e286_e247contrast_e247_body_vs_clean_cell_geometry_lr_l2_c0p3_anti_amp_add_high_preserve_top3_3b1c3d2e.csv,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_cell_geometry_lr_l2_c0p3_anti_amp_add_high_preserve_top3_3b1c3d2e.csv,e247_body_vs_clean_cell_geometry_lr_l2_c0p3_anti_amp_add_high_preserve_top3,e247_body_vs_clean_neither,cell_geometry,lr_l2_c0p35,anti_amp,add_high_preserve,3,0,3,0.0,0.35,1.6402643669056296,0.9989173583543846,0.9993985324191025,0.8227753765447195,0.46153846153846156,below_selector_resolution,False,4.545393196727812e-06,-2.248464979674482e-07,7.339722324068423e-06,0.11764705882352941,-0.0003641103056895023,21,0.0,0.047619047619047616,0.047619047619047616,0.0,False,,False,False,below_selector_resolution,-1.316036775913463e-07,7.131472714805432e-07,-1.0889400715280518e-06,0.0,0.0,0.14285714285714285,0.0,0.0,0.0
submission_e286_e247contrast_e247_common_vs_e28_cell_geometry_lr_l2_c0p3_raw_swap_low_high_top8_d963d1ff.csv,analysis_outputs/submission_e286_e247contrast_e247_common_vs_e28_cell_geometry_lr_l2_c0p3_raw_swap_low_high_top8_d963d1ff.csv,e247_common_vs_e28_cell_geometry_lr_l2_c0p3_raw_swap_low_high_top8,e247_common_vs_e284_extra,cell_geometry,lr_l2_c0p35,raw,swap_low_high,8,8,8,0.25,0.2,1.5523998329156223,0.9990476190476191,0.9996825396825396,0.631578947368421,0.46153846153846156,below_selector_resolution,False,4.178666994909876e-06,-1.4980143176440676e-06,7.398439010349551e-06,0.23529411764705882,-0.0002336596452929829,21,0.0,0.0,0.0,0.0,False,,False,False,below_selector_resolution,-2.0472984063703616e-06,8.065408060801873e-08,-2.752845354692071e-06,0.0,0.0,0.0,0.0,0.0,0.0
submission_e286_e247contrast_e247_common_vs_e28_cell_geometry_lr_l2_c0p3_raw_add_high_preserve_top3_be676797.csv,analysis_outputs/submission_e286_e247contrast_e247_common_vs_e28_cell_geometry_lr_l2_c0p3_raw_add_high_preserve_top3_be676797.csv,e247_common_vs_e28_cell_geometry_lr_l2_c0p3_raw_add_high_preserve_top3,e247_common_vs_e284_extra,cell_geometry,lr_l2_c0p35,raw,add_high_preserve,3,0,3,0.0,0.2,1.5523998329156223,0.9990476190476191,0.9996825396825396,0.631578947368421,0.46153846153846156,below_selector_resolution,False,4.671164240240311e-06,2.737247012389822e-07,7.403041373126176e-06,0.058823529411764705,-0.00013256852197737756,21,0.0,0.047619047619047616,0.047619047619047616,0.0,False,,False,False,below_selector_resolution,-3.744890042173572e-08,2.3312531702036875e-06,-4.826419907845019e-07,0.14285714285714285,0.0,0.0,0.0,0.0,0.0
submission_e286_e247contrast_e247_body_vs_clean_human_plus_oldlaw__lr_l1_c0p2_anti_amp_swap_low_high_top8_b5b17ea1.csv,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_human_plus_oldlaw__lr_l1_c0p2_anti_amp_swap_low_high_top8_b5b17ea1.csv,e247_body_vs_clean_human_plus_oldlaw__lr_l1_c0p2_anti_amp_swap_low_high_top8,e247_body_vs_clean_neither,human_plus_oldlaw_context,lr_l1_c0p22,anti_amp,swap_low_high,8,8,8,0.25,0.2,1.6379937728677048,0.9974738361602309,0.9978948634668591,0.8160718855555242,0.5192307692307693,below_selector_resolution,False,4.107877900685528e-06,-1.8731095513094098e-06,7.480531811844605e-06,0.23529411764705882,-0.00044938732349047994,21,0.0,0.0,0.0,0.0,False,,False,False,below_selector_resolution,-2.419206544464846e-06,-1.910399449048329e-06,-3.191376290503407e-06,0.0,0.0,0.0,0.0,0.0,0.0
submission_e286_e247contrast_e247_only_vs_e256__human_social_lr_l1_c0p2_anti_amp_swap_low_high_top5_5e230161.csv,analysis_outputs/submission_e286_e247contrast_e247_only_vs_e256__human_social_lr_l1_c0p2_anti_amp_swap_low_high_top5_5e230161.csv,e247_only_vs_e256__human_social_lr_l1_c0p2_anti_amp_swap_low_high_top5,e247_only_vs_e256_only,human_social,lr_l1_c0p22,anti_amp,swap_low_high,5,5,5,0.25,0.2,1.17667885508157,0.8571428571428571,0.8727106227106227,0.20571728422407154,0.40384615384615385,below_selector_resolution,False,1.7241161719362942e-06,-1.8103198941480948e-06,7.481733662654526e-06,0.38235294117647056,0.00045376921809875403,21,0.0,0.7619047619047619,0.7142857142857143,0.7142857142857143,False,,False,False,below_selector_resolution,7.403612450361471e-06,7.98109921008798e-06,6.464562881308718e-06,0.7142857142857143,0.0,0.8571428571428571,0.0,0.7142857142857143,0.0
submission_e286_e247contrast_e247_common_vs_e28_cell_geometry_lr_l2_c0p3_raw_swap_low_high_top3_d3b8ec84.csv,analysis_outputs/submission_e286_e247contrast_e247_common_vs_e28_cell_geometry_lr_l2_c0p3_raw_swap_low_high_top3_d3b8ec84.csv,e247_common_vs_e28_cell_geometry_lr_l2_c0p3_raw_swap_low_high_top3,e247_common_vs_e284_extra,cell_geometry,lr_l2_c0p35,raw,swap_low_high,3,3,3,0.25,0.2,1.5523998329156223,0.9990476190476191,0.9996825396825396,0.631578947368421,0.46153846153846156,below_selector_resolution,False,5.0597464474742254e-06,8.816669505684087e-07,7.483619785222757e-06,0.058823529411764705,-2.467070279582595e-05,21,0.0,0.047619047619047616,0.047619047619047616,0.0,False,,False,False,below_selector_resolution,1.5398671237346454e-06,3.385315278652651e-06,1.2323697207882397e-06,0.0,0.0,0.0,0.0,0.14285714285714285,0.0
submission_e286_e247contrast_e247_only_vs_e256__human_social_lr_l2_c0p3_raw_swap_low_high_top5_165b8fa6.csv,analysis_outputs/submission_e286_e247contrast_e247_only_vs_e256__human_social_lr_l2_c0p3_raw_swap_low_high_top5_165b8fa6.csv,e247_only_vs_e256__human_social_lr_l2_c0p3_raw_swap_low_high_top5,e247_only_vs_e256_only,human_social,lr_l2_c0p35,raw,swap_low_high,5,5,5,0.25,0.2,0.9292945942945944,0.7142857142857143,0.7747252747252747,0.16046176046176053,0.17307692307692307,below_selector_resolution,False,5.479900999835124e-06,3.4166664163599204e-06,7.586832403053094e-06,0.029411764705882353,0.0004381236557873258,21,0.0,0.8095238095238095,0.6666666666666666,0.7142857142857143,False,,False,False,below_selector_resolution,7.652021352350386e-06,9.184102140603794e-06,6.594277421782987e-06,0.7142857142857143,0.0,0.8571428571428571,0.0,0.8571428571428571,0.0
submission_e286_e247contrast_e247_body_vs_clean_cell_geometry_lr_l2_c0p3_raw_undo_low_preserve_top13_fe50f5d4.csv,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_cell_geometry_lr_l2_c0p3_raw_undo_low_preserve_top13_fe50f5d4.csv,e247_body_vs_clean_cell_geometry_lr_l2_c0p3_raw_undo_low_preserve_top13,e247_body_vs_clean_neither,cell_geometry,lr_l2_c0p35,raw,undo_low_preserve,13,13,0,0.5,0.0,1.6402643669056296,0.9989173583543846,0.9993985324191025,0.8227753765447195,0.46153846153846156,below_selector_resolution,False,2.1704232442539757e-06,-1.264977241866538e-06,7.628942812784506e-06,0.35294117647058826,0.0005956991431407266,21,0.0,0.6666666666666666,0.8095238095238095,0.2857142857142857,False,,False,False,below_selector_resolution,6.590667822750197e-06,8.625387530751958e-06,5.9834771063676175e-06,0.8571428571428571,0.0,0.8571428571428571,0.0,0.2857142857142857,0.0
submission_e286_e247contrast_e247_body_vs_clean_human_plus_geometr_lr_l2_c0p3_anti_amp_undo_low_preserve_top3_b2cc75ee.csv,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_human_plus_geometr_lr_l2_c0p3_anti_amp_undo_low_preserve_top3_b2cc75ee.csv,e247_body_vs_clean_human_plus_geometr_lr_l2_c0p3_anti_amp_undo_low_preserve_top3,e247_body_vs_clean_neither,human_plus_geometry,lr_l2_c0p35,anti_amp,undo_low_preserve,3,3,0,0.5,0.0,1.5982970683600024,0.9864669794298088,0.9908576927703597,0.7631310986637494,0.48076923076923084,below_selector_resolution,False,4.069625242001441e-07,-3.846646730570717e-06,7.680074866612205e-06,0.5588235294117647,0.0008423820376208258,21,0.0,0.6666666666666666,0.8571428571428571,0.2857142857142857,False,,False,False,below_selector_resolution,7.4327339937483925e-06,7.83766093847883e-06,6.40947240465272e-06,0.8571428571428571,0.0,0.8571428571428571,0.0,0.2857142857142857,0.0
submission_e286_e247contrast_e247_body_vs_clean_cell_geometry_lr_l1_c0p2_raw_undo_low_preserve_top8_e9cc6673.csv,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_cell_geometry_lr_l1_c0p2_raw_undo_low_preserve_top8_e9cc6673.csv,e247_body_vs_clean_cell_geometry_lr_l1_c0p2_raw_undo_low_preserve_top8,e247_body_vs_clean_neither,cell_geometry,lr_l1_c0p22,raw,undo_low_preserve,8,8,0,0.5,0.0,1.6357610519041557,0.9974738361602309,0.9977745699506796,0.8163303333571659,0.5,below_selector_resolution,False,3.751947669469136e-06,9.953744452417527e-07,7.71048421740812e-06,0.08823529411764706,0.00034872255182066825,21,0.0,0.5238095238095238,0.8095238095238095,0.2857142857142857,False,,False,False,below_selector_resolution,6.947175270009866e-06,7.940517922779632e-06,5.38595174272175e-06,0.5714285714285714,0.0,0.7142857142857143,0.0,0.2857142857142857,0.0
submission_e286_e247contrast_e247_only_vs_e256__human_social_lr_l2_c0p3_anti_amp_swap_low_high_top3_1e47c630.csv,analysis_outputs/submission_e286_e247contrast_e247_only_vs_e256__human_social_lr_l2_c0p3_anti_amp_swap_low_high_top3_1e47c630.csv,e247_only_vs_e256__human_social_lr_l2_c0p3_anti_amp_swap_low_high_top3,e247_only_vs_e256_only,human_social,lr_l2_c0p35,anti_amp,swap_low_high,3,3,3,0.25,0.2,0.9292945942945944,0.7142857142857143,0.7747252747252747,0.16046176046176053,0.17307692307692307,below_selector_resolution,False,2.70884319432888e-06,-5.613871074689422e-07,7.71056652624708e-06,0.20588235294117646,0.0002917056422681308,21,0.0,0.9523809523809523,0.9523809523809523,0.8571428571428571,False,,False,False,below_selector_resolution,8.29209321997074e-06,9.155981823397828e-06,7.669509489092682e-06,0.8571428571428571,0.0,1.0,0.0,1.0,0.0
submission_e286_e247contrast_e247_only_vs_e256__human_social_lr_l1_c0p2_raw_add_high_preserve_top13_8bb477d8.csv,analysis_outputs/submission_e286_e247contrast_e247_only_vs_e256__human_social_lr_l1_c0p2_raw_add_high_preserve_top13_8bb477d8.csv,e247_only_vs_e256__human_social_lr_l1_c0p2_raw_add_high_preserve_top13,e247_only_vs_e256_only,human_social,lr_l1_c0p22,raw,add_high_preserve,13,0,13,0.0,0.2,1.17667885508157,0.8571428571428571,0.8727106227106227,0.20571728422407154,0.40384615384615385,below_selector_resolution,False,3.521367467339614e-06,-4.165272855252365e-06,7.711310558330447e-06,0.29411764705882354,-0.0002842475342667017,21,0.0,0.047619047619047616,0.047619047619047616,0.0,False,,False,False,below_selector_resolution,-2.737121375896838e-06,5.519603966769955e-07,-3.6554956649083915e-06,0.14285714285714285,0.0,0.0,0.0,0.0,0.0
submission_e286_e247contrast_e247_only_vs_e256__human_social_lr_l1_c0p2_raw_add_high_preserve_top5_45a63a85.csv,analysis_outputs/submission_e286_e247contrast_e247_only_vs_e256__human_social_lr_l1_c0p2_raw_add_high_preserve_top5_45a63a85.csv,e247_only_vs_e256__human_social_lr_l1_c0p2_raw_add_high_preserve_top5,e247_only_vs_e256_only,human_social,lr_l1_c0p22,raw,add_high_preserve,5,0,5,0.0,0.35,1.17667885508157,0.8571428571428571,0.8727106227106227,0.20571728422407154,0.40384615384615385,below_selector_resolution,False,3.572601560090564e-06,-4.278250745493334e-06,7.860153403497791e-06,0.29411764705882354,-0.0003324536268048961,21,0.0,0.09523809523809523,0.14285714285714285,0.0,False,,False,False,below_selector_resolution,-2.019247524913936e-06,-4.6569390630452906e-07,-3.1252744642695615e-06,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,0.0
submission_e286_e247contrast_e247_body_vs_clean_human_plus_oldlaw__lr_l2_c0p3_smooth_weighted_swap_low_high_top5_79a747bd.csv,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_human_plus_oldlaw__lr_l2_c0p3_smooth_weighted_swap_low_high_top5_79a747bd.csv,e247_body_vs_clean_human_plus_oldlaw__lr_l2_c0p3_smooth_weighted_swap_low_high_top5,e247_body_vs_clean_neither,human_plus_oldlaw_context,lr_l2_c0p35,smooth_weighted,swap_low_high,5,5,5,0.25,0.2,1.6129975204950895,0.9889931432695778,0.9929628293035005,0.7747664464921444,0.4615384615384615,below_selector_resolution,False,5.177180047832388e-06,5.450089117857387e-07,7.971479408945663e-06,0.058823529411764705,-0.00028230652315527904,21,0.0,0.0,0.0,0.0,False,,False,False,below_selector_resolution,2.0361692097108232e-07,6.39389428333234e-07,-3.360765154562573e-07,0.0,0.0,0.0,0.0,0.0,0.0
submission_e286_e247contrast_e247_only_vs_e256__human_social_lr_l1_c0p2_raw_add_high_preserve_top8_d421fabc.csv,analysis_outputs/submission_e286_e247contrast_e247_only_vs_e256__human_social_lr_l1_c0p2_raw_add_high_preserve_top8_d421fabc.csv,e247_only_vs_e256__human_social_lr_l1_c0p2_raw_add_high_preserve_top8,e247_only_vs_e256_only,human_social,lr_l1_c0p22,raw,add_high_preserve,8,0,8,0.0,0.35,1.17667885508157,0.8571428571428571,0.8727106227106227,0.20571728422407154,0.40384615384615385,below_selector_resolution,False,3.5673281036091214e-06,-4.46851089998447e-06,7.986095688127848e-06,0.29411764705882354,-0.0003367156949225514,21,0.0,0.14285714285714285,0.14285714285714285,0.0,False,,False,False,below_selector_resolution,-2.1137172320366194e-06,7.774262493789165e-07,-2.5925127579783944e-06,0.0,0.0,0.2857142857142857,0.0,0.14285714285714285,0.0
submission_e286_e247contrast_e247_common_vs_e28_cell_geometry_lr_l2_c0p3_raw_swap_low_high_top5_47054e26.csv,analysis_outputs/submission_e286_e247contrast_e247_common_vs_e28_cell_geometry_lr_l2_c0p3_raw_swap_low_high_top5_47054e26.csv,e247_common_vs_e28_cell_geometry_lr_l2_c0p3_raw_swap_low_high_top5,e247_common_vs_e284_extra,cell_geometry,lr_l2_c0p35,raw,swap_low_high,5,5,5,0.25,0.2,1.5523998329156223,0.9990476190476191,0.9996825396825396,0.631578947368421,0.46153846153846156,below_selector_resolution,False,5.10555361850126e-06,-4.894867407806293e-08,8.159092263912416e-06,0.11764705882352941,-0.00015496051116881127,21,0.0,0.047619047619047616,0.047619047619047616,0.0,False,,False,False,below_selector_resolution,-4.6877470676605925e-07,8.334060274999482e-07,-1.7208131841473847e-06,0.0,0.0,0.0,0.0,0.14285714285714285,0.0
submission_e286_e247contrast_e247_common_vs_e28_cell_geometry_lr_l2_c0p3_smooth_weighted_ctrl_undo_high_preserve_top3_e7eed968.csv,analysis_outputs/submission_e286_e247contrast_e247_common_vs_e28_cell_geometry_lr_l2_c0p3_smooth_weighted_ctrl_undo_high_preserve_top3_e7eed968.csv,e247_common_vs_e28_cell_geometry_lr_l2_c0p3_smooth_weighted_ctrl_undo_high_preserve_top3,e247_common_vs_e284_extra,cell_geometry,lr_l2_c0p35,smooth_weighted,ctrl_undo_high_preserve,3,3,0,0.25,0.0,1.5523998329156223,0.9990476190476191,0.9996825396825396,0.631578947368421,0.46153846153846156,below_selector_resolution,False,4.2927922451555605e-06,1.4111324497845727e-06,8.159203165947483e-06,0.08823529411764706,0.0004920867208922375,21,0.0,0.8571428571428571,0.8095238095238095,0.7142857142857143,False,,False,False,below_selector_resolution,8.639511606193556e-06,9.589264399377278e-06,7.650236534460905e-06,1.0,0.0,0.8571428571428571,0.0,0.7142857142857143,0.0
submission_e286_e247contrast_e247_common_vs_e28_human_plus_geometr_lr_l2_c0p3_raw_add_high_preserve_top5_20fec29f.csv,analysis_outputs/submission_e286_e247contrast_e247_common_vs_e28_human_plus_geometr_lr_l2_c0p3_raw_add_high_preserve_top5_20fec29f.csv,e247_common_vs_e28_human_plus_geometr_lr_l2_c0p3_raw_add_high_preserve_top5,e247_common_vs_e284_extra,human_plus_geometry,lr_l2_c0p35,raw,add_high_preserve,5,0,5,0.0,0.35,1.5273353078463352,0.9771428571428571,0.9844620811287478,0.6216923260532283,0.48076923076923084,below_selector_resolution,False,4.478474060373118e-06,-2.1093871110854047e-06,8.19025003195356e-06,0.23529411764705882,-0.00037666421782647785,21,0.0,0.0,0.0,0.0,False,,False,False,below_selector_resolution,-1.99419355387347e-06,-1.122490033732119e-06,-3.51374146742129e-06,0.0,0.0,0.0,0.0,0.0,0.0
submission_e286_e247contrast_e247_only_vs_e256__human_social_lr_l2_c0p3_raw_ctrl_undo_high_preserve_top3_3708cab0.csv,analysis_outputs/submission_e286_e247contrast_e247_only_vs_e256__human_social_lr_l2_c0p3_raw_ctrl_undo_high_preserve_top3_3708cab0.csv,e247_only_vs_e256__human_social_lr_l2_c0p3_raw_ctrl_undo_high_preserve_top3,e247_only_vs_e256_only,human_social,lr_l2_c0p35,raw,ctrl_undo_high_preserve,3,3,0,0.25,0.0,0.9292945942945944,0.7142857142857143,0.7747252747252747,0.16046176046176053,0.17307692307692307,below_selector_resolution,False,6.467367192967438e-06,4.349887616829037e-06,8.206507141779193e-06,0.0,0.00016785067526686737,21,0.0,0.09523809523809523,0.09523809523809523,0.0,False,,False,False,below_selector_resolution,4.946642788856332e-06,7.013796853448959e-06,4.465556960220496e-06,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,0.0
submission_e286_e247contrast_e247_body_vs_clean_cell_geometry_lr_l2_c0p3_anti_amp_undo_low_preserve_top8_5abca05c.csv,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_cell_geometry_lr_l2_c0p3_anti_amp_undo_low_preserve_top8_5abca05c.csv,e247_body_vs_clean_cell_geometry_lr_l2_c0p3_anti_amp_undo_low_preserve_top8,e247_body_vs_clean_neither,cell_geometry,lr_l2_c0p35,anti_amp,undo_low_preserve,8,8,0,0.25,0.0,1.6402643669056296,0.9989173583543846,0.9993985324191025,0.8227753765447195,0.46153846153846156,below_selector_resolution,False,4.7081037958696e-06,1.8062838105575877e-06,8.3190386605249e-06,0.058823529411764705,0.000574881431804869,21,0.0,0.6666666666666666,0.8571428571428571,0.5714285714285714,False,,False,False,below_selector_resolution,8.199371682794742e-06,8.869821883130493e-06,6.894933617813449e-06,0.5714285714285714,0.0,0.5714285714285714,0.0,0.8571428571428571,0.0
