basename,target,feature,actual_abs_weighted_mean,actual_signed_weighted_mean,abs_z_worst_abs,abs_z_max_abs,signed_z_worst_abs,signed_z_max_abs,abs_worst_mode_dominance,signed_worst_mode_dominance,row_abs_z,subject_abs_z,dateblock_abs_z,row_signed_z,subject_signed_z,dateblock_signed_z,source,family,human_story
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_de5d9c5d.csv,Q2,hstory__home_stability,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,human_social,routine_anchor,"Low GPS range, stable WiFi, charge, and low public ambience."
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_de5d9c5d.csv,Q2,hstory__sensor_sparse_day,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,human_social,measurement_state,Sparse sensor counts that may encode phone/watch availability.
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_de5d9c5d.csv,Q2,hstory__high_sensor_wear_day,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,human_social,measurement_state,Dense wearable and phone sensing.
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_de5d9c5d.csv,Q2,hstory__social_isolation_media,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,human_social,social_isolation,Low direct social signal but high passive media/home utility.
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_de5d9c5d.csv,Q2,hstory__weekday_routine_pressure,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,human_social,calendar_social,Weekday plus commute/work/study signal.
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_de5d9c5d.csv,Q2,hstory__weekend_social_jetlag,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,human_social,calendar_social,Weekend late social/media/deepnight phone.
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_de5d9c5d.csv,Q2,hstory__weekend_ritual_rest,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,human_social,calendar_social,Weekend routine/religion/charge and low mobility.
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_de5d9c5d.csv,Q2,hstory__morning_after_badnight,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,human_social,nextday_echo,High morning heart/mobility after a possibly fragmented night.
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_de5d9c5d.csv,Q2,hstory__quiet_dark_bedtime,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,human_social,routine_anchor,Low late light/screen/mobility with charging.
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_de5d9c5d.csv,Q2,hstory__outdoor_nature_day,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,human_social,environment,Outdoor/nature ambience and movement.
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_de5d9c5d.csv,Q2,hstory__vehicle_noise_day,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,human_social,environment,Vehicle ambience and GPS speed.
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_de5d9c5d.csv,Q2,cash__pay10_post3_spend_outing,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,cashflow,post_pay_spend,First 3 days after anchor 10: spending/social outing state.
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_de5d9c5d.csv,Q2,cash__pay10_post7_spend_outing,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,cashflow,post_pay_spend,First week after anchor 10: broader spending/social state.
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_de5d9c5d.csv,Q2,cash__pay10_pre3_cash_stress,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,cashflow,pre_pay_stress,Last 3 days before anchor 10: finance/checking stress.
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_de5d9c5d.csv,Q2,cash__pay10_pre7_budget_squeeze,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,cashflow,pre_pay_stress,Week before anchor 10: budget squeeze and late money rumination.
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_de5d9c5d.csv,Q2,cash__pay10_near3_money_rumination,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,cashflow,cashflow_transition,Near anchor 10: finance/shopping/search rumination.
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_de5d9c5d.csv,Q2,cash__pay10_near7_calendar_only,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,cashflow,calendar_only,Near anchor 10: pure monthly-cycle calendar state.
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_de5d9c5d.csv,Q2,cash__pay10_post3_relief_home,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,cashflow,post_pay_relief,After anchor 10: money available but quiet home/charging routine.
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_de5d9c5d.csv,Q2,cash__pay10_post3_late_shopping,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,cashflow,post_pay_spend,After anchor 10: late shopping or finance phone use.
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_de5d9c5d.csv,Q2,cash__pay15_post3_spend_outing,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,cashflow,post_pay_spend,First 3 days after anchor 15: spending/social outing state.
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_de5d9c5d.csv,Q2,cash__pay15_post7_spend_outing,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,cashflow,post_pay_spend,First week after anchor 15: broader spending/social state.
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_de5d9c5d.csv,Q2,cash__pay15_pre3_cash_stress,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,cashflow,pre_pay_stress,Last 3 days before anchor 15: finance/checking stress.
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_de5d9c5d.csv,Q2,cash__pay15_pre7_budget_squeeze,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,cashflow,pre_pay_stress,Week before anchor 15: budget squeeze and late money rumination.
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_de5d9c5d.csv,Q2,cash__pay15_near3_money_rumination,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,cashflow,cashflow_transition,Near anchor 15: finance/shopping/search rumination.
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_de5d9c5d.csv,Q2,cash__pay15_near7_calendar_only,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,cashflow,calendar_only,Near anchor 15: pure monthly-cycle calendar state.
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_de5d9c5d.csv,Q2,cash__pay15_post3_relief_home,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,cashflow,post_pay_relief,After anchor 15: money available but quiet home/charging routine.
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_de5d9c5d.csv,Q2,cash__pay15_post3_late_shopping,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,cashflow,post_pay_spend,After anchor 15: late shopping or finance phone use.
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_de5d9c5d.csv,Q2,cash__pay20_post3_spend_outing,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,cashflow,post_pay_spend,First 3 days after anchor 20: spending/social outing state.
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_de5d9c5d.csv,Q2,cash__pay20_post7_spend_outing,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,cashflow,post_pay_spend,First week after anchor 20: broader spending/social state.
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_de5d9c5d.csv,Q2,cash__pay20_pre3_cash_stress,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,cashflow,pre_pay_stress,Last 3 days before anchor 20: finance/checking stress.
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_de5d9c5d.csv,Q2,cash__pay20_pre7_budget_squeeze,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,cashflow,pre_pay_stress,Week before anchor 20: budget squeeze and late money rumination.
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_de5d9c5d.csv,Q2,cash__pay20_near3_money_rumination,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,cashflow,cashflow_transition,Near anchor 20: finance/shopping/search rumination.
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_de5d9c5d.csv,Q2,cash__pay20_near7_calendar_only,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,cashflow,calendar_only,Near anchor 20: pure monthly-cycle calendar state.
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_de5d9c5d.csv,Q2,cash__pay20_post3_relief_home,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,cashflow,post_pay_relief,After anchor 20: money available but quiet home/charging routine.
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_de5d9c5d.csv,Q2,cash__pay20_post3_late_shopping,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,cashflow,post_pay_spend,After anchor 20: late shopping or finance phone use.
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_de5d9c5d.csv,Q2,cash__pay25_post3_spend_outing,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,cashflow,post_pay_spend,First 3 days after anchor 25: spending/social outing state.
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_de5d9c5d.csv,Q2,cash__pay25_post7_spend_outing,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,cashflow,post_pay_spend,First week after anchor 25: broader spending/social state.
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_de5d9c5d.csv,Q2,cash__pay25_pre3_cash_stress,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,cashflow,pre_pay_stress,Last 3 days before anchor 25: finance/checking stress.
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_de5d9c5d.csv,Q2,cash__pay25_pre7_budget_squeeze,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,cashflow,pre_pay_stress,Week before anchor 25: budget squeeze and late money rumination.
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_de5d9c5d.csv,Q2,cash__pay25_near3_money_rumination,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,cashflow,cashflow_transition,Near anchor 25: finance/shopping/search rumination.
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_de5d9c5d.csv,Q2,cash__pay25_near7_calendar_only,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,cashflow,calendar_only,Near anchor 25: pure monthly-cycle calendar state.
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_de5d9c5d.csv,Q2,cash__pay25_post3_relief_home,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,cashflow,post_pay_relief,After anchor 25: money available but quiet home/charging routine.
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_de5d9c5d.csv,Q2,cash__pay25_post3_late_shopping,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,cashflow,post_pay_spend,After anchor 25: late shopping or finance phone use.
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_de5d9c5d.csv,Q2,cash__payeom_post3_spend_outing,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,cashflow,post_pay_spend,First 3 days after anchor eom: spending/social outing state.
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_de5d9c5d.csv,Q2,cash__payeom_post7_spend_outing,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,cashflow,post_pay_spend,First week after anchor eom: broader spending/social state.
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_de5d9c5d.csv,Q2,cash__payeom_pre3_cash_stress,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,cashflow,pre_pay_stress,Last 3 days before anchor eom: finance/checking stress.
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_de5d9c5d.csv,Q2,cash__payeom_pre7_budget_squeeze,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,cashflow,pre_pay_stress,Week before anchor eom: budget squeeze and late money rumination.
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_de5d9c5d.csv,Q2,cash__payeom_near3_money_rumination,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,cashflow,cashflow_transition,Near anchor eom: finance/shopping/search rumination.
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_de5d9c5d.csv,Q2,cash__payeom_near7_calendar_only,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,cashflow,calendar_only,Near anchor eom: pure monthly-cycle calendar state.
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_de5d9c5d.csv,Q2,cash__payeom_post3_relief_home,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,cashflow,post_pay_relief,After anchor eom: money available but quiet home/charging routine.
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_de5d9c5d.csv,Q2,cash__payeom_post3_late_shopping,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,cashflow,post_pay_spend,After anchor eom: late shopping or finance phone use.
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_de5d9c5d.csv,Q2,cash__paymonth_start_post3_spend_outing,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,cashflow,post_pay_spend,First 3 days after anchor month_start: spending/social outing state.
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_de5d9c5d.csv,Q2,cash__paymonth_start_post7_spend_outing,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,cashflow,post_pay_spend,First week after anchor month_start: broader spending/social state.
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_de5d9c5d.csv,Q2,cash__paymonth_start_pre3_cash_stress,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,cashflow,pre_pay_stress,Last 3 days before anchor month_start: finance/checking stress.
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_de5d9c5d.csv,Q2,cash__paymonth_start_pre7_budget_squeeze,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,cashflow,pre_pay_stress,Week before anchor month_start: budget squeeze and late money rumination.
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_de5d9c5d.csv,Q2,cash__paymonth_start_near3_money_rumination,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,cashflow,cashflow_transition,Near anchor month_start: finance/shopping/search rumination.
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_de5d9c5d.csv,Q2,cash__paymonth_start_near7_calendar_only,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,cashflow,calendar_only,Near anchor month_start: pure monthly-cycle calendar state.
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_de5d9c5d.csv,Q2,cash__paymonth_start_post3_relief_home,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,cashflow,post_pay_relief,After anchor month_start: money available but quiet home/charging routine.
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_de5d9c5d.csv,Q2,cash__paymonth_start_post3_late_shopping,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,cashflow,post_pay_spend,After anchor month_start: late shopping or finance phone use.
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_de5d9c5d.csv,Q2,cash__eom_bill_anxiety,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,cashflow,bill_cycle,End-of-month bill/card anxiety: late finance/search near month end.
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_de5d9c5d.csv,Q2,cash__monthstart_reset_relief,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,cashflow,bill_cycle,Month-start reset: quiet home after monthly cycle rolls over.
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_de5d9c5d.csv,Q2,cash__monthstart_spending_reset,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,cashflow,bill_cycle,Month-start spending reset: finance/shopping/social usage after new month starts.
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_de5d9c5d.csv,Q2,calendar__weekday,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,calendar,calendar,weekday
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_de5d9c5d.csv,Q2,calendar__is_weekend,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,calendar,calendar,is_weekend
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_de5d9c5d.csv,Q2,calendar__lifelog_dom,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,calendar,calendar,lifelog_dom
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_de5d9c5d.csv,Q2,calendar__lifelog_month,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,calendar,calendar,lifelog_month
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_de5d9c5d.csv,Q2,calendar__subject_order,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,calendar,calendar,subject_order
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_de5d9c5d.csv,Q2,calendar__pre25_cash_window,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,calendar,cashflow_calendar,pre25 cash window
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_de5d9c5d.csv,Q2,calendar__post25_relief_window,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,calendar,cashflow_calendar,post25 relief window
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_de5d9c5d.csv,Q2,calendar__month_end_bill_window,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,calendar,cashflow_calendar,month end bill window
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_de5d9c5d.csv,Q2,calendar__month_start_reset,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,calendar,cashflow_calendar,month start reset
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_de5d9c5d.csv,Q3,e280__commute_workday,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,human_social,mobility_context,Morning/evening movement and WiFi variety consistent with commute.
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_de5d9c5d.csv,Q3,e280__bright_light_late,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,human_social,bedtime_phone,Phone/wearable light exposure near sleep.
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_de5d9c5d.csv,Q3,e280__vehicle_noise_day,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,human_social,mobility_context,Vehicle ambience and GPS speed.
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_de5d9c5d.csv,Q3,e280__single_app_monotony,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,human_social,routine_calendar,One dominant app or ritual dominates the day.
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_de5d9c5d.csv,Q3,e280__app_entropy_scattered_day,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,human_social,routine_calendar,Attention spread across many apps during the day.
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_de5d9c5d.csv,Q3,e280__heart_stress_late,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,human_social,physiology_activity,High late/presleep heart rate and variance.
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_de5d9c5d.csv,Q3,e280__outdoor_nature_day,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,human_social,mobility_context,Outdoor/nature ambience and movement.
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_de5d9c5d.csv,Q3,e280__morning_after_badnight,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,human_social,diary_global,High morning heart/mobility after a possibly fragmented night.
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_de5d9c5d.csv,Q3,e280__quiet_dark_bedtime,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,human_social,routine_calendar,Low late light/screen/mobility with charging.
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_de5d9c5d.csv,Q3,e280__media_binge_late,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,human_social,media_game,Late video/music/game consumption.
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_de5d9c5d.csv,Q3,e280__night_out_mobility,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,human_social,mobility_context,"Late/deepnight movement, public ambience, weak charging."
submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_de5d9c5d.csv,Q3,e280__weekday_routine_pressure,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,human_social,routine_calendar,Weekday plus commute/work/study signal.
