sub_idx,target,target_idx,component,p_e95,p_e143,p_e144,delta_prob_e144_minus_e95,delta_prob_e144_minus_e143,delta_y1,delta_y0,support_label,support_y_for_e144,support_delta,adverse_delta,flip_benefit,e144_better_if_y1,e144_better_if_y0,differs_from_e143,moves_prob_up,moves_prob_down,hidden_block_id,subject_id,lifelog_date,sleep_date,global_pos,subject_pos,subject_phase,dow,is_weekend,block_n_rows,block_len_bin,pos_in_block,pos_frac,edge_distance,pos_bin,block_start,block_end,context_type,has_prev_train,has_next_train,prev_gap_pos,next_gap_pos,prev_gap_days,next_gap_days,edge_like,flip_rank,global_prior_y1,subject_prior_y1,subject_train_count,prev_y,next_y,has_prev_label,has_next_label,both_flanks,prev_only,next_only,flank_conflict,flank_agree,min_flank_gap_days,p_y1_global,support_probability_global,expected_delta_global,p_y1_subject,support_probability_subject,expected_delta_subject,p_y1_prev_beta,support_probability_prev_beta,expected_delta_prev_beta,p_y1_next_beta,support_probability_next_beta,expected_delta_next_beta,p_y1_nearest_beta,support_probability_nearest_beta,expected_delta_nearest_beta,p_y1_both_equal_beta,support_probability_both_equal_beta,expected_delta_both_equal_beta,p_y1_both_distance_beta,support_probability_both_distance_beta,expected_delta_both_distance_beta,p_y1_edge_endpoint_beta,support_probability_edge_endpoint_beta,expected_delta_edge_endpoint_beta,p_y1_nearest_hard085,support_probability_nearest_hard085,expected_delta_nearest_hard085,p_y1_conflict_flat,support_probability_conflict_flat,expected_delta_conflict_flat,hard_support_global,hard_support_subject,hard_support_prev_beta,hard_support_next_beta,hard_support_nearest_beta,hard_support_both_equal_beta,hard_support_both_distance_beta,hard_support_edge_endpoint_beta,hard_support_nearest_hard085,hard_support_conflict_flat
51,Q1,0,inherited_e143_body,0.2604352961330125,0.2643058873079615,0.2643058873079615,0.003870591174949034,0.0,-0.014752649483883218,0.005247350516116411,1,1,-0.014752649483883218,0.005247350516116411,0.01999999999999963,True,False,False,True,False,id02_b4,id02,2024-10-07,2024-10-08,140,72,0.9113924050632911,0,0,16,11-16,8,0.5333333333333333,7,interior,2024-09-28,2024-10-15,after_train_run,True,False,9.0,,10.0,,False,130,0.4955555555555556,0.5416666666666666,48,1.0,,True,False,False,True,False,False,False,10.0,0.4955555555555556,0.4955555555555556,-0.004663760594994517,0.5416666666666666,0.5416666666666666,-0.00558598281721672,0.5634920634920635,0.5634920634920635,-0.00602249075372465,0.5416666666666666,0.5416666666666666,-0.00558598281721672,0.6944444444444443,0.6944444444444443,-0.008641538372772218,0.6944444444444443,0.6944444444444443,-0.008641538372772218,0.5634920634920635,0.5634920634920635,-0.00602249075372465,0.6944444444444443,0.6944444444444443,-0.008641538372772218,0.85,0.85,-0.011752649483883272,0.5634920634920635,0.5634920634920635,-0.00602249075372465,False,True,True,True,True,True,True,True,True,True
51,S3,5,inherited_e143_body,0.910176631750716,0.9085280599750668,0.9085280599750668,-0.0016485717756491436,0.0,0.0018129080929637081,-0.018187091907035047,0,0,-0.018187091907035047,0.0018129080929637081,0.019999999999998755,False,True,False,False,True,id02_b4,id02,2024-10-07,2024-10-08,140,72,0.9113924050632911,0,0,16,11-16,8,0.5333333333333333,7,interior,2024-09-28,2024-10-15,after_train_run,True,False,9.0,,10.0,,False,156,0.6622222222222223,0.8958333333333334,48,1.0,,True,False,False,True,False,False,False,10.0,0.6622222222222223,0.33777777777777773,-0.004942647462591427,0.8958333333333334,0.10416666666666663,-0.00027042524036949484,0.9007936507936508,0.09920634920634919,-0.00017121889116315206,0.8958333333333334,0.10416666666666663,-0.00027042524036949484,0.9305555555555557,0.06944444444444431,0.0004240192040749083,0.9305555555555557,0.06944444444444431,0.0004240192040749083,0.9007936507936508,0.09920634920634919,-0.00017121889116315206,0.9305555555555557,0.06944444444444431,0.0004240192040749083,0.85,0.15000000000000002,-0.0011870919070361057,0.9007936507936508,0.09920634920634919,-0.00017121889116315206,False,False,False,False,False,False,False,False,False,False
52,S2,4,inherited_e143_body,0.9173092896984828,0.918813742244558,0.918813742244558,0.00150445254607523,0.0,-0.0016387277503492198,0.018361272249649563,1,1,-0.0016387277503492198,0.018361272249649563,0.019999999999998783,True,False,False,True,False,id02_b4,id02,2024-10-08,2024-10-09,141,73,0.9240506329113924,1,0,16,11-16,9,0.6,6,interior,2024-09-28,2024-10-15,after_train_run,True,False,10.0,,11.0,,False,155,0.6511111111111111,0.9166666666666666,48,1.0,,True,False,False,True,False,False,False,11.0,0.6511111111111111,0.6511111111111111,0.005339050027428134,0.9166666666666666,0.9166666666666666,2.793891631734614e-05,0.9202898550724637,0.9202898550724637,-4.452485179859194e-05,0.9166666666666666,0.9166666666666666,2.793891631734614e-05,0.9444444444444443,0.9444444444444443,-0.0005276166392381735,0.9444444444444443,0.9444444444444443,-0.0005276166392381735,0.9202898550724637,0.9202898550724637,-4.452485179859194e-05,0.9444444444444443,0.9444444444444443,-0.0005276166392381735,0.85,0.85,0.0013612722496505981,0.9202898550724637,0.9202898550724637,-4.452485179859194e-05,True,True,True,True,True,True,True,True,True,True
52,S3,5,e144_fine_tail_delta,0.8763909693299943,0.8763909693299943,0.8760656126754716,-0.0003253566545227127,-0.0003253566545227127,0.0003713149433791918,-0.0026286850566203945,0,0,-0.0026286850566203945,0.0003713149433791918,0.0029999999999995863,False,True,True,False,True,id02_b4,id02,2024-10-08,2024-10-09,141,73,0.9240506329113924,1,0,16,11-16,9,0.6,6,interior,2024-09-28,2024-10-15,after_train_run,True,False,10.0,,11.0,,False,183,0.6622222222222223,0.8958333333333334,48,1.0,,True,False,False,True,False,False,False,11.0,0.6622222222222223,0.33777777777777773,-0.0006420183899540017,0.8958333333333334,0.10416666666666663,5.8814943379234996e-05,0.9003623188405797,0.09963768115942029,7.240189990097214e-05,0.8958333333333334,0.10416666666666663,5.8814943379234996e-05,0.9305555555555557,0.06944444444444431,0.0001629816100458876,0.9305555555555557,0.06944444444444431,0.0001629816100458876,0.9003623188405797,0.09963768115942029,7.240189990097214e-05,0.9305555555555557,0.06944444444444431,0.0001629816100458876,0.85,0.15000000000000002,-7.868505662074623e-05,0.9003623188405797,0.09963768115942029,7.240189990097214e-05,False,False,False,False,False,False,False,False,False,False
52,S4,6,inherited_e143_body,0.8418689814203415,0.8391882294685076,0.8391882294685076,-0.0026807519518339262,0.0,0.0031893670326830215,-0.016810632967316774,0,0,-0.016810632967316774,0.0031893670326830215,0.019999999999999796,False,True,False,False,True,id02_b4,id02,2024-10-08,2024-10-09,141,73,0.9240506329113924,1,0,16,11-16,9,0.6,6,interior,2024-09-28,2024-10-15,after_train_run,True,False,10.0,,11.0,,False,102,0.56,0.75,48,0.0,,True,False,False,True,False,False,False,11.0,0.56,0.43999999999999995,-0.005610632967316888,0.75,0.25,-0.0018106329673169275,0.7173913043478262,0.28260869565217384,-0.0024628068803603975,0.75,0.25,-0.0018106329673169275,0.5,0.5,-0.006810632967316876,0.5,0.5,-0.006810632967316876,0.7173913043478262,0.28260869565217384,-0.0024628068803603975,0.5,0.5,-0.006810632967316876,0.15,0.85,-0.013810632967316805,0.7173913043478262,0.28260869565217384,-0.0024628068803603975,False,False,False,False,True,True,False,True,True,False
53,S2,4,inherited_e143_body,0.9297686935494428,0.9284514377507068,0.9284514377507068,-0.0013172557987359834,0.0,0.0014177610038696026,-0.018582238996128986,0,0,-0.018582238996128986,0.0014177610038696026,0.01999999999999859,False,True,False,False,True,id02_b4,id02,2024-10-09,2024-10-10,142,74,0.9367088607594937,2,0,16,11-16,10,0.6666666666666666,5,interior,2024-09-28,2024-10-15,after_train_run,True,False,11.0,,12.0,,False,157,0.6511111111111111,0.9166666666666666,48,1.0,,True,False,False,True,False,False,False,12.0,0.6511111111111111,0.3488888888888889,-0.005560016773907684,0.9166666666666666,0.08333333333333337,-0.0002489056627969471,0.9199999999999998,0.08000000000000018,-0.0001822389961302882,0.9166666666666666,0.08333333333333337,-0.0002489056627969471,0.9444444444444443,0.05555555555555569,0.00030664989275856714,0.9444444444444443,0.05555555555555569,0.00030664989275856714,0.9199999999999998,0.08000000000000018,-0.0001822389961302882,0.9444444444444443,0.05555555555555569,0.00030664989275856714,0.85,0.15000000000000002,-0.0015822389961301863,0.9199999999999998,0.08000000000000018,-0.0001822389961302882,False,False,False,False,False,False,False,False,False,False
54,S2,4,inherited_e143_body,0.930701366524002,0.9319802343504368,0.9319802343504368,0.0012788678264347153,0.0,-0.0013731472161210984,0.0186268527838771,1,1,-0.0013731472161210984,0.0186268527838771,0.0199999999999982,True,False,False,True,False,id02_b4,id02,2024-10-11,2024-10-12,143,75,0.9493670886075949,4,0,16,11-16,11,0.7333333333333333,4,interior,2024-09-28,2024-10-15,after_train_run,True,False,12.0,,14.0,,False,160,0.6511111111111111,0.9166666666666666,48,1.0,,True,False,False,True,False,False,False,14.0,0.6511111111111111,0.6511111111111111,0.005604630561656052,0.9166666666666666,0.9166666666666666,0.000293519450545419,0.9195402298850573,0.9195402298850573,0.00023604818617761,0.9166666666666666,0.9166666666666666,0.000293519450545419,0.9444444444444443,0.9444444444444443,-0.0002620361050100846,0.9444444444444443,0.9444444444444443,-0.0002620361050100846,0.9195402298850573,0.9195402298850573,0.00023604818617761,0.9444444444444443,0.9444444444444443,-0.0002620361050100846,0.85,0.85,0.001626852783878632,0.9195402298850573,0.9195402298850573,0.00023604818617761,True,True,True,True,True,True,True,True,True,True
55,Q3,2,inherited_e143_body,0.7708021516624289,0.7672497059847316,0.7672497059847316,-0.0035524456776973024,0.0,0.0046194177097148015,-0.01538058229028616,0,0,-0.01538058229028616,0.0046194177097148015,0.02000000000000096,False,True,False,False,True,id02_b4,id02,2024-10-12,2024-10-13,144,76,0.9620253164556962,5,1,16,11-16,12,0.8,3,interior,2024-09-28,2024-10-15,after_train_run,True,False,13.0,,15.0,,False,4,0.6,0.7291666666666666,48,1.0,,True,False,False,True,False,False,False,15.0,0.6,0.4,-0.0033805822902855834,0.7291666666666666,0.27083333333333337,-0.0007972489569521264,0.7379032258064515,0.2620967741935485,-0.0006225177741564199,0.7291666666666666,0.27083333333333337,-0.0007972489569521264,0.8194444444444443,0.1805555555555557,0.0010083065986035145,0.8194444444444443,0.1805555555555557,0.0010083065986035145,0.7379032258064515,0.2620967741935485,-0.0006225177741564199,0.8194444444444443,0.1805555555555557,0.0010083065986035145,0.85,0.15000000000000002,0.0016194177097146566,0.7379032258064515,0.2620967741935485,-0.0006225177741564199,False,False,False,False,False,False,False,False,False,False
55,S2,4,inherited_e143_body,0.9022133157311204,0.9039636660751582,0.9039636660751582,0.0017503503440378099,0.0,-0.0019381831455163034,0.01806181685448438,1,1,-0.0019381831455163034,0.01806181685448438,0.020000000000000684,True,False,False,True,False,id02_b4,id02,2024-10-12,2024-10-13,144,76,0.9620253164556962,5,1,16,11-16,12,0.8,3,interior,2024-09-28,2024-10-15,after_train_run,True,False,13.0,,15.0,,False,6,0.6511111111111111,0.9166666666666666,48,1.0,,True,False,False,True,False,False,False,15.0,0.6511111111111111,0.6511111111111111,0.005039594632261714,0.9166666666666666,0.9166666666666666,-0.000271516478849579,0.9193548387096773,0.9193548387096773,-0.0003252799197097937,0.9166666666666666,0.9166666666666666,-0.000271516478849579,0.9444444444444443,0.9444444444444443,-0.0008270720344051516,0.9444444444444443,0.9444444444444443,-0.0008270720344051516,0.9193548387096773,0.9193548387096773,-0.0003252799197097937,0.9444444444444443,0.9444444444444443,-0.0008270720344051516,0.85,0.85,0.0010618168544837996,0.9193548387096773,0.9193548387096773,-0.0003252799197097937,True,True,True,True,True,True,True,True,True,True
55,S3,5,e144_fine_tail_delta,0.8798043182888317,0.8798043182888317,0.8794867106012962,-0.000317607687535415,-0.000317607687535415,0.00036106327579724096,-0.0026389367242019013,0,0,-0.0026389367242019013,0.00036106327579724096,0.0029999999999991422,False,True,True,False,True,id02_b4,id02,2024-10-12,2024-10-13,144,76,0.9620253164556962,5,1,16,11-16,12,0.8,3,interior,2024-09-28,2024-10-15,after_train_run,True,False,13.0,,15.0,,False,185,0.6622222222222223,0.8958333333333334,48,1.0,,True,False,False,True,False,False,False,15.0,0.6622222222222223,0.33777777777777773,-0.0006522700575358024,0.8958333333333334,0.10416666666666663,4.856327579733045e-05,0.8991935483870968,0.10080645161290325,5.864392095861768e-05,0.8958333333333334,0.10416666666666663,4.856327579733045e-05,0.9305555555555557,0.06944444444444431,0.00015272994246396757,0.9305555555555557,0.06944444444444431,0.00015272994246396757,0.8991935483870968,0.10080645161290325,5.864392095861768e-05,0.9305555555555557,0.06944444444444431,0.00015272994246396757,0.85,0.15000000000000002,-8.893672420263044e-05,0.8991935483870968,0.10080645161290325,5.864392095861768e-05,False,False,False,False,False,False,False,False,False,False
56,Q3,2,inherited_e143_body,0.7292326368932891,0.7252655333735193,0.7252655333735193,-0.00396710351976981,0.0,0.005454958195402426,-0.014545041804597147,0,0,-0.014545041804597147,0.005454958195402426,0.019999999999999574,False,True,False,False,True,id02_b4,id02,2024-10-13,2024-10-14,145,77,0.9746835443037974,6,1,16,11-16,13,0.8666666666666667,2,interior,2024-09-28,2024-10-15,after_train_run,True,False,14.0,,16.0,,False,134,0.6,0.7291666666666666,48,1.0,,True,False,False,True,False,False,False,16.0,0.6,0.4,-0.0025450418045974035,0.7291666666666666,0.27083333333333337,3.829152873587385e-05,0.7373737373737373,0.26262626262626265,0.00020243294287728515,0.7291666666666666,0.27083333333333337,3.829152873587385e-05,0.8194444444444443,0.1805555555555557,0.0018438470842913894,0.8194444444444443,0.1805555555555557,0.0018438470842913894,0.7373737373737373,0.26262626262626265,0.00020243294287728515,0.8194444444444443,0.1805555555555557,0.0018438470842913894,0.85,0.15000000000000002,0.0024549581954024895,0.7373737373737373,0.26262626262626265,0.00020243294287728515,False,False,False,False,False,False,False,False,False,False
56,S3,5,e144_fine_tail_delta,0.891427325376584,0.891427325376584,0.8911366302897586,-0.0002906950868253322,-0.0002906950868253322,0.000326153895884862,-0.0026738461041153627,0,0,-0.0026738461041153627,0.000326153895884862,0.0030000000000002247,False,True,True,False,True,id02_b4,id02,2024-10-13,2024-10-14,145,77,0.9746835443037974,6,1,16,11-16,13,0.8666666666666667,2,interior,2024-09-28,2024-10-15,after_train_run,True,False,14.0,,16.0,,False,170,0.6622222222222223,0.8958333333333334,48,1.0,,True,False,False,True,False,False,False,16.0,0.6622222222222223,0.33777777777777773,-0.0006871794374485471,0.8958333333333334,0.10416666666666663,1.3653895884838726e-05,0.898989898989899,0.101010101010101,2.31235928545363e-05,0.8958333333333334,0.10416666666666663,1.3653895884838726e-05,0.9305555555555557,0.06944444444444431,0.00011782056255151346,0.9305555555555557,0.06944444444444431,0.00011782056255151346,0.898989898989899,0.101010101010101,2.31235928545363e-05,0.9305555555555557,0.06944444444444431,0.00011782056255151346,0.85,0.15000000000000002,-0.00012384610411517177,0.898989898989899,0.101010101010101,2.31235928545363e-05,False,False,False,False,False,False,False,False,False,False
56,S4,6,inherited_e143_body,0.7950790510244949,0.7918012489966681,0.7918012489966681,-0.0032778020278267928,0.0,0.0041311328767938416,-0.01586886712320612,0,0,-0.01586886712320612,0.0041311328767938416,0.019999999999999962,False,True,False,False,True,id02_b4,id02,2024-10-13,2024-10-14,145,77,0.9746835443037974,6,1,16,11-16,13,0.8666666666666667,2,interior,2024-09-28,2024-10-15,after_train_run,True,False,14.0,,16.0,,False,78,0.56,0.75,48,0.0,,True,False,False,True,False,False,False,16.0,0.56,0.43999999999999995,-0.00466886712320614,0.75,0.25,-0.000868867123206149,0.7272727272727273,0.2727272727272727,-0.0013234125777516026,0.75,0.25,-0.000868867123206149,0.5,0.5,-0.00586886712320614,0.5,0.5,-0.00586886712320614,0.7272727272727273,0.2727272727272727,-0.0013234125777516026,0.5,0.5,-0.00586886712320614,0.15,0.85,-0.012868867123206125,0.7272727272727273,0.2727272727272727,-0.0013234125777516026,False,False,False,False,True,True,False,True,True,False
57,S2,4,inherited_e143_body,0.939706284522844,0.9385631016679497,0.9385631016679497,-0.0011431828548943423,0.0,0.0012172726707453743,-0.018782727329255344,0,0,-0.018782727329255344,0.0012172726707453743,0.02000000000000072,False,True,False,False,True,id02_b4,id02,2024-10-14,2024-10-15,146,78,0.9873417721518988,0,0,16,11-16,14,0.9333333333333333,1,near_edge,2024-09-28,2024-10-15,after_train_run,True,False,15.0,,17.0,,True,5,0.6511111111111111,0.9166666666666666,48,1.0,,True,False,False,True,False,False,False,17.0,0.6511111111111111,0.3488888888888889,-0.005760505107032654,0.9166666666666666,0.08333333333333337,-0.00044939399592135295,0.9190476190476191,0.08095238095238089,-0.0004017749483023016,0.9166666666666666,0.08333333333333337,-0.00044939399592135295,0.9444444444444443,0.05555555555555569,0.00010616155963422049,0.9444444444444443,0.05555555555555569,0.00010616155963422049,0.9190476190476191,0.08095238095238089,-0.0004017749483023016,0.9444444444444443,0.05555555555555569,0.00010616155963422049,0.85,0.15000000000000002,-0.001782727329254734,0.9190476190476191,0.08095238095238089,-0.0004017749483023016,False,False,False,False,False,False,False,False,False,False
57,S4,6,inherited_e143_body,0.7742564944093447,0.7777329770738788,0.7777329770738788,0.003476482664534042,0.0,-0.004480041318643824,0.01551995868135636,1,1,-0.004480041318643824,0.01551995868135636,0.020000000000000184,True,False,False,True,False,id02_b4,id02,2024-10-14,2024-10-15,146,78,0.9873417721518988,0,0,16,11-16,14,0.9333333333333333,1,near_edge,2024-09-28,2024-10-15,after_train_run,True,False,15.0,,17.0,,True,35,0.56,0.75,48,0.0,,True,False,False,True,False,False,False,17.0,0.56,0.56,0.004319958681356257,0.75,0.75,0.0005199586813562224,0.7285714285714286,0.7285714285714286,0.0009485301099276529,0.75,0.75,0.0005199586813562224,0.5,0.5,0.0055199586813562684,0.5,0.5,0.0055199586813562684,0.7285714285714286,0.7285714285714286,0.0009485301099276529,0.5,0.5,0.0055199586813562684,0.15,0.15,0.012519958681356332,0.7285714285714286,0.7285714285714286,0.0009485301099276529,True,True,True,True,True,True,True,True,False,True
58,S2,4,inherited_e143_body,0.9186938489625514,0.9201753032816696,0.9201753032816696,0.0014814543191182805,0.0,-0.001611267052710752,0.018388732947288045,1,1,-0.001611267052710752,0.018388732947288045,0.019999999999998797,True,False,False,True,False,id02_b4,id02,2024-10-15,2024-10-16,147,79,1.0,1,0,16,11-16,15,1.0,0,right_edge,2024-09-28,2024-10-15,after_train_run,True,False,16.0,,18.0,,True,154,0.6511111111111111,0.9166666666666666,48,1.0,,True,False,False,True,False,False,False,18.0,0.6511111111111111,0.6511111111111111,0.005366510725066606,0.9166666666666666,0.9166666666666666,5.539961395581504e-05,0.918918918918919,0.918918918918919,1.0354568910771102e-05,0.9166666666666666,0.9166666666666666,5.539961395581504e-05,0.9444444444444443,0.9444444444444443,-0.0005001559415997051,0.9444444444444443,0.9444444444444443,-0.0005001559415997051,0.918918918918919,0.918918918918919,1.0354568910771102e-05,0.9444444444444443,0.9444444444444443,-0.0005001559415997051,0.85,0.85,0.001388732947289068,0.918918918918919,0.918918918918919,1.0354568910771102e-05,True,True,True,True,True,True,True,True,True,True
58,S3,5,e144_fine_tail_delta,0.9329483715728908,0.9329483715728908,0.9327604605238188,-0.00018791104907200928,-0.00018791104907200928,0.00020143662984778432,-0.002798563370153051,0,0,-0.002798563370153051,0.00020143662984778432,0.0030000000000008353,False,True,True,False,True,id02_b4,id02,2024-10-15,2024-10-16,147,79,1.0,1,0,16,11-16,15,1.0,0,right_edge,2024-09-28,2024-10-15,after_train_run,True,False,16.0,,18.0,,True,163,0.6622222222222223,0.8958333333333334,48,1.0,,True,False,False,True,False,False,False,18.0,0.6622222222222223,0.33777777777777773,-0.0008118967034858311,0.8958333333333334,0.10416666666666663,-0.00011106337015230256,0.8986486486486488,0.1013513513513512,-0.00010261742420635393,0.8958333333333334,0.10416666666666663,-0.00011106337015230256,0.9305555555555557,0.06944444444444431,-6.896703485606624e-06,0.9305555555555557,0.06944444444444431,-6.896703485606624e-06,0.8986486486486488,0.1013513513513512,-0.00010261742420635393,0.9305555555555557,0.06944444444444431,-6.896703485606624e-06,0.85,0.15000000000000002,-0.00024856337015234105,0.8986486486486488,0.1013513513513512,-0.00010261742420635393,False,False,False,False,False,False,False,False,False,False
59,Q1,0,inherited_e143_body,0.9131033266872486,0.911503247230344,0.911503247230344,-0.0016000794569045462,0.0,0.0017538902796345734,-0.018246109720366555,0,0,-0.018246109720366555,0.0017538902796345734,0.020000000000001128,False,True,False,False,True,id03_b2,id03,2024-08-16,2024-08-17,170,22,0.41509433962264153,4,0,11,11-16,0,0.0,0,left_edge,2024-08-16,2024-08-28,between_train_runs,True,True,1.0,11.0,1.0,13.0,True,2,0.4955555555555556,0.8484848484848485,33,1.0,1.0,True,True,True,False,False,False,True,1.0,0.4955555555555556,0.5044444444444445,-0.008334998609254884,0.8484848484848485,0.1515151515151515,-0.0012764127506686273,0.8989898989898991,0.10101010101010088,-0.0002663117405675582,0.8540965207631873,0.14590347923681268,-0.0011641793051018446,0.8989898989898991,0.10101010101010088,-0.0002663117405675582,0.9242424242424243,0.07575757575757569,0.00023873876448297416,0.9015151515151516,0.0984848484848484,-0.00021580669006250565,0.8989898989898991,0.10101010101010088,-0.0002663117405675582,0.85,0.15000000000000002,-0.0012461097203655962,0.9015151515151516,0.0984848484848484,-0.00021580669006250565,True,False,False,False,False,False,False,False,False,False
59,Q3,2,inherited_e143_body,0.6892981083761217,0.6935651358614975,0.6935651358614975,0.004267027485375774,0.0,-0.00617131310079122,0.013828686899208797,1,1,-0.00617131310079122,0.013828686899208797,0.020000000000000018,True,False,False,True,False,id03_b2,id03,2024-08-16,2024-08-17,170,22,0.41509433962264153,4,0,11,11-16,0,0.0,0,left_edge,2024-08-16,2024-08-28,between_train_runs,True,True,1.0,11.0,1.0,13.0,True,66,0.6,0.7272727272727273,33,1.0,0.0,True,True,True,False,False,True,False,1.0,0.6,0.6,0.0018286868992087868,0.7272727272727273,0.7272727272727273,-0.0007167676462457614,0.8181818181818182,0.8181818181818182,-0.0025349494644275818,0.7003367003367003,0.7003367003367003,-0.00017804710752522025,0.8181818181818182,0.8181818181818182,-0.0025349494644275818,0.6136363636363636,0.6136363636363636,0.0015559596264815134,0.7977272727272728,0.7977272727272728,-0.0021258585553366733,0.8181818181818182,0.8181818181818182,-0.0025349494644275818,0.85,0.85,-0.003171313100791217,0.5,0.5,0.0038286868992087886,True,True,True,True,True,True,True,True,True,True
59,S3,5,e144_fine_tail_delta,0.4726266314057794,0.4726266314057794,0.4733744443514733,0.0007478129456939264,0.0007478129456939264,-0.0015809984166498259,0.0014190015833499547,1,1,-0.0015809984166498259,0.0014190015833499547,0.0029999999999997806,True,False,True,True,False,id03_b2,id03,2024-08-16,2024-08-17,170,22,0.41509433962264153,4,0,11,11-16,0,0.0,0,left_edge,2024-08-16,2024-08-28,between_train_runs,True,True,1.0,11.0,1.0,13.0,True,179,0.6622222222222223,0.48484848484848486,33,1.0,1.0,True,True,True,False,False,False,True,1.0,0.6622222222222223,0.6622222222222223,-0.0005676650833165668,0.48484848484848486,0.48484848484848486,-3.554387119539346e-05,0.6565656565656566,0.6565656565656566,-0.0005506953863468709,0.5039281705948372,0.5039281705948372,-9.278292843444631e-05,0.6565656565656566,0.6565656565656566,-0.0005506953863468709,0.7424242424242424,0.7424242424242424,-0.0008082711439226097,0.6651515151515152,0.6651515151515152,-0.0005764529621044448,0.6565656565656566,0.6565656565656566,-0.0005506953863468709,0.85,0.85,-0.0011309984166498587,0.6651515151515152,0.6651515151515152,-0.0005764529621044448,True,False,True,True,True,True,True,True,True,True
60,S3,5,inherited_e143_body,0.5076906713860824,0.5026912519829773,0.5026912519829773,-0.00499941940310511,0.0,0.009896179036166575,-0.010103820963833221,0,0,-0.010103820963833221,0.009896179036166575,0.019999999999999796,False,True,False,False,True,id03_b2,id03,2024-08-17,2024-08-18,171,23,0.4339622641509434,5,1,11,11-16,1,0.1,1,near_edge,2024-08-16,2024-08-28,between_train_runs,True,True,2.0,10.0,2.0,12.0,True,103,0.6622222222222223,0.48484848484848486,33,1.0,1.0,True,True,True,False,False,False,True,2.0,0.6622222222222223,0.33777777777777773,0.0031406234806110886,0.48484848484848486,0.5151515151515151,-0.00040685126686362295,0.5878787878787879,0.4121212121212121,0.0016537547937424167,0.5054545454545454,0.4945454545454546,5.269945257582731e-06,0.6565656565656566,0.3434343434343434,0.003027492167479776,0.7424242424242424,0.25757575757575757,0.004744663884651475,0.6011730205278593,0.39882697947214074,0.001919639446723841,0.6565656565656566,0.3434343434343434,0.003027492167479776,0.85,0.15000000000000002,0.006896179036166605,0.6011730205278593,0.39882697947214074,0.001919639446723841,False,True,False,False,False,False,False,False,False,False
60,S4,6,inherited_e143_body,0.1367937384348343,0.1391725634552442,0.1391725634552442,0.002378825020409897,0.0,-0.01724039439291114,0.0027596056070878505,1,1,-0.01724039439291114,0.0027596056070878505,0.01999999999999899,True,False,False,True,False,id03_b2,id03,2024-08-17,2024-08-18,171,23,0.4339622641509434,5,1,11,11-16,1,0.1,1,near_edge,2024-08-16,2024-08-28,between_train_runs,True,True,2.0,10.0,2.0,12.0,True,152,0.56,0.15151515151515152,33,0.0,0.0,True,True,True,False,False,False,True,2.0,0.56,0.56,-0.008440394392911586,0.15151515151515152,0.15151515151515152,-0.0002706974232150271,0.12121212121212122,0.12121212121212122,0.0003353631828455486,0.14545454545454545,0.14545454545454545,-0.0001494853020029118,0.10101010101010101,0.10101010101010101,0.0007394035868859325,0.07575757575757576,0.07575757575757576,0.0012444540919364115,0.11730205278592375,0.11730205278592375,0.0004135645513694943,0.10101010101010101,0.10101010101010101,0.0007394035868859325,0.15,0.15,-0.0002403943929119982,0.11730205278592375,0.11730205278592375,0.0004135645513694943,True,False,False,False,False,False,False,False,False,False
61,Q1,0,inherited_e143_body,0.7649010644531388,0.7684785401831956,0.7684785401831956,0.003577475730056845,0.0,-0.004666140348064063,0.015333859651935455,1,1,-0.004666140348064063,0.015333859651935455,0.019999999999999518,True,False,False,True,False,id03_b2,id03,2024-08-18,2024-08-19,172,24,0.4528301886792453,6,1,11,11-16,2,0.2,2,interior,2024-08-16,2024-08-28,between_train_runs,True,True,3.0,9.0,3.0,11.0,False,139,0.4955555555555556,0.8484848484848485,33,1.0,1.0,True,True,True,False,False,False,True,3.0,0.4955555555555556,0.4955555555555556,0.005422748540824583,0.8484848484848485,0.8484848484848485,-0.0016358373177611059,0.8701298701298701,0.8701298701298701,-0.0020687377506615275,0.855072463768116,0.855072463768116,-0.001767589623426452,0.8989898989898991,0.8989898989898991,-0.0026459383278620934,0.9242424242424243,0.9242424242424243,-0.0031509888329125857,0.8749999999999999,0.8749999999999999,-0.0021661403480641205,0.8989898989898991,0.8989898989898991,-0.0026459383278620934,0.85,0.85,-0.0016661403480641344,0.8749999999999999,0.8749999999999999,-0.0021661403480641205,False,True,True,True,True,True,True,True,True,True
