method,blocks,weighted_logloss,delta_vs_subject_mean,rate_rmse_weighted,rate_mae_weighted,count_mae_mean,rate_r2_weighted
motif_local_r3_k5_tau0p5_s32p0,369,0.6113402739617365,-0.0016614996148334171,0.2500558115326396,0.19250782808048195,0.8874141343222214,0.29505845318875834
motif_same_r5_k3_tau0p5_s8p0,369,0.6113651408464567,-0.0016366327301132744,0.24982643345570388,0.19244267564985723,0.8871137975078788,0.2963511563809823
motif_same_r5_k16_tau0p5_s16p0,369,0.6113865899836605,-0.0016151835929094638,0.2499188672188929,0.1924951143977046,0.8873555273455164,0.29583037127441614
motif_same_r2_k3_tau0p5_s16p0,369,0.611452698444097,-0.0015490751324729324,0.24998512518018773,0.19239928099502115,0.8869137587331464,0.29545694585594917
motif_same_r3_k5_tau0p5_s16p0,369,0.6114826969112113,-0.0015190766653586651,0.24995205878440355,0.19246355036300505,0.8872100248440967,0.2956433182146332
motif_local_r5_k5_tau0p5_s32p0,369,0.611498014118825,-0.0015037594577449465,0.2502389549424473,0.19255951369209992,0.8876523923855336,0.2940254623787667
motif_local_r1_k3_tau0p5_s32p0,369,0.6115175543722285,-0.001484219204341386,0.25015567616404116,0.19253965369713458,0.8875608426526449,0.29449527663350783
motif_local_r2_k3_tau0p5_s32p0,369,0.6115572597482488,-0.0014445138283211145,0.25018350549543167,0.1925194760726973,0.8874678287253606,0.2943382958513642
motif_same_r5_k8_tau0p5_s16p0,369,0.6115667700853781,-0.0014350034911918552,0.25002263695881055,0.19253892129755096,0.8875574664691983,0.29524548810662465
motif_strict_r2_k3_tau0p5_s32p0,369,0.6116879828728099,-0.0013137907037600316,0.2504429484465515,0.19278411049617034,0.8886877288725902,0.29287397963224515
motif_strict_r1_k3_tau0p5_s32p0,369,0.6117153475044494,-0.0012864260721204834,0.25048739583514806,0.19288070991840625,0.8891330286482633,0.2926229628300405
motif_strict_r3_k3_tau0p5_s32p0,369,0.6117465242144114,-0.0012552493621584837,0.2504906962618683,0.1927803606180407,0.8886704428490169,0.2926043218804818
motif_strict_r5_k3_tau0p5_s32p0,369,0.6117635807875503,-0.0012381927890195987,0.25046818260538495,0.19279483469689876,0.8887371648222894,0.2927314750868055
motif_local_r3_k3_tau0p5_s32p0,369,0.6118096749811875,-0.0011920985953823848,0.2503986444260234,0.1926932345298047,0.8882688128325144,0.29312414243273166
motif_same_r5_k5_tau0p5_s16p0,369,0.6118562697579523,-0.0011455038186176658,0.25027304594201055,0.19272956013519787,0.8884362650134732,0.2938330941117703
motif_same_r3_k3_tau0p5_s16p0,369,0.6119075608214565,-0.001094212755113455,0.25034387879583886,0.19272186004479935,0.8884007694748071,0.29343331557871377
motif_local_r5_k3_tau0p5_s32p0,369,0.6119673360530477,-0.0010344375235222802,0.2505701479963155,0.19279147075263495,0.8887216578597071,0.29215550100296783
motif_same_r5_k3_tau0p5_s16p0,369,0.6121351447130573,-0.0008666288635126307,0.2505235008366571,0.19287088547857628,0.8890877403768515,0.2924190269030179
subject_mean,369,0.6130017735765699,0.0,0.25128450237657485,0.19332880935431287,0.8911986577552465,0.28811373778563554
period_same_p7_k3_s16p0,369,0.6149479137638617,0.0019461401872917783,0.2523646227522097,0.19380088658142203,0.893374818631433,0.2819806462718607
period_same_p7_k5_s16p0,369,0.6157692560779366,0.0027674825013667137,0.25284319516886733,0.1940263823901963,0.8944142993109047,0.2792548278110947
period_same_p14_k3_s16p0,369,0.6168497264280729,0.003847952851502967,0.25429530144597406,0.19525724130699346,0.9000882587078479,0.2709524176677015
period_same_p7_k8_s16p0,369,0.6170562057503268,0.0040544321737568945,0.25383295318517585,0.1949184169625516,0.898526361120055,0.2736010506038389
period_same_p7_k3_s8p0,369,0.6180652906525896,0.005063517076019708,0.2544710404580083,0.19479536743953055,0.8979591328310065,0.26994440554492727
period_same_p14_k5_s16p0,369,0.6180895773679842,0.005087803791414269,0.25530306253711127,0.1959663956991016,0.903357287490981,0.26516260097639477
period_same_p21_k3_s16p0,369,0.619010796141678,0.0060090225651080464,0.2562476653385034,0.1965727909310109,0.906152621608806,0.25971485136386696
period_same_p7_k5_s8p0,369,0.619560783070378,0.0065590094938080545,0.25533074369305336,0.1951952216493761,0.8998023632129775,0.26500324330027647
period_same_p28_k3_s16p0,369,0.6201952439304832,0.007193470353913267,0.2573204367764343,0.19733523124447877,0.9096672854928416,0.25350352361273465
period_same_p14_k8_s16p0,369,0.6205786728415135,0.007576899264943537,0.25731426917955513,0.19733804622153503,0.9096802618504912,0.25353930805503644
period_same_p7_k8_s8p0,369,0.6214120755295535,0.008410301952983534,0.2566954614494119,0.1964858880942689,0.9057520207272396,0.2571252749275922
period_same_p14_k3_s8p0,369,0.6214154150406496,0.008413641464079635,0.2577829350884904,0.19724271846923327,0.9092408241630509,0.25081766128889316
period_same_p21_k5_s16p0,369,0.6221188669316345,0.00911709335506461,0.2588338087583168,0.19829455571897256,0.9140895373386785,0.24469700219775703
period_same_p14_k5_s8p0,369,0.623464661291266,0.010462887714696056,0.25934978421265553,0.19854531877617548,0.9152454938706625,0.2416826645174106
period_same_p28_k5_s16p0,369,0.6234686456419285,0.010466872065358568,0.2600054300535005,0.19893397043595631,0.9170370832291648,0.23784370962577517
period_same_p21_k8_s16p0,369,0.6254196902584758,0.012417916681905838,0.26143586485601944,0.19984729973454204,0.921247308532401,0.2294345481527028
period_same_p21_k3_s8p0,369,0.6255031422698669,0.012501368693296988,0.2613905565050127,0.19969585014644803,0.9205491628702115,0.22970161192888539
period_same_p14_k8_s8p0,369,0.6268480872992278,0.013846313722657877,0.2619053605527311,0.20032128010415207,0.9234322424313349,0.22666444612452952
period_same_p28_k8_s16p0,369,0.6269541629054863,0.013952389328916404,0.26277022676374073,0.20051150115152208,0.9243091150643338,0.22154858213420325
period_same_p28_k3_s8p0,369,0.6275431169429034,0.014541343366333503,0.26313035505940097,0.20092307072471519,0.9262063504139313,0.21941337457016807
period_same_p21_k5_s8p0,369,0.6307141297658394,0.017712356189269474,0.26548283814898604,0.20234598611247745,0.9327656432989813,0.20539351347822732
period_same_p28_k5_s8p0,369,0.6329941136751241,0.019992340098554218,0.26722019020496574,0.20329758179694712,0.9371522673078784,0.19495948060782864
period_same_p21_k8_s8p0,369,0.6352133891556652,0.022211615579095234,0.26871327938460926,0.20431904710525692,0.9418609732413062,0.18593804132580005
period_same_p28_k8_s8p0,369,0.6375466295019603,0.024544855925390352,0.27044740344574125,0.20505124918195444,0.9452362462290097,0.17539714404761453
global_mean,369,0.6750645657758994,0.06206279219932942,0.3022211536932364,0.24726045728430512,1.1398104006520404,-0.02974317105782065
