source_basename,null_basename,mode,rep,seed
submission_e276_only_bedtime_phone_m160_1e694a7d.csv,submission_e276_e277null_only_bedtime_phone_m160_1e694a7d_subject_r4_00cd3f79.csv,subject,4,20269269
submission_e276_only_bedtime_phone_m160_1e694a7d.csv,submission_e276_e277null_only_bedtime_phone_m160_1e694a7d_subject_r5_3e7443c5.csv,subject,5,20269366
submission_e276_only_bedtime_phone_m160_1e694a7d.csv,submission_e276_e277null_only_bedtime_phone_m160_1e694a7d_subject_r6_b26fe2c0.csv,subject,6,20269463
submission_e276_only_bedtime_phone_m160_1e694a7d.csv,submission_e276_e277null_only_bedtime_phone_m160_1e694a7d_dateblock_r0_b368324d.csv,dateblock,0,20268882
submission_e276_only_bedtime_phone_m160_1e694a7d.csv,submission_e276_e277null_only_bedtime_phone_m160_1e694a7d_dateblock_r1_f0a24505.csv,dateblock,1,20268979
submission_e276_only_bedtime_phone_m160_1e694a7d.csv,submission_e276_e277null_only_bedtime_phone_m160_1e694a7d_dateblock_r2_53860b8b.csv,dateblock,2,20269076
submission_e276_only_bedtime_phone_m160_1e694a7d.csv,submission_e276_e277null_only_bedtime_phone_m160_1e694a7d_dateblock_r3_b0977e00.csv,dateblock,3,20269173
submission_e276_only_bedtime_phone_m160_1e694a7d.csv,submission_e276_e277null_only_bedtime_phone_m160_1e694a7d_dateblock_r4_fc1c6347.csv,dateblock,4,20269270
submission_e276_only_bedtime_phone_m160_1e694a7d.csv,submission_e276_e277null_only_bedtime_phone_m160_1e694a7d_dateblock_r5_c7fef3f5.csv,dateblock,5,20269367
submission_e276_only_bedtime_phone_m160_1e694a7d.csv,submission_e276_e277null_only_bedtime_phone_m160_1e694a7d_dateblock_r6_41416e91.csv,dateblock,6,20269464
submission_e276_no_bedtime_phone_m160_b81efadd.csv,submission_e276_e277null_no_bedtime_phone_m160_b81efadd_row_r0_2958c912.csv,row,0,20269889
submission_e276_no_bedtime_phone_m160_b81efadd.csv,submission_e276_e277null_no_bedtime_phone_m160_b81efadd_row_r1_7d056f68.csv,row,1,20269986
submission_e276_no_bedtime_phone_m160_b81efadd.csv,submission_e276_e277null_no_bedtime_phone_m160_b81efadd_row_r2_77b48115.csv,row,2,20270083
submission_e276_no_bedtime_phone_m160_b81efadd.csv,submission_e276_e277null_no_bedtime_phone_m160_b81efadd_row_r3_1fdba675.csv,row,3,20270180
submission_e276_no_bedtime_phone_m160_b81efadd.csv,submission_e276_e277null_no_bedtime_phone_m160_b81efadd_row_r4_1403fb2c.csv,row,4,20270277
submission_e276_no_bedtime_phone_m160_b81efadd.csv,submission_e276_e277null_no_bedtime_phone_m160_b81efadd_row_r5_fe087560.csv,row,5,20270374
submission_e276_no_bedtime_phone_m160_b81efadd.csv,submission_e276_e277null_no_bedtime_phone_m160_b81efadd_row_r6_000b9024.csv,row,6,20270471
submission_e276_no_bedtime_phone_m160_b81efadd.csv,submission_e276_e277null_no_bedtime_phone_m160_b81efadd_subject_r0_abbc63da.csv,subject,0,20269890
submission_e276_no_bedtime_phone_m160_b81efadd.csv,submission_e276_e277null_no_bedtime_phone_m160_b81efadd_subject_r1_52ed37f6.csv,subject,1,20269987
submission_e276_no_bedtime_phone_m160_b81efadd.csv,submission_e276_e277null_no_bedtime_phone_m160_b81efadd_subject_r2_4253c98c.csv,subject,2,20270084
submission_e276_no_bedtime_phone_m160_b81efadd.csv,submission_e276_e277null_no_bedtime_phone_m160_b81efadd_subject_r3_745fc9c6.csv,subject,3,20270181
submission_e276_no_bedtime_phone_m160_b81efadd.csv,submission_e276_e277null_no_bedtime_phone_m160_b81efadd_subject_r4_f712896e.csv,subject,4,20270278
submission_e276_no_bedtime_phone_m160_b81efadd.csv,submission_e276_e277null_no_bedtime_phone_m160_b81efadd_subject_r5_456be341.csv,subject,5,20270375
submission_e276_no_bedtime_phone_m160_b81efadd.csv,submission_e276_e277null_no_bedtime_phone_m160_b81efadd_subject_r6_2b6b57e5.csv,subject,6,20270472
submission_e276_no_bedtime_phone_m160_b81efadd.csv,submission_e276_e277null_no_bedtime_phone_m160_b81efadd_dateblock_r0_a79d0235.csv,dateblock,0,20269891
submission_e276_no_bedtime_phone_m160_b81efadd.csv,submission_e276_e277null_no_bedtime_phone_m160_b81efadd_dateblock_r1_07b06558.csv,dateblock,1,20269988
submission_e276_no_bedtime_phone_m160_b81efadd.csv,submission_e276_e277null_no_bedtime_phone_m160_b81efadd_dateblock_r2_b7188280.csv,dateblock,2,20270085
submission_e276_no_bedtime_phone_m160_b81efadd.csv,submission_e276_e277null_no_bedtime_phone_m160_b81efadd_dateblock_r3_63af885d.csv,dateblock,3,20270182
submission_e276_no_bedtime_phone_m160_b81efadd.csv,submission_e276_e277null_no_bedtime_phone_m160_b81efadd_dateblock_r4_199c246c.csv,dateblock,4,20270279
submission_e276_no_bedtime_phone_m160_b81efadd.csv,submission_e276_e277null_no_bedtime_phone_m160_b81efadd_dateblock_r5_a071eb55.csv,dateblock,5,20270376
submission_e276_no_bedtime_phone_m160_b81efadd.csv,submission_e276_e277null_no_bedtime_phone_m160_b81efadd_dateblock_r6_958328a7.csv,dateblock,6,20270473
submission_e276_only_routine_calendar_m160_06a8bbcf.csv,submission_e276_e277null_only_routine_calendar_m160_06a8bbcf_row_r0_a2352287.csv,row,0,20270898
submission_e276_only_routine_calendar_m160_06a8bbcf.csv,submission_e276_e277null_only_routine_calendar_m160_06a8bbcf_row_r1_08eda44b.csv,row,1,20270995
submission_e276_only_routine_calendar_m160_06a8bbcf.csv,submission_e276_e277null_only_routine_calendar_m160_06a8bbcf_row_r2_7bc63107.csv,row,2,20271092
submission_e276_only_routine_calendar_m160_06a8bbcf.csv,submission_e276_e277null_only_routine_calendar_m160_06a8bbcf_row_r3_b162cca3.csv,row,3,20271189
submission_e276_only_routine_calendar_m160_06a8bbcf.csv,submission_e276_e277null_only_routine_calendar_m160_06a8bbcf_row_r4_0023dfcc.csv,row,4,20271286
submission_e276_only_routine_calendar_m160_06a8bbcf.csv,submission_e276_e277null_only_routine_calendar_m160_06a8bbcf_row_r5_6873c838.csv,row,5,20271383
submission_e276_only_routine_calendar_m160_06a8bbcf.csv,submission_e276_e277null_only_routine_calendar_m160_06a8bbcf_row_r6_2932c31a.csv,row,6,20271480
submission_e276_only_routine_calendar_m160_06a8bbcf.csv,submission_e276_e277null_only_routine_calendar_m160_06a8bbcf_subject_r0_b68d25b8.csv,subject,0,20270899
submission_e276_only_routine_calendar_m160_06a8bbcf.csv,submission_e276_e277null_only_routine_calendar_m160_06a8bbcf_subject_r1_f727a4e1.csv,subject,1,20270996
submission_e276_only_routine_calendar_m160_06a8bbcf.csv,submission_e276_e277null_only_routine_calendar_m160_06a8bbcf_subject_r2_f30d46d7.csv,subject,2,20271093
submission_e276_only_routine_calendar_m160_06a8bbcf.csv,submission_e276_e277null_only_routine_calendar_m160_06a8bbcf_subject_r3_bd82f4dd.csv,subject,3,20271190
submission_e276_only_routine_calendar_m160_06a8bbcf.csv,submission_e276_e277null_only_routine_calendar_m160_06a8bbcf_subject_r4_ade39267.csv,subject,4,20271287
submission_e276_only_routine_calendar_m160_06a8bbcf.csv,submission_e276_e277null_only_routine_calendar_m160_06a8bbcf_subject_r5_d356b962.csv,subject,5,20271384
submission_e276_only_routine_calendar_m160_06a8bbcf.csv,submission_e276_e277null_only_routine_calendar_m160_06a8bbcf_subject_r6_df383980.csv,subject,6,20271481
submission_e276_only_routine_calendar_m160_06a8bbcf.csv,submission_e276_e277null_only_routine_calendar_m160_06a8bbcf_dateblock_r0_bafbad05.csv,dateblock,0,20270900
submission_e276_only_routine_calendar_m160_06a8bbcf.csv,submission_e276_e277null_only_routine_calendar_m160_06a8bbcf_dateblock_r1_8ce80c1d.csv,dateblock,1,20270997
submission_e276_only_routine_calendar_m160_06a8bbcf.csv,submission_e276_e277null_only_routine_calendar_m160_06a8bbcf_dateblock_r2_74de28c2.csv,dateblock,2,20271094
submission_e276_only_routine_calendar_m160_06a8bbcf.csv,submission_e276_e277null_only_routine_calendar_m160_06a8bbcf_dateblock_r3_f8fe857f.csv,dateblock,3,20271191
submission_e276_only_routine_calendar_m160_06a8bbcf.csv,submission_e276_e277null_only_routine_calendar_m160_06a8bbcf_dateblock_r4_65cc44f5.csv,dateblock,4,20271288
submission_e276_only_routine_calendar_m160_06a8bbcf.csv,submission_e276_e277null_only_routine_calendar_m160_06a8bbcf_dateblock_r5_d42f076a.csv,dateblock,5,20271385
submission_e276_only_routine_calendar_m160_06a8bbcf.csv,submission_e276_e277null_only_routine_calendar_m160_06a8bbcf_dateblock_r6_80bd4403.csv,dateblock,6,20271482
submission_e276_no_routine_calendar_m160_9ee2a993.csv,submission_e276_e277null_no_routine_calendar_m160_9ee2a993_row_r0_ce752fc7.csv,row,0,20271907
submission_e276_no_routine_calendar_m160_9ee2a993.csv,submission_e276_e277null_no_routine_calendar_m160_9ee2a993_row_r1_84b7be30.csv,row,1,20272004
submission_e276_no_routine_calendar_m160_9ee2a993.csv,submission_e276_e277null_no_routine_calendar_m160_9ee2a993_row_r2_0df87312.csv,row,2,20272101
submission_e276_no_routine_calendar_m160_9ee2a993.csv,submission_e276_e277null_no_routine_calendar_m160_9ee2a993_row_r3_2fb3aae3.csv,row,3,20272198
submission_e276_no_routine_calendar_m160_9ee2a993.csv,submission_e276_e277null_no_routine_calendar_m160_9ee2a993_row_r4_ca53c1b3.csv,row,4,20272295
submission_e276_no_routine_calendar_m160_9ee2a993.csv,submission_e276_e277null_no_routine_calendar_m160_9ee2a993_row_r5_0d6f1a79.csv,row,5,20272392
submission_e276_no_routine_calendar_m160_9ee2a993.csv,submission_e276_e277null_no_routine_calendar_m160_9ee2a993_row_r6_b7f08089.csv,row,6,20272489
submission_e276_no_routine_calendar_m160_9ee2a993.csv,submission_e276_e277null_no_routine_calendar_m160_9ee2a993_subject_r0_51663f00.csv,subject,0,20271908
submission_e276_no_routine_calendar_m160_9ee2a993.csv,submission_e276_e277null_no_routine_calendar_m160_9ee2a993_subject_r1_0cfd05be.csv,subject,1,20272005
submission_e276_no_routine_calendar_m160_9ee2a993.csv,submission_e276_e277null_no_routine_calendar_m160_9ee2a993_subject_r2_dcf48b52.csv,subject,2,20272102
submission_e276_no_routine_calendar_m160_9ee2a993.csv,submission_e276_e277null_no_routine_calendar_m160_9ee2a993_subject_r3_6f90dce1.csv,subject,3,20272199
submission_e276_no_routine_calendar_m160_9ee2a993.csv,submission_e276_e277null_no_routine_calendar_m160_9ee2a993_subject_r4_d6e7315e.csv,subject,4,20272296
submission_e276_no_routine_calendar_m160_9ee2a993.csv,submission_e276_e277null_no_routine_calendar_m160_9ee2a993_subject_r5_288494fc.csv,subject,5,20272393
submission_e276_no_routine_calendar_m160_9ee2a993.csv,submission_e276_e277null_no_routine_calendar_m160_9ee2a993_subject_r6_b4b8964a.csv,subject,6,20272490
submission_e276_no_routine_calendar_m160_9ee2a993.csv,submission_e276_e277null_no_routine_calendar_m160_9ee2a993_dateblock_r0_70ea2422.csv,dateblock,0,20271909
submission_e276_no_routine_calendar_m160_9ee2a993.csv,submission_e276_e277null_no_routine_calendar_m160_9ee2a993_dateblock_r1_a4f5b56d.csv,dateblock,1,20272006
submission_e276_no_routine_calendar_m160_9ee2a993.csv,submission_e276_e277null_no_routine_calendar_m160_9ee2a993_dateblock_r2_def38e2a.csv,dateblock,2,20272103
submission_e276_no_routine_calendar_m160_9ee2a993.csv,submission_e276_e277null_no_routine_calendar_m160_9ee2a993_dateblock_r3_ecb9ed72.csv,dateblock,3,20272200
submission_e276_no_routine_calendar_m160_9ee2a993.csv,submission_e276_e277null_no_routine_calendar_m160_9ee2a993_dateblock_r4_14e562f7.csv,dateblock,4,20272297
submission_e276_no_routine_calendar_m160_9ee2a993.csv,submission_e276_e277null_no_routine_calendar_m160_9ee2a993_dateblock_r5_723f78f0.csv,dateblock,5,20272394
submission_e276_no_routine_calendar_m160_9ee2a993.csv,submission_e276_e277null_no_routine_calendar_m160_9ee2a993_dateblock_r6_3889c568.csv,dateblock,6,20272491
submission_e276_only_cognitive_money_m160_0de79a2d.csv,submission_e276_e277null_only_cognitive_money_m160_0de79a2d_row_r0_7f7008a6.csv,row,0,20272916
submission_e276_only_cognitive_money_m160_0de79a2d.csv,submission_e276_e277null_only_cognitive_money_m160_0de79a2d_row_r1_46bef85e.csv,row,1,20273013
submission_e276_only_cognitive_money_m160_0de79a2d.csv,submission_e276_e277null_only_cognitive_money_m160_0de79a2d_row_r2_3477390b.csv,row,2,20273110
submission_e276_only_cognitive_money_m160_0de79a2d.csv,submission_e276_e277null_only_cognitive_money_m160_0de79a2d_row_r3_7c4c7b6a.csv,row,3,20273207
submission_e276_only_cognitive_money_m160_0de79a2d.csv,submission_e276_e277null_only_cognitive_money_m160_0de79a2d_row_r4_e7173ea0.csv,row,4,20273304
submission_e276_only_cognitive_money_m160_0de79a2d.csv,submission_e276_e277null_only_cognitive_money_m160_0de79a2d_row_r5_4da24637.csv,row,5,20273401
submission_e276_only_cognitive_money_m160_0de79a2d.csv,submission_e276_e277null_only_cognitive_money_m160_0de79a2d_row_r6_c3cdb975.csv,row,6,20273498
submission_e276_only_cognitive_money_m160_0de79a2d.csv,submission_e276_e277null_only_cognitive_money_m160_0de79a2d_subject_r0_efa42e5d.csv,subject,0,20272917
submission_e276_only_cognitive_money_m160_0de79a2d.csv,submission_e276_e277null_only_cognitive_money_m160_0de79a2d_subject_r1_56ee7e63.csv,subject,1,20273014
submission_e276_only_cognitive_money_m160_0de79a2d.csv,submission_e276_e277null_only_cognitive_money_m160_0de79a2d_subject_r2_301e5393.csv,subject,2,20273111
submission_e276_only_cognitive_money_m160_0de79a2d.csv,submission_e276_e277null_only_cognitive_money_m160_0de79a2d_subject_r3_5e29f789.csv,subject,3,20273208
submission_e276_only_cognitive_money_m160_0de79a2d.csv,submission_e276_e277null_only_cognitive_money_m160_0de79a2d_subject_r4_36248fdb.csv,subject,4,20273305
submission_e276_only_cognitive_money_m160_0de79a2d.csv,submission_e276_e277null_only_cognitive_money_m160_0de79a2d_subject_r5_0c562723.csv,subject,5,20273402
submission_e276_only_cognitive_money_m160_0de79a2d.csv,submission_e276_e277null_only_cognitive_money_m160_0de79a2d_subject_r6_a19481c6.csv,subject,6,20273499
submission_e276_only_cognitive_money_m160_0de79a2d.csv,submission_e276_e277null_only_cognitive_money_m160_0de79a2d_dateblock_r0_e048a7a0.csv,dateblock,0,20272918
submission_e276_only_cognitive_money_m160_0de79a2d.csv,submission_e276_e277null_only_cognitive_money_m160_0de79a2d_dateblock_r1_f885c43e.csv,dateblock,1,20273015
submission_e276_only_cognitive_money_m160_0de79a2d.csv,submission_e276_e277null_only_cognitive_money_m160_0de79a2d_dateblock_r2_1a7a23ff.csv,dateblock,2,20273112
submission_e276_only_cognitive_money_m160_0de79a2d.csv,submission_e276_e277null_only_cognitive_money_m160_0de79a2d_dateblock_r3_1f4dd9f7.csv,dateblock,3,20273209
submission_e276_only_cognitive_money_m160_0de79a2d.csv,submission_e276_e277null_only_cognitive_money_m160_0de79a2d_dateblock_r4_087d1f8d.csv,dateblock,4,20273306
submission_e276_only_cognitive_money_m160_0de79a2d.csv,submission_e276_e277null_only_cognitive_money_m160_0de79a2d_dateblock_r5_eae694e8.csv,dateblock,5,20273403
submission_e276_only_cognitive_money_m160_0de79a2d.csv,submission_e276_e277null_only_cognitive_money_m160_0de79a2d_dateblock_r6_2dcf824d.csv,dateblock,6,20273500
submission_e276_no_cognitive_money_m160_35f41cd8.csv,submission_e276_e277null_no_cognitive_money_m160_35f41cd8_row_r0_d6a169ff.csv,row,0,20273925
submission_e276_no_cognitive_money_m160_35f41cd8.csv,submission_e276_e277null_no_cognitive_money_m160_35f41cd8_row_r1_6c74e016.csv,row,1,20274022
submission_e276_no_cognitive_money_m160_35f41cd8.csv,submission_e276_e277null_no_cognitive_money_m160_35f41cd8_row_r2_b61ab428.csv,row,2,20274119
submission_e276_no_cognitive_money_m160_35f41cd8.csv,submission_e276_e277null_no_cognitive_money_m160_35f41cd8_row_r3_3566f48b.csv,row,3,20274216
submission_e276_no_cognitive_money_m160_35f41cd8.csv,submission_e276_e277null_no_cognitive_money_m160_35f41cd8_row_r4_26415c72.csv,row,4,20274313
submission_e276_no_cognitive_money_m160_35f41cd8.csv,submission_e276_e277null_no_cognitive_money_m160_35f41cd8_row_r5_692a3aa5.csv,row,5,20274410
submission_e276_no_cognitive_money_m160_35f41cd8.csv,submission_e276_e277null_no_cognitive_money_m160_35f41cd8_row_r6_8a17c157.csv,row,6,20274507
submission_e276_no_cognitive_money_m160_35f41cd8.csv,submission_e276_e277null_no_cognitive_money_m160_35f41cd8_subject_r0_0998deb2.csv,subject,0,20273926
submission_e276_no_cognitive_money_m160_35f41cd8.csv,submission_e276_e277null_no_cognitive_money_m160_35f41cd8_subject_r1_c321368e.csv,subject,1,20274023
submission_e276_no_cognitive_money_m160_35f41cd8.csv,submission_e276_e277null_no_cognitive_money_m160_35f41cd8_subject_r2_cd25149c.csv,subject,2,20274120
submission_e276_no_cognitive_money_m160_35f41cd8.csv,submission_e276_e277null_no_cognitive_money_m160_35f41cd8_subject_r3_7f11dfd7.csv,subject,3,20274217
submission_e276_no_cognitive_money_m160_35f41cd8.csv,submission_e276_e277null_no_cognitive_money_m160_35f41cd8_subject_r4_efccb4ad.csv,subject,4,20274314
submission_e276_no_cognitive_money_m160_35f41cd8.csv,submission_e276_e277null_no_cognitive_money_m160_35f41cd8_subject_r5_5f63bf9b.csv,subject,5,20274411
submission_e276_no_cognitive_money_m160_35f41cd8.csv,submission_e276_e277null_no_cognitive_money_m160_35f41cd8_subject_r6_97f116b3.csv,subject,6,20274508
submission_e276_no_cognitive_money_m160_35f41cd8.csv,submission_e276_e277null_no_cognitive_money_m160_35f41cd8_dateblock_r0_0297f172.csv,dateblock,0,20273927
submission_e276_no_cognitive_money_m160_35f41cd8.csv,submission_e276_e277null_no_cognitive_money_m160_35f41cd8_dateblock_r1_8d3fee83.csv,dateblock,1,20274024
submission_e276_no_cognitive_money_m160_35f41cd8.csv,submission_e276_e277null_no_cognitive_money_m160_35f41cd8_dateblock_r2_a27a2acd.csv,dateblock,2,20274121
submission_e276_no_cognitive_money_m160_35f41cd8.csv,submission_e276_e277null_no_cognitive_money_m160_35f41cd8_dateblock_r3_ca72e349.csv,dateblock,3,20274218
submission_e276_no_cognitive_money_m160_35f41cd8.csv,submission_e276_e277null_no_cognitive_money_m160_35f41cd8_dateblock_r4_6ec14566.csv,dateblock,4,20274315
submission_e276_no_cognitive_money_m160_35f41cd8.csv,submission_e276_e277null_no_cognitive_money_m160_35f41cd8_dateblock_r5_d084aab1.csv,dateblock,5,20274412
submission_e276_no_cognitive_money_m160_35f41cd8.csv,submission_e276_e277null_no_cognitive_money_m160_35f41cd8_dateblock_r6_720b987e.csv,dateblock,6,20274509
submission_e276_only_social_comm_m160_22a09ec4.csv,submission_e276_e277null_only_social_comm_m160_22a09ec4_row_r0_746a6427.csv,row,0,20274934
submission_e276_only_social_comm_m160_22a09ec4.csv,submission_e276_e277null_only_social_comm_m160_22a09ec4_row_r1_2744fe65.csv,row,1,20275031
submission_e276_only_social_comm_m160_22a09ec4.csv,submission_e276_e277null_only_social_comm_m160_22a09ec4_row_r2_5c3bb63c.csv,row,2,20275128
submission_e276_only_social_comm_m160_22a09ec4.csv,submission_e276_e277null_only_social_comm_m160_22a09ec4_row_r3_c0bc4d15.csv,row,3,20275225
submission_e276_only_social_comm_m160_22a09ec4.csv,submission_e276_e277null_only_social_comm_m160_22a09ec4_row_r4_4b886675.csv,row,4,20275322
submission_e276_only_social_comm_m160_22a09ec4.csv,submission_e276_e277null_only_social_comm_m160_22a09ec4_row_r5_11c09839.csv,row,5,20275419
submission_e276_only_social_comm_m160_22a09ec4.csv,submission_e276_e277null_only_social_comm_m160_22a09ec4_row_r6_17a23e09.csv,row,6,20275516
submission_e276_only_social_comm_m160_22a09ec4.csv,submission_e276_e277null_only_social_comm_m160_22a09ec4_subject_r0_8fc34279.csv,subject,0,20274935
submission_e276_only_social_comm_m160_22a09ec4.csv,submission_e276_e277null_only_social_comm_m160_22a09ec4_subject_r1_3f25bef2.csv,subject,1,20275032
submission_e276_only_social_comm_m160_22a09ec4.csv,submission_e276_e277null_only_social_comm_m160_22a09ec4_subject_r2_16bbdcf9.csv,subject,2,20275129
submission_e276_only_social_comm_m160_22a09ec4.csv,submission_e276_e277null_only_social_comm_m160_22a09ec4_subject_r3_54d21696.csv,subject,3,20275226
submission_e276_only_social_comm_m160_22a09ec4.csv,submission_e276_e277null_only_social_comm_m160_22a09ec4_subject_r4_dc76fb23.csv,subject,4,20275323
submission_e276_only_social_comm_m160_22a09ec4.csv,submission_e276_e277null_only_social_comm_m160_22a09ec4_subject_r5_1dbf8489.csv,subject,5,20275420
submission_e276_only_social_comm_m160_22a09ec4.csv,submission_e276_e277null_only_social_comm_m160_22a09ec4_subject_r6_a316530a.csv,subject,6,20275517
submission_e276_only_social_comm_m160_22a09ec4.csv,submission_e276_e277null_only_social_comm_m160_22a09ec4_dateblock_r0_76d6c9f0.csv,dateblock,0,20274936
submission_e276_only_social_comm_m160_22a09ec4.csv,submission_e276_e277null_only_social_comm_m160_22a09ec4_dateblock_r1_7b23b9dd.csv,dateblock,1,20275033
submission_e276_only_social_comm_m160_22a09ec4.csv,submission_e276_e277null_only_social_comm_m160_22a09ec4_dateblock_r2_1680b3e7.csv,dateblock,2,20275130
submission_e276_only_social_comm_m160_22a09ec4.csv,submission_e276_e277null_only_social_comm_m160_22a09ec4_dateblock_r3_e1577af8.csv,dateblock,3,20275227
submission_e276_only_social_comm_m160_22a09ec4.csv,submission_e276_e277null_only_social_comm_m160_22a09ec4_dateblock_r4_62d4c248.csv,dateblock,4,20275324
submission_e276_only_social_comm_m160_22a09ec4.csv,submission_e276_e277null_only_social_comm_m160_22a09ec4_dateblock_r5_86bc6ebe.csv,dateblock,5,20275421
submission_e276_only_social_comm_m160_22a09ec4.csv,submission_e276_e277null_only_social_comm_m160_22a09ec4_dateblock_r6_ba0446f4.csv,dateblock,6,20275518
submission_e276_no_social_comm_m160_cea48ae0.csv,submission_e276_e277null_no_social_comm_m160_cea48ae0_row_r0_63cd026f.csv,row,0,20275943
submission_e276_no_social_comm_m160_cea48ae0.csv,submission_e276_e277null_no_social_comm_m160_cea48ae0_row_r1_e38f8edc.csv,row,1,20276040
submission_e276_no_social_comm_m160_cea48ae0.csv,submission_e276_e277null_no_social_comm_m160_cea48ae0_row_r2_04c4b413.csv,row,2,20276137
submission_e276_no_social_comm_m160_cea48ae0.csv,submission_e276_e277null_no_social_comm_m160_cea48ae0_row_r3_7f26bbc5.csv,row,3,20276234
submission_e276_no_social_comm_m160_cea48ae0.csv,submission_e276_e277null_no_social_comm_m160_cea48ae0_row_r4_0b96ce39.csv,row,4,20276331
submission_e276_no_social_comm_m160_cea48ae0.csv,submission_e276_e277null_no_social_comm_m160_cea48ae0_row_r5_559d7883.csv,row,5,20276428
submission_e276_no_social_comm_m160_cea48ae0.csv,submission_e276_e277null_no_social_comm_m160_cea48ae0_row_r6_bc0a3453.csv,row,6,20276525
submission_e276_no_social_comm_m160_cea48ae0.csv,submission_e276_e277null_no_social_comm_m160_cea48ae0_subject_r0_26dd6897.csv,subject,0,20275944
submission_e276_no_social_comm_m160_cea48ae0.csv,submission_e276_e277null_no_social_comm_m160_cea48ae0_subject_r1_f8847b50.csv,subject,1,20276041
submission_e276_no_social_comm_m160_cea48ae0.csv,submission_e276_e277null_no_social_comm_m160_cea48ae0_subject_r2_81cd1962.csv,subject,2,20276138
submission_e276_no_social_comm_m160_cea48ae0.csv,submission_e276_e277null_no_social_comm_m160_cea48ae0_subject_r3_7a993b34.csv,subject,3,20276235
submission_e276_no_social_comm_m160_cea48ae0.csv,submission_e276_e277null_no_social_comm_m160_cea48ae0_subject_r4_8858efef.csv,subject,4,20276332
submission_e276_no_social_comm_m160_cea48ae0.csv,submission_e276_e277null_no_social_comm_m160_cea48ae0_subject_r5_c4afb1f4.csv,subject,5,20276429
submission_e276_no_social_comm_m160_cea48ae0.csv,submission_e276_e277null_no_social_comm_m160_cea48ae0_subject_r6_fa93bc13.csv,subject,6,20276526
submission_e276_no_social_comm_m160_cea48ae0.csv,submission_e276_e277null_no_social_comm_m160_cea48ae0_dateblock_r0_f812a69a.csv,dateblock,0,20275945
submission_e276_no_social_comm_m160_cea48ae0.csv,submission_e276_e277null_no_social_comm_m160_cea48ae0_dateblock_r1_56905546.csv,dateblock,1,20276042
submission_e276_no_social_comm_m160_cea48ae0.csv,submission_e276_e277null_no_social_comm_m160_cea48ae0_dateblock_r2_41991ced.csv,dateblock,2,20276139
submission_e276_no_social_comm_m160_cea48ae0.csv,submission_e276_e277null_no_social_comm_m160_cea48ae0_dateblock_r3_1d6b8681.csv,dateblock,3,20276236
submission_e276_no_social_comm_m160_cea48ae0.csv,submission_e276_e277null_no_social_comm_m160_cea48ae0_dateblock_r4_7b47e7e0.csv,dateblock,4,20276333
submission_e276_no_social_comm_m160_cea48ae0.csv,submission_e276_e277null_no_social_comm_m160_cea48ae0_dateblock_r5_6a53f7bc.csv,dateblock,5,20276430
submission_e276_no_social_comm_m160_cea48ae0.csv,submission_e276_e277null_no_social_comm_m160_cea48ae0_dateblock_r6_57f9b66b.csv,dateblock,6,20276527
submission_e276_only_media_game_m160_8f065696.csv,submission_e276_e277null_only_media_game_m160_8f065696_row_r0_7b6e67e3.csv,row,0,20276952
submission_e276_only_media_game_m160_8f065696.csv,submission_e276_e277null_only_media_game_m160_8f065696_row_r1_9517caec.csv,row,1,20277049
submission_e276_only_media_game_m160_8f065696.csv,submission_e276_e277null_only_media_game_m160_8f065696_row_r2_ed6efefa.csv,row,2,20277146
submission_e276_only_media_game_m160_8f065696.csv,submission_e276_e277null_only_media_game_m160_8f065696_row_r3_d7c6a37f.csv,row,3,20277243
submission_e276_only_media_game_m160_8f065696.csv,submission_e276_e277null_only_media_game_m160_8f065696_row_r4_9bbe4488.csv,row,4,20277340
submission_e276_only_media_game_m160_8f065696.csv,submission_e276_e277null_only_media_game_m160_8f065696_row_r5_20c784bf.csv,row,5,20277437
submission_e276_only_media_game_m160_8f065696.csv,submission_e276_e277null_only_media_game_m160_8f065696_row_r6_9ccbda71.csv,row,6,20277534
submission_e276_only_media_game_m160_8f065696.csv,submission_e276_e277null_only_media_game_m160_8f065696_subject_r0_e357204a.csv,subject,0,20276953
submission_e276_only_media_game_m160_8f065696.csv,submission_e276_e277null_only_media_game_m160_8f065696_subject_r1_d44ca6ad.csv,subject,1,20277050
submission_e276_only_media_game_m160_8f065696.csv,submission_e276_e277null_only_media_game_m160_8f065696_subject_r2_1e278dd9.csv,subject,2,20277147
submission_e276_only_media_game_m160_8f065696.csv,submission_e276_e277null_only_media_game_m160_8f065696_subject_r3_38587027.csv,subject,3,20277244
submission_e276_only_media_game_m160_8f065696.csv,submission_e276_e277null_only_media_game_m160_8f065696_subject_r4_8123e864.csv,subject,4,20277341
submission_e276_only_media_game_m160_8f065696.csv,submission_e276_e277null_only_media_game_m160_8f065696_subject_r5_031a0575.csv,subject,5,20277438
submission_e276_only_media_game_m160_8f065696.csv,submission_e276_e277null_only_media_game_m160_8f065696_subject_r6_c22168d1.csv,subject,6,20277535
submission_e276_only_media_game_m160_8f065696.csv,submission_e276_e277null_only_media_game_m160_8f065696_dateblock_r0_629e0265.csv,dateblock,0,20276954
submission_e276_only_media_game_m160_8f065696.csv,submission_e276_e277null_only_media_game_m160_8f065696_dateblock_r1_94de762d.csv,dateblock,1,20277051
