target_task,task_note,feature_set,model,split,n_labeled,n_pos,n_neg,n_features,covered_rate,n_eval,prevalence,ap,logloss,auc,ap_lift,perm_auc_p95,perm_ap_p95,auc_minus_perm_p95,valid_split_count,min_auc,mean_auc,min_ap_lift,min_auc_minus_perm_p95,latent_health_score,score_col
e247_only_vs_e256_only,"positive=E247-only public-positive sibling cells, negative=E256-only sibling additions",human_plus_geometry,lr_l1_c0p22,stratified,17,13,4,75,1.0,17.0,0.7647058823529411,1.0,0.5504154066962806,1.0,0.23529411764705888,0.8269230769230769,0.937514230364909,0.17307692307692313,,,,,,,
e247_only_vs_e256_only,"positive=E247-only public-positive sibling cells, negative=E256-only sibling additions",human_plus_oldlaw_context,lr_l2_c0p35,stratified,17,13,4,80,1.0,17.0,0.7647058823529411,1.0,0.16406877581801949,1.0,0.23529411764705888,0.9346153846153846,0.9828479853479855,0.06538461538461537,,,,,,,
e247_only_vs_e256_only,"positive=E247-only public-positive sibling cells, negative=E256-only sibling additions",human_plus_oldlaw_context,lr_l1_c0p22,stratified,17,13,4,80,1.0,17.0,0.7647058823529411,1.0,0.550393594334761,1.0,0.23529411764705888,0.9346153846153846,0.9783768368383753,0.06538461538461537,,,,,,,
e247_body_vs_clean_neither,"diagnostic positive=current E247 body, negative=non-risk outside cells",human_social,lr_l2_c0p35,stratified,197,34,163,54,1.0,197.0,0.17258883248730963,0.20181774458619645,0.8481797612090021,0.4583182966438109,0.02922891209888681,0.584085167809455,0.2519317395885678,-0.12576687116564406,,,,,,,
e247_body_vs_clean_neither,"diagnostic positive=current E247 body, negative=non-risk outside cells",human_social,lr_l1_c0p22,stratified,197,34,163,54,1.0,197.0,0.17258883248730963,0.16901970929047544,0.7536392827750994,0.44261999278238906,-0.003569123196834195,0.6199566943341753,0.2977886315052611,-0.17733670155178627,,,,,,,
e247_body_vs_clean_neither,"diagnostic positive=current E247 body, negative=non-risk outside cells",cell_geometry,lr_l2_c0p35,stratified,197,34,163,21,1.0,197.0,0.17258883248730963,0.9975009611687813,0.07074514017710526,0.9994586791771923,0.8249121286814717,0.5835438469866474,0.21169876769587864,0.4159148321905449,,,,,,,
e247_body_vs_clean_neither,"diagnostic positive=current E247 body, negative=non-risk outside cells",cell_geometry,lr_l1_c0p22,stratified,197,34,163,21,1.0,197.0,0.17258883248730963,0.9890913180386866,0.17097642864707036,0.9974738361602309,0.8165024855513769,0.5820642367376399,0.20487985383131552,0.41540959942259104,,,,,,,
e247_body_vs_clean_neither,"diagnostic positive=current E247 body, negative=non-risk outside cells",human_plus_geometry,lr_l2_c0p35,stratified,197,34,163,75,1.0,197.0,0.17258883248730963,0.945948745567885,0.10872199049667615,0.9906171057380007,0.7733599130805754,0.5576687116564416,0.21944959743394823,0.43294839408155905,,,,,,,
e247_body_vs_clean_neither,"diagnostic positive=current E247 body, negative=non-risk outside cells",human_plus_geometry,lr_l1_c0p22,stratified,197,34,163,75,1.0,197.0,0.17258883248730963,0.9773493921940012,0.17811219211465792,0.9947672320461927,0.8047605597066916,0.5819198845182245,0.22255580674993725,0.41284734752796814,,,,,,,
e247_body_vs_clean_neither,"diagnostic positive=current E247 body, negative=non-risk outside cells",human_plus_oldlaw_context,lr_l2_c0p35,stratified,197,34,163,80,1.0,197.0,0.17258883248730963,0.9670617163780838,0.08968273638170665,0.9936845904005773,0.7944728838907742,0.5372789606640201,0.2461225632801251,0.4564056297365572,,,,,,,
e247_body_vs_clean_neither,"diagnostic positive=current E247 body, negative=non-risk outside cells",human_plus_oldlaw_context,lr_l1_c0p22,stratified,197,34,163,80,1.0,197.0,0.17258883248730963,0.9896993035881984,0.15631169463084318,0.9978347167087694,0.8171104711008887,0.5522194153735113,0.250385180750953,0.4456153013352582,,,,,,,
e247_body_vs_risk,"positive=current E247 body, negative=E256-only plus E284 stale-target extras",human_social,lr_l2_c0p35,subject,87,34,53,54,1.0,87.0,0.39080459770114945,0.4404149649486421,1.1093677189205335,0.48446170921198667,0.049610367247492626,0.6267480577136515,0.5284190990571793,-0.14228634850166483,,,,,,,
e247_body_vs_risk,"positive=current E247 body, negative=E256-only plus E284 stale-target extras",human_social,lr_l1_c0p22,subject,87,34,53,54,1.0,87.0,0.39080459770114945,0.37071433133041604,0.7527801041571581,0.4667036625971144,-0.02009026637073341,0.7247502774694783,0.6379610798480204,-0.2580466148723639,,,,,,,
e247_body_vs_risk,"positive=current E247 body, negative=E256-only plus E284 stale-target extras",cell_geometry,lr_l2_c0p35,subject,87,34,53,21,1.0,87.0,0.39080459770114945,0.9679140841889938,0.18350602500497948,0.9800221975582686,0.5771094864878443,0.5514983351831299,0.44705174307860357,0.42852386237513873,,,,,,,
e247_body_vs_risk,"positive=current E247 body, negative=E256-only plus E284 stale-target extras",cell_geometry,lr_l1_c0p22,subject,87,34,53,21,1.0,87.0,0.39080459770114945,0.983507359281243,0.2967231647852898,0.9889012208657048,0.5927027615800935,0.5508324084350721,0.4461366002113407,0.43806881243063267,,,,,,,
e247_body_vs_risk,"positive=current E247 body, negative=E256-only plus E284 stale-target extras",human_plus_geometry,lr_l2_c0p35,subject,87,34,53,75,1.0,87.0,0.39080459770114945,0.9397404438591026,0.24424856722861787,0.958379578246393,0.5489358461579532,0.6015538290788013,0.4697462767777822,0.3568257491675917,,,,,,,
e247_body_vs_risk,"positive=current E247 body, negative=E256-only plus E284 stale-target extras",human_plus_geometry,lr_l1_c0p22,subject,87,34,53,75,1.0,87.0,0.39080459770114945,0.9799640480173435,0.29637042414665865,0.9866814650388458,0.5891594503161941,0.5659267480577136,0.4806450483227147,0.4207547169811322,,,,,,,
e247_body_vs_risk,"positive=current E247 body, negative=E256-only plus E284 stale-target extras",human_plus_oldlaw_context,lr_l2_c0p35,subject,87,34,53,80,1.0,87.0,0.39080459770114945,0.9264940279678692,0.27675856110399694,0.948945615982242,0.5356894302667197,0.5902330743618203,0.49090193306646307,0.35871254162042177,,,,,,,
e247_body_vs_risk,"positive=current E247 body, negative=E256-only plus E284 stale-target extras",human_plus_oldlaw_context,lr_l1_c0p22,subject,87,34,53,80,1.0,87.0,0.39080459770114945,0.9777916252223937,0.2972429336078192,0.9850166481687015,0.5869870275212443,0.5675915649278579,0.4443015618478452,0.4174250832408436,,,,,,,
e247_common_vs_e284_extra,"positive=E247/E256 common core, negative=E284 old-law extra outside E247",human_social,lr_l2_c0p35,subject,71,21,50,54,1.0,71.0,0.29577464788732394,0.3380978588777509,1.0005654819730623,0.47428571428571425,0.04232321099042696,0.6405714285714286,0.40649468900838626,-0.16628571428571431,,,,,,,
e247_common_vs_e284_extra,"positive=E247/E256 common core, negative=E284 old-law extra outside E247",human_social,lr_l1_c0p22,subject,71,21,50,54,1.0,71.0,0.29577464788732394,0.29242812891093306,0.738803547369281,0.4838095238095238,-0.0033465189763908776,0.666095238095238,0.401160446014876,-0.18228571428571416,,,,,,,
e247_common_vs_e284_extra,"positive=E247/E256 common core, negative=E284 old-law extra outside E247",cell_geometry,lr_l2_c0p35,subject,71,21,50,21,1.0,71.0,0.29577464788732394,1.0000000000000004,0.09410013223477993,1.0,0.7042253521126765,0.6299047619047619,0.4541461751378038,0.37009523809523814,,,,,,,
e247_common_vs_e284_extra,"positive=E247/E256 common core, negative=E284 old-law extra outside E247",cell_geometry,lr_l1_c0p22,subject,71,21,50,21,1.0,71.0,0.29577464788732394,1.0000000000000004,0.2936559310757204,1.0,0.7042253521126765,0.5697142857142857,0.4393617037023113,0.43028571428571427,,,,,,,
e247_common_vs_e284_extra,"positive=E247/E256 common core, negative=E284 old-law extra outside E247",human_plus_geometry,lr_l2_c0p35,subject,71,21,50,75,1.0,71.0,0.29577464788732394,0.9527097535409559,0.17175380038038873,0.9771428571428571,0.6569351056536319,0.6078095238095238,0.43666789654722166,0.3693333333333333,,,,,,,
e247_common_vs_e284_extra,"positive=E247/E256 common core, negative=E284 old-law extra outside E247",human_plus_geometry,lr_l1_c0p22,subject,71,21,50,75,1.0,71.0,0.29577464788732394,1.0000000000000004,0.293486336302667,1.0,0.7042253521126765,0.6314285714285713,0.4175439244788427,0.36857142857142866,,,,,,,
e247_common_vs_e284_extra,"positive=E247/E256 common core, negative=E284 old-law extra outside E247",human_plus_oldlaw_context,lr_l2_c0p35,subject,71,21,50,80,1.0,71.0,0.29577464788732394,0.9595929995929999,0.16635596868979738,0.98,0.6638183517056759,0.5956190476190476,0.40929739985801095,0.3843809523809524,,,,,,,
e247_common_vs_e284_extra,"positive=E247/E256 common core, negative=E284 old-law extra outside E247",human_plus_oldlaw_context,lr_l1_c0p22,subject,71,21,50,80,1.0,71.0,0.29577464788732394,1.0000000000000004,0.29363465649586556,1.0,0.7042253521126765,0.6638095238095236,0.4893862681356836,0.3361904761904764,,,,,,,
e247_only_vs_e256_only,"positive=E247-only public-positive sibling cells, negative=E256-only sibling additions",human_social,lr_l2_c0p35,subject,17,13,4,54,0.6470588235294118,11.0,0.6363636363636364,0.9087301587301586,0.4260043329636954,0.8214285714285714,0.27236652236652226,0.8999999999999999,0.9542857142857142,-0.07857142857142851,,,,,,,
e247_only_vs_e256_only,"positive=E247-only public-positive sibling cells, negative=E256-only sibling additions",human_social,lr_l1_c0p22,subject,17,13,4,54,0.6470588235294118,11.0,0.6363636363636364,0.9367346938775509,0.6275393160934782,0.8571428571428571,0.3003710575139146,0.73,0.9121800421800421,0.1271428571428571,,,,,,,
e247_only_vs_e256_only,"positive=E247-only public-positive sibling cells, negative=E256-only sibling additions",cell_geometry,lr_l2_c0p35,subject,17,13,4,21,0.6470588235294118,11.0,0.6363636363636364,0.9999999999999998,0.11014847494043592,1.0,0.3636363636363634,0.725,0.8221428571428571,0.275,,,,,,,
e247_only_vs_e256_only,"positive=E247-only public-positive sibling cells, negative=E256-only sibling additions",cell_geometry,lr_l1_c0p22,subject,17,13,4,21,0.6470588235294118,11.0,0.6363636363636364,0.9999999999999998,0.515048446804459,1.0,0.3636363636363634,0.5,0.718989898989899,0.5,,,,,,,
e247_only_vs_e256_only,"positive=E247-only public-positive sibling cells, negative=E256-only sibling additions",human_plus_geometry,lr_l2_c0p35,subject,17,13,4,75,0.6470588235294118,11.0,0.6363636363636364,0.9999999999999998,0.20348425272922047,1.0,0.3636363636363634,0.765,0.9040497835497835,0.235,,,,,,,
e247_only_vs_e256_only,"positive=E247-only public-positive sibling cells, negative=E256-only sibling additions",human_plus_geometry,lr_l1_c0p22,subject,17,13,4,75,0.6470588235294118,11.0,0.6363636363636364,0.9999999999999998,0.5150788263835654,1.0,0.3636363636363634,0.655,0.8173243145743145,0.345,,,,,,,
e247_only_vs_e256_only,"positive=E247-only public-positive sibling cells, negative=E256-only sibling additions",human_plus_oldlaw_context,lr_l2_c0p35,subject,17,13,4,80,0.6470588235294118,11.0,0.6363636363636364,0.9999999999999998,0.211475772539396,1.0,0.3636363636363634,0.8958333333333333,0.9516666666666667,0.10416666666666674,,,,,,,
e247_only_vs_e256_only,"positive=E247-only public-positive sibling cells, negative=E256-only sibling additions",human_plus_oldlaw_context,lr_l1_c0p22,subject,17,13,4,80,0.6470588235294118,11.0,0.6363636363636364,0.9999999999999998,0.5150614943339669,1.0,0.3636363636363634,0.8142857142857141,0.9199999999999999,0.18571428571428594,,,,,,,
e247_body_vs_clean_neither,"diagnostic positive=current E247 body, negative=non-risk outside cells",human_social,lr_l2_c0p35,subject,197,34,163,54,1.0,197.0,0.17258883248730963,0.17931738744930248,0.858500257742881,0.5027066041140382,0.006728554961992844,0.5622879826777337,0.20610851570529068,-0.0595813785636955,,,,,,,
e247_body_vs_clean_neither,"diagnostic positive=current E247 body, negative=non-risk outside cells",human_social,lr_l1_c0p22,subject,197,34,163,54,1.0,197.0,0.17258883248730963,0.15925777747652092,0.7673552044270628,0.455070371706965,-0.013331055010788712,0.5610970768675568,0.22322273338432969,-0.10602670516059182,,,,,,,
e247_body_vs_clean_neither,"diagnostic positive=current E247 body, negative=non-risk outside cells",cell_geometry,lr_l2_c0p35,subject,197,34,163,21,1.0,197.0,0.17258883248730963,0.9953642090320292,0.07446978553442127,0.9989173583543846,0.8227753765447195,0.5657163478888488,0.2240000243485036,0.4332010104655357,,,,,,,
e247_body_vs_clean_neither,"diagnostic positive=current E247 body, negative=non-risk outside cells",cell_geometry,lr_l1_c0p22,subject,197,34,163,21,1.0,197.0,0.17258883248730963,0.9889191658444755,0.17373193474508192,0.9974738361602309,0.8163303333571659,0.5813063875857091,0.2146449714765838,0.4161674485745218,,,,,,,
e247_body_vs_clean_neither,"diagnostic positive=current E247 body, negative=non-risk outside cells",human_plus_geometry,lr_l2_c0p35,subject,197,34,163,75,1.0,197.0,0.17258883248730963,0.935719931151059,0.12951248253101982,0.9864669794298088,0.7631310986637494,0.5598339949476723,0.21430108838358947,0.4266329844821365,,,,,,,
e247_body_vs_clean_neither,"diagnostic positive=current E247 body, negative=non-risk outside cells",human_plus_geometry,lr_l1_c0p22,subject,197,34,163,75,1.0,197.0,0.17258883248730963,0.9780222623676135,0.1817722677385186,0.9945867917719236,0.8054334298803039,0.5577408877661494,0.2221251142634208,0.43684590400577417,,,,,,,
e247_body_vs_clean_neither,"diagnostic positive=current E247 body, negative=non-risk outside cells",human_plus_oldlaw_context,lr_l2_c0p35,subject,197,34,163,80,1.0,197.0,0.17258883248730963,0.947355278979454,0.12048288566021005,0.9889931432695778,0.7747664464921444,0.5499458679177193,0.24666878749396182,0.4390472753518585,,,,,,,
e247_body_vs_clean_neither,"diagnostic positive=current E247 body, negative=non-risk outside cells",human_plus_oldlaw_context,lr_l1_c0p22,subject,197,34,163,80,1.0,197.0,0.17258883248730963,0.9931372549019609,0.1591963036246828,0.998376037531577,0.8205484224146513,0.5462648863226273,0.22336874041859142,0.45211115120894974,,,,,,,
