sub_idx,target,active,prob_e101,prob_e95,prob_mixmin,prob_e72,prob_e89,delta_prob_e101_minus_e95,delta_logit_e101_minus_e95,abs_delta_logit_e101_minus_e95,logit_gap_e95_minus_mixmin,abs_logit_gap_e95_minus_mixmin,rollback_shrink_fraction_to_mixmin,delta_logit_e89_minus_e95,delta_logit_e72_minus_mixmin,active_e95_vs_mixmin,hidden_block_id,subject_id,lifelog_date,sleep_date,global_pos,subject_pos,subject_phase,dow,is_weekend,block_n_rows,block_len_bin,pos_in_block,pos_frac,edge_distance,pos_bin,block_start,block_end,context_type,has_prev_train,has_next_train,prev_gap_pos,next_gap_pos,prev_gap_days,next_gap_days
35,Q2,False,0.6977283766344977,0.6977283766344977,0.6977283766344977,0.6977283766344977,0.6977283766344977,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,False,id02_b2,id02,2024-09-02,2024-09-03,108,40,0.5063291139240507,0,0,16,11-16,8,0.5333333333333333,7,interior,2024-08-25,2024-09-09,between_train_runs,True,True,1.0,1.0,1.0,1.0
35,S3,False,0.8472713112049454,0.8472713112049454,0.8472713112049454,0.8472713112049454,0.8472713112049454,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,False,id02_b2,id02,2024-09-02,2024-09-03,108,40,0.5063291139240507,0,0,16,11-16,8,0.5333333333333333,7,interior,2024-08-25,2024-09-09,between_train_runs,True,True,1.0,1.0,1.0,1.0
36,Q2,False,0.6580916899115933,0.6580916899115933,0.6580916899115933,0.6580916899115933,0.6580916899115933,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,False,id02_b2,id02,2024-09-03,2024-09-04,109,41,0.5189873417721519,1,0,16,11-16,9,0.6,6,interior,2024-08-25,2024-09-09,between_train_runs,True,True,1.0,1.0,1.0,1.0
36,S3,False,0.8703881604290068,0.8703881604290068,0.8703881604290068,0.8703881604290068,0.8703881604290068,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,False,id02_b2,id02,2024-09-03,2024-09-04,109,41,0.5189873417721519,1,0,16,11-16,9,0.6,6,interior,2024-08-25,2024-09-09,between_train_runs,True,True,1.0,1.0,1.0,1.0
37,Q2,False,0.5812102598175389,0.5812102598175389,0.5812102598175389,0.5812102598175389,0.5812102598175389,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,False,id02_b2,id02,2024-09-04,2024-09-05,110,42,0.5316455696202531,2,0,16,11-16,10,0.6666666666666666,5,interior,2024-08-25,2024-09-09,between_train_runs,True,True,1.0,1.0,1.0,1.0
37,S3,False,0.8913962634071267,0.8913962634071267,0.8913962634071267,0.8913962634071267,0.8913962634071267,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,False,id02_b2,id02,2024-09-04,2024-09-05,110,42,0.5316455696202531,2,0,16,11-16,10,0.6666666666666666,5,interior,2024-08-25,2024-09-09,between_train_runs,True,True,1.0,1.0,1.0,1.0
38,Q2,False,0.5888834835977815,0.5888834835977815,0.5888834835977815,0.5888834835977815,0.5888834835977815,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,False,id02_b2,id02,2024-09-05,2024-09-06,111,43,0.5443037974683544,3,0,16,11-16,11,0.7333333333333333,4,interior,2024-08-25,2024-09-09,between_train_runs,True,True,1.0,1.0,1.0,1.0
38,S3,False,0.8817450109418798,0.8817450109418798,0.8817450109418798,0.8817450109418798,0.8817450109418798,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,False,id02_b2,id02,2024-09-05,2024-09-06,111,43,0.5443037974683544,3,0,16,11-16,11,0.7333333333333333,4,interior,2024-08-25,2024-09-09,between_train_runs,True,True,1.0,1.0,1.0,1.0
39,Q2,False,0.6048410594274781,0.6048410594274781,0.6048410594274781,0.6048410594274781,0.6048410594274781,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,False,id02_b2,id02,2024-09-06,2024-09-07,112,44,0.5569620253164557,4,0,16,11-16,12,0.8,3,interior,2024-08-25,2024-09-09,between_train_runs,True,True,1.0,1.0,1.0,1.0
39,S3,True,0.9054143319744036,0.903784994303189,0.910154947551092,0.9059519299976166,0.903784994303189,0.0016293376712145369,0.018880536459710662,0.018880536459710662,-0.0755221458388422,0.0755221458388422,0.25000000000000144,0.0,-0.05034809722589406,True,id02_b2,id02,2024-09-06,2024-09-07,112,44,0.5569620253164557,4,0,16,11-16,12,0.8,3,interior,2024-08-25,2024-09-09,between_train_runs,True,True,1.0,1.0,1.0,1.0
40,Q2,False,0.7374854921492988,0.7374854921492988,0.7374854921492988,0.7374854921492988,0.7374854921492988,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,False,id02_b2,id02,2024-09-07,2024-09-08,113,45,0.569620253164557,5,1,16,11-16,13,0.8666666666666667,2,interior,2024-08-25,2024-09-09,between_train_runs,True,True,1.0,1.0,1.0,1.0
40,S3,False,0.8672633146619955,0.8672633146619955,0.8672633146619955,0.8672633146619955,0.8672633146619955,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,False,id02_b2,id02,2024-09-07,2024-09-08,113,45,0.569620253164557,5,1,16,11-16,13,0.8666666666666667,2,interior,2024-08-25,2024-09-09,between_train_runs,True,True,1.0,1.0,1.0,1.0
41,Q2,False,0.7517349288338335,0.7517349288338335,0.7517349288338336,0.7517349288338335,0.7517349288338335,0.0,0.0,0.0,-6.661338147750939e-16,6.661338147750939e-16,,0.0,-6.661338147750939e-16,False,id02_b2,id02,2024-09-08,2024-09-09,114,46,0.5822784810126582,6,1,16,11-16,14,0.9333333333333333,1,near_edge,2024-08-25,2024-09-09,between_train_runs,True,True,1.0,1.0,1.0,1.0
41,S3,False,0.8763972965793002,0.8763972965793002,0.8763972965793001,0.8763972965793002,0.8763972965793002,0.0,0.0,0.0,8.881784197001252e-16,8.881784197001252e-16,,0.0,8.881784197001252e-16,False,id02_b2,id02,2024-09-08,2024-09-09,114,46,0.5822784810126582,6,1,16,11-16,14,0.9333333333333333,1,near_edge,2024-08-25,2024-09-09,between_train_runs,True,True,1.0,1.0,1.0,1.0
42,Q2,False,0.6127008089114018,0.6127008089114018,0.6127008089114018,0.6127008089114018,0.6127008089114018,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,False,id02_b2,id02,2024-09-09,2024-09-10,115,47,0.5949367088607594,0,0,16,11-16,15,1.0,0,right_edge,2024-08-25,2024-09-09,between_train_runs,True,True,1.0,1.0,1.0,1.0
42,S3,False,0.8912501496944794,0.8912501496944794,0.8912501496944794,0.8912501496944794,0.8912501496944794,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,False,id02_b2,id02,2024-09-09,2024-09-10,115,47,0.5949367088607594,0,0,16,11-16,15,1.0,0,right_edge,2024-08-25,2024-09-09,between_train_runs,True,True,1.0,1.0,1.0,1.0
43,Q2,False,0.707770434494252,0.707770434494252,0.7077704344942518,0.7077704344942519,0.707770434494252,0.0,0.0,0.0,9.992007221626409e-16,9.992007221626409e-16,,0.0,4.440892098500626e-16,False,id02_b4,id02,2024-09-28,2024-09-29,132,64,0.810126582278481,5,1,16,11-16,0,0.0,0,left_edge,2024-09-28,2024-10-15,after_train_run,True,False,1.0,,1.0,
43,S3,True,0.8104286892596902,0.8117690999194965,0.8063636248981564,0.8099802638189898,0.8117690999194965,-0.0013404106598062793,-0.008748448927977437,0.008748448927977437,0.034993795711909526,0.034993795711909526,0.2500000000000016,0.0,0.023329197141272573,True,id02_b4,id02,2024-09-28,2024-09-29,132,64,0.810126582278481,5,1,16,11-16,0,0.0,0,left_edge,2024-09-28,2024-10-15,after_train_run,True,False,1.0,,1.0,
44,Q2,False,0.6646484639526049,0.6646484639526049,0.6646484639526049,0.6646484639526049,0.6646484639526049,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,False,id02_b4,id02,2024-09-29,2024-09-30,133,65,0.8227848101265823,6,1,16,11-16,1,0.06666666666666667,1,near_edge,2024-09-28,2024-10-15,after_train_run,True,False,1.0,,1.0,
44,S3,False,0.8811242750791414,0.8811242750791414,0.8811242750791414,0.8811242750791414,0.8811242750791414,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,False,id02_b4,id02,2024-09-29,2024-09-30,133,65,0.8227848101265823,6,1,16,11-16,1,0.06666666666666667,1,near_edge,2024-09-28,2024-10-15,after_train_run,True,False,1.0,,1.0,
45,Q2,False,0.6767742846536012,0.6767742846536012,0.6767742846536012,0.6767742846536013,0.6767742846536012,0.0,0.0,0.0,0.0,0.0,,0.0,4.440892098500626e-16,False,id02_b4,id02,2024-09-30,2024-10-01,134,66,0.8354430379746836,0,0,16,11-16,2,0.13333333333333333,2,interior,2024-09-28,2024-10-15,after_train_run,True,False,1.0,,1.0,
45,S3,False,0.910691431713429,0.910691431713429,0.910691431713429,0.910691431713429,0.910691431713429,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,False,id02_b4,id02,2024-09-30,2024-10-01,134,66,0.8354430379746836,0,0,16,11-16,2,0.13333333333333333,2,interior,2024-09-28,2024-10-15,after_train_run,True,False,1.0,,1.0,
46,Q2,False,0.5951872926789744,0.5951872926789744,0.5951872926789744,0.5951872926789744,0.5951872926789744,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,False,id02_b4,id02,2024-10-02,2024-10-03,135,67,0.8481012658227848,2,0,16,11-16,3,0.2,3,interior,2024-09-28,2024-10-15,after_train_run,True,False,1.0,,1.0,
46,S3,False,0.8994769831067985,0.8994769831067985,0.8994769831067985,0.8994769831067985,0.8994769831067985,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,False,id02_b4,id02,2024-10-02,2024-10-03,135,67,0.8481012658227848,2,0,16,11-16,3,0.2,3,interior,2024-09-28,2024-10-15,after_train_run,True,False,1.0,,1.0,
47,Q2,False,0.6942857006449271,0.6942857006449271,0.6942857006449271,0.6942857006449271,0.6942857006449271,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,False,id02_b4,id02,2024-10-03,2024-10-04,136,68,0.8607594936708861,3,0,16,11-16,4,0.26666666666666666,4,interior,2024-09-28,2024-10-15,after_train_run,True,False,1.0,,1.0,
47,S3,True,0.9062891808414828,0.9051008436341392,0.9097744864900325,0.9066823190084724,0.9051008436341392,0.0011883372073435705,0.013913239685547474,0.013913239685547474,-0.055652958742184566,0.055652958742184566,0.2500000000000239,0.0,-0.03710197249478897,True,id02_b4,id02,2024-10-03,2024-10-04,136,68,0.8607594936708861,3,0,16,11-16,4,0.26666666666666666,4,interior,2024-09-28,2024-10-15,after_train_run,True,False,1.0,,1.0,
48,Q2,False,0.7556364889911127,0.7556364889911127,0.7556364889911127,0.7556364889911127,0.7556364889911127,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,False,id02_b4,id02,2024-10-04,2024-10-05,137,69,0.8734177215189873,4,0,16,11-16,5,0.3333333333333333,5,interior,2024-09-28,2024-10-15,after_train_run,True,False,1.0,,1.0,
48,S3,False,0.8864192636974542,0.8864192636974542,0.8864192636974542,0.8864192636974542,0.8864192636974542,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,False,id02_b4,id02,2024-10-04,2024-10-05,137,69,0.8734177215189873,4,0,16,11-16,5,0.3333333333333333,5,interior,2024-09-28,2024-10-15,after_train_run,True,False,1.0,,1.0,
49,Q2,False,0.6720305595341262,0.6720305595341262,0.6720305595341263,0.6720305595341262,0.6720305595341262,0.0,0.0,0.0,-4.440892098500626e-16,4.440892098500626e-16,,0.0,-4.440892098500626e-16,False,id02_b4,id02,2024-10-05,2024-10-06,138,70,0.8860759493670886,5,1,16,11-16,6,0.4,6,interior,2024-09-28,2024-10-15,after_train_run,True,False,1.0,,1.0,
49,S3,True,0.7989914754276976,0.801085346274143,0.7926111036092247,0.7982898630107815,0.801085346274143,-0.0020938708464454114,-0.01308867537600511,0.01308867537600511,0.05235470150401822,0.05235470150401822,0.2500000000000106,0.0,0.034903134336011776,True,id02_b4,id02,2024-10-05,2024-10-06,138,70,0.8860759493670886,5,1,16,11-16,6,0.4,6,interior,2024-09-28,2024-10-15,after_train_run,True,False,1.0,,1.0,
50,Q2,False,0.7147917426928718,0.7147917426928718,0.7147917426928719,0.7147917426928718,0.7147917426928718,0.0,0.0,0.0,-5.551115123125783e-16,5.551115123125783e-16,,0.0,-5.551115123125783e-16,False,id02_b4,id02,2024-10-06,2024-10-07,139,71,0.8987341772151899,6,1,16,11-16,7,0.4666666666666667,7,interior,2024-09-28,2024-10-15,after_train_run,True,False,1.0,,1.0,
50,S3,False,0.874405856106911,0.874405856106911,0.8744058561069109,0.874405856106911,0.874405856106911,0.0,0.0,0.0,8.881784197001252e-16,8.881784197001252e-16,,0.0,8.881784197001252e-16,False,id02_b4,id02,2024-10-06,2024-10-07,139,71,0.8987341772151899,6,1,16,11-16,7,0.4666666666666667,7,interior,2024-09-28,2024-10-15,after_train_run,True,False,1.0,,1.0,
51,Q2,False,0.603080819215826,0.603080819215826,0.603080819215826,0.603080819215826,0.603080819215826,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,False,id02_b4,id02,2024-10-07,2024-10-08,140,72,0.9113924050632911,0,0,16,11-16,8,0.5333333333333333,7,interior,2024-09-28,2024-10-15,after_train_run,True,False,1.0,,1.0,
51,S3,False,0.910176631750716,0.910176631750716,0.910176631750716,0.910176631750716,0.910176631750716,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,False,id02_b4,id02,2024-10-07,2024-10-08,140,72,0.9113924050632911,0,0,16,11-16,8,0.5333333333333333,7,interior,2024-09-28,2024-10-15,after_train_run,True,False,1.0,,1.0,
52,Q2,False,0.667030325091512,0.667030325091512,0.667030325091512,0.667030325091512,0.667030325091512,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,False,id02_b4,id02,2024-10-08,2024-10-09,141,73,0.9240506329113924,1,0,16,11-16,9,0.6,6,interior,2024-09-28,2024-10-15,after_train_run,True,False,1.0,,1.0,
52,S3,False,0.8763909693299943,0.8763909693299943,0.8763909693299943,0.8763909693299943,0.8763909693299943,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,False,id02_b4,id02,2024-10-08,2024-10-09,141,73,0.9240506329113924,1,0,16,11-16,9,0.6,6,interior,2024-09-28,2024-10-15,after_train_run,True,False,1.0,,1.0,
53,Q2,False,0.7277324080209139,0.7277324080209139,0.7277324080209139,0.7277324080209139,0.7277324080209139,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,False,id02_b4,id02,2024-10-09,2024-10-10,142,74,0.9367088607594937,2,0,16,11-16,10,0.6666666666666666,5,interior,2024-09-28,2024-10-15,after_train_run,True,False,1.0,,1.0,
53,S3,False,0.8715709421093429,0.8715709421093429,0.8715709421093429,0.8715709421093428,0.8715709421093429,0.0,0.0,0.0,0.0,0.0,,0.0,-1.1102230246251565e-15,False,id02_b4,id02,2024-10-09,2024-10-10,142,74,0.9367088607594937,2,0,16,11-16,10,0.6666666666666666,5,interior,2024-09-28,2024-10-15,after_train_run,True,False,1.0,,1.0,
54,Q2,False,0.6927132704486919,0.6927132704486919,0.692713270448692,0.6927132704486919,0.6927132704486919,0.0,0.0,0.0,-5.551115123125783e-16,5.551115123125783e-16,,0.0,-5.551115123125783e-16,False,id02_b4,id02,2024-10-11,2024-10-12,143,75,0.9493670886075949,4,0,16,11-16,11,0.7333333333333333,4,interior,2024-09-28,2024-10-15,after_train_run,True,False,1.0,,1.0,
54,S3,False,0.7998391948079883,0.7998391948079883,0.7998391948079883,0.7998391948079883,0.7998391948079883,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,False,id02_b4,id02,2024-10-11,2024-10-12,143,75,0.9493670886075949,4,0,16,11-16,11,0.7333333333333333,4,interior,2024-09-28,2024-10-15,after_train_run,True,False,1.0,,1.0,
55,Q2,False,0.7428039246144529,0.7428039246144529,0.7428039246144529,0.7428039246144529,0.7428039246144529,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,False,id02_b4,id02,2024-10-12,2024-10-13,144,76,0.9620253164556962,5,1,16,11-16,12,0.8,3,interior,2024-09-28,2024-10-15,after_train_run,True,False,1.0,,1.0,
55,S3,False,0.8798043182888317,0.8798043182888317,0.8798043182888317,0.8798043182888317,0.8798043182888317,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,False,id02_b4,id02,2024-10-12,2024-10-13,144,76,0.9620253164556962,5,1,16,11-16,12,0.8,3,interior,2024-09-28,2024-10-15,after_train_run,True,False,1.0,,1.0,
56,Q2,False,0.6704188747916474,0.6704188747916474,0.6704188747916474,0.6704188747916474,0.6704188747916474,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,False,id02_b4,id02,2024-10-13,2024-10-14,145,77,0.9746835443037974,6,1,16,11-16,13,0.8666666666666667,2,interior,2024-09-28,2024-10-15,after_train_run,True,False,1.0,,1.0,
56,S3,False,0.891427325376584,0.891427325376584,0.891427325376584,0.891427325376584,0.891427325376584,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,False,id02_b4,id02,2024-10-13,2024-10-14,145,77,0.9746835443037974,6,1,16,11-16,13,0.8666666666666667,2,interior,2024-09-28,2024-10-15,after_train_run,True,False,1.0,,1.0,
57,Q2,False,0.560900419172281,0.560900419172281,0.560900419172281,0.560900419172281,0.560900419172281,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,False,id02_b4,id02,2024-10-14,2024-10-15,146,78,0.9873417721518988,0,0,16,11-16,14,0.9333333333333333,1,near_edge,2024-09-28,2024-10-15,after_train_run,True,False,1.0,,1.0,
57,S3,True,0.9014402187876016,0.9000106870069393,0.9056201027050216,0.901912669518205,0.9000106870069393,0.0014295317806622965,0.015987119957690865,0.015987119957690865,-0.06394847983076479,0.06394847983076479,0.24999999999999478,0.0,-0.042632319887176084,True,id02_b4,id02,2024-10-14,2024-10-15,146,78,0.9873417721518988,0,0,16,11-16,14,0.9333333333333333,1,near_edge,2024-09-28,2024-10-15,after_train_run,True,False,1.0,,1.0,
58,Q2,False,0.6384746462520702,0.6384746462520702,0.6384746462520702,0.6384746462520702,0.6384746462520702,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,False,id02_b4,id02,2024-10-15,2024-10-16,147,79,1.0,1,0,16,11-16,15,1.0,0,right_edge,2024-09-28,2024-10-15,after_train_run,True,False,1.0,,1.0,
58,S3,False,0.9329483715728908,0.9329483715728908,0.9329483715728903,0.9329483715728903,0.9329483715728908,0.0,0.0,0.0,7.105427357601002e-15,7.105427357601002e-15,,0.0,0.0,False,id02_b4,id02,2024-10-15,2024-10-16,147,79,1.0,1,0,16,11-16,15,1.0,0,right_edge,2024-09-28,2024-10-15,after_train_run,True,False,1.0,,1.0,
59,Q2,False,0.7836905790177721,0.7836905790177721,0.7836905790177721,0.7836905790177721,0.7836905790177721,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,False,id03_b2,id03,2024-08-16,2024-08-17,170,22,0.41509433962264153,4,0,11,11-16,0,0.0,0,left_edge,2024-08-16,2024-08-28,between_train_runs,True,True,1.0,1.0,1.0,1.0
59,S3,False,0.4726266314057795,0.4726266314057794,0.4726266314057796,0.4726266314057795,0.4726266314057794,1.1102230246251565e-16,2.498001805406602e-16,2.498001805406602e-16,-9.992007221626409e-16,9.992007221626409e-16,,0.0,-7.494005416219807e-16,False,id03_b2,id03,2024-08-16,2024-08-17,170,22,0.41509433962264153,4,0,11,11-16,0,0.0,0,left_edge,2024-08-16,2024-08-28,between_train_runs,True,True,1.0,1.0,1.0,1.0
60,Q2,False,0.6925050530730422,0.6925050530730422,0.6925050530730423,0.6925050530730422,0.6925050530730422,0.0,0.0,0.0,-4.440892098500626e-16,4.440892098500626e-16,,0.0,-4.440892098500626e-16,False,id03_b2,id03,2024-08-17,2024-08-18,171,23,0.4339622641509434,5,1,11,11-16,1,0.1,1,near_edge,2024-08-16,2024-08-28,between_train_runs,True,True,1.0,1.0,1.0,1.0
60,S3,False,0.5076906713860824,0.5076906713860824,0.5076906713860824,0.5076906713860824,0.5076906713860824,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,False,id03_b2,id03,2024-08-17,2024-08-18,171,23,0.4339622641509434,5,1,11,11-16,1,0.1,1,near_edge,2024-08-16,2024-08-28,between_train_runs,True,True,1.0,1.0,1.0,1.0
61,Q2,False,0.7105013785565514,0.7105013785565514,0.7105013785565514,0.7105013785565513,0.7105013785565514,0.0,0.0,0.0,0.0,0.0,,0.0,-5.551115123125783e-16,False,id03_b2,id03,2024-08-18,2024-08-19,172,24,0.4528301886792453,6,1,11,11-16,2,0.2,2,interior,2024-08-16,2024-08-28,between_train_runs,True,True,1.0,1.0,1.0,1.0
61,S3,False,0.4440265235267615,0.4440265235267615,0.4440265235267615,0.4440265235267615,0.4440265235267615,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,False,id03_b2,id03,2024-08-18,2024-08-19,172,24,0.4528301886792453,6,1,11,11-16,2,0.2,2,interior,2024-08-16,2024-08-28,between_train_runs,True,True,1.0,1.0,1.0,1.0
62,Q2,False,0.7606315113842564,0.7606315113842564,0.7606315113842564,0.7606315113842564,0.7606315113842564,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,False,id03_b2,id03,2024-08-19,2024-08-20,173,25,0.4716981132075472,0,0,11,11-16,3,0.3,3,interior,2024-08-16,2024-08-28,between_train_runs,True,True,1.0,1.0,1.0,1.0
62,S3,False,0.4626884636345305,0.4626884636345305,0.4626884636345305,0.4626884636345305,0.4626884636345305,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,False,id03_b2,id03,2024-08-19,2024-08-20,173,25,0.4716981132075472,0,0,11,11-16,3,0.3,3,interior,2024-08-16,2024-08-28,between_train_runs,True,True,1.0,1.0,1.0,1.0
63,Q2,True,0.8069808769368212,0.8062093572218786,0.809281406422344,0.8040510970080984,0.809281406422344,0.0007715197149426034,0.0049456624993668985,0.0049456624993668985,-0.019782649997467816,0.019782649997467816,0.2499999999999972,0.019782649997467816,-0.03353879734670073,True,id03_b2,id03,2024-08-20,2024-08-21,174,26,0.49056603773584906,1,0,11,11-16,4,0.4,4,interior,2024-08-16,2024-08-28,between_train_runs,True,True,1.0,1.0,1.0,1.0
63,S3,False,0.47335071287668,0.47335071287668,0.47335071287668,0.47335071287668,0.47335071287668,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,False,id03_b2,id03,2024-08-20,2024-08-21,174,26,0.49056603773584906,1,0,11,11-16,4,0.4,4,interior,2024-08-16,2024-08-28,between_train_runs,True,True,1.0,1.0,1.0,1.0
64,Q2,False,0.721077065204029,0.721077065204029,0.721077065204029,0.7267539608005875,0.721077065204029,0.0,0.0,0.0,0.0,0.0,,0.0,0.028404863815110537,False,id03_b2,id03,2024-08-22,2024-08-23,175,27,0.5094339622641509,3,0,11,11-16,5,0.5,5,interior,2024-08-16,2024-08-28,between_train_runs,True,True,1.0,1.0,1.0,1.0
64,S3,False,0.4760514899947896,0.4760514899947896,0.4760514899947896,0.4760514899947896,0.4760514899947896,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,False,id03_b2,id03,2024-08-22,2024-08-23,175,27,0.5094339622641509,3,0,11,11-16,5,0.5,5,interior,2024-08-16,2024-08-28,between_train_runs,True,True,1.0,1.0,1.0,1.0
65,Q2,False,0.6887310047277494,0.6887310047277494,0.6887310047277494,0.6887310047277494,0.6887310047277494,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,False,id03_b2,id03,2024-08-23,2024-08-24,176,28,0.5283018867924528,4,0,11,11-16,6,0.6,4,interior,2024-08-16,2024-08-28,between_train_runs,True,True,1.0,1.0,1.0,1.0
65,S3,False,0.4978662937074191,0.4978662937074191,0.4978662937074188,0.4978662937074188,0.4978662937074191,0.0,0.0,0.0,1.2333883914195098e-15,1.2333883914195098e-15,,0.0,0.0,False,id03_b2,id03,2024-08-23,2024-08-24,176,28,0.5283018867924528,4,0,11,11-16,6,0.6,4,interior,2024-08-16,2024-08-28,between_train_runs,True,True,1.0,1.0,1.0,1.0
66,Q2,False,0.762695226840136,0.762695226840136,0.762695226840136,0.762695226840136,0.762695226840136,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,False,id03_b2,id03,2024-08-24,2024-08-25,177,29,0.5471698113207547,5,1,11,11-16,7,0.7,3,interior,2024-08-16,2024-08-28,between_train_runs,True,True,1.0,1.0,1.0,1.0
66,S3,False,0.4599692632324725,0.4599692632324725,0.4599692632324725,0.4599692632324725,0.4599692632324725,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,False,id03_b2,id03,2024-08-24,2024-08-25,177,29,0.5471698113207547,5,1,11,11-16,7,0.7,3,interior,2024-08-16,2024-08-28,between_train_runs,True,True,1.0,1.0,1.0,1.0
67,Q2,False,0.7427190105033852,0.7427190105033852,0.7427190105033852,0.7427190105033851,0.7427190105033852,0.0,0.0,0.0,0.0,0.0,,0.0,-6.661338147750939e-16,False,id03_b2,id03,2024-08-26,2024-08-27,178,30,0.5660377358490566,0,0,11,11-16,8,0.8,2,interior,2024-08-16,2024-08-28,between_train_runs,True,True,1.0,1.0,1.0,1.0
67,S3,False,0.4401209040480962,0.4401209040480962,0.4401209040480962,0.4401209040480962,0.4401209040480962,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,False,id03_b2,id03,2024-08-26,2024-08-27,178,30,0.5660377358490566,0,0,11,11-16,8,0.8,2,interior,2024-08-16,2024-08-28,between_train_runs,True,True,1.0,1.0,1.0,1.0
68,Q2,False,0.7437581169827517,0.7437581169827517,0.7437581169827518,0.7437581169827517,0.7437581169827517,0.0,0.0,0.0,-4.440892098500626e-16,4.440892098500626e-16,,0.0,-4.440892098500626e-16,False,id03_b2,id03,2024-08-27,2024-08-28,179,31,0.5849056603773585,1,0,11,11-16,9,0.9,1,near_edge,2024-08-16,2024-08-28,between_train_runs,True,True,1.0,1.0,1.0,1.0
68,S3,False,0.4511128996881782,0.4511128996881782,0.4511128996881782,0.4511128996881782,0.4511128996881782,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,False,id03_b2,id03,2024-08-27,2024-08-28,179,31,0.5849056603773585,1,0,11,11-16,9,0.9,1,near_edge,2024-08-16,2024-08-28,between_train_runs,True,True,1.0,1.0,1.0,1.0
69,Q2,False,0.7322524540298826,0.7322524540298826,0.7322524540298826,0.7322524540298826,0.7322524540298826,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,False,id03_b2,id03,2024-08-28,2024-08-29,180,32,0.6037735849056604,2,0,11,11-16,10,1.0,0,right_edge,2024-08-16,2024-08-28,between_train_runs,True,True,1.0,1.0,1.0,1.0
69,S3,False,0.3908803134695183,0.3908803134695183,0.3908803134695185,0.3908803134695184,0.3908803134695183,0.0,0.0,0.0,-8.881784197001252e-16,8.881784197001252e-16,,0.0,-1.6653345369377348e-16,False,id03_b2,id03,2024-08-28,2024-08-29,180,32,0.6037735849056604,2,0,11,11-16,10,1.0,0,right_edge,2024-08-16,2024-08-28,between_train_runs,True,True,1.0,1.0,1.0,1.0
70,Q2,False,0.7584196697210024,0.7584196697210024,0.7584196697210024,0.7584196697210024,0.7584196697210024,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,False,id03_b4,id03,2024-09-15,2024-09-16,192,44,0.8301886792452831,6,1,10,6-10,0,0.0,0,left_edge,2024-09-15,2024-10-09,after_train_run,True,False,1.0,,3.0,
70,S3,True,0.3874699422856098,0.3897068014865162,0.3807881063246256,0.3867253705578081,0.3897068014865162,-0.0022368592009063826,-0.009414907880098355,0.009414907880098355,0.0376596315203942,0.0376596315203942,0.24999999999999484,0.0,0.02510642101359617,True,id03_b4,id03,2024-09-15,2024-09-16,192,44,0.8301886792452831,6,1,10,6-10,0,0.0,0,left_edge,2024-09-15,2024-10-09,after_train_run,True,False,1.0,,3.0,
