route_id,row,subject_id,sleep_date,route_name,targets,n_cells,q2_cells,s_cells,route_score,route_score_sum,route_score_mean,mean_latent_hsjepa_score,mean_context_energy,mean_shortcut_energy,mean_public_score,mean_invariant_score,mean_cell_gain,sum_cell_gain,outside_h070_cells,outside_h069_cells,h068_overlap_cells,h069_overlap_cells,target_mask,target_indices,route_rank,novelty_rank,shortcut_avoid_rank,assignment_route_score,source_cells,h082_cells,h082_row,outside_h082_cells,route_source_action_sum,route_source_action_mean,route_source_posterior_sum,route_source_posterior_mean,route_source_count_mean,route_family_count_mean,route_source_consensus_mean,route_bad_same_mean,route_bad_opp_mean,route_h079_row,route_h080_score_mean,route_move_abs_mean,route_direction_consistency,route_h050_null_cells,route_action_score
r222_s23_core,222,id09,2024-09-14,s23_core,"S2,S3",2,0,2,1.5591684950077127,1.453005714285715,0.7265028571428573,0.7515971250612878,0.7124285714285714,0.3596428571428571,0.6958057142857141,0.8168171428571429,0.0009686185343081,0.0019372370686162,1,2,0,0,110,"4,5",0.7124094202898551,0.3154438405797101,0.6209239130434783,0.6280615942028985,2,2,1,0,-1.0746081872254785e-05,-5.373040936127392e-06,-0.0019278380936463,-0.00096391904682315,17.0,3.0,1.0,0.6048571428571429,0.3985714285714286,0.0,0.7125514285714287,0.0989521409453682,0.5,0,0.6471557971014494
r095_q3_s_stage,95,id04,2024-10-16,q3_s_stage,"Q3,S1,S2,S3,S4",5,0,4,1.488565184425983,2.2425971428571434,0.4485194285714287,0.409090485533246,0.5186057142857143,0.36354,0.4945211428571427,0.2717371428571429,0.0003387138582515,0.0016935692912576,5,5,2,0,11111,"2,3,4,5,6",0.6752717391304348,0.9026268115942028,0.6114130434782609,0.6803759057971015,5,5,1,0,-2.0744447976773614e-06,-4.1488895953547227e-07,-0.001312872129413003,-0.00026257442588260057,9.0,2.6,1.0,0.4879428571428571,0.5574857142857143,1.0,0.542696,0.033461127819423855,0.6,0,0.6470086050724637
r055_q3_s_stage,55,id02,2024-10-13,q3_s_stage,"Q3,S1,S2,S3,S4",5,0,4,2.169572213785512,3.494245714285715,0.698849142857143,0.6920801998189603,0.7247268571428572,0.2498657142857142,0.5184857142857143,0.6424371428571428,0.001024611076271,0.0051230553813553,3,5,0,0,11111,"2,3,4,5,6",0.9352355072463768,0.8054800724637681,0.8288043478260869,0.8689447463768114,5,4,1,1,8.111516300051161e-06,1.6223032600102322e-06,-0.005109203367085672,-0.0010218406734171345,14.6,2.8,1.0,0.3250857142857142,0.7114285714285715,0.0,0.6831577142857143,0.7499890182037605,0.8,0,0.6469451992753623
r098_q2_hardtail,98,id04,2024-10-19,q2_hardtail,Q2,1,1,0,1.13370714270741,0.6695114285714288,0.6695114285714288,0.777902857078686,0.7952800000000001,0.1591285714285714,0.8220457142857144,0.4286171428571429,0.0214752257164563,0.0214752257164563,0,1,0,0,100000,1,0.4655797101449275,0.0337409420289855,0.9424818840579712,0.5261322463768116,1,1,1,0,-7.13601165209812e-06,-7.13601165209812e-06,-0.0208868533226401,-0.0208868533226401,15.0,3.0,1.0,0.1785714285714285,0.8617142857142858,0.0,0.7874028571428572,0.4355257656969079,0.5,0,0.6468229166666667
r193_full_state,193,id08,2024-09-07,full_state,"Q1,Q2,Q3,S1,S2,S3,S4",7,1,4,1.5455546585795124,2.7881542857142856,0.3983077551020408,0.4162042192907605,0.5375265306122449,0.3983224489795919,0.4460130612244897,0.4034171428571427,0.0009684232077979,0.0067789624545853,6,4,3,3,1111111,"0,1,2,3,4,5,6",0.7083333333333334,0.9026268115942028,0.5348731884057971,0.7146784420289853,4,4,1,3,-3.306891603547189e-06,-4.72413086221027e-07,-0.0061221109117728,-0.0008745872731104,8.142857142857142,1.7142857142857142,0.5714285714285714,0.48955102040816323,0.4572244897959184,0.0,0.055409795918367255,0.0920285328486421,1.0,0,0.6465443840579711
r219_q2_s3_tail,219,id09,2024-09-10,q2_s3_tail,"Q2,S3",2,1,1,1.5575437577394369,1.4026200000000002,0.7013100000000001,0.7412199822559753,0.7838342857142857,0.1954499999999999,0.7278542857142859,0.4856171428571429,0.001411448807355,0.0028228976147101,1,2,0,0,100010,"1,5",0.7115036231884058,0.3154438405797101,0.9035326086956522,0.6724048913043478,2,2,1,0,-3.0356684464335747e-06,-1.5178342232167873e-06,-0.0027962804450058004,-0.0013981402225029002,13.5,2.0,1.0,0.28642857142857137,0.604,0.0,0.7146742857142857,0.1088008910346302,1.0,0,0.6463609601449276
r238_s_stage,238,id10,2024-08-23,s_stage,"S1,S2,S3,S4",4,0,4,1.6200832451473146,2.02986,0.507465,0.5055494805733387,0.6265428571428571,0.3645607142857143,0.4147414285714285,0.4493171428571429,0.00120906756756,0.0048362702702401,3,4,1,0,1111,"3,4,5,6",0.7436594202898551,0.7373188405797102,0.6086956521739131,0.7075317028985508,3,3,1,1,-3.659712609881782e-06,-9.149281524704455e-07,-0.004263065830231262,-0.0010657664575578155,9.0,1.75,0.75,0.4659285714285714,0.5498571428571428,0.0,0.3026028571428572,0.09657989688665385,1.0,0,0.6458650362318841
r010_q2_hardtail,10,id01,2024-08-13,q2_hardtail,Q2,1,1,0,1.185064171278839,0.7093857142857144,0.7093857142857144,0.852799999935829,0.8691771428571429,0.1500142857142857,0.7820800000000001,0.572737142857143,0.0066387386534229,0.0066387386534229,0,1,0,0,100000,1,0.4995471014492754,0.0337409420289855,0.9501811594202898,0.5331476449275362,1,1,1,0,-7.1593935689088214e-06,-7.1593935689088214e-06,-0.0064525803426816,-0.0064525803426816,16.0,3.0,1.0,0.1785714285714285,0.6577142857142857,0.0,0.79278,0.2357129519616781,0.5,0,0.6458084239130434
r155_recovery_route,155,id07,2024-07-17,recovery_route,"Q1,S2,S3,S4",4,0,3,1.5646013165796862,2.200894285714286,0.5502235714285715,0.5143597958810899,0.6126085714285714,0.3433142857142857,0.5733814285714285,0.3200571428571429,0.0013796683476498,0.0055186733905992,3,4,0,0,1000111,"0,4,5,6",0.7164855072463768,0.7373188405797102,0.6580615942028986,0.7161367753623188,4,3,1,1,-2.8965612854894415e-06,-7.241403213723604e-07,-0.005496542756011,-0.00137413568900275,12.25,2.0,1.0,0.44114285714285706,0.47085714285714286,0.0,0.5755671428571428,0.09479049376037886,0.5,0,0.645588768115942
r160_q_subjective,160,id07,2024-07-22,q_subjective,"Q1,Q2,Q3",3,1,0,1.4041622092090564,1.548434285714286,0.516144761904762,0.5420143471044656,0.6609638095238095,0.3219047619047619,0.5832799999999999,0.3448171428571429,0.002134048752144,0.0064021462564321,2,2,2,1,1110000,"0,1,2",0.6331521739130435,0.46875,0.7133152173913043,0.6360643115942028,3,3,1,0,-1.773707000612126e-06,-5.912356668707086e-07,-0.0063459524214769004,-0.0021153174738256335,18.666666666666668,3.0,1.0,0.3506666666666666,0.6960000000000001,0.0,0.6332723809523809,0.13108755070952716,0.6666666666666666,0,0.6448143115942029
r044_q2_hardtail,44,id02,2024-09-30,q2_hardtail,Q2,1,1,0,1.1788448569931245,0.7055971428571429,0.7055971428571429,0.8297999999358289,0.8426171428571428,0.1785285714285714,0.8230571428571428,0.5286571428571428,0.0100391235819741,0.0100391235819741,0,1,0,0,100000,1,0.4923007246376811,0.0337409420289855,0.9252717391304348,0.5345244565217391,1,1,1,0,-7.016435366483224e-06,-7.016435366483224e-06,-0.0098106222112039,-0.0098106222112039,18.0,3.0,1.0,0.1785714285714285,0.7982857142857143,0.0,0.8016428571428571,0.2935146368689705,0.5,0,0.6446490036231882
r244_s23_core,244,id10,2024-09-21,s23_core,"S2,S3",2,0,2,1.5998358696302284,1.4991914285714287,0.7495957142857144,0.7524656964898592,0.7794685714285716,0.2543214285714285,0.7408228571428571,0.5386171428571429,0.0026418730415855,0.0052837460831711,1,2,1,0,110,"4,5",0.7346014492753623,0.3154438405797101,0.8229166666666666,0.6906884057971014,2,2,1,0,-2.7611367135346864e-06,-1.3805683567673432e-06,-0.0052500587582865,-0.00262502937914325,21.0,3.0,1.0,0.40928571428571425,0.6682857142857144,0.0,0.7548528571428572,0.1432960563345148,0.5,0,0.6433423913043478
r164_full_state,164,id07,2024-07-26,full_state,"Q1,Q2,Q3,S1,S2,S3,S4",7,1,4,0.9939505380584216,1.7731085714285708,0.2533012244897958,0.2894597294948421,0.3798857142857142,0.6924775510204081,0.3223175510204081,0.5234514285714285,0.0009360083201989,0.0065520582413928,6,7,3,0,1111111,"0,1,2,3,4,5,6",0.3632246376811594,0.9891304347826086,0.1775362318840579,0.468143115942029,7,3,1,4,-0.0004192194976859915,-5.988849966942736e-05,0.0034317199547086214,0.0004902457078155173,5.285714285714286,1.2857142857142858,1.0,0.6362448979591837,0.35093877551020414,1.0,0.38604979591836736,0.08769203538228157,0.5714285714285714,0,0.6433132763975155
r085_full_state,85,id04,2024-09-16,full_state,"Q1,Q2,Q3,S1,S2,S3,S4",7,1,4,1.3745121197983885,2.531517142857143,0.361645306122449,0.3910434029642299,0.4705077551020408,0.4439755102040816,0.3331983673469388,0.4877171428571429,0.0010836819302549,0.0075857735117849,5,6,2,1,1111111,"0,1,2,3,4,5,6",0.6186594202898551,0.9402173913043478,0.4483695652173913,0.6472237318840579,7,5,1,2,-2.4956515227055846e-06,-3.565216461007978e-07,-0.005497403550613678,-0.0007853433643733825,7.714285714285714,2.142857142857143,1.0,0.5229387755102041,0.44571428571428573,1.0,0.459445306122449,0.04442810082662757,0.7142857142857143,0,0.6433116589026916
r200_s_stage,200,id08,2024-09-20,s_stage,"S1,S2,S3,S4",4,0,4,1.5739093594330285,2.083628571428571,0.5209071428571428,0.4884437662876244,0.50854,0.31335,0.4523557142857143,0.5066371428571429,0.0002403779218831,0.0009615116875327,4,3,1,1,1111,"3,4,5,6",0.7237318840579711,0.7373188405797102,0.7278079710144928,0.6860326086956522,4,4,1,0,-1.8132676570411361e-06,-4.5331691426028403e-07,-0.0008670853609361595,-0.00021677134023403988,13.5,3.5,1.0,0.4109999999999999,0.49199999999999994,1.0,0.6042714285714286,0.03132631074797155,0.5,0,0.6427173913043479
r073_recovery_route,73,id03,2024-09-19,recovery_route,"Q1,S2,S3,S4",4,0,3,1.6010605380082576,2.161628571428572,0.540407142857143,0.5493812244525185,0.5868514285714286,0.4155071428571429,0.6719028571428571,0.4600771428571428,0.0013966079066261,0.0055864316265044,2,2,3,2,1000111,"0,4,5,6",0.7359601449275363,0.46875,0.5036231884057971,0.672554347826087,3,3,1,1,-1.0878837747413317e-05,-2.7197094368533293e-06,-0.0052270638379451,-0.001306765959486275,8.0,1.75,0.75,0.6398571428571429,0.4624285714285714,0.0,0.3404885714285715,0.13999831024978462,0.6666666666666666,0,0.642674365942029
r125_nonq2_full,125,id05,2024-11-18,nonq2_full,"Q1,Q3,S1,S2,S3,S4",6,0,4,1.5281791717187816,2.6114171428571424,0.4352361904761904,0.4272173034689633,0.5121771428571429,0.3647404761904762,0.4503571428571428,0.3890571428571428,0.0007840786236338,0.0047044717418031,4,5,2,1,1011111,"0,2,3,4,5,6",0.6997282608695652,0.8591485507246377,0.6082427536231884,0.7043795289855073,4,4,1,2,-2.9171583771179835e-06,-4.861930628529973e-07,-0.004092231066696474,-0.000682038511116079,12.166666666666666,2.0,0.6666666666666666,0.4368095238095237,0.6672380952380953,0.0,0.21121571428571428,0.08940808038173842,0.5,0,0.6421580615942029
r236_q1q3_subjective,236,id10,2024-08-19,q1q3_subjective,"Q1,Q3",2,0,0,1.7645497671411166,1.652037142857143,0.8260185714285715,0.8702986635459269,0.8570228571428571,0.2552928571428571,0.8439971428571429,0.8643771428571428,0.0028356648018125,0.0056713296036251,1,1,0,1,1010000,"0,2",0.8075181159420289,0.1526268115942029,0.822463768115942,0.7126086956521739,2,2,1,0,-3.6932409350353776e-06,-1.8466204675176888e-06,-0.0056317486746068,-0.0028158743373034,15.0,2.5,1.0,0.38528571428571423,0.6040000000000001,0.0,0.8146142857142857,0.1666268108351318,0.5,0,0.6420674818840582
r075_full_state,75,id03,2024-09-22,full_state,"Q1,Q2,Q3,S1,S2,S3,S4",7,1,4,2.021284182177117,3.9770771428571434,0.5681538775510205,0.6252768723519849,0.626284081632653,0.4190877551020407,0.5278285714285714,0.8209371428571429,0.0006722540355858,0.0047057782491007,4,6,3,1,1111111,"0,1,2,3,4,5,6",0.8908514492753623,0.9026268115942028,0.4927536231884058,0.8141621376811593,4,4,1,3,-2.1789682978278713e-06,-3.112811854039816e-07,-0.0046114373049941995,-0.0006587767578563142,8.714285714285714,1.5714285714285714,0.5714285714285714,0.5583265306122448,0.44873469387755105,0.0,0.14671591836734693,0.10115777924117306,1.0,0,0.642001811594203
r176_recovery_route,176,id07,2024-08-27,recovery_route,"Q1,S2,S3,S4",4,0,3,1.2473149880082572,1.6517085714285713,0.4129271428571428,0.3819197958810899,0.4597457142857143,0.4280964285714285,0.5157742857142857,0.2976571428571429,0.0004113825989471,0.0016455303957884,4,4,1,0,1000111,"0,4,5,6",0.5407608695652174,0.8054800724637681,0.4750905797101449,0.5705253623188405,4,4,1,0,-4.5889072643808365e-06,-1.1472268160952091e-06,-0.0012752412100927157,-0.0003188103025231789,14.25,3.25,1.0,0.5782142857142857,0.383,1.0,0.5382664285714286,0.034900196549999,0.5,0,0.6417957427536233
r249_q_subjective,249,id10,2024-09-27,q_subjective,"Q1,Q2,Q3",3,1,0,1.5071336188056186,1.6097342857142858,0.5365780952380953,0.5961705375806562,0.6413904761904762,0.3957761904761905,0.6099447619047619,0.5179971428571428,0.0032352276513734,0.0097056829541204,2,2,1,1,1110000,"0,1,2",0.6875,0.46875,0.542572463768116,0.6555661231884058,2,2,1,1,-7.994285977168572e-06,-2.664761992389524e-06,-0.0065647342562012,-0.002188244752067067,11.333333333333334,2.0,0.6666666666666666,0.49952380952380954,0.49333333333333335,0.0,0.25234571428571434,0.1581305789940548,1.0,0,0.6416236413043481
r073_q3_s_stage,73,id03,2024-09-19,q3_s_stage,"Q3,S1,S2,S3,S4",5,0,4,1.5202708702567287,2.3122085714285716,0.4624417142857143,0.4660436283903889,0.5243222857142857,0.4750114285714286,0.5670205714285714,0.4600771428571428,0.0010916644099611,0.0054583220498058,4,3,3,2,11111,"2,3,4,5,6",0.6947463768115942,0.7373188405797102,0.3967391304347826,0.6687001811594203,4,4,1,1,-1.0264149035806993e-05,-2.0528298071613986e-06,-0.005096498951648874,-0.0010192997903297747,6.6,1.6,0.8,0.6650285714285714,0.39245714285714284,0.0,0.3237685714285715,0.09618458220673162,0.5,0,0.6415307971014493
r129_s14_edge,129,id06,2024-07-08,s14_edge,"S1,S4",2,0,2,1.49336286128055,1.3616714285714289,0.6808357142857144,0.6728332646568185,0.6441542857142857,0.2418071428571428,0.6085085714285714,0.663397142857143,0.0001065148822733,0.0002130297645466,1,2,1,0,1001,"3,6",0.6788949275362319,0.3154438405797101,0.8346920289855072,0.6091757246376811,2,2,1,0,-2.377187868388282e-06,-1.188593934194141e-06,-0.0002116749856231308,-0.0001058374928115654,21.0,3.0,1.0,0.36128571428571427,0.7631428571428571,0.0,0.7207985714285715,1.5039432692341617,0.5,0,0.641100543478261
r021_s_stage,21,id01,2024-09-10,s_stage,"S1,S2,S3,S4",4,0,4,1.6247052451473147,2.107045714285715,0.5267614285714287,0.515475194859053,0.5416371428571428,0.35185,0.4711942857142857,0.5158971428571428,0.0001726366183966,0.0006905464735865,4,4,0,0,1111,"3,4,5,6",0.7459239130434783,0.8054800724637681,0.6372282608695652,0.6963088768115941,4,4,1,0,-1.8777754969948174e-06,-4.6944387424870436e-07,-0.0006820757708108309,-0.00017051894270270773,16.0,3.0,1.0,0.5164285714285713,0.5634285714285714,0.0,0.60102,0.04121870184555172,0.75,0,0.641075634057971
r104_q_subjective,104,id04,2024-10-28,q_subjective,"Q1,Q2,Q3",3,1,0,1.5166053522474925,1.7217599999999995,0.5739199999999999,0.662764823294942,0.6328380952380952,0.402152380952381,0.6054019047619047,0.651837142857143,0.0014886750061978,0.0044660250185935,1,3,1,0,1110000,"0,1,2",0.6920289855072463,0.46875,0.5271739130434783,0.6395471014492753,3,3,1,0,-3.8335637588166305e-06,-1.2778545862722102e-06,-0.004416596201874999,-0.0014721987339583332,11.666666666666666,2.3333333333333335,1.0,0.5015238095238095,0.47142857142857136,0.0,0.6513866666666667,0.11053481323723013,0.6666666666666666,0,0.6407608695652173
r016_s23_core,16,id01,2024-09-04,s23_core,"S2,S3",2,0,2,1.7622524277933622,1.555337142857143,0.7776685714285715,0.7878114107755735,0.8286057142857142,0.1313714285714285,0.5640571428571428,0.6416371428571429,0.0009083853739794,0.0018167707479588,0,2,1,0,110,"4,5",0.8066123188405797,0.1526268115942029,0.9628623188405796,0.689596920289855,2,2,1,0,-7.850897933032502e-07,-3.925448966516251e-07,-0.001807350897967,-0.0009036754489835,21.0,3.0,1.0,0.1785714285714285,0.8654285714285714,0.0,0.7859400000000001,0.10546275681240189,1.0,0,0.6406114130434784
r231_recovery_route,231,id10,2024-08-08,recovery_route,"Q1,S2,S3,S4",4,0,3,1.4795284808654006,1.8776142857142863,0.4694035714285716,0.4260855101668042,0.5383742857142857,0.3119285714285714,0.4585442857142857,0.2357971428571428,0.0006581683817106,0.0026326735268427,4,4,1,0,1000111,"0,4,5,6",0.6711956521739131,0.8054800724637681,0.7336956521739131,0.6824547101449274,3,3,1,1,-2.4373308652874076e-06,-6.093327163218519e-07,-0.00235347937378,-0.000588369843445,14.25,2.25,0.75,0.4307142857142856,0.6457142857142857,0.0,0.30931285714285717,0.08113353136931463,1.0,0,0.6391055253623189
r002_s23_core,2,id01,2024-08-02,s23_core,"S2,S3",2,0,2,1.7960908850174262,1.691102857142857,0.8455514285714285,0.8350314107755734,0.8499657142857142,0.1002857142857142,0.6550800000000001,0.7792171428571428,0.002483315345588,0.0049666306911761,1,1,1,1,110,"4,5",0.8183876811594203,0.1526268115942029,0.9791666666666666,0.7274864130434783,2,2,1,0,-1.3234808713196633e-06,-6.617404356598317e-07,-0.0049512280019163,-0.00247561400095815,21.0,3.0,1.0,0.1785714285714285,0.8011428571428572,0.0,0.8024657142857143,0.1969989957249921,0.5,0,0.6387839673913043
r229_recovery_route,229,id10,2024-08-06,recovery_route,"Q1,S2,S3,S4",4,0,3,1.5703060094368293,2.1196600000000005,0.5299150000000001,0.5273469387382328,0.6292800000000001,0.3496392857142857,0.5311771428571429,0.4097171428571429,0.0004585861314023,0.0018343445256095,3,4,1,0,1000111,"0,4,5,6",0.7214673913043478,0.7373188405797102,0.644927536231884,0.6897146739130434,4,4,1,0,-2.3750928278213067e-06,-5.937732069553267e-07,-0.0018229382961010576,-0.0004557345740252644,9.25,2.25,1.0,0.49764285714285716,0.5522857142857143,0.0,0.5936914285714286,0.0614192253378651,0.75,0,0.6383310688405798
r063_s_stage,63,id03,2024-08-21,s_stage,"S1,S2,S3,S4",4,0,4,1.7559003094330288,2.3373257142857145,0.5843314285714286,0.5718009091447673,0.5849971428571428,0.3552928571428571,0.58647,0.5162771428571429,0.0006914818777652,0.0027659275110608,2,4,2,0,1111,"3,4,5,6",0.802536231884058,0.6632699275362319,0.6290760869565217,0.734891304347826,3,3,1,1,-4.218784294669587e-06,-1.0546960736673968e-06,-0.002218739043788066,-0.0005546847609470165,6.0,1.5,0.75,0.5148571428571428,0.4138571428571428,0.0,0.3411321428571428,0.10405424401380374,0.6666666666666666,0,0.637998188405797
r229_q1q3_subjective,229,id10,2024-08-06,q1q3_subjective,"Q1,Q3",2,0,0,1.3843641902315087,1.2462428571428577,0.6231214285714288,0.6354529492602128,0.6784971428571429,0.3082071428571428,0.7011085714285714,0.4097171428571429,0.0029932984714952,0.0059865969429904,1,2,0,0,1010000,"0,2",0.6245471014492754,0.3154438405797101,0.7409420289855072,0.6175135869565217,2,2,1,0,-3.880691543385729e-06,-1.9403457716928645e-06,-0.005870174814974,-0.002935087407487,13.0,3.0,1.0,0.44785714285714284,0.39628571428571424,0.0,0.7052642857142857,0.147230190702406,0.5,0,0.6378985507246377
r124_s23_core,124,id05,2024-11-17,s23_core,"S2,S3",2,0,2,1.700091179697084,1.5811085714285715,0.7905542857142858,0.7820942679184306,0.8572857142857143,0.1004142857142857,0.7331971428571429,0.5087771428571428,0.0010927145115317,0.0021854290230635,0,1,1,1,110,"4,5",0.779891304347826,0.0337409420289855,0.9782608695652174,0.6723731884057971,2,2,1,0,-2.350066126903581e-06,-1.1750330634517906e-06,-0.0021739872550797,-0.00108699362753985,21.0,3.0,1.0,0.1785714285714285,0.8342857142857143,0.0,0.7984828571428572,0.12064807777013264,0.5,0,0.6377966485507247
r190_full_state,190,id08,2024-08-13,full_state,"Q1,Q2,Q3,S1,S2,S3,S4",7,1,4,1.33991471159574,2.4386885714285715,0.348384081632653,0.3697968723519849,0.4279820408163265,0.4672081632653061,0.4303395918367347,0.4378571428571428,0.0006308795661933,0.0044161569633531,5,6,2,1,1111111,"0,1,2,3,4,5,6",0.5932971014492754,0.9402173913043478,0.4103260869565217,0.6264221014492753,3,3,1,4,-8.183197166546786e-06,-1.169028166649541e-06,-0.0038983432687128,-0.0005569061812446857,6.0,1.2857142857142858,0.42857142857142855,0.600734693877551,0.36979591836734693,0.0,-0.11771591836734692,0.12576175130662454,0.6666666666666666,0,0.6376222826086956
r008_s_stage,8,id01,2024-08-10,s_stage,"S1,S2,S3,S4",4,0,4,1.7799774522901717,2.355534285714286,0.5888835714285715,0.6138094805733387,0.5994485714285714,0.3509892857142856,0.5601042857142857,0.695977142857143,0.0007203642847847,0.0028814571391391,2,3,3,1,1111,"3,4,5,6",0.8129528985507246,0.5849184782608695,0.6403985507246377,0.7285009057971014,3,3,1,1,-5.083150518530137e-06,-1.2707876296325342e-06,-0.002839099823276089,-0.0007097749558190223,8.0,1.75,0.75,0.5472142857142857,0.37171428571428566,0.0,0.3593935714285714,0.09311848942419497,0.6666666666666666,0,0.6370289855072464
r142_s_stage,142,id06,2024-08-12,s_stage,"S1,S2,S3,S4",4,0,4,2.1599715094330287,2.906282857142857,0.7265707142857143,0.7147866234304817,0.6900828571428571,0.2154821428571428,0.55918,0.8530971428571428,0.0004632511004954,0.0018530044019819,3,3,2,1,1111,"3,4,5,6",0.9311594202898552,0.6632699275362319,0.8695652173913043,0.8314266304347827,4,0,0,4,-7.208269481955552e-07,-1.802067370488888e-07,-0.0018402674404282174,-0.00046006686010705434,17.25,2.5,1.0,0.36478571428571416,0.7532857142857142,0.0,0.7005571428571429,1.7114892436669122,1.0,0,0.6367640398550726
r095_nonq2_full,95,id04,2024-10-16,nonq2_full,"Q1,Q3,S1,S2,S3,S4",6,0,4,1.3837339770438437,2.246048571428572,0.3743414285714286,0.3494906368022967,0.4677714285714286,0.4176880952380952,0.4471,0.2717371428571429,0.0002827443881329,0.0016964663287979,6,6,3,0,1011111,"0,2,3,4,5,6",0.6240942028985508,0.9685235507246376,0.4972826086956521,0.6420335144927537,6,6,1,0,-2.0761849179633847e-06,-3.4603081966056414e-07,-0.0013137199910137087,-0.00021895333183561812,7.833333333333333,2.3333333333333335,1.0,0.5264285714285714,0.5052380952380954,1.0,0.49568619047619045,0.02804562893711587,0.6666666666666666,0,0.6361548913043478
r193_s14_edge,193,id08,2024-09-07,s14_edge,"S1,S4",2,0,2,1.4986694621682917,1.2706257142857145,0.6353128571428572,0.6203418360853898,0.7156457142857142,0.2593357142857142,0.6721228571428571,0.4034171428571428,0.0028783829990258,0.0057567659980516,1,1,1,1,1001,"3,6",0.6811594202898551,0.1526268115942029,0.8147644927536232,0.6316757246376812,2,2,1,0,-2.953450251313431e-06,-1.4767251256567154e-06,-0.0057293539614355,-0.00286467698071775,19.0,3.0,1.0,0.43385714285714283,0.6422857142857143,0.0,0.7005842857142857,0.1404560722921839,1.0,0,0.635889945652174
r032_recovery_route,32,id02,2024-08-31,recovery_route,"Q1,S2,S3,S4",4,0,3,1.348530509436829,1.694897142857143,0.4237242857142858,0.3917955101668042,0.4945942857142856,0.3348,0.4883985714285714,0.3422571428571428,0.0003583526584373,0.0014334106337493,3,2,2,2,1000111,"0,4,5,6",0.5982789855072463,0.5849184782608695,0.6847826086956522,0.5912590579710144,3,3,1,1,-3.6257155720073912e-06,-9.064288930018478e-07,-0.0014229958013811052,-0.0003557489503452763,15.75,2.25,0.75,0.4524285714285714,0.5608571428571428,0.0,0.28587714285714283,1.2165549823177622,0.6666666666666666,0,0.6357336956521739
r010_q_subjective,10,id01,2024-08-13,q_subjective,"Q1,Q2,Q3",3,1,0,1.250064720066573,1.3060857142857143,0.4353619047619048,0.49830006139018,0.5516038095238095,0.4086095238095238,0.3836304761904762,0.592737142857143,0.0022131582662779,0.0066394747988339,2,3,0,0,1110000,"0,1,2",0.5439311594202898,0.5849184782608695,0.5153985507246377,0.5594112318840578,2,2,1,1,-7.162176530838659e-06,-2.38739217694622e-06,-0.00645325407065168,-0.002151084690217227,6.0,1.3333333333333333,0.6666666666666666,0.28533333333333327,0.5904761904761905,0.0,0.21335523809523813,0.1199453691571538,1.0,0,0.6342504528985509
r175_q2_s3_tail,175,id07,2024-08-26,q2_s3_tail,"Q2,S3",2,1,1,1.287661218437732,1.2127857142857144,0.6063928571428572,0.6455856965416896,0.6609314285714285,0.2924357142857143,0.6643914285714286,0.4547771428571429,0.0019942456750314,0.0039884913500628,1,2,2,0,100010,"1,5",0.5715579710144928,0.3154438405797101,0.7640398550724637,0.577554347826087,2,2,1,0,-3.2677988430954483e-06,-1.6338994215477242e-06,-0.0039218263726692,-0.0019609131863346,16.0,3.0,1.0,0.34842857142857137,0.5905714285714285,0.0,0.6957757142857142,0.1422377986137496,0.5,0,0.6341576086956523
r229_q2_s3_tail,229,id10,2024-08-06,q2_s3_tail,"Q2,S3",2,1,1,1.2188811499621357,1.028002857142857,0.5140014285714285,0.5681171251131181,0.6569714285714285,0.3672642857142857,0.5772457142857143,0.4097171428571429,0.0019214875999006,0.0038429751998013,1,2,0,0,100010,"1,5",0.5235507246376812,0.3154438405797101,0.6032608695652174,0.5207155797101449,2,2,1,0,-5.187744407117771e-06,-2.5938722035588854e-06,-0.0038108943015624,-0.0019054471507812,12.0,2.5,1.0,0.4221428571428571,0.618,0.0,0.6150828571428572,0.1168740804829166,1.0,0,0.6341032608695654
r189_s14_edge,189,id08,2024-08-11,s14_edge,"S1,S4",2,0,2,1.7077060166751514,1.4917742857142855,0.7458871428571429,0.763444693228247,0.7426057142857142,0.2273071428571428,0.6054857142857144,0.8004371428571428,0.0011249884274166,0.0022499768548332,1,2,0,0,1001,"3,6",0.7830615942028986,0.3154438405797101,0.8573369565217391,0.6958061594202899,2,2,1,0,-2.44423777098212e-06,-1.22211888549106e-06,-0.0022399872580710443,-0.0011199936290355221,14.0,2.5,1.0,0.3441428571428571,0.5251428571428571,0.0,0.7341257142857143,0.0806316120664711,1.0,0,0.634003623188406
r133_q2_s3_tail,133,id06,2024-07-12,q2_s3_tail,"Q2,S3",2,1,1,1.417629239035905,1.2303171428571429,0.6151585714285714,0.6665056965416897,0.7168171428571429,0.3441642857142857,0.6615428571428572,0.6680171428571429,4.6172183528647714e-05,9.234436705729544e-05,2,1,1,1,100010,"1,5",0.6372282608695652,0.3154438405797101,0.6567028985507246,0.5590036231884058,2,2,1,0,-9.721091759548167e-06,-4.8605458797740835e-06,-9.151940611702266e-05,-4.575970305851133e-05,14.0,2.5,1.0,0.3461428571428571,0.5088571428571429,0.0,0.637962857142857,0.032947363443209,1.0,0,0.6333763586956522
