row,subject_id,sleep_date,lifelog_date,is_h057_seed,is_h050_null,h062_changed_row,h063_changed_row,nearest_seed_order_distance,episode_near,row_gain_to_q061_nonq2,min_target_gain,positive_targets,Q1_gain,Q3_gain,S1_gain,S2_gain,S3_gain,S4_gain,gain_rank,min_gain_rank,positive_rank,episode_rank,h013_raw_human_seed_dist,h013_raw_human_null_dist,h013_raw_human_seed_score,h013_raw_human_null_score,h013_raw_human_contrast_rank,h013_raw_human_graph_raw,h013_raw_human_graph_rank,e262_social_day_seed_dist,e262_social_day_null_dist,e262_social_day_seed_score,e262_social_day_null_score,e262_social_day_contrast_rank,e262_social_day_graph_raw,e262_social_day_graph_rank,e268_story_seed_dist,e268_story_null_dist,e268_story_seed_score,e268_story_null_score,e268_story_contrast_rank,e268_story_graph_raw,e268_story_graph_rank,e328_ownlife_seed_dist,e328_ownlife_null_dist,e328_ownlife_seed_score,e328_ownlife_null_score,e328_ownlife_contrast_rank,e328_ownlife_graph_raw,e328_ownlife_graph_rank,deep_raw_top500_seed_dist,deep_raw_top500_null_dist,deep_raw_top500_seed_score,deep_raw_top500_null_score,deep_raw_top500_contrast_rank,deep_raw_top500_graph_raw,deep_raw_top500_graph_rank,graph_consensus,contrast_consensus,seed_context,null_context,null_avoidance,h064_row_score,nearest_seed_row,signed_seed_offset,abs_seed_distance,phase,phase_near,h064_changed_row,phase_route_gain,phase_route_rank,h064_rank,graph_rank,contrast_rank,gain_rank2,h065_row_score,positive_route_targets,h064_changed_row_validation,h065_changed_row,h065_rank_norm,h064_rank_norm,route_gain_rank_norm,gain_rank_norm,context_agreement,h066_emission,row_top4_gain_sum,row_top4_gain_rank,sequence_state,segment_distance,cluster_id,cluster_start_row,cluster_end_row,cluster_seed_count,episode_row_score
199,id08,2024-09-18,2024-09-17,0,0,0,0,3.0,1.0,0.0059028588892565,4.294749529121233e-06,6,0.0003847073143449,0.0001060136542141,0.0017410237305689,0.0028959450843319,0.0007708743562674,4.294749529121233e-06,0.544,0.348,0.502,0.638,0.9905403658993124,1.0621101826824613,0.416,0.152,0.894,0.2504366494202457,0.764,0.9122817404053236,0.9501909432761912,0.744,0.552,0.79,-0.0420149018837969,0.636,1.0222961766287353,1.028697605830721,0.48,0.352,0.638,-0.1256058738117161,0.624,0.943826723965882,0.7653750850996724,0.084,0.34,0.186,-0.120982738827439,0.588,1.0571870887927044,0.9573956473571604,0.316,0.384,0.332,-0.0884450907367288,0.596,0.64039191424165,0.5779060407652973,0.4234905466041359,0.3634689592793672,0.6365310407206328,0.4931569032408605,196,3,3,post,1.0,0,0.0046499830089988,0.58,0.684,0.712,0.68,0.544,0.64208,6,0,0,0.784,0.684,0.58,0.544,0.0,0.5932799999999998,0.005792550485513101,0.572,post,3,id08_194_196,194,196,2,0.5782799999999998
204,id09,2024-08-09,2024-08-08,0,0,0,0,1.0,1.0,0.0043733255593806,3.070075420696927e-05,6,0.0021806338008937,0.0007362007384967,3.070075420696927e-05,0.0011779625637882,0.000212211161123,3.56165408719189e-05,0.44,0.656,0.502,0.638,1.213094998265291,1.161480016959573,0.016,0.02,0.48,-0.0902175242692106,0.584,0.7425521509293724,0.9816033060870066,0.896,0.476,0.938,0.240118037293735,0.772,1.1796500397621057,0.9441926797534356,0.116,0.588,0.082,-0.3345388707427542,0.364,0.5861805851676946,0.8691438858069862,0.784,0.156,0.96,0.0209308595666816,0.728,1.034556665969318,0.98361422250281,0.36,0.352,0.528,0.0242676885306399,0.688,0.6222914921217335,0.587717695821497,0.4369677016660049,0.3359604973316035,0.6640395026683965,0.4988853407172493,203,1,1,post,1.0,0,0.0032851360839594,0.424,0.712,0.676,0.7,0.44,0.6095200000000001,6,0,0,0.74,0.712,0.424,0.44,0.0,0.5838400000000001,0.0043070082643016,0.44,post,1,id09_203_203,203,203,1,0.5788400000000001
205,id09,2024-08-10,2024-08-09,0,0,1,1,2.0,1.0,0.0166973547143652,5.003541931003497e-06,6,0.0032702104661319,5.003541931003497e-06,2.8517993227208515e-05,0.012027099290587,0.001291602548082,7.49208744059704e-05,0.964,0.372,0.502,0.638,0.8831414988254729,0.97586288611784,0.64,0.384,0.886,0.2056330888288803,0.756,0.9267263460452556,1.0377650312857556,0.696,0.316,0.916,0.3373672809728048,0.784,0.904119453316762,1.018036791844766,0.78,0.396,0.9,0.0700521384869564,0.764,0.8895742216938001,0.6472650887345363,0.18,0.604,0.116,-0.1162518906494065,0.6,0.7571286075657165,0.6012278542053342,0.8,0.908,0.272,-0.2351022655631853,0.396,0.666364305347499,0.6385477105265598,0.6316762219072213,0.5124753773284103,0.4875246226715897,0.7120497879200929,203,2,2,post,1.0,1,0.0145989424477776,0.976,0.972,0.736,0.78,0.964,1.11776,6,1,1,0.996,0.972,0.976,0.964,1.0,0.9756799999999999,0.01666383317920687,0.972,post,2,id09_203_203,203,203,1,1.10568
206,id09,2024-08-11,2024-08-10,0,0,0,0,3.0,1.0,0.0100707653505908,6.199918218596778e-06,6,0.0001155916686375,0.0004401384919228,0.006017119918278,0.0028028948345088,0.000688820519025,6.199918218596778e-06,0.82,0.404,0.502,0.638,1.034664779735951,0.9718230289617342,0.288,0.392,0.264,-0.1446131222059143,0.508,0.9225557807885056,0.814640789073962,0.712,0.824,0.306,0.0485259646090933,0.708,0.9144416838733346,0.715886712621947,0.756,0.936,0.268,-0.192703857363567,0.568,0.70965544738176,0.6221201828197761,0.552,0.664,0.346,-0.0793474028675675,0.652,1.106733956722077,0.9566420680265796,0.224,0.392,0.22,0.0864755443685661,0.744,0.6369697855642085,0.2804195071077331,0.5211643121752898,0.657701585607113,0.342298414392887,0.4814032272329638,203,3,3,post,1.0,0,0.006977952519682,0.772,0.636,0.7,0.124,0.82,0.5938400000000001,6,0,0,0.724,0.636,0.772,0.82,0.0,0.60408,0.0099489737637346,0.84,post,3,id09_203_203,203,203,1,0.5890799999999999
214,id09,2024-08-21,2024-08-20,0,0,1,1,2.0,1.0,0.010565829046081,0.0001224766274025,6,0.0001224766274025,0.0001356934426751,0.0031163392173767,0.0029491144830305,0.0031905207224115,0.0010516845531844,0.848,0.852,0.502,0.638,0.9946849791162006,0.8517785629960922,0.4,0.656,0.124,-0.3605961427826657,0.364,0.995744802443644,0.8134021609052734,0.46,0.836,0.088,-0.3597376797158783,0.32,1.075465640243454,1.0937894942919997,0.364,0.196,0.71,0.1402213256136674,0.796,0.5453830110094156,0.7420726560615387,0.852,0.384,0.928,0.1357206129950117,0.776,0.8112770100718744,1.1712233503392462,0.692,0.056,1.0,0.1620602166286714,0.764,0.6022205998277922,0.5608694576357927,0.5429438688124542,0.4280908285656071,0.5719091714343929,0.698037460628212,216,-2,2,pre,1.0,1,0.0077922158106092,0.84,0.968,0.64,0.628,0.848,1.03688,6,1,1,0.964,0.968,0.84,0.848,1.0,0.9073999999999999,0.0103076589760031,0.868,pre,2,id09_216_216,216,216,1,1.0373999999999999
215,id09,2024-09-05,2024-09-04,0,0,0,0,1.0,1.0,0.0068856048841597,1.3183396936011782e-05,6,0.0012606898409966,1.3183396936011782e-05,0.0024397613189464,3.232133621122735e-05,0.0011088227169414,0.0020308262741279,0.632,0.504,0.502,0.638,0.972125378412859,0.944105103386846,0.44,0.472,0.388,-0.2339139109580343,0.436,0.9323521088973896,0.8854562674089013,0.684,0.704,0.436,-0.0666901445634514,0.608,1.1636569441355342,1.1534905485597218,0.152,0.076,0.552,-0.2006941812911198,0.548,0.7356814499022065,0.5371785507325926,0.504,0.816,0.148,-0.3590831104742501,0.3,1.1568912032665983,1.2080652515389956,0.132,0.02,0.72,0.1144291003003556,0.752,0.5354429625534908,0.4560958023754359,0.3814939845649876,0.4093400283698575,0.5906599716301424,0.4647539652886431,216,-1,1,pre,1.0,0,0.004371310534456,0.536,0.584,0.536,0.412,0.632,0.5443199999999999,6,0,0,0.684,0.584,0.536,0.632,0.0,0.5662,0.006840100151012301,0.644,pre,1,id09_216_216,216,216,1,0.5612
217,id09,2024-09-08,2024-09-07,0,0,0,0,1.0,1.0,0.0084073548539881,1.6696743856403629e-06,6,9.537790304059436e-05,0.0008106773563486,0.0061223971751011,1.6696743856403629e-06,0.0008800810012877,0.0004971517438243,0.716,0.264,0.502,0.638,0.9911184749516838,0.9818493538123368,0.412,0.368,0.644,-0.3995780941282478,0.332,1.0703250634236807,1.00837172114931,0.228,0.424,0.22,0.0506411889499813,0.712,1.1804287233119184,1.1239974809915216,0.104,0.112,0.45,-0.2892120288804238,0.424,0.9761438906580344,0.9559045394089865,0.068,0.048,0.54,0.1349425406485221,0.772,1.055224899164571,1.1343220138777546,0.32,0.128,0.86,0.1493860449832139,0.76,0.5981521437049432,0.5302007367178148,0.2229437314425343,0.2191967696932883,0.7808032303067116,0.4933898051894022,216,1,1,post,1.0,0,0.0052872127400008,0.632,0.688,0.624,0.564,0.716,0.63768,6,0,0,0.772,0.688,0.632,0.716,0.0,0.6536000000000001,0.0083103072765617,0.74,post,1,id09_216_216,216,216,1,0.6486000000000001
219,id09,2024-09-10,2024-09-09,0,0,1,0,3.0,1.0,0.0124620497146333,0.0002288385544889,6,0.0028978827557888,0.0002288385544889,0.0008804441501933,0.0040912004709485,0.0016751559422525,0.002688527840961,0.904,0.916,0.502,0.638,1.0200762097840923,0.704681994833745,0.328,0.828,0.032,-0.3052077671781182,0.392,1.0394034453463872,0.8209437750636212,0.308,0.808,0.042,-0.4043668555953916,0.296,1.0840769179480114,1.0583708145441468,0.344,0.248,0.592,-0.0629676677634863,0.672,0.903688895547258,0.8516679612595047,0.164,0.168,0.5,-0.0561314720785747,0.692,1.0061052124317549,0.9083511471112355,0.4,0.464,0.344,-0.1992578807721062,0.432,0.4951356589801332,0.3038084750000832,0.3115369880902223,0.5049083723035193,0.4950916276964807,0.5651985621940583,216,3,3,post,1.0,0,0.0106235896643596,0.916,0.84,0.468,0.152,0.904,0.718,6,0,0,0.84,0.84,0.916,0.904,0.3333333333333333,0.7253199999999997,0.0113527670099508,0.896,post,3,id09_216_216,216,216,1,0.7103199999999997
221,id09,2024-09-13,2024-09-12,0,0,1,1,4.0,0.0,0.0136315557440956,3.825208262364655e-07,6,3.249873136257353e-05,0.0030322713800554,3.825208262364655e-07,0.0082070597227701,0.0001823092546504,0.0021770341344308,0.92,0.148,0.502,0.138,0.7408554578739284,0.8915134857257775,0.86,0.604,0.886,0.0093303992721647,0.66,1.0050750984696164,1.0780366967587691,0.432,0.196,0.832,-0.0441166086242844,0.632,0.9926366589302572,1.005909654709818,0.584,0.468,0.628,0.044035025139942,0.744,1.0168507368148847,0.8311661476658619,0.028,0.22,0.258,-0.2779127733762279,0.392,0.5840083865080234,0.6020878566472848,0.956,0.9,0.636,-0.1698965348366448,0.484,0.5903579608208208,0.6551189551645397,0.5727468806918691,0.4717105225964136,0.5282894774035863,0.6298135583824449,225,-4,4,pre,0.0,1,0.0125324040554802,0.96,0.92,0.608,0.82,0.92,1.01104,6,1,0,0.956,0.92,0.96,0.92,1.0,0.84016,0.0135986744919067,0.928,post,5,id09_216_216,216,216,1,0.89516
222,id09,2024-09-14,2024-09-13,0,0,0,1,3.0,1.0,0.0056420402959386,0.0002286358011904,6,0.0008993028266731,0.0004458095570222,0.0017289592826738,0.0017086012674258,0.0002286358011904,0.000630731560953,0.532,0.912,0.502,0.638,0.8178310993836501,0.944977944499216,0.756,0.464,0.914,-0.0156282753579338,0.636,1.0062592237538908,1.0628159899294838,0.42,0.232,0.784,-0.0017173613104077,0.676,0.9930484335569794,1.015622861989943,0.58,0.412,0.71,-0.1994387346197164,0.552,0.6228679957946492,0.9005629097751012,0.748,0.096,0.976,-0.2114533347379626,0.472,0.5995854634902825,0.7211834804438527,0.944,0.764,0.838,-0.0013424393743158,0.672,0.6034697938251764,0.8362713448610954,0.6774946433858399,0.3929136743676657,0.6070863256323342,0.6475206340169939,225,-3,3,pre,1.0,1,0.0038890524020436,0.484,0.932,0.644,0.952,0.532,0.9132,6,1,1,0.908,0.932,0.484,0.532,0.6666666666666666,0.7417599999999999,0.0049675949377257,0.496,post,6,id09_216_216,216,216,1,0.8517599999999999
224,id09,2024-09-19,2024-09-18,0,0,0,0,1.0,1.0,0.006177837089174,5.102079311036789e-06,6,5.102079311036789e-06,0.0004508459137919,0.0003956979698263,0.0049211064737873,0.000167629338818,0.0002374553136392,0.568,0.38,0.502,0.638,0.9581267221444002,1.0226805277158146,0.48,0.248,0.864,0.2542539872216451,0.768,1.0330208742282765,0.9384154557183322,0.34,0.576,0.18,-0.3535123027463536,0.328,1.1893996252355523,1.142932708308727,0.088,0.088,0.456,-0.1413608864353446,0.608,0.6505294845600111,0.833673133081989,0.672,0.216,0.924,0.0439261190864638,0.744,0.8372124069601149,0.7962910355590107,0.652,0.652,0.51,-0.3980364707579699,0.296,0.5398469272537846,0.564582844668393,0.4293585153238239,0.3567747238307062,0.6432252761692938,0.4672623040031818,225,-1,1,pre,1.0,0,0.0054128555820782,0.656,0.596,0.544,0.644,0.568,0.5982400000000001,6,0,0,0.732,0.596,0.656,0.568,0.0,0.6049999999999999,0.0060051056710447,0.588,post,8,id09_216_216,216,216,1,0.5649999999999998
228,id10,2024-08-05,2024-08-04,0,0,1,0,7.0,0.0,0.0141799067907172,0.0001487545638139,6,0.0011885415792688,0.0001487545638139,0.0001621647489202,0.0004816340617662,0.001152927268335,0.0110458845686129,0.936,0.864,0.502,0.138,1.0809879302078376,1.0905816211514083,0.168,0.1,0.688,-0.0418247689954618,0.62,1.1511410538795368,1.1303380447860654,0.084,0.08,0.546,-0.0195505949986709,0.668,1.0838859560259324,1.1185916584175437,0.348,0.14,0.758,0.210347638085162,0.804,0.7919743554496214,0.7161443094906149,0.42,0.436,0.474,0.0052708208660569,0.72,1.1401292101800915,1.1142944780943231,0.148,0.148,0.51,-0.0223709131733367,0.656,0.6966383306748463,0.5994456801299828,0.2312141011249794,0.1742968388134254,0.8257031611865746,0.6567695488310501,235,-7,7,pre,0.0,1,0.0120145412325475,0.94,0.936,0.76,0.728,0.936,0.92512,6,1,0,0.916,0.936,0.94,0.936,0.6666666666666666,0.7383199999999999,0.0138689874779829,0.932,pre,7,id10_235_235,235,235,1,0.7833199999999998
229,id10,2024-08-06,2024-08-05,0,0,1,0,6.0,0.0,0.0092528662646514,7.285473879625748e-05,6,0.000917837061428,0.0050687598815624,0.0023497618574794,7.285473879625748e-05,0.0005605789033239,0.0002830738220614,0.78,0.776,0.502,0.138,0.7503707519394205,0.93989856647086,0.832,0.492,0.932,-0.4352970223292759,0.312,0.9463631209851946,0.830441618160125,0.632,0.792,0.26,-0.1830985644558965,0.488,1.158511878454886,1.1061617141058886,0.156,0.164,0.45,-0.3206570770661511,0.38,1.0731603451776854,0.6352292668700626,0.008,0.64,0.024,-0.4541997258887869,0.268,1.1213761067111807,1.2063631239938024,0.2,0.024,0.824,-0.1145777329954043,0.56,0.4059327702109623,0.4918882224136318,0.3665245785258236,0.4211341414726089,0.5788658585273911,0.5098952399942878,235,-6,6,pre,0.0,0,0.0073061761203061,0.804,0.744,0.332,0.472,0.78,0.62504,6,0,0,0.756,0.744,0.804,0.78,0.3333333333333333,0.5453600000000001,0.008896937703793701,0.776,pre,6,id10_235_235,235,235,1,0.51536
236,id10,2024-08-19,2024-08-18,0,0,1,1,1.0,1.0,0.0096959710429315,3.123572850816103e-05,6,0.0030907412469899,0.0025805883566352,3.123572850816103e-05,0.0008098947226015,0.0007319242747482,0.0024515867134484,0.812,0.66,0.502,0.638,0.9550336787849596,1.0445980202140914,0.484,0.192,0.914,0.1031919580554549,0.716,0.7327604318935227,0.8895558056746673,0.904,0.7,0.808,-0.2011792504542758,0.46,0.8188149795325506,0.9684801065352076,0.896,0.552,0.868,-0.0790716382187702,0.656,0.3203457322385732,0.5891731070407434,0.996,0.72,0.824,-0.0916394920799233,0.644,0.7637793153602603,0.996626150326191,0.776,0.332,0.992,-0.0691875367681056,0.604,0.6115941079876617,0.8792181069900714,0.8171597663317179,0.5064712259396837,0.4935287740603162,0.7471262159341143,235,1,1,post,1.0,1,0.0073050328710102,0.8,0.996,0.668,0.972,0.812,1.09992,6,1,1,0.992,0.996,0.8,0.812,1.0,0.95328,0.008932811039675,0.78,post,1,id10_235_235,235,235,1,1.0882800000000001
239,id10,2024-09-16,2024-09-15,0,0,0,1,3.0,1.0,0.0016657255198023,1.1456415459187852e-05,6,1.1456415459187852e-05,4.759548471855446e-05,0.0002347487457063,1.7292512193622933e-05,0.0005634222101542,0.0007912101515703,0.228,0.484,0.502,0.638,0.826224664242002,0.8026729552337326,0.736,0.74,0.472,-0.0846627901928319,0.588,0.6638006387153039,0.5465066994497472,0.924,0.964,0.392,-0.1361894872923324,0.568,0.872677870905858,0.8088540748963527,0.828,0.844,0.436,-0.0907543973232911,0.648,0.5694725542704657,0.5983793871943353,0.812,0.704,0.684,-0.0832639218034729,0.648,0.7784711441369313,0.928025877813293,0.74,0.444,0.938,-0.0114240556115468,0.664,0.622472776570903,0.5744699473760211,0.812438555030846,0.7489660611357867,0.2510339388642133,0.5023852213939957,242,-3,3,pre,1.0,0,0.001336156689075,0.24,0.724,0.68,0.676,0.228,0.6533599999999999,6,0,0,0.796,0.724,0.24,0.228,0.3333333333333333,0.5313599999999998,0.0016369765921493543,0.236,post,4,id10_235_235,235,235,1,0.5113599999999998
244,id10,2024-09-21,2024-09-20,0,0,1,0,2.0,1.0,0.0194573486236615,0.000131906999835,6,0.000131906999835,0.0034026535995247,0.0051085523360339,0.0050974664877428,0.0001862795954283,0.0055304896050966,0.98,0.856,0.502,0.638,1.0654740515344086,1.0485973752350126,0.196,0.176,0.552,-0.0642463453792963,0.608,1.0781077918090798,1.0942946185662028,0.208,0.16,0.644,-0.0347105327776041,0.656,1.0963028524678198,1.099659219141229,0.316,0.184,0.648,-0.0181769433470902,0.712,1.002585152407406,0.9701781968016586,0.036,0.036,0.518,-0.0513318889215016,0.696,1.1887531617151197,1.1384350747011736,0.068,0.112,0.376,-0.1396086602887778,0.528,0.6422108480910982,0.553617994535585,0.1719288153727534,0.1366961228247148,0.8633038771752852,0.6725592132251581,242,2,2,post,1.0,1,0.0149643071108788,0.98,0.952,0.716,0.612,0.98,0.98192,6,1,1,0.94,0.952,0.98,0.98,0.6666666666666666,0.9078,0.019139162028398,0.98,post,2,id10_242_242,242,242,1,1.0378
245,id10,2024-09-22,2024-09-21,0,0,0,1,3.0,1.0,0.0065037384529959,2.748377659900214e-07,6,2.748377659900214e-07,0.0023715880854436,0.0001168088569729,0.0006732918541787,0.0027090600586648,0.0006327147599696,0.616,0.132,0.502,0.638,0.9707890401655378,0.9426176597618248,0.444,0.48,0.384,-0.2608846676597483,0.416,0.7494151600701072,0.8689308424866342,0.892,0.752,0.746,-0.3217763171780378,0.348,0.7589383770934875,0.9420061844263408,0.948,0.6,0.88,-0.127880217391475,0.612,0.5054101559161116,0.7366639688228519,0.896,0.4,0.932,-0.004397211106355,0.708,0.9742465626120728,1.0433927820145408,0.456,0.264,0.86,-0.1007070297941208,0.572,0.5274961586316383,0.7651492856236044,0.7390201783948965,0.5106403872730245,0.4893596127269755,0.5540016904266845,242,3,3,post,1.0,0,0.0046055025646389,0.56,0.828,0.524,0.904,0.616,0.7904,6,0,0,0.856,0.828,0.56,0.616,0.3333333333333333,0.68688,0.006386654758256701,0.624,post,3,id10_242_242,242,242,1,0.67188
246,id10,2024-09-23,2024-09-22,0,0,1,1,4.0,0.0,0.012573246150783,2.4475205316898396e-06,6,0.0004438723250088,0.0014976376441493,2.4475205316898396e-06,0.0036054303950896,0.0007718845351326,0.0062519737308708,0.912,0.292,0.502,0.138,0.8515997511634487,0.7740571973517514,0.72,0.776,0.34,-0.1929981086389808,0.46,0.7728943050528488,0.8309086978382063,0.868,0.788,0.704,-0.210463098092861,0.456,1.0199775290682298,0.9317245739040896,0.488,0.656,0.28,-0.2616041961999318,0.468,0.6942875466019381,0.7966265500279419,0.592,0.28,0.864,0.0187142172911075,0.724,0.7755813056602561,0.9623279583713604,0.748,0.38,0.972,-0.0286894616977677,0.644,0.5439664006989932,0.6231813774724967,0.6831457049940564,0.5860723050575235,0.4139276949424765,0.6203898232536473,242,4,4,post,0.0,1,0.0111761054649267,0.92,0.904,0.552,0.764,0.912,0.98032,6,1,0,0.936,0.904,0.92,0.912,1.0,0.8158799999999999,0.0121269263052423,0.908,post,4,id10_242_242,242,242,1,0.8758799999999999
247,id10,2024-09-25,2024-09-24,0,0,1,0,5.0,0.0,0.0107074816080643,8.499396194017184e-05,6,0.0016907713478732,0.0009850963812931,0.0008110513762606,0.0044205719923038,0.0027149965483932,8.499396194017184e-05,0.864,0.804,0.502,0.138,1.1353989924999277,1.0540477160007389,0.068,0.172,0.268,-0.3514870498272253,0.372,1.0413329051397984,0.8134139256785965,0.296,0.832,0.022,-0.3999565420839768,0.304,1.0128244935923898,1.190133816861081,0.52,0.036,0.944,0.0540783081803564,0.748,0.6469316877509109,0.5509844972839301,0.684,0.792,0.364,0.0263897909925178,0.736,1.1834007200473382,1.0886396400728469,0.072,0.188,0.268,-0.3215666532033008,0.324,0.4972859369743581,0.3820872319409523,0.3309085297600388,0.4017916034091941,0.5982083965908058,0.530784972119317,242,5,5,post,0.0,0,0.0085563680161051,0.856,0.796,0.476,0.26,0.864,0.64432,6,0,0,0.788,0.796,0.856,0.864,0.3333333333333333,0.59784,0.0098114362698633,0.832,post,5,id10_242_242,242,242,1,0.57284
249,id10,2024-09-27,2024-09-26,0,0,1,0,7.0,0.0,0.0179838254202242,0.0002090332449753,6,0.0052617869567525,0.0013544403542384,0.0091155735311322,0.0002090332449753,0.0012848387584816,0.000758152574644,0.976,0.904,0.502,0.138,0.9608389288979476,0.8302994113557075,0.472,0.688,0.144,-0.3569887409283355,0.368,0.934396837774289,0.8766925383083275,0.676,0.744,0.376,0.1903271768440012,0.756,1.0233683095124273,1.0132405431774152,0.468,0.42,0.52,0.0586703761451152,0.752,0.8526001226054302,0.598117616023804,0.268,0.708,0.104,0.0594902646113377,0.748,1.1255810455821469,0.8733979600249534,0.196,0.516,0.06,-0.1158482311150288,0.556,0.6440058509782545,0.2557006460701962,0.4260430148054918,0.6108662363862596,0.3891337636137404,0.5761558974289196,242,7,7,post,0.0,1,0.0120121164489826,0.936,0.86,0.724,0.088,0.976,0.79024,6,1,0,0.852,0.86,0.936,0.976,0.6666666666666666,0.6632799999999999,0.0170166396006047,0.976,post,7,id10_242_242,242,242,1,0.7082799999999998
