flat_index,row,subject_id,sleep_date,lifelog_date,target,target_index,h057_prob,q061,cell_q061_gain,public_score,invariant_score,private_safe_score,latent_shortcut_energy,bad_pressure_rank,h068_cell_health,outside_h069_cell,outside_h070_cell,is_h050_null,source_count,source_weight,source_family_count,source_consensus,source_mean_move,source_action_delta,source_posterior_delta,hit_h071,hit_h074,hit_h076,hit_h079,h080_bad_same_raw,h080_bad_opp_raw,h080_bad_same_rank,h080_bad_opp_rank,h080_bad_margin_rank,h079_cell,h079_row,h079_role,h080_cell_score,h085_q,h085_q_move,h085_q_gain,h085_abs_q_move,h082_cell,h084_dark_cell,source_agrees_h085,h085_cell_score,q_hard,best_world_y,confidence,hard_gain,combined_score,hard_logit_delta,binary_shock,h086_resp_weight,h086_resp_lift,h086_resp_rank,h086_equation_alignment,h086_resp_action_score,hard_logit_move,hard_diag_gain,h088_prob,h088_logit_move,h088_active,h088_q_delta,h088_q_bad,h088_bad_rank,h088_move_abs_rank,h088_toxicity,h057_positive_weight,h057_positive_logit_move,h095_safe_cell_score
333,47,id02,2024-10-04,2024-10-03,S2,4,0.90583049616103,0.9010758068360912,0.0001305637648509,0.4535428571428571,0.2550171428571429,0.2013548,0.5582714285714286,0.1785714285714285,0.2764019999999999,1.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3177385026339711,0.1785714285714285,0.8702857142857143,0.872,0.0,0.0,,-0.6537171428571429,0.9009909458246238,-0.055471901222579056,0.00012293313882982826,0.055471901222579056,0.0,0.0,0.0,-0.14903862857142855,0.8971185025672712,0,0.8971185025672712,2.453940392412894e-07,0.6462171428571429,-0.0981456597856356,0.000913420619764,0.0005741066788735,1.0046866880287155,0.7302857142857143,0.8809501967093085,0.3812068571428572,-0.09814565978563561,0.00043313745438694484,0.90583049616103,0.0,0.0,0.0,0.0,0.4542857142857143,0.22028571428571428,0.0,0.0,0.0,0.09350719999999996
334,47,id02,2024-10-04,2024-10-03,S3,5,0.8693714747474548,0.8491876950020586,0.0017208301382459,0.6892228571428571,0.2550171428571429,0.3207225714285714,0.4035285714285714,0.1785714285714285,0.4704788571428571,1.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3824046281088817,0.1785714285714285,0.9068571428571428,0.9074285714285716,0.0,0.0,,-0.5614314285714286,0.849076794051881,-0.16803440079851928,0.001578497779700816,0.16803440079851928,0.0,0.0,0.0,0.06575977142857148,0.848825461098482,1,0.848825461098482,1.0144522783712212e-06,0.8112571428571429,-0.1699943704334996,0.0020150501655101,0.0006119345512599,1.0708854647048631,0.9222857142857144,0.7465783071665184,0.5808198857142856,-0.16999437043349963,0.0017818962556028217,0.8693714747474548,0.0,0.0,0.0,0.0,0.4542857142857143,0.22028571428571428,0.0,0.0,0.0,0.2963602285714285
335,47,id02,2024-10-04,2024-10-03,S4,6,0.8625751393092363,0.8691665715696812,0.0001857856693671,0.4414971428571428,0.2550171428571429,0.1962917142857143,0.5593857142857143,0.1785714285714285,0.2693674285714285,1.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2860212001165694,0.1785714285714285,0.8457142857142858,0.8468571428571429,0.0,0.0,,-0.6592828571428572,0.8692529578037229,0.057524729611127645,0.0001737262875469714,0.057524729611127645,0.0,0.0,0.0,-0.13675314285714282,0.8747069053497543,1,0.8747069053497543,3.7407879061350875e-07,0.7236914285714285,0.1063881519635512,0.0011505065503991,0.0005616680868315,0.982919151955168,0.252,0.704882561044121,0.1056127999999999,0.10638815196355123,0.0006369009853487428,0.8625751393092363,0.0,0.0,0.0,0.0,0.4542857142857143,0.22028571428571428,0.0,0.0,0.0,0.10535885714285709
336,48,id02,2024-10-05,2024-10-04,Q1,0,0.7073216653974341,0.7074669070062333,5.0954986896556433e-08,0.20252,0.4264171428571428,0.1457690857142857,0.6522285714285714,0.5982857142857143,0.2649337142857143,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0285814660154228,0.0901943142463118,0.6348571428571429,0.5485714285714286,0.5102857142857142,0.0,0.0,,-0.6895685714285715,0.7074834613635425,0.0007816827924151948,5.7542591580528324e-08,0.0007816827924151948,0.0,0.0,0.0,0.0032189714285714224,0.7198891306361288,1,0.7198891306361288,2.533855596632312e-07,0.6876914285714286,0.0663739608829019,0.0079762198727526,0.0005641780899236,0.9873116573664468,0.3245714285714285,0.303494961417106,0.0852012571428571,0.061500365247924904,0.00038475944809912566,0.7073216653974341,0.0,0.0,0.0,0.0,0.4542857142857143,0.22028571428571428,0.0,0.8729600000000001,0.004873595634977024,0.07034354285714284
337,48,id02,2024-10-05,2024-10-04,Q2,1,0.7542821290075399,0.7960282746086411,0.0049005640562864,0.835657142857143,0.3964171428571428,0.2546216571428571,0.5167428571428572,0.748,0.4107553142857142,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0477913366650332,0.0066199036688606,0.716,0.22,0.1788571428571428,0.0,0.0,,-0.6835428571428572,0.7960214672563622,0.24002893520773472,0.004471976616347795,0.24002893520773472,0.0,0.0,0.0,0.4344210857142856,0.7367915345310777,1,0.7367915345310777,2.86024241811327e-08,0.2958857142857142,-0.0230450320561406,0.0018929973324648,0.0006055715260823,1.0597501706441046,0.9142857142857144,-0.3082240805531078,0.6401948571428572,-0.09222382973165577,0.0008126136472085266,0.7542821290075399,0.0,0.0,0.0,0.0,0.4542857142857143,0.22028571428571428,0.0,0.0,0.0,0.39647177142857143
338,48,id02,2024-10-05,2024-10-04,Q3,2,0.7040229849443821,0.7067273970288581,1.758091526082861e-05,0.4181142857142857,0.4264171428571428,-0.0246936571428571,0.9326857142857145,0.9274285714285714,0.3964214285714286,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3199601360671005,0.0,0.9502857142857144,0.0777142857142857,0.1788571428571428,0.0,0.0,,-0.7599400000000001,0.7066209978758093,0.012499950292656159,1.4765251287518488e-05,0.012499950292656159,0.0,0.0,0.0,0.02830337142857141,0.7015757499555692,1,0.7015757499555692,8.45897315323728e-07,0.7805599999999999,-0.1177654081654259,0.0021268068900349,0.000608298181353,1.0645218173677748,0.9177142857142856,0.2930790270225409,0.4646497142857142,-0.011716460613233393,1.4347821133076089e-05,0.7040229849443821,0.0,0.0,0.0,0.0,0.4542857142857143,0.22028571428571428,0.0,0.9437428571428572,-0.10604894755219252,0.10183177142857142
339,48,id02,2024-10-05,2024-10-04,S1,3,0.9999961043386288,0.999999,1.535802098608237e-06,0.2593428571428571,0.4264171428571428,0.3336748,0.1214714285714285,0.1785714285714285,0.3679169142857142,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.446647251966205,0.1785714285714285,0.9954285714285714,0.9954285714285714,0.0,0.0,,-0.5257314285714286,0.999999,1.3598663605880823,1.436500216786169e-06,1.3598663605880823,0.0,0.0,0.0,0.24668308571428577,0.999999,1,0.999999,1.5044074282438288e-08,0.51412,3.257366360567437,0.0,0.0006445933604619,1.1280383808084835,0.9542857142857144,0.8550566961587733,0.5620771428571427,1.3598663605880823,1.535802098608237e-06,0.999997512920888,0.4487558990106333,1.0,-9.598308554643938e-07,0.0,0.4542857142857143,0.9742857142857143,0.6102857142857143,0.9293142857142858,1.8974999999793543,0.12869348571428568
340,48,id02,2024-10-05,2024-10-04,S2,4,0.8658417502855728,0.8685434608443959,3.159905148469866e-05,0.3964399999999999,0.4264171428571428,-0.0840155428571429,0.9697714285714284,0.9657142857142856,0.428478,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.582512661671408,0.0,0.9828571428571428,0.0777142857142857,0.1788571428571428,0.0,0.0,,-0.7704714285714286,0.8683746677552209,0.021981687481494427,2.5274675018616133e-05,0.021981687481494427,0.0,0.0,0.0,0.050005714285714264,0.8692810974756345,1,0.8692810974756345,9.876708348644955e-07,0.8830057142857144,-0.1767461287858274,0.0039734015442381,0.0005551722699646,0.9715514724380552,0.1405714285714285,0.9368121587854572,0.0270030857142856,0.029935225560012046,5.129000816223028e-05,0.8658417502855728,0.0,0.0,0.0,0.0,0.4542857142857143,0.22028571428571428,0.0,0.9751771428571429,-0.20668135434583945,0.12533417142857145
341,48,id02,2024-10-05,2024-10-04,S3,5,0.9108883876552688,0.9094636916705156,1.244338811351442e-05,0.3808857142857143,0.4264171428571428,-0.0210621428571428,0.9351142857142858,0.9188571428571428,0.4176267428571429,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3078140305121422,0.0,0.9491428571428572,0.0777142857142857,0.1788571428571428,0.0,0.0,,-0.8010828571428572,0.9095552965168262,-0.01631357593632332,9.914116567588671e-06,0.01631357593632332,0.0,0.0,0.0,-0.01666205714285715,0.9085802444430278,1,0.9085802444430278,1.925171983155056e-07,0.5934057142857143,0.0898519597103786,0.0013687315121225,0.0005609940184193,0.9817395322338736,0.2291428571428571,0.7116997056571777,0.047628,-0.028109106947198814,3.256446191174378e-05,0.9108883876552688,0.0,0.0,0.0,0.0,0.4542857142857143,0.22028571428571428,0.0,0.9356057142857143,0.11796106665757744,0.04643337142857139
342,48,id02,2024-10-05,2024-10-04,S4,6,0.8630998671986894,0.8602622846224575,3.387636860596732e-05,0.4183485714285714,0.4264171428571428,-0.0674610285714286,0.9715142857142856,0.9451428571428572,0.4306090285714285,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.392208580896401,0.0,0.9657142857142856,0.0777142857142857,0.1788571428571428,0.0,0.0,,-0.7638428571428572,0.8603964477150888,-0.022692070435472278,2.7978299084796543e-05,0.022692070435472278,0.0,0.0,0.0,0.05798525714285714,0.8491287124901119,1,0.8491287124901119,2.321329589738476e-07,0.7197257142857143,0.0783079033859857,0.0034714389600546,0.0005369059385957,0.9395853925426252,0.0617142857142857,0.4690675601948088,-0.0063050285714285,-0.11349499608559022,0.0008035104633222767,0.8586139552880975,-0.037453348708244905,1.0,-1.7624361338230976e-05,0.0,0.4542857142857143,0.6222857142857143,0.5148857142857143,0.9722914285714287,0.19180289947157592,-0.001297942857142867
343,49,id02,2024-10-06,2024-10-05,Q1,0,0.666939026082661,0.6539361034150116,0.0003781683727408,0.4656971428571428,0.6534171428571428,0.2578123999999999,0.7049142857142857,0.5382857142857143,0.2903309714285714,1.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0241801659607302,0.0480389828133818,0.6108571428571429,0.4445714285714285,0.4217142857142857,0.0,0.0,,-0.6873314285714287,0.653932395953161,-0.058003215871666014,0.00034418305436378915,0.058003215871666014,0.0,0.0,0.0,-0.13035514285714286,0.6639730146081233,1,0.6639730146081233,1.105312597286295e-08,0.15424,-0.0133230108972793,0.0001426920046213,0.0005669547466014,0.992170806552531,0.4685714285714286,0.4040156047275515,0.1896196571428571,-0.013323010897279386,1.9772619741176278e-05,0.666939026082661,0.0,0.0,0.0,0.0,0.4542857142857143,0.22028571428571428,0.0,0.0,0.0,0.11268800000000001
344,49,id02,2024-10-06,2024-10-05,Q2,1,0.655397907199755,0.6371821071500594,0.0007287000628461,0.5698057142857142,0.6534171428571428,0.3524971999999999,0.5816428571428571,0.1785714285714285,0.1968340571428571,1.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1129134952639056,0.1785714285714285,0.6,0.616,0.0,0.0,,-0.6406257142857145,0.6371543239916293,-0.07981786170346794,0.0006647828131185474,0.07981786170346794,0.0,0.0,0.0,-0.0029153142857142045,0.6467205298296766,1,0.6467205298296766,9.224292025469929e-08,0.34296,-0.0381973363220256,0.0014282449562466,0.0005648793553468,0.98853887185691,0.3548571428571428,0.5276981451222615,0.2357355428571428,-0.0381973363220256,0.00016604511459561433,0.655397907199755,0.0,0.0,0.0,0.0,0.4542857142857143,0.22028571428571428,0.0,0.0,0.0,0.23122102857142862
345,49,id02,2024-10-06,2024-10-05,Q3,2,0.7477584025626336,0.7471504606276639,9.792312225531674e-07,0.1663028571428571,0.6534171428571428,0.1166212571428571,0.7453714285714286,0.5502857142857143,0.0705822857142857,1.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0156354720334244,0.1110496941253277,0.5485714285714286,0.5977142857142858,0.5822857142857143,0.0,0.0,,-0.7481657142857143,0.7471203437690547,-0.0033800199163751543,9.815120922684883e-07,0.0033800199163751543,0.0,0.0,0.0,-0.3548706857142857,0.7409496600680198,1,0.7409496600680198,6.95737138373312e-08,0.5075428571428572,-0.0357823039804499,0.0049210413445491,0.0005870069267519,1.0272621218159337,0.8714285714285714,0.357383274322325,0.3566694857142857,-0.0357823039804499,0.00012217129204805666,0.7477584025626336,0.0,0.0,0.0,0.0,0.4542857142857143,0.22028571428571428,0.0,0.8974000000000001,0.0256301825356251,-0.028275885714285742
346,49,id02,2024-10-06,2024-10-05,S1,3,0.913293243105955,0.9095954423891726,8.524889150895998e-05,0.3951257142857143,0.6534171428571428,0.2739895999999999,0.6585714285714286,0.4,0.2578793142857142,1.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0041347481830333,0.098160265756634,0.4257142857142857,0.5651428571428572,0.5794285714285714,0.0,0.0,,-0.6631428571428573,0.9095828423013107,-0.04597316799156426,7.803464642019975e-05,0.04597316799156426,0.0,0.0,0.0,-0.17029514285714284,0.9104470682640736,1,0.9104470682640736,2.834510814441482e-08,0.3501828571428571,-0.0354193042338675,0.0013307649887662,0.0005680681898755,0.9941193322822602,0.536,0.4720996142357396,0.2096082285714286,-0.035419304233868854,5.0649870301011646e-05,0.913293243105955,0.0,0.0,0.0,0.0,0.4542857142857143,0.22028571428571428,0.0,0.0,0.0,0.07363657142857141
347,49,id02,2024-10-06,2024-10-05,S2,4,0.9689341030608232,0.9848646348538284,0.0051772924847042,0.7441942857142857,0.6534171428571428,0.540768057142857,0.3440714285714286,0.1785714285714285,0.5415359999999999,1.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1029280432226662,0.1785714285714285,0.9674285714285714,0.9674285714285714,0.0,0.0,,-0.4461800000000001,0.9851953751956851,0.7578144048208593,0.005018021378893164,0.7578144048208593,0.0,0.0,0.0,0.19570377142857143,0.9823487141278476,1,0.9823487141278476,2.228451474736052e-06,0.8998628571428573,0.5790517682832812,0.0023190219496471,0.0006248087074809,1.0934152380917417,0.94,0.9474537429752294,0.6716450285714285,0.579051768283275,0.0035287385778759173,0.9689341030608232,0.0,0.0,0.0,0.0,0.4542857142857143,0.22028571428571428,0.0,0.0,0.0,0.41798194285714274
348,49,id02,2024-10-06,2024-10-05,S3,5,0.8893971874862591,0.9225427471423449,0.0061638830223264,0.6995942857142857,0.6534171428571428,0.5194953714285715,0.3479285714285714,0.1785714285714285,0.5286692571428572,1.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7251111377126399,0.1785714285714285,0.9582857142857144,0.9582857142857144,0.0,0.0,,-0.4556828571428571,0.9227528456650081,0.39575295034225455,0.0057271955833443355,0.39575295034225455,0.0,0.0,0.0,0.1896486285714285,0.9162093718573048,1,0.9162093718573048,2.2533802383127267e-06,0.8045485714285715,0.3073253477770721,0.0008701773935412,0.0006838557176337,1.196747505859094,0.9765714285714284,0.7499363318892414,0.6873901714285714,0.3073253477770721,0.003950010705825124,0.8893971874862591,0.0,0.0,0.0,0.0,0.4542857142857143,0.22028571428571428,0.0,0.0,0.0,0.41245279999999995
349,49,id02,2024-10-06,2024-10-05,S4,6,0.8070926283326235,0.8180829635662402,0.0003936833712395,0.5877485714285715,0.6534171428571428,0.4591790285714286,0.4705571428571428,0.1785714285714285,0.3814217142857143,1.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1870732624922623,0.1785714285714285,0.74,0.7422857142857143,0.0,0.0,,-0.5285628571428572,0.8181368365250167,0.0725467405554654,0.0003621804905956094,0.0725467405554654,0.0,0.0,0.0,-0.02205131428571419,0.8194777416796262,1,0.8194777416796262,2.855286119952522e-07,0.650137142857143,0.0815848433811232,0.0013050346478123,0.0005641738267346,0.9873041967856724,0.324,0.7991315806365258,0.2020486857142857,0.08158484338112326,0.0005009140240893606,0.8070926283326235,0.0,0.0,0.0,0.0,0.4542857142857143,0.22028571428571428,0.0,0.0,0.0,0.21207702857142857
350,50,id02,2024-10-07,2024-10-06,Q1,0,0.2129363154887272,0.2133138480652142,4.250423215612642e-07,0.14548,0.3565371428571429,-0.1747508571428572,0.8549428571428572,0.9154285714285716,0.2009069714285714,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.259695597626672,0.0164283517729645,0.9331428571428572,0.2965714285714286,0.1788571428571428,0.0,0.0,,-0.8179057142857143,0.21325462647158824,0.0018982588091065455,2.7497066501513956e-07,0.0018982588091065455,0.0,0.0,0.0,-0.0632692,0.1951626205954369,0,0.8048373794045631,4.760216209634623e-07,0.7088685714285715,-0.1031475790158773,0.0029859150695603,0.0006268533466303,1.0969933566030297,0.9417142857142856,0.379799289169488,0.4083798857142857,-0.10949104800381537,0.0009625182466271864,0.2129363154887272,0.0,0.0,0.0,0.0,0.4542857142857143,0.22028571428571428,0.0,0.9385714285714286,0.05388084942588911,0.015013485714285735
351,50,id02,2024-10-07,2024-10-06,Q2,1,0.6835694225546829,0.6409308429491447,0.0041101258071375,0.7363714285714286,0.3265371428571429,0.4281724,0.2056142857142857,0.1785714285714285,0.3512034285714285,1.0,1.0,0,10.0,9.46982028641856,2.0,1.0,-0.2002592238560551,-4.501991179141743e-06,-0.0039610917786293,0.0,1.0,1.0,0.0,0.0,0.1873024225996707,0.1785714285714285,0.7405714285714285,0.7434285714285714,0.0,0.0,,0.6958685714285714,0.6408804102813166,-0.19103692717460408,0.003743852958800864,0.19103692717460408,1.0,0.0,1.0,0.7207838285714284,0.6903451872594466,1,0.6903451872594466,1.223533290418586e-07,0.4603657142857143,-0.0454669773612927,0.0031538389524568,0.000613386761645,1.0734268328789165,0.9234285714285714,0.6295993262629709,0.8364354285714286,0.031509226851425653,0.00010653993183007415,0.6835694225546829,0.0,0.0,0.0,0.0,0.4542857142857143,0.22028571428571428,0.0,0.0,0.0,0.6865775999999999
352,50,id02,2024-10-07,2024-10-06,Q3,2,0.7015589614700929,0.7016866848970348,3.8960454973313574e-08,0.1365257142857142,0.3565371428571429,0.0358935999999999,0.6746571428571428,0.6182857142857143,0.19874,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0211742977596721,0.0513679906575672,0.596,0.4548571428571428,0.4388571428571428,0.0,0.0,,-0.7300657142857143,0.7016906886718083,0.0006292277071917596,3.771194034829506e-08,0.0006292277071917596,0.0,0.0,0.0,-0.011953257142857152,0.6996183223025992,0,0.6996183223025992,1.9863937454144277e-08,0.31304,-0.0183684684903077,0.0025771036200015,0.000573071932863,1.00287588251042,0.7108571428571429,0.4019188999316089,0.3265510857142856,-0.009251551641600964,8.982514767219563e-06,0.7015589614700929,0.0,0.0,0.0,0.0,0.4542857142857143,0.22028571428571428,0.0,0.8757942857142857,-0.009116916848706746,0.056619657142857126
353,50,id02,2024-10-07,2024-10-06,S1,3,0.4823438620297395,0.4830656700166335,1.043279371559791e-06,0.1671771428571428,0.3565371428571429,-0.0909557142857143,0.8112571428571429,0.8862857142857142,0.2342969142857142,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.158867984996648,0.0,0.8805714285714286,0.0777142857142857,0.1788571428571428,0.0,0.0,,-0.81306,0.48302845722836657,0.002741668694759933,8.540162719228306e-07,0.002741668694759933,0.0,0.0,0.0,-0.04412857142857145,0.4853557790280308,0,0.5146442209719693,3.617452344096402e-09,0.2068,-0.0071993638183367,0.0041038683044032,0.0005685638813564,0.9949867923738688,0.5674285714285714,0.5246589312869018,0.1839435428571428,0.012060287271243891,1.8163471315668644e-05,0.4823438620297395,0.0,0.0,0.0,0.0,0.4542857142857143,0.22028571428571428,0.0,0.8935257142857144,-0.019259651089580672,0.029162057142857176
354,50,id02,2024-10-07,2024-10-06,S2,4,0.88451468812755,0.8829997378456785,1.1191588116188368e-05,0.3182399999999999,0.3565371428571429,0.1373625142857142,0.7123142857142857,0.5754285714285714,0.337128,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0542731628637366,0.0148644205193861,0.7308571428571429,0.284,0.1788571428571428,0.0,0.0,,-0.7140828571428572,0.8830159507132846,-0.01459009761100516,9.96535493391626e-06,0.01459009761100516,0.0,0.0,0.0,0.049481028571428595,0.8730902269246145,1,0.8730902269246145,1.0939313749727795e-09,0.2571428571428572,-0.0059152589037783,0.000947828851005,0.000563257982374,0.9857014691545922,0.292,0.0799562063878309,0.0814825142857142,-0.10733325018488893,0.0006214220452966934,0.88451468812755,0.0,0.0,0.0,0.0,0.4542857142857143,0.22028571428571428,0.0,0.9296742857142858,0.10141799128111062,0.1194157714285714
355,50,id02,2024-10-07,2024-10-06,S3,5,0.88218690617895,0.8829747259642247,2.9916475646207807e-06,0.1839085714285714,0.3565371428571429,0.1336902857142857,0.6054285714285714,0.5411428571428571,0.2615574857142858,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0211400653786767,0.1036253471238729,0.5948571428571429,0.5777142857142857,0.5542857142857143,0.0,0.0,,-0.6907000000000001,0.8830022253685256,0.007868279160200053,2.9163736356974113e-06,0.007868279160200053,0.0,0.0,0.0,0.03277794285714286,0.8957225174104594,1,0.8957225174104594,1.2640522563840256e-07,0.4732114285714286,0.0690825352705437,0.0006976885846807,0.0005622722744564,0.9839764802988582,0.2617142857142857,0.5370016794325602,0.0604941714285714,0.13727069941839964,0.0009124863280088324,0.88218690617895,0.0,0.0,0.0,0.0,0.4542857142857143,0.22028571428571428,0.0,0.9137314285714286,-0.06818816414785589,0.10159771428571429
356,50,id02,2024-10-07,2024-10-06,S4,6,0.752021863962677,0.7509695040980873,2.966495884160203e-06,0.2148457142857142,0.3565371428571429,-0.0744831999999999,0.8240857142857143,0.7754285714285715,0.2646637714285714,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2156593416315688,0.0,0.916,0.0777142857142857,0.1788571428571428,0.0,0.0,,-0.8095914285714286,0.7510335444292296,-0.005292670496140239,2.3809465257151885e-06,0.005292670496140239,0.0,0.0,0.0,-0.03220880000000001,0.7569005999528029,1,0.7569005999528029,2.2293077101773027e-07,0.5846628571428572,0.0655143839337608,0.0030622681199338,0.0005612205616336,0.982135982858806,0.2388571428571428,0.61629111306718,0.0162751999999999,0.02633670675957589,6.410140143409127e-05,0.752021863962677,0.0,0.0,0.0,0.0,0.4542857142857143,0.22028571428571428,0.0,0.9027542857142857,0.03917767717418452,0.041300571428571395
357,51,id02,2024-10-08,2024-10-07,Q1,0,0.2640789312067814,0.2495367994097818,0.000550699786196,0.3983257142857143,0.3459771428571428,0.0555654857142856,0.7576571428571428,0.5737142857142857,0.2133979428571428,1.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0259086661841057,0.052965528398484,0.6205714285714286,0.4605714285714286,0.4302857142857142,0.0,0.0,,-0.7868914285714286,0.24952778746074172,-0.07625751435928096,0.0005021958914213087,0.07625751435928096,0.0,0.0,0.0,-0.15754348571428575,0.2657850809710511,1,0.7342149190289489,4.240754422323482e-09,0.3220342857142857,0.0087610541411837,0.0030596345687336,0.0005642253158284,0.9873943026998128,0.328,0.2209197270960438,0.1097282285714285,0.008761054141183555,7.478965884599731e-06,0.2640789312067814,0.0,0.0,0.0,0.0,0.4542857142857143,0.22028571428571428,0.0,0.0,0.0,0.08850491428571422
358,51,id02,2024-10-08,2024-10-07,Q2,1,0.603080819215826,0.6295758186243944,0.0014783108997528,0.1032799999999999,0.3459771428571428,-0.1979637142857142,0.8563714285714286,0.6714285714285714,-0.0031106285714285,0.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0370111676718301,0.0124472142537094,0.6737142857142857,0.2662857142857143,0.1788571428571428,0.0,0.0,,-0.972537142857143,0.6295719869489715,0.11206254241907904,0.0013457136872599973,0.11206254241907904,0.0,0.0,0.0,-0.17557371428571425,0.6011129295324553,0,0.6011129295324553,4.5381249500522124e-09,0.2914057142857142,-0.0082140570037002,0.0059541119073812,0.0005698396768712,0.9972194345246628,0.6205714285714286,-0.0025119844034498,0.2139456,-0.008214057003700204,8.084438340882905e-06,0.603080819215826,0.0,0.0,0.0,0.0,0.4542857142857143,0.22028571428571428,0.0,0.0,0.0,0.06140799999999996
359,51,id02,2024-10-08,2024-10-07,Q3,2,0.5056503168048798,0.4918419052326161,0.0003813622938246,0.3479942857142857,0.3459771428571428,-0.0658369999999999,0.8901428571428571,0.9302857142857144,0.1828668571428571,1.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0672281987054169,0.06065995424435,0.7645714285714286,0.4777142857142857,0.1788571428571428,0.0,0.0,,-0.8401828571428571,0.4918229646807738,-0.055313287123469335,0.00034799568094567856,0.055313287123469335,0.0,0.0,0.0,-0.22405228571428573,0.4972885584808463,0,0.5027114415191536,7.916038922844739e-08,0.3528571428571428,-0.03344810178109,0.0021938888928743,0.0005595905207489,0.9792834113106192,0.2,0.3106183607363583,0.0204313142857142,-0.03344810178109042,0.00013984476291206693,0.5056503168048798,0.0,0.0,0.0,0.0,0.4542857142857143,0.22028571428571428,0.0,0.90744,0.056785057974794995,0.09929462857142851
360,51,id02,2024-10-08,2024-10-07,S1,3,0.9456224999160068,0.9409997594201704,0.0002024691052223,0.4579028571428571,0.3459771428571428,-0.1031779999999998,0.8687428571428571,0.812,0.2551165714285714,1.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1761470330302386,0.0018022927772273,0.896,0.1782857142857143,0.1788571428571428,0.0,0.0,,-0.8532171428571429,0.9410614589201426,-0.08537974835775497,0.00017910880247540284,0.08537974835775497,0.0,0.0,0.0,-0.22454131428571425,0.946420285501206,0,0.946420285501206,3.5553660977548324e-09,0.3963542857142857,0.0156232374315723,0.0034865070642788,0.0005644856078954,0.9878498138169728,0.3371428571428571,0.2049270970896738,0.0347917714285713,0.015623237431574566,6.217521360790679e-06,0.9456224999160068,0.0,0.0,0.0,0.0,0.4542857142857143,0.22028571428571428,0.0,0.0,0.0,0.025682742857142837
