source,source_idea_no,idea_id,experiment_id,idea,families,experiment_family,experiment_stage,risk,implementation_batch,status,expected_artifact,validation_gate
gpt,66,gpt_066_missingness_episode_token_결측을_단순_결측치가_아니라_짧은_결측_,domain_gpt_066,Missingness episode token**: 결측을 단순 결측치가 아니라 `짧은 결측/긴 결측/야간 결측/이동 중 결측` episode로 표현. 위험: 낮음.,episode|missingness|token_ssl,episode,token_episode_features,low,encoder_pretrain_later,queued_encoder_ssl,artifacts/domain_encoder_tokens_v1.npz,ssl_reconstruction_and_drift
gpt,67,gpt_067_sensor_disagreement_missingness_gps는_있는데_phone_a,domain_gpt_067,Sensor disagreement missingness**: GPS는 있는데 phone/activity가 없는 경우 등 modal 간 비대칭 결측. 기기 상태와 생활 상태 분리. 위험: 중간.,missingness|cross_modal,missingness,value_mask_token_features,medium,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
gpt,68,gpt_068_night_missingness_as_sleep_proxy_밤의_phone_activi,domain_gpt_068,Night missingness as sleep proxy**: 밤의 phone/activity 결측이 수면 quietness인지 기기 미착용인지 다른 modal로 판별. 위험: 중간.,day_slicing|missingness|cross_modal,day_slicing,day_state_features,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
gpt,69,gpt_069_missingness_onset_time_하루_중_언제부터_로그가_사라지는지_취침_외출,domain_gpt_069,Missingness onset time**: 하루 중 언제부터 로그가 사라지는지. 취침/외출/배터리/기기 미소지 proxy. 위험: 중간.,episode|missingness,episode,token_episode_features,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
gpt,70,gpt_070_missingness_recovery_time_다시_로그가_나타나는_시각_기상_또는_폰,domain_gpt_070,Missingness recovery time**: 다시 로그가 나타나는 시각. 기상 또는 폰 사용 재개 proxy. 위험: 중간.,rolling_memory|missingness,rolling_memory,past_context_features,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
gpt,71,gpt_071_missingness_regularity_subject별_평소_결측_패턴과_다른_결측은,domain_gpt_071,Missingness regularity**: subject별 평소 결측 패턴과 다른 결측은 anomaly로 취급. 위험: 낮음.,subject_deviation|missingness,subject_deviation,subject_relative_features,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
gpt,72,gpt_072_cross_modal_imputation_confidence_imputed_value_,domain_gpt_072,Cross-modal imputation confidence**: imputed value 자체보다 “이 구간을 얼마나 믿을 수 있는지” confidence token 추가. 위험: 낮음.,missingness|cross_modal|token_ssl,missingness,value_mask_token_features,low,encoder_pretrain_later,queued_encoder_ssl,artifacts/domain_encoder_tokens_v1.npz,ssl_reconstruction_and_drift
gpt,73,gpt_073_sensor_coverage_calendar_라벨_날짜별_사용_가능한_modal_조합을,domain_gpt_073,Sensor coverage calendar**: 라벨 날짜별 사용 가능한 modal 조합을 representation에 포함. Public drift 방어. 위험: 낮음.,missingness|cross_modal,missingness,value_mask_token_features,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
gpt,74,gpt_074_device_off_night_marker_취침_전_폰이_꺼진_듯한_패턴과_단순_미사용,domain_gpt_074,Device-off night marker**: 취침 전 폰이 꺼진 듯한 패턴과 단순 미사용 패턴 분리. S3/S4에 유리. 위험: 중간.,day_slicing|missingness|target_view,day_slicing,day_state_features,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
gpt,75,gpt_075_missingness_motif_clustering_결측_패턴만으로_하루를_cluste,domain_gpt_075,Missingness motif clustering**: 결측 패턴만으로 하루를 cluster하여 device behavior shift를 추적. 위험: 중간.,missingness|motif_retrieval,missingness,value_mask_token_features,medium,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
gpt,76,gpt_076_home_phone_silence_stillness_consensus_세_modal이_,domain_gpt_076,Home + phone silence + stillness consensus**: 세 modal이 동시에 수면을 가리키는 consensus score. S1/S2에 유리. 위험: 낮음.,episode|cross_modal|target_view,episode,token_episode_features,medium,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
gpt,77,gpt_077_phone_active_but_physically_still_몸은_정지인데_phone은,domain_gpt_077,Phone active but physically still**: 몸은 정지인데 phone은 활발한 시간. 취침 전 doomscrolling proxy. S3/Q2에 유리. 위험: 낮음.,rolling_memory|cross_modal|target_view,rolling_memory,past_context_features,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
gpt,78,gpt_078_moving_but_phone_silent_이동_중_phone_사용이_적은_패턴_출퇴근,domain_gpt_078,Moving but phone silent**: 이동 중 phone 사용이 적은 패턴. 출퇴근/운전/운동 구분에 도움. 위험: 중간.,cross_modal,cross_modal,cross_modal_token_features,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
gpt,79,gpt_079_gps_stationary_but_activity_high_실내_운동_집안일_센서_no,domain_gpt_079,GPS stationary but activity high**: 실내 운동/집안일/센서 noise 후보. Q2/Q3 해석에 도움. 위험: 중간.,cross_modal|target_view,cross_modal,cross_modal_token_features,medium,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
gpt,80,gpt_080_late_outside_late_phone_short_sleep_chain_늦은_외출이,domain_gpt_080,Late outside + late phone + short sleep chain**: 늦은 외출이 야간 phone과 짧은 수면으로 이어지는 causal chain token. Q1/Q2/S1에 유리. 위험: 중간.,day_slicing|cross_modal|token_ssl|target_view,day_slicing,day_state_features,low,encoder_pretrain_later,queued_encoder_ssl,artifacts/domain_encoder_tokens_v1.npz,ssl_reconstruction_and_drift
gpt,81,gpt_081_stressful_day_chain_장소_전환_많음_저녁_phone_증가_늦은_취침_야,domain_gpt_081,Stressful day chain**: 장소 전환 많음 → 저녁 phone 증가 → 늦은 취침 → 야간 깨짐. Q3/Q2/Q1 multi-target view. 위험: 중간.,day_slicing|cross_modal|target_view,day_slicing,day_state_features,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
gpt,82,gpt_082_recovery_day_chain_이동_적음_낮_정지_많음_이른_취침_긴_quiet_s,domain_gpt_082,Recovery day chain**: 이동 적음 → 낮 정지 많음 → 이른 취침 → 긴 quiet sleep. Q2/S1/Q1에 유리. 위험: 낮음.,day_slicing|rolling_memory|target_view,day_slicing,day_state_features,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
gpt,83,gpt_083_mismatch_day_활동량은_낮은데_피로_proxy가_높은_날_또는_이동은_많은데_,domain_gpt_083,"Mismatch day**: 활동량은 낮은데 피로 proxy가 높은 날, 또는 이동은 많은데 수면이 좋은 날. subject-specific label noise 탐지. 위험: 중간.",day_slicing|subject_deviation,day_slicing,day_state_features,high,hold_until_stress_test,gated,experiments/domain_idea_bank/stress_test_queue.json,nested_oof_before_label_use
gpt,84,gpt_084_modal_lead_lag_graph_phone_종료가_sleep_onset보다_앞서는,domain_gpt_084,"Modal lead-lag graph**: phone 종료가 sleep onset보다 앞서는지, activity 감소가 먼저인지 등 modal 간 시간차를 feature화. 위험: 중간.",day_slicing|episode|cross_modal|motif_retrieval,day_slicing,day_state_features,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
gpt,85,gpt_085_day_causal_sketch_하루를_load_arousal_sleep_opportu,domain_gpt_085,Day causal sketch**: 하루를 “load → arousal → sleep opportunity → sleep continuity → recovery” 5단계 latent chain으로 요약. 위험: 낮음.,day_slicing|rolling_memory,day_slicing,day_state_features,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
gpt,86,gpt_086_subject_internal_nearest_days_같은_사람의_과거_비슷한_하루_k,domain_gpt_086,Subject-internal nearest days**: 같은 사람의 과거 비슷한 하루 k개를 찾아 label smoothing 또는 representation 보강. 위험: 중간.,day_slicing|subject_deviation,day_slicing,day_state_features,high,hold_until_stress_test,gated,experiments/domain_idea_bank/stress_test_queue.json,nested_oof_before_label_use
gpt,87,gpt_087_cross_subject_normalized_retrieval_subject_norma,domain_gpt_087,Cross-subject normalized retrieval**: subject-normalized residual끼리 비슷한 하루를 찾음. 사람 id 과적합 완화. 위험: 낮음.,subject_deviation|cross_modal|motif_retrieval,subject_deviation,subject_relative_features,medium,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
gpt,88,gpt_088_good_sleep_prototype_label_있는_날_중_s1_s2_q1_posit,domain_gpt_088,Good-sleep prototype**: label 있는 날 중 S1/S2/Q1 positive prototype과의 거리. 위험: 중간.,day_slicing|motif_retrieval|target_view,day_slicing,day_state_features,high,hold_until_stress_test,gated,experiments/domain_idea_bank/stress_test_queue.json,nested_oof_before_label_use
gpt,89,gpt_089_bad_night_prototype_야간_phone_intrusion_fragmente,domain_gpt_089,Bad-night prototype**: 야간 phone intrusion + fragmented stillness + late sleep prototype과의 거리. 위험: 낮음.,day_slicing|episode|cross_modal|motif_retrieval,day_slicing,day_state_features,medium,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
gpt,90,gpt_090_high_stress_motif_장소_전환_야간_phone_짧은_수면이_결합된_moti,domain_gpt_090,High-stress motif**: 장소 전환/야간 phone/짧은 수면이 결합된 motif cluster. Q3에 유리. 위험: 중간.,cross_modal|motif_retrieval|target_view,cross_modal,cross_modal_token_features,medium,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
gpt,91,gpt_091_recovery_motif_낮_활동_낮음_이른_취침_긴_quiet_sleep_motif,domain_gpt_091,Recovery motif**: 낮 활동 낮음 + 이른 취침 + 긴 quiet sleep motif. Q2/Q1에 유리. 위험: 낮음.,day_slicing|rolling_memory|motif_retrieval|target_view,day_slicing,day_state_features,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
gpt,92,gpt_092_routine_day_prototype_subject별_가장_평범한_날_prototyp,domain_gpt_092,Routine day prototype**: subject별 가장 평범한 날 prototype과 오늘 거리. 모든 타깃에 baseline feature. 위험: 낮음.,day_slicing|subject_deviation|motif_retrieval,day_slicing,day_state_features,medium,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
gpt,93,gpt_093_rare_day_detector_test_day가_train_label_day_mani,domain_gpt_093,Rare day detector**: test day가 train label day manifold 밖인지 표시. Public shift 방어. 위험: 낮음.,day_slicing,day_slicing,day_state_features,high,hold_until_stress_test,gated,experiments/domain_idea_bank/stress_test_queue.json,nested_oof_before_label_use
gpt,94,gpt_094_motif_transition_over_week_하루_cluster가_최근_7일_동안_,domain_gpt_094,Motif transition over week**: 하루 cluster가 최근 7일 동안 어떻게 변했는지 sequence로 표현. Q2/Q3에 유리. 위험: 중간.,rolling_memory|episode|motif_retrieval|token_ssl|target_view,rolling_memory,past_context_features,medium,encoder_pretrain_later,queued_encoder_ssl,artifacts/domain_encoder_tokens_v1.npz,ssl_reconstruction_and_drift
gpt,95,gpt_095_counterfactual_nearest_day_오늘과_비슷하지만_수면_결과가_다른_날,domain_gpt_095,"Counterfactual nearest day**: 오늘과 비슷하지만 수면 결과가 다른 날을 찾아 차이 feature 생성. 해석력 좋음. 위험: 높음, 라벨 수 적음.",day_slicing,day_slicing,day_state_features,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
gpt,96,gpt_096_episode_token_sequence_하루를_고정_bin이_아니라_sleep_can,domain_gpt_096,"Episode token sequence**: 하루를 고정 bin이 아니라 `sleep_candidate`, `home_stay`, `commute`, `phone_burst`, `missing_block` token sequence로 변환. 위험: 낮음.",day_slicing|episode|missingness|cross_modal|token_ssl,day_slicing,day_state_features,medium,encoder_pretrain_later,queued_encoder_ssl,artifacts/domain_encoder_tokens_v1.npz,ssl_reconstruction_and_drift
gpt,97,gpt_097_time_gap_token_episode_사이_간격을_token으로_넣어_event_s,domain_gpt_097,Time-gap token**: episode 사이 간격을 token으로 넣어 event sequence 모델이 리듬을 학습하게 함. 위험: 낮음.,episode|token_ssl,episode,token_episode_features,low,encoder_pretrain_later,queued_encoder_ssl,artifacts/domain_encoder_tokens_v1.npz,ssl_reconstruction_and_drift
gpt,98,gpt_098_deviation_token_raw_token_dual_stream_raw_behavi,domain_gpt_098,Deviation token + raw token dual stream**: raw behavior token과 subject-normalized deviation token을 둘 다 입력. 위험: 낮음.,subject_deviation|token_ssl,subject_deviation,subject_relative_features,low,encoder_pretrain_later,queued_encoder_ssl,artifacts/domain_encoder_tokens_v1.npz,ssl_reconstruction_and_drift
gpt,99,gpt_099_modality_token_gps_phone_activity_sleep_missingn,domain_gpt_099,Modality token**: GPS/phone/activity/sleep/missingness의 source embedding을 넣어 Transformer가 modal별 신뢰도를 학습. 위험: 낮음.,day_slicing|episode|missingness|cross_modal|token_ssl,day_slicing,day_state_features,medium,encoder_pretrain_later,queued_encoder_ssl,artifacts/domain_encoder_tokens_v1.npz,ssl_reconstruction_and_drift
gpt,100,gpt_100_self_supervised_day_caption_하루를_late_bed_high_ev,domain_gpt_100,"Self-supervised day caption**: 하루를 “late-bed, high-evening-phone, fragmented-night, low-morning-activity” 같은 pseudo-caption으로 변환하고 decoder가 caption을 복원하게 함. 위험: 낮음.",day_slicing|episode|cross_modal,day_slicing,day_state_features,high,hold_until_stress_test,gated,experiments/domain_idea_bank/stress_test_queue.json,nested_oof_before_label_use
gpt,28,gpt_028_일보다_7일이_좋으면_장기_baseline보다_acute_deviation이_중요하고_,domain_gpt_028,"일보다 7일이 좋으면 장기 baseline보다 acute deviation이 중요하고, 반대면 개인 루틴 안정성이 중요합니다.",subject_deviation|rolling_memory,subject_deviation,subject_relative_features,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
gpt,1,gpt_001_sleep_anchored_slicing,domain_gpt_001,sleep-anchored slicing,day_slicing,day_slicing,day_state_features,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
gpt,2,gpt_002_subject_residual_percentile,domain_gpt_002,subject residual / percentile,subject_deviation,subject_deviation,subject_relative_features,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
gpt,3,gpt_003_cross_modal_sleep_episode,domain_gpt_003,cross-modal sleep episode,day_slicing|episode|cross_modal,day_slicing,day_state_features,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
gpt,4,gpt_004_recent_debt_features,domain_gpt_004,recent debt features,rolling_memory,rolling_memory,past_context_features,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
gpt,5,gpt_005_episode_token_ssl,domain_gpt_005,episode-token SSL,episode|token_ssl,episode,token_episode_features,low,encoder_pretrain_later,queued_encoder_ssl,artifacts/domain_encoder_tokens_v1.npz,ssl_reconstruction_and_drift
claude,1,claude_001_유효_표본은_450이_아니라_10이다_subject가_10명뿐이라_subject_단위로,domain_claude_001,"유효 표본은 450이 아니라 ~10이다.** subject가 10명뿐이라 subject 단위로 보면 사실상 LOSO 10-fold가 한계고, subject별 신호는 거의 다 암기된다. 진짜 제약은 날짜가 아니라 subject 수.",subject_deviation,subject_deviation,subject_relative_features,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
claude,2,claude_002_라벨이_상대값_내_평소_대비_이라_절대_피처는_노이즈다_절대_활동량_수면시간이_아니라_,domain_claude_002,"라벨이 상대값(""내 평소 대비"")이라 절대 피처는 노이즈다.** 절대 활동량/수면시간이 아니라 *그 사람 baseline 대비 deviation*을 넣어야 하고, baseline은 반드시 unlabeled 날들로 만들어야 한다.",subject_deviation,subject_deviation,subject_relative_features,high,hold_until_stress_test,gated,experiments/domain_idea_bank/stress_test_queue.json,nested_oof_before_label_use
claude,3,claude_003_oof_lb는_십중팔구_cv_설계_오류다_random_kfold는_같은_subject_,domain_claude_003,OOF≠LB는 십중팔구 CV 설계 오류다.** random KFold는 같은 subject·인접 날짜가 train/valid에 섞여 누수가 난다. LOSO + 시간순 인과 split이 아니면 OOF는 의미가 없다.,subject_deviation,subject_deviation,subject_relative_features,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
claude,4,claude_004_target_mean_shift_panel_drift는_시간_누수와_base_rate_,domain_claude_004,"target mean shift / panel drift는 시간 누수와 base-rate 이동 두 갈래다.** test 날짜가 후반부에 몰려 base rate가 다르고, day-index를 안 넣으면 모델이 이걸 못 흡수한다. threshold·캘리브레이션이 시간에 따라 깨진다.",day_slicing|target_view,day_slicing,day_state_features,high,hold_until_stress_test,gated,experiments/domain_idea_bank/stress_test_queue.json,nested_oof_before_label_use
claude,5,claude_005_진짜_레버는_unlabeled_데이터다_450행_위에_피처_100개_얹는_건_과적합_직,domain_claude_005,"진짜 레버는 unlabeled 데이터다.** 450행 위에 피처 100개 얹는 건 과적합 직행이고, SSL pretrain + per-subject baseline으로 unlabeled를 흡수하는 게 유일하게 generalization을 늘리는 길이다.",subject_deviation|token_ssl,subject_deviation,subject_relative_features,high,hold_until_stress_test,gated,experiments/domain_idea_bank/stress_test_queue.json,nested_oof_before_label_use
claude,1,claude_001_자정_기준_폐기_기상시각_다음_기상시각_wake_to_wake_을_한_하루_로_라벨이_,domain_claude_001,"자정 기준 폐기 → **기상시각~다음 기상시각(wake-to-wake)**을 한 ""하루""로. 라벨이 수면을 끼고 평가되면 이게 자연 단위다.",day_slicing|episode,day_slicing,day_state_features,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
claude,2,claude_002_수면_onset_다음_onset_sleep_to_sleep_윈도우_s_타겟은_어젯밤_잠,domain_claude_002,"수면 onset~다음 onset(sleep-to-sleep)** 윈도우. S 타겟은 ""어젯밤 잠""이 핵심이라 잠 episode가 윈도우 경계가 돼야 한다.",day_slicing|episode,day_slicing,day_state_features,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
claude,3,claude_003_설문_응답_시각을_윈도우의_끝으로_고정_응답_이후_데이터는_절대_피처에_넣지_않음_미래,domain_claude_003,설문 응답 시각을 윈도우의 끝으로 고정** → 응답 이후 데이터는 절대 피처에 넣지 않음 (미래 누수 차단).,misc_domain,misc_domain,manual_review,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
claude,4,claude_004_타겟별_causal_cutoff_분리_s는_취침_직전까지_q는_설문시각까지만_동일_윈도,domain_claude_004,"타겟별 causal cutoff 분리**: S는 취침 직전까지, Q는 설문시각까지만. 동일 윈도우를 쓰면 한쪽은 누수, 한쪽은 정보손실.",day_slicing|missingness,day_slicing,day_state_features,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
claude,5,claude_005_circadian_시계로_리샘플_벽시계_대신_그_사람_습관적_midsleep을_0점으로,domain_claude_005,circadian 시계로 리샘플**: 벽시계 대신 그 사람 습관적 midsleep을 0점으로 시간축 정렬 → 야간근무/올빼미형 보정.,day_slicing,day_slicing,day_state_features,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
claude,6,claude_006_활동_day_첫_움직임_마지막_움직임_깨어있는_구간만_잘라_주간_피처_계산,domain_claude_006,"""활동 day"" = 첫 움직임~마지막 움직임. 깨어있는 구간만 잘라 주간 피처 계산.",day_slicing,day_slicing,day_state_features,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
claude,7,claude_007_첫_폰_unlock_마지막_폰_lock_디지털_각성_구간_수면센서_결측_시_수면_경계_,domain_claude_007,"첫 폰 unlock ~ 마지막 폰 lock = ""디지털 각성 구간"". 수면센서 결측 시 수면 경계 대체값.",misc_domain,misc_domain,manual_review,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
claude,8,claude_008_하루를_4국면_이른아침_오전_오후_저녁밤_으로_자르되_경계를_고정시각이_아니라_그_사람,domain_claude_008,하루를 4국면(이른아침/오전/오후/저녁밤)으로 자르되 경계를 고정시각이 아니라 그 사람 루틴 변곡점(출근/귀가 추정시각)으로.,misc_domain,misc_domain,manual_review,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
claude,9,claude_009_commute_episode_기준_분할_출근전_근무_퇴근후_commute_유무_자체가_,domain_claude_009,commute episode 기준 분할**: 출근전/근무/퇴근후. commute 유무 자체가 평일/휴일·재택 신호.,episode,episode,token_episode_features,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
claude,10,claude_010_마지막_밤_을_today와_분리해_별도_객체로_토큰화_today_라벨이_어젯밤_수면에_,domain_claude_010,"""마지막 밤""을 today와 분리해 별도 객체로 토큰화. today 라벨이 어젯밤 수면에 의존하니까.",day_slicing,day_slicing,day_state_features,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
claude,11,claude_011_고정_bin이_아니라_change_point_detection_으로_가변_분할_epis,domain_claude_011,고정 bin이 아니라 **change-point detection**으로 가변 분할 → episode 경계를 데이터가 정하게.,episode,episode,token_episode_features,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
claude,12,claude_012_주간_위상_요일을_원형_인코딩하되_이_사람의_주중_주말_경계가_실제로_어디인지_재택_교,domain_claude_012,"주간 위상: 요일을 원형 인코딩하되 ""이 사람의 주중/주말 경계가 실제로 어디인지""(재택·교대)를 학습된 경계로.",misc_domain,misc_domain,manual_review,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
claude,13,claude_013_subject별_ecdf_변환_모든_피처를_그_사람_과거_분포의_percentile로_,domain_claude_013,"subject별 ECDF 변환**: 모든 피처를 그 사람 과거 분포의 percentile로. 라벨이 ""평소 대비""라 percentile이 라벨 정의와 직결.",subject_deviation,subject_deviation,subject_relative_features,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
claude,14,claude_014_subject별_분포를_공통_reference로_quantile_mapping_스케일_,domain_claude_014,"subject별 분포를 공통 reference로 **quantile mapping** → 스케일 통일, distribution shift 직접 완화.",subject_deviation,subject_deviation,subject_relative_features,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
claude,15,claude_015_subject_prototype_day_labeled_unlabeled_전부의_medi,domain_claude_015,subject prototype day**: labeled+unlabeled 전부의 median trajectory. today와의 잔차가 deviation 피처.,day_slicing|subject_deviation|motif_retrieval,day_slicing,day_state_features,high,hold_until_stress_test,gated,experiments/domain_idea_bank/stress_test_queue.json,nested_oof_before_label_use
claude,16,claude_016_dtw_barycenter_로_시간왜곡_보정한_prototype_만들고_today의_d,domain_claude_016,DTW barycenter**로 시간왜곡 보정한 prototype 만들고 today의 DTW 거리.,day_slicing|motif_retrieval,day_slicing,day_state_features,medium,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
claude,17,claude_017_잔차_day_day_of_week_최근추세로_기대_day를_회귀_residual_오늘이,domain_claude_017,"잔차 day**: day-of-week+최근추세로 기대 day를 회귀 → residual = ""오늘이 평소와 얼마나 다른가"".",day_slicing,day_slicing,day_state_features,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
claude,18,claude_018_subject별_행동_prior_만들고_today의_surprisal_log_likel,domain_claude_018,subject별 행동 prior 만들고 today의 surprisal(−log likelihood)**. 텍스트 density의 per-token surprisal 발상을 하루 단위로.,day_slicing|subject_deviation|token_ssl,day_slicing,day_state_features,low,encoder_pretrain_later,queued_encoder_ssl,artifacts/domain_encoder_tokens_v1.npz,ssl_reconstruction_and_drift
claude,19,claude_019_subject별_episode_전이_markov_모델_today_시퀀스의_perplex,domain_claude_019,subject별 episode 전이 Markov 모델 → today 시퀀스의 perplexity** = 하루의 의외성.,day_slicing|subject_deviation|episode,day_slicing,day_state_features,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
claude,20,claude_020_평균이_아니라_분산구조로_subject_표현_루틴_경직형_vs_혼돈형_같은_deviat,domain_claude_020,평균이 아니라 **분산구조로 subject 표현**: 루틴 경직형 vs 혼돈형 → 같은 deviation도 의미가 다르다.,subject_deviation,subject_deviation,subject_relative_features,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
claude,21,claude_021_z_score_대신_robust_z_중앙값_mad_이상치_많은_라이프로그에_안전,domain_claude_021,z-score 대신 **robust z(중앙값/MAD)** → 이상치 많은 라이프로그에 안전.,subject_deviation,subject_deviation,subject_relative_features,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
claude,22,claude_022_오늘_내_어떤_과거_날과_가장_닮았나_의_self_similarity_rank,domain_claude_022,"""오늘 = 내 어떤 과거 날과 가장 닮았나""의 self-similarity rank.",motif_retrieval,motif_retrieval,unsupervised_state_diagnostics,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
claude,23,claude_023_baseline을_단일_스칼라가_아니라_시간대별_곡선_으로_아침_baseline_밤_b,domain_claude_023,"baseline을 단일 스칼라가 아니라 **시간대별 곡선**으로(아침 baseline, 밤 baseline 따로).",subject_deviation,subject_deviation,subject_relative_features,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
claude,24,claude_024_deviation의_방향_부호_과_크기를_분리_채널_로_평소보다_많다_적다_와_얼마나_,domain_claude_024,"deviation의 **방향(부호)과 크기를 분리 채널**로: ""평소보다 많다/적다""와 ""얼마나""를 따로.",subject_deviation,subject_deviation,subject_relative_features,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
claude,25,claude_025_subject별_정상영역을_one_class로_학습_today가_그_영역_밖인_정도_a,domain_claude_025,subject별 정상영역을 one-class로 학습 → today가 그 영역 밖인 정도 = anomaly score.,day_slicing|subject_deviation,day_slicing,day_state_features,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
claude,26,claude_026_최근_7_14_28일_rolling_baseline_대비_today_deviation을,domain_claude_026,최근 7/14/28일 rolling baseline 대비 today deviation을 윈도우별로.,day_slicing|subject_deviation|rolling_memory,day_slicing,day_state_features,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
claude,27,claude_027_sleep_debt_최근_7일_수면시간_누적_부족분,domain_claude_027,sleep debt**: 최근 7일 수면시간 누적 부족분.,day_slicing|rolling_memory,day_slicing,day_state_features,low,domain_state_v1,ready,artifacts/domain_state_features_v1.parquet,feature_schema_and_unsupervised_diagnostics
