app_name,app_sem_proto,app_sem_proto_dist,app_sem_k8,app_sem_k16,app_sem_k32
카카오페이지,social_chat,0.8018502657141593,4,3,23
카카오헤어샵,social_chat,0.7589263263422859,4,3,23
카트라이더 러쉬플러스,finance_shopping,0.8949509855367841,0,9,8
캐시워크,study_work_productivity,0.8458112852385118,3,7,9
캐치테이블,study_work_productivity,0.7767661436469806,3,7,9
캘린더,finance_shopping,0.9736851164323264,1,6,17
캠핏,video_music_entertainment,0.8484348180081753,7,14,19
컬리,phone_system,0.8938413639778063,2,8,27
컬쳐랜드,phone_system,0.9432079687957046,3,0,15
컴포즈커피,social_chat,0.7082031613657258,0,9,2
케이뱅크,study_work_productivity,0.880561040075498,3,7,9
코레일톡,social_chat,0.41446290009812303,2,10,14
쿠우쿠우,study_work_productivity,0.8650055066344954,7,14,19
쿠쿠통합몰,study_work_productivity,0.848969140188125,7,14,19
쿠팡,video_music_entertainment,0.8200806606818225,7,14,19
쿠팡이츠,video_music_entertainment,0.8074726525626894,7,14,19
쿠팡플레이,study_work_productivity,0.8625830779878595,7,14,19
퀘이사존,video_music_entertainment,0.9859406836783685,1,2,26
퀸잇,finance_shopping,0.8951746767746985,2,10,2
크몽,transport_map,0.768482012817931,1,8,16
클래시 로얄,video_music_entertainment,0.8621539070383726,0,6,2
클래시오브클랜,video_music_entertainment,0.8876819004801592,0,6,2
키 체인,finance_shopping,0.8362609858860109,0,6,17
키즈노트,study_work_productivity,0.8844879906934123,5,11,20
타임스프레드,video_music_entertainment,0.9514648093993644,0,0,15
텔레그램,social_chat,0.7891456785451385,0,4,1
토스,finance_shopping,0.6473131690424625,0,9,8
토이저러스몰,finance_shopping,0.8712338667300261,0,9,8
통역,phone_system,0.5963791922457929,0,6,22
통화,phone_system,0.5216472911299952,0,6,22
통화 설정,phone_system,0.7092431658395644,0,2,22
투썸하트,health_fitness,0.9245120603744434,5,11,20
트라이브,finance_shopping,0.8916304211761181,0,9,8
티머니go,social_chat,0.8927915647049723,0,10,26
티몬,social_chat,0.9198984393408153,0,10,26
티웨이항공,health_fitness,0.8993522407691685,3,10,26
팁,finance_shopping,0.8346644855776,2,10,31
파인더,transport_map,0.9401241267564862,1,2,25
파일,transport_map,0.9419599142244001,1,2,25
파킹벨,transport_map,0.9289538472913847,1,2,25
패키지 설치 프로그램,social_chat,0.8609810617996067,0,10,26
퍼그샵,study_work_productivity,0.8023783241535999,3,7,9
페이북/isp,health_fitness,0.6948229992164539,1,10,16
펫봄,social_chat,0.8428896037030381,0,6,2
펫프렌즈,finance_shopping,0.9310361402589951,0,6,2
펫피,social_chat,0.8191494152932188,0,6,2
편한가계부,browser_search_news,0.9455461518619445,1,2,0
포스티,study_work_productivity,0.8942046142987614,2,6,17
포인핸드,video_music_entertainment,0.9024582179211278,2,6,17
포켓cu,video_music_entertainment,0.8418823947624,2,6,17
포토,study_work_productivity,0.91619766732646,2,6,17
포토 에디터,study_work_productivity,0.9026720045785717,2,6,17
폴pay,finance_shopping,0.3301976316137063,1,13,24
퓨처파이트,health_fitness,0.9154015790564587,5,11,20
프레젠테이션,social_chat,0.742395122222977,0,7,2
프렌즈팝콘,social_chat,0.9115991302174046,0,6,2
플라잉 홈,phone_system,0.6858689693812215,7,9,8
플러스팟,finance_shopping,0.937066704707068,0,9,8
피카플레이,study_work_productivity,0.8633801721822557,7,14,19
픽셀 포켓 모험,browser_search_news,0.8961036690644628,2,6,17
핀크,study_work_productivity,0.836914571857081,3,7,9
필웨이,phone_system,0.9154302630081191,7,14,19
하나머니,video_music_entertainment,0.8524111523316891,3,0,15
하나은행,video_music_entertainment,0.8353752768666722,3,0,15
하나카드,video_music_entertainment,0.9000190609937477,3,0,15
하이버,video_music_entertainment,0.9505015795340913,2,15,29
하프클럽,video_music_entertainment,0.841799768193739,3,0,15
한국투자,health_fitness,0.9100906838000279,1,10,26
한전on,transport_map,0.532091891073193,1,10,21
한컴오피스 viewer,browser_search_news,0.5841783176847468,1,2,4
한화손해보험,health_fitness,0.9223864210912023,5,11,20
합격 요양보호사,finance_shopping,0.8290850141378208,7,14,13
핫핑,social_chat,0.9510532605955099,3,0,6
헤이홈,phone_system,0.7772723745264445,7,9,8
헬로모바일 고객센터,social_chat,0.9884574580809388,2,12,11
현대카드,video_music_entertainment,0.9402343862167917,3,0,15
현대홈쇼핑,phone_system,0.9600749468310937,3,0,6
홈&쇼핑,phone_system,0.9209843995327905,3,0,6
홈노크타운,phone_system,0.7832077989996605,7,9,8
홈플러스,finance_shopping,0.9107988375307832,0,9,8
회사 포털,finance_shopping,0.85167197430131,2,6,17
후스콜,video_music_entertainment,0.7825765433253823,3,0,13
후후,video_music_entertainment,0.8280869268414008,3,0,13
휴대폰분실보호,health_fitness,0.8181049108181491,7,14,13
흥국화재,health_fitness,0.923385806873675,5,11,20
히어로즈,transport_map,0.9537365659982732,7,14,1
