app_name,hf_proto,hf_proto_dist,hf_k8,hf_k16,hf_k32,hf_k48
조용한 카메라,phone_system,0.6302086778686504,2,10,22,18
종속 포털 로그인,social_chat,0.6519474137414564,1,2,25,19
주변 디바이스 찾기,social_chat,0.6639761188466915,3,0,1,3
지그재그,social_chat,0.6190215965322328,3,0,1,1
지니뮤직,social_chat,0.6989453571774125,5,11,9,3
지도,transport_map,0.498274849026475,2,9,7,42
직방,study_work_productivity,0.8290833872126884,2,1,11,17
청약home,health_fitness,0.8909883165067803,2,4,4,31
추천 설정,health_fitness,0.719258263328902,1,15,23,20
추천 앱,study_work_productivity,0.6749431280393298,1,15,23,20
출입예약시스템,transport_map,0.5911311972659605,6,13,14,19
카메라,phone_system,0.5720753419090168,2,10,22,18
카카오 t,social_chat,0.660306594072221,3,7,31,23
카카오골프예약,transport_map,0.7155810982635684,6,7,31,23
카카오내비,social_chat,0.655633648601049,3,0,1,23
카카오맵,social_chat,0.7257557208842634,3,7,31,23
카카오뱅크,social_chat,0.6785810521322825,3,7,31,23
카카오버스,transport_map,0.7765477501003022,5,7,31,23
카카오스토리,social_chat,0.7809338967619686,5,7,9,23
카카오웹툰,social_chat,0.6787156819313519,3,7,31,23
카카오톡,social_chat,0.7662767771325866,3,7,31,23
카카오페이,social_chat,0.7731138408600966,3,7,31,23
카카오페이지,social_chat,0.6562416010463592,3,7,31,23
카카오헤어샵,social_chat,0.6422145867020472,3,0,1,9
카트라이더 러쉬플러스,social_chat,0.5907470516932378,3,0,1,9
캐시워크,social_chat,0.7510932005298613,5,11,9,38
캐치테이블,social_chat,0.7896667596015635,5,11,9,38
캘린더,social_chat,0.6149438194520027,3,0,1,1
캠핏,social_chat,0.5817504147781487,3,0,1,9
컬리,social_chat,0.6386941017945865,3,0,1,1
컬쳐랜드,social_chat,0.6799247266667781,3,0,1,3
컴포즈커피,social_chat,0.6392908617484491,3,0,1,3
케이뱅크,social_chat,0.6272963177964344,3,0,1,9
코레일톡,social_chat,0.6694200318762974,3,0,1,3
쿠우쿠우,social_chat,0.6692864783651479,3,7,31,23
쿠쿠통합몰,social_chat,0.6482175550732951,3,0,1,9
쿠팡,social_chat,0.6999503463961687,5,11,9,38
쿠팡이츠,social_chat,0.6785930788045638,3,0,1,1
쿠팡플레이,social_chat,0.6868984540903453,3,0,1,3
퀘이사존,social_chat,0.6236658709195014,3,0,1,3
퀸잇,social_chat,0.6809670045825266,3,0,1,1
크몽,social_chat,0.711207880955259,5,11,9,3
클래시 로얄,social_chat,0.6122616030053127,3,0,1,9
클래시오브클랜,social_chat,0.6045785433649921,3,0,1,9
키 체인,social_chat,0.7124210427595836,7,6,25,22
키즈노트,social_chat,0.6151651782171565,3,0,1,3
타임스프레드,social_chat,0.6903612601881934,3,0,1,3
텔레그램,video_music_entertainment,0.7479703998474333,2,10,21,18
토스,social_chat,0.7433994232075056,5,11,5,46
토이저러스몰,social_chat,0.6238492669325275,3,0,1,9
통역,social_chat,0.6685878733793855,5,11,9,3
통화,social_chat,0.653016117308547,4,14,13,11
통화 설정,phone_system,0.5769745027830822,4,14,13,11
투썸하트,social_chat,0.6762025957296557,3,0,9,3
트라이브,social_chat,0.7226435075795692,2,1,11,8
티머니go,social_chat,0.7436213510717555,5,11,9,38
티몬,social_chat,0.7418341310787404,5,11,9,46
티웨이항공,social_chat,0.6724682443481164,3,0,1,9
팁,health_fitness,0.7900967345748406,5,11,5,46
파인더,social_chat,0.6408661511815668,3,0,1,1
파일,study_work_productivity,0.8453908368135982,2,1,11,8
파킹벨,social_chat,0.7231848810896326,5,11,9,46
패키지 설치 프로그램,video_music_entertainment,0.7668380866473536,1,15,23,28
퍼그샵,social_chat,0.6934554481668483,3,0,1,3
페이북/isp,social_chat,0.5948203285040533,5,12,9,17
펫봄,social_chat,0.6782604053979212,3,0,1,1
펫프렌즈,social_chat,0.6090256663499453,3,0,1,1
펫피,social_chat,0.6246122782111581,3,0,1,1
편한가계부,social_chat,0.7606829871958627,5,11,5,46
포스티,social_chat,0.7668910775328325,5,11,9,46
포인핸드,social_chat,0.7252377142621118,5,11,9,3
포켓cu,social_chat,0.7257114148096684,5,11,5,46
포토,phone_system,0.7575489338680108,2,10,22,18
포토 에디터,phone_system,0.665930031584238,2,10,22,18
폴pay,social_chat,0.8185655422043066,5,11,9,38
퓨처파이트,social_chat,0.6922244428412886,5,11,9,46
프레젠테이션,study_work_productivity,0.7684358907224849,5,12,11,17
프렌즈팝콘,social_chat,0.6845716163626421,3,11,15,3
플라잉 홈,social_chat,0.7492307701913832,5,11,1,3
플러스팟,social_chat,0.6380517775742656,5,11,9,3
피카플레이,social_chat,0.7545302159285576,5,11,9,46
픽셀 포켓 모험,transport_map,0.6931010808391336,7,10,22,18
핀크,social_chat,0.6939230291055902,5,11,5,46
필웨이,social_chat,0.6579327322939387,3,0,1,1
하나머니,social_chat,0.7701022314731891,5,11,5,46
하나은행,finance_shopping,0.5740444459398139,6,13,28,5
하나카드,finance_shopping,0.681165377323666,6,13,8,32
하이버,social_chat,0.8255338263661167,5,11,9,38
하프클럽,social_chat,0.7490492868705844,5,11,5,38
한국투자,finance_shopping,0.8122153336145391,6,13,28,5
한전on,social_chat,0.7914309881776962,5,11,5,46
한컴오피스 viewer,browser_search_news,0.7182694971696721,2,10,14,18
한화손해보험,social_chat,0.8244886778963363,6,12,17,12
합격 요양보호사,social_chat,0.816668280877367,5,12,9,17
핫핑,social_chat,0.7559055347613051,5,11,5,46
헤이홈,social_chat,0.6809552609131648,3,0,1,1
헬로모바일 고객센터,social_chat,0.5925649523695979,3,0,1,9
현대카드,finance_shopping,0.6211174955496231,6,13,8,32
현대홈쇼핑,study_work_productivity,0.7908235938289676,7,12,10,30
홈&쇼핑,study_work_productivity,0.8318235250870143,7,4,4,31
홈노크타운,transport_map,0.6952049109655792,7,9,10,38
홈플러스,social_chat,0.7484240513212039,6,4,4,31
회사 포털,study_work_productivity,0.754068626938274,1,15,28,5
후스콜,social_chat,0.7313721564969846,5,11,5,46
후후,social_chat,0.7771097319505487,5,11,5,46
휴대폰분실보호,phone_system,0.5761852500972536,4,2,13,7
흥국화재,social_chat,0.7085363049800475,3,0,1,3
히어로즈,social_chat,0.66382844075042,3,0,1,1
