row,past_mean_Q1,future_mean_Q1,drift_Q1,drift_up_Q1,drift_down_Q1,drift_changed_Q1,past_mean_Q2,future_mean_Q2,drift_Q2,drift_up_Q2,drift_down_Q2,drift_changed_Q2,past_mean_Q3,future_mean_Q3,drift_Q3,drift_up_Q3,drift_down_Q3,drift_changed_Q3,past_mean_S1,future_mean_S1,drift_S1,drift_up_S1,drift_down_S1,drift_changed_S1,past_mean_S2,future_mean_S2,drift_S2,drift_up_S2,drift_down_S2,drift_changed_S2,past_mean_S3,future_mean_S3,drift_S3,drift_up_S3,drift_down_S3,drift_changed_S3,past_mean_S4,future_mean_S4,drift_S4,drift_up_S4,drift_down_S4,drift_changed_S4,drift_subjective_recovery,recovery_up_subjective,intervention_relief_Q2,intervention_worsening_Q2,quality_rise_Q3,objective_stage_shift,valid_drift_row
66,0.75,0.75,0.0,0.0,0.0,0.0,0.75,1.0,0.25,1.0,0.0,1.0,1.0,0.75,-0.25,0.0,1.0,1.0,1.0,0.75,-0.25,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.75,0.25,1.0,0.0,1.0,-0.5,0.0,0.0,1.0,0.0,1.0,True
67,0.5,0.75,0.25,1.0,0.0,1.0,0.75,1.0,0.25,1.0,0.0,1.0,1.0,0.75,-0.25,0.0,1.0,1.0,1.0,0.75,-0.25,0.0,1.0,1.0,0.75,1.0,0.25,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.75,0.25,1.0,0.0,1.0,-0.25,0.0,0.0,1.0,0.0,1.0,True
68,0.5,0.75,0.25,1.0,0.0,1.0,0.75,1.0,0.25,1.0,0.0,1.0,1.0,0.75,-0.25,0.0,1.0,1.0,1.0,0.75,-0.25,0.0,1.0,1.0,0.75,1.0,0.25,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.75,0.25,1.0,0.0,1.0,-0.25,0.0,0.0,1.0,0.0,1.0,True
69,0.5,0.5,0.0,0.0,0.0,0.0,0.75,1.0,0.25,1.0,0.0,1.0,1.0,0.5,-0.5,0.0,1.0,1.0,1.0,0.75,-0.25,0.0,1.0,1.0,0.75,1.0,0.25,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.75,0.5,-0.25,0.0,1.0,1.0,-0.75,0.0,0.0,1.0,0.0,1.0,True
70,0.75,0.75,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.75,-0.25,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.75,1.0,0.25,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.75,0.75,0.0,0.0,0.0,0.0,-0.25,0.0,0.0,0.0,0.0,1.0,True
71,0.75,0.5,-0.25,0.0,1.0,1.0,1.0,0.75,-0.25,0.0,1.0,1.0,0.75,0.75,0.0,0.0,0.0,0.0,0.75,0.75,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.75,0.75,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,True
72,0.75,0.5,-0.25,0.0,1.0,1.0,1.0,0.5,-0.5,0.0,1.0,1.0,0.75,0.75,0.0,0.0,0.0,0.0,0.75,0.75,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.75,0.75,0.0,0.0,0.0,0.0,0.25,1.0,1.0,0.0,0.0,0.0,True
73,0.75,0.5,-0.25,0.0,1.0,1.0,1.0,0.25,-0.75,0.0,1.0,1.0,0.75,1.0,0.25,1.0,0.0,1.0,0.75,0.75,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.75,0.75,0.0,0.0,0.0,0.0,0.75,1.0,1.0,0.0,1.0,0.0,True
74,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.25,-0.75,0.0,1.0,1.0,0.5,1.0,0.5,1.0,0.0,1.0,0.75,0.75,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.25,1.0,1.0,0.0,1.0,0.0,True
75,0.75,0.75,0.0,0.0,0.0,0.0,1.0,0.5,-0.5,0.0,1.0,1.0,0.75,1.0,0.25,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.75,-0.25,0.0,1.0,1.0,0.75,0.5,-0.25,0.0,1.0,1.0,0.75,1.0,1.0,0.0,1.0,1.0,True
76,0.5,0.75,0.25,1.0,0.0,1.0,0.75,0.75,0.0,0.0,0.0,0.0,0.75,1.0,0.25,1.0,0.0,1.0,0.75,1.0,0.25,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,-0.5,0.0,1.0,1.0,0.75,0.5,-0.25,0.0,1.0,1.0,0.5,1.0,0.0,0.0,1.0,1.0,True
77,0.5,1.0,0.5,1.0,0.0,1.0,0.5,1.0,0.5,1.0,0.0,1.0,0.75,1.0,0.25,1.0,0.0,1.0,0.75,1.0,0.25,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,-0.5,0.0,1.0,1.0,0.75,0.75,0.0,0.0,0.0,0.0,0.25,1.0,0.0,1.0,1.0,1.0,True
78,0.5,1.0,0.5,1.0,0.0,1.0,0.25,1.0,0.75,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.75,1.0,0.25,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,-0.5,0.0,1.0,1.0,0.75,1.0,0.25,1.0,0.0,1.0,-0.25,0.0,0.0,1.0,0.0,1.0,True
79,0.5,0.75,0.25,1.0,0.0,1.0,0.25,1.0,0.75,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.75,1.0,0.25,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.75,-0.25,0.0,1.0,1.0,0.5,1.0,0.5,1.0,0.0,1.0,-0.5,0.0,0.0,1.0,0.0,1.0,True
80,0.75,0.5,-0.25,0.0,1.0,1.0,0.5,1.0,0.5,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.75,1.0,0.25,1.0,0.0,1.0,0.5,1.0,0.5,1.0,0.0,1.0,-0.75,0.0,0.0,1.0,0.0,1.0,True
81,0.75,0.25,-0.5,0.0,1.0,1.0,0.75,0.75,0.0,0.0,0.0,0.0,1.0,0.75,-0.25,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,1.0,0.0,1.0,0.5,1.0,0.5,1.0,0.0,1.0,-0.75,0.0,0.0,0.0,0.0,1.0,True
82,1.0,0.0,-1.0,0.0,1.0,1.0,1.0,0.5,-0.5,0.0,1.0,1.0,1.0,0.5,-0.5,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.75,0.25,1.0,0.0,1.0,0.75,1.0,0.25,1.0,0.0,1.0,-1.0,0.0,1.0,0.0,0.0,1.0,True
83,1.0,0.25,-0.75,0.0,1.0,1.0,1.0,0.25,-0.75,0.0,1.0,1.0,1.0,0.25,-0.75,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.75,0.25,1.0,0.0,1.0,1.0,0.75,-0.25,0.0,1.0,1.0,-0.75,0.0,1.0,0.0,0.0,1.0,True
84,0.75,0.5,-0.25,0.0,1.0,1.0,1.0,0.25,-0.75,0.0,1.0,1.0,1.0,0.25,-0.75,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.75,0.75,0.0,0.0,0.0,0.0,1.0,0.5,-0.5,0.0,1.0,1.0,-0.25,0.0,1.0,0.0,0.0,1.0,True
85,0.5,0.6666666666666666,0.16666666666666663,1.0,0.0,1.0,1.0,0.3333333333333333,-0.6666666666666667,0.0,1.0,1.0,1.0,0.3333333333333333,-0.6666666666666667,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,-0.33333333333333337,0.0,1.0,1.0,1.0,0.3333333333333333,-0.6666666666666667,0.0,1.0,1.0,0.16666666666666663,1.0,1.0,0.0,0.0,1.0,True
86,0.25,1.0,0.75,1.0,0.0,1.0,0.75,0.5,-0.25,0.0,1.0,1.0,0.75,0.5,-0.25,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,1.0,1.0,0.75,1.0,1.0,0.0,0.0,1.0,True
87,0.0,,,0.0,0.0,0.0,0.5,,,0.0,0.0,0.0,0.5,,,0.0,0.0,0.0,1.0,,,0.0,0.0,0.0,1.0,,,0.0,0.0,0.0,0.75,,,0.0,0.0,0.0,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
88,0.25,,,0.0,0.0,0.0,0.25,,,0.0,0.0,0.0,0.25,,,0.0,0.0,0.0,1.0,,,0.0,0.0,0.0,1.0,,,0.0,0.0,0.0,0.75,,,0.0,0.0,0.0,0.75,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
89,,1.0,,0.0,0.0,0.0,,0.75,,0.0,0.0,0.0,,0.75,,0.0,0.0,0.0,,0.75,,0.0,0.0,0.0,,0.5,,0.0,0.0,0.0,,0.5,,0.0,0.0,0.0,,0.25,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
90,,0.75,,0.0,0.0,0.0,,1.0,,0.0,0.0,0.0,,1.0,,0.0,0.0,0.0,,0.5,,0.0,0.0,0.0,,0.5,,0.0,0.0,0.0,,0.5,,0.0,0.0,0.0,,0.25,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
91,0.5,0.75,0.25,1.0,0.0,1.0,0.0,0.75,0.75,1.0,0.0,1.0,0.0,0.75,0.75,1.0,0.0,1.0,1.0,0.75,-0.25,0.0,1.0,1.0,0.5,0.75,0.25,1.0,0.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.0,1.0,0.25,1.0,0.0,1.0,1.0,1.0,True
92,0.6666666666666666,0.75,0.08333333333333337,1.0,0.0,1.0,0.3333333333333333,0.75,0.4166666666666667,1.0,0.0,1.0,0.3333333333333333,0.75,0.4166666666666667,1.0,0.0,1.0,0.6666666666666666,0.75,0.08333333333333337,1.0,0.0,1.0,0.3333333333333333,0.5,0.16666666666666669,1.0,0.0,1.0,0.6666666666666666,0.5,-0.16666666666666663,0.0,1.0,1.0,0.0,0.5,0.5,1.0,0.0,1.0,0.08333333333333331,1.0,0.0,1.0,1.0,1.0,True
93,0.75,0.5,-0.25,0.0,1.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.75,0.25,1.0,0.0,1.0,0.75,0.75,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.25,0.25,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,True
94,1.0,0.5,-0.5,0.0,1.0,1.0,0.75,0.5,-0.25,0.0,1.0,1.0,0.75,0.75,0.0,0.0,0.0,0.0,0.75,1.0,0.25,1.0,0.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,-0.25,0.0,1.0,0.0,0.0,1.0,True
95,0.75,0.5,-0.25,0.0,1.0,1.0,1.0,0.5,-0.5,0.0,1.0,1.0,1.0,0.75,-0.25,0.0,1.0,1.0,0.5,0.75,0.25,1.0,0.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.25,0.0,-0.25,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,True
96,0.75,0.5,-0.25,0.0,1.0,1.0,0.75,0.5,-0.25,0.0,1.0,1.0,0.75,0.75,0.0,0.0,0.0,0.0,0.75,0.5,-0.25,0.0,1.0,1.0,0.75,0.5,-0.25,0.0,1.0,1.0,0.5,0.75,0.25,1.0,0.0,1.0,0.5,0.0,-0.5,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,True
97,0.75,0.75,0.0,0.0,0.0,0.0,0.75,0.75,0.0,0.0,0.0,0.0,0.75,0.75,0.0,0.0,0.0,0.0,0.75,0.5,-0.25,0.0,1.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.0,-0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,True
98,0.5,1.0,0.5,1.0,0.0,1.0,0.5,0.75,0.25,1.0,0.0,1.0,0.75,0.75,0.0,0.0,0.0,0.0,0.75,0.5,-0.25,0.0,1.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.25,0.0,-0.25,0.0,1.0,1.0,0.25,1.0,0.0,1.0,0.0,1.0,True
99,0.5,1.0,0.5,1.0,0.0,1.0,0.5,1.0,0.5,1.0,0.0,1.0,0.75,1.0,0.25,1.0,0.0,1.0,1.0,0.75,-0.25,0.0,1.0,1.0,0.5,0.25,-0.25,0.0,1.0,1.0,0.5,0.25,-0.25,0.0,1.0,1.0,0.25,0.0,-0.25,0.0,1.0,1.0,0.25,1.0,0.0,1.0,1.0,1.0,True
100,0.5,1.0,0.5,1.0,0.0,1.0,0.5,1.0,0.5,1.0,0.0,1.0,0.75,1.0,0.25,1.0,0.0,1.0,0.75,1.0,0.25,1.0,0.0,1.0,0.5,0.25,-0.25,0.0,1.0,1.0,0.5,0.0,-0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1.0,0.0,1.0,1.0,1.0,True
101,0.5,1.0,0.5,1.0,0.0,1.0,0.5,1.0,0.5,1.0,0.0,1.0,0.75,1.0,0.25,1.0,0.0,1.0,0.5,1.0,0.5,1.0,0.0,1.0,0.5,0.25,-0.25,0.0,1.0,1.0,0.75,0.0,-0.75,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1.0,0.0,1.0,1.0,1.0,True
102,0.75,1.0,0.25,1.0,0.0,1.0,0.75,1.0,0.25,1.0,0.0,1.0,0.75,1.0,0.25,1.0,0.0,1.0,0.5,1.0,0.5,1.0,0.0,1.0,0.5,0.25,-0.25,0.0,1.0,1.0,0.5,0.25,-0.25,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1.0,0.0,1.0,1.0,1.0,True
103,1.0,1.0,0.0,0.0,0.0,0.0,0.75,1.0,0.25,1.0,0.0,1.0,0.75,1.0,0.25,1.0,0.0,1.0,0.5,1.0,0.5,1.0,0.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.25,0.25,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,True
104,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.75,-0.25,0.0,1.0,1.0,1.0,0.75,-0.25,0.0,1.0,1.0,0.75,1.0,0.25,1.0,0.0,1.0,0.25,0.75,0.5,1.0,0.0,1.0,0.25,0.75,0.5,1.0,0.0,1.0,0.0,0.25,0.25,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,True
105,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.75,-0.25,0.0,1.0,1.0,1.0,0.75,-0.25,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.25,0.75,0.5,1.0,0.0,1.0,0.0,0.75,0.75,1.0,0.0,1.0,0.0,0.25,0.25,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,True
106,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.75,-0.25,0.0,1.0,1.0,1.0,0.75,-0.25,0.0,1.0,1.0,1.0,0.75,-0.25,0.0,1.0,1.0,0.25,0.75,0.5,1.0,0.0,1.0,0.0,0.75,0.75,1.0,0.0,1.0,0.0,0.25,0.25,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,True
107,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.75,-0.25,0.0,1.0,1.0,1.0,0.5,-0.5,0.0,1.0,1.0,1.0,0.75,-0.25,0.0,1.0,1.0,0.25,0.5,0.25,1.0,0.0,1.0,0.25,0.75,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,1.0,0.0,0.0,1.0,True
108,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.75,-0.25,0.0,1.0,1.0,1.0,0.75,-0.25,0.0,1.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,-0.25,0.0,0.0,0.0,0.0,1.0,True
109,1.0,1.0,0.0,0.0,0.0,0.0,0.75,1.0,0.25,1.0,0.0,1.0,0.75,0.75,0.0,0.0,0.0,0.0,1.0,0.75,-0.25,0.0,1.0,1.0,0.75,0.5,-0.25,0.0,1.0,1.0,0.75,0.5,-0.25,0.0,1.0,1.0,0.25,0.25,0.0,0.0,0.0,0.0,-0.25,0.0,0.0,1.0,0.0,1.0,True
110,1.0,1.0,0.0,0.0,0.0,0.0,0.75,1.0,0.25,1.0,0.0,1.0,0.75,0.75,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.75,0.75,0.0,0.0,0.0,0.0,0.75,0.25,-0.5,0.0,1.0,1.0,0.25,0.25,0.0,0.0,0.0,0.0,-0.25,0.0,0.0,1.0,0.0,1.0,True
111,1.0,1.0,0.0,0.0,0.0,0.0,0.75,1.0,0.25,1.0,0.0,1.0,0.75,0.75,0.0,0.0,0.0,0.0,0.75,1.0,0.25,1.0,0.0,1.0,0.75,0.75,0.0,0.0,0.0,0.0,0.75,0.25,-0.5,0.0,1.0,1.0,0.25,0.25,0.0,0.0,0.0,0.0,-0.25,0.0,0.0,1.0,0.0,1.0,True
112,1.0,1.0,0.0,0.0,0.0,0.0,0.75,1.0,0.25,1.0,0.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.75,1.0,0.25,1.0,0.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.75,0.5,-0.25,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,0.0,1.0,0.0,1.0,True
113,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.75,0.25,-0.5,0.0,1.0,1.0,0.75,1.0,0.25,1.0,0.0,1.0,0.5,0.25,-0.25,0.0,1.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.25,0.0,-0.25,0.0,1.0,1.0,-0.5,0.0,0.0,0.0,0.0,1.0,True
114,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.75,0.25,-0.5,0.0,1.0,1.0,0.75,1.0,0.25,1.0,0.0,1.0,0.5,0.0,-0.5,0.0,1.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.25,0.0,-0.25,0.0,1.0,1.0,-0.5,0.0,0.0,0.0,0.0,1.0,True
115,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.75,0.5,-0.25,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.75,0.25,-0.5,0.0,1.0,1.0,0.25,0.5,0.25,1.0,0.0,1.0,0.25,0.0,-0.25,0.0,1.0,1.0,-0.25,0.0,0.0,0.0,0.0,1.0,True
116,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.75,0.75,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.75,0.5,-0.25,0.0,1.0,1.0,0.25,0.25,0.0,0.0,0.0,0.0,0.25,0.0,-0.25,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,True
117,1.0,0.75,-0.25,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,1.0,0.0,1.0,1.0,0.75,-0.25,0.0,1.0,1.0,0.5,0.75,0.25,1.0,0.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.25,0.25,1.0,0.0,1.0,0.25,1.0,0.0,0.0,1.0,1.0,True
118,1.0,0.6666666666666666,-0.33333333333333337,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.25,1.0,0.75,1.0,0.0,1.0,1.0,0.6666666666666666,-0.33333333333333337,0.0,1.0,1.0,0.25,1.0,0.75,1.0,0.0,1.0,0.5,0.6666666666666666,0.16666666666666663,1.0,0.0,1.0,0.0,0.3333333333333333,0.3333333333333333,1.0,0.0,1.0,0.41666666666666663,1.0,0.0,0.0,1.0,1.0,True
119,1.0,0.5,-0.5,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.25,1.0,0.75,1.0,0.0,1.0,1.0,0.5,-0.5,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.0,1.0,0.25,1.0,0.0,0.0,1.0,1.0,True
120,1.0,,,0.0,0.0,0.0,1.0,,,0.0,0.0,0.0,0.5,,,0.0,0.0,0.0,1.0,,,0.0,0.0,0.0,0.25,,,0.0,0.0,0.0,0.5,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
121,1.0,,,0.0,0.0,0.0,1.0,,,0.0,0.0,0.0,0.75,,,0.0,0.0,0.0,1.0,,,0.0,0.0,0.0,0.5,,,0.0,0.0,0.0,0.25,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
122,,1.0,,0.0,0.0,0.0,,0.5,,0.0,0.0,0.0,,0.5,,0.0,0.0,0.0,,0.75,,0.0,0.0,0.0,,0.75,,0.0,0.0,0.0,,0.75,,0.0,0.0,0.0,,0.5,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
123,,0.75,,0.0,0.0,0.0,,0.25,,0.0,0.0,0.0,,0.75,,0.0,0.0,0.0,,1.0,,0.0,0.0,0.0,,1.0,,0.0,0.0,0.0,,0.75,,0.0,0.0,0.0,,0.75,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
124,0.5,0.75,0.25,1.0,0.0,1.0,1.0,0.25,-0.75,0.0,1.0,1.0,0.5,0.75,0.25,1.0,0.0,1.0,0.5,1.0,0.5,1.0,0.0,1.0,0.5,1.0,0.5,1.0,0.0,1.0,1.0,0.75,-0.25,0.0,1.0,1.0,0.5,1.0,0.5,1.0,0.0,1.0,1.25,1.0,1.0,0.0,1.0,1.0,True
125,0.6666666666666666,0.75,0.08333333333333337,1.0,0.0,1.0,0.6666666666666666,0.0,-0.6666666666666666,0.0,1.0,1.0,0.6666666666666666,0.75,0.08333333333333337,1.0,0.0,1.0,0.6666666666666666,1.0,0.33333333333333337,1.0,0.0,1.0,0.6666666666666666,1.0,0.33333333333333337,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.6666666666666667,1.0,0.0,1.0,0.8333333333333334,1.0,1.0,0.0,1.0,1.0,True
126,0.75,0.75,0.0,0.0,0.0,0.0,0.75,0.0,-0.75,0.0,1.0,1.0,0.75,1.0,0.25,1.0,0.0,1.0,0.75,0.75,0.0,0.0,0.0,0.0,0.75,0.75,0.0,0.0,0.0,0.0,0.75,1.0,0.25,1.0,0.0,1.0,0.5,0.75,0.25,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,True
127,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,-0.5,0.0,1.0,1.0,0.5,1.0,0.5,1.0,0.0,1.0,0.75,0.75,0.0,0.0,0.0,0.0,0.75,0.75,0.0,0.0,0.0,0.0,0.75,1.0,0.25,1.0,0.0,1.0,0.5,0.75,0.25,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,True
128,0.75,1.0,0.25,1.0,0.0,1.0,0.25,0.0,-0.25,0.0,1.0,1.0,0.75,1.0,0.25,1.0,0.0,1.0,1.0,0.75,-0.25,0.0,1.0,1.0,1.0,0.75,-0.25,0.0,1.0,1.0,0.75,1.0,0.25,1.0,0.0,1.0,0.75,0.75,0.0,0.0,0.0,0.0,0.75,1.0,1.0,0.0,1.0,1.0,True
129,0.75,1.0,0.25,1.0,0.0,1.0,0.25,0.0,-0.25,0.0,1.0,1.0,0.75,0.75,0.0,0.0,0.0,0.0,1.0,0.75,-0.25,0.0,1.0,1.0,1.0,0.75,-0.25,0.0,1.0,1.0,0.75,0.75,0.0,0.0,0.0,0.0,1.0,0.5,-0.5,0.0,1.0,1.0,0.5,1.0,1.0,0.0,0.0,1.0,True
130,0.75,1.0,0.25,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.75,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,-0.5,0.0,1.0,1.0,1.0,0.75,-0.25,0.0,1.0,1.0,0.25,1.0,0.0,0.0,0.0,1.0,True
131,0.75,1.0,0.25,1.0,0.0,1.0,0.0,0.25,0.25,1.0,0.0,1.0,1.0,0.75,-0.25,0.0,1.0,1.0,0.75,1.0,0.25,1.0,0.0,1.0,0.75,1.0,0.25,1.0,0.0,1.0,1.0,0.25,-0.75,0.0,1.0,1.0,0.75,0.75,0.0,0.0,0.0,0.0,-0.25,0.0,0.0,1.0,0.0,1.0,True
132,1.0,0.75,-0.25,0.0,1.0,1.0,0.0,0.5,0.5,1.0,0.0,1.0,1.0,0.75,-0.25,0.0,1.0,1.0,0.75,0.75,0.0,0.0,0.0,0.0,0.75,0.75,0.0,0.0,0.0,0.0,1.0,0.25,-0.75,0.0,1.0,1.0,0.75,0.5,-0.25,0.0,1.0,1.0,-1.0,0.0,0.0,1.0,0.0,1.0,True
133,1.0,0.75,-0.25,0.0,1.0,1.0,0.0,0.75,0.75,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.75,0.5,-0.25,0.0,1.0,1.0,0.75,0.75,0.0,0.0,0.0,0.0,1.0,0.5,-0.5,0.0,1.0,1.0,0.75,0.5,-0.25,0.0,1.0,1.0,-1.0,0.0,0.0,1.0,0.0,1.0,True
