row,subject_id,target,target_idx,outlier_score,law_shift,core_support_rank,core_teacher_disagreement,row_outlier_rank,logit_move
194,id08,S3,5,dist_to_subject_normal,-0.09734513274336287,0.8,0.0808930854734542,0.884,-0.031636798714535015
200,id08,S3,5,dist_to_subject_normal,-0.09734513274336287,0.94,0.047010572750730395,0.312,-0.03183828040488003
212,id09,S3,5,dist_to_subject_normal,-0.09734513274336287,0.988,0.030006456418199823,0.452,-0.05719081932958297
217,id09,S3,5,dist_to_subject_normal,-0.09734513274336287,0.844,0.2563641476449867,0.976,-0.04380423182962588
218,id09,S3,5,dist_to_subject_normal,-0.09734513274336287,0.86,0.017288804986448414,0.668,-0.04473162214753723
229,id10,S3,5,dist_to_subject_normal,-0.09734513274336287,0.912,0.0413681663596574,0.24,-0.02150050016971757
234,id10,S3,5,dist_to_subject_normal,-0.09734513274336287,0.948,0.05957558545694075,0.404,-0.0421623057697475
237,id10,S3,5,dist_to_subject_normal,-0.09734513274336287,0.852,0.07727052345299396,0.588,-0.03485859652957509
4,id01,S4,6,dist_to_peer_normal,0.15929203539823006,0.812,0.00967411060093662,0.436,0.03163854590090065
8,id01,S4,6,dist_to_peer_normal,0.15929203539823006,0.908,0.03220892690691368,0.732,0.10607538290557553
17,id01,S4,6,dist_to_peer_normal,0.15929203539823006,0.936,0.04675609281706844,0.42,0.06887651197670089
19,id01,S4,6,dist_to_peer_normal,0.15929203539823006,0.892,0.011417286721555647,0.56,0.0758391665917538
22,id01,S4,6,dist_to_peer_normal,0.15929203539823006,0.84,0.06021493182397415,1.0,0.08982016580797413
36,id02,S4,6,dist_to_peer_normal,0.15929203539823006,0.76,0.16093616675942643,0.828,0.022133464372774365
56,id02,S4,6,dist_to_peer_normal,0.15929203539823006,0.896,0.022214690011716443,0.484,0.06633849332870599
75,id03,S4,6,dist_to_peer_normal,0.15929203539823006,0.928,0.07148392628999592,0.416,0.06398971233927551
87,id04,S4,6,dist_to_peer_normal,0.15929203539823006,0.768,0.021083882741714743,0.68,0.02544835385891983
89,id04,S4,6,dist_to_peer_normal,0.15929203539823006,0.804,0.020179113908771834,0.8,0.05244209485911286
93,id04,S4,6,dist_to_peer_normal,0.15929203539823006,0.956,0.007562583312935911,0.772,0.14401127614065895
94,id04,S4,6,dist_to_peer_normal,0.15929203539823006,1.0,0.001621101390189006,0.268,0.05966948433319663
95,id04,S4,6,dist_to_peer_normal,0.15929203539823006,0.876,0.03685057722774657,0.312,0.03733678569438407
98,id04,S4,6,dist_to_peer_normal,0.15929203539823006,0.808,0.0065976025318631865,0.812,0.056536376585960106
99,id04,S4,6,dist_to_peer_normal,0.15929203539823006,0.82,0.009066172232853331,0.816,0.06440192947895505
100,id04,S4,6,dist_to_peer_normal,0.15929203539823006,0.932,4.557399596533118e-05,0.184,0.031066902676644997
102,id04,S4,6,dist_to_peer_normal,0.15929203539823006,0.824,0.025712215877139205,0.208,0.016786030098700125
105,id04,S4,6,dist_to_peer_normal,0.15929203539823006,0.796,0.012977458658418331,0.356,0.021269374947508024
109,id05,S4,6,dist_to_peer_normal,0.15929203539823006,0.868,0.0335679030866356,0.944,0.10753977434651679
112,id05,S4,6,dist_to_peer_normal,0.15929203539823006,0.976,0.006597080078359352,0.372,0.07534811697608843
129,id06,S4,6,dist_to_peer_normal,0.15929203539823006,0.904,0.0015764361079662892,0.72,0.10534870652210176
130,id06,S4,6,dist_to_peer_normal,0.15929203539823006,0.984,0.06471840713164684,0.204,0.04011811762740373
133,id06,S4,6,dist_to_peer_normal,0.15929203539823006,0.888,0.24607462268940192,0.464,0.04680795744327802
142,id06,S4,6,dist_to_peer_normal,0.15929203539823006,0.776,0.005068730388396142,0.7,0.03106298689548443
150,id06,S4,6,dist_to_peer_normal,0.15929203539823006,0.964,0.046613609573936954,0.792,0.14673983350384975
151,id06,S4,6,dist_to_peer_normal,0.15929203539823006,0.864,0.29654960583528894,0.908,0.0732564525168512
159,id07,S4,6,dist_to_peer_normal,0.15929203539823006,0.88,0.05963857777468304,0.316,0.037867439076938784
161,id07,S4,6,dist_to_peer_normal,0.15929203539823006,0.916,0.05613327822046363,0.648,0.0954785505661928
162,id07,S4,6,dist_to_peer_normal,0.15929203539823006,0.848,0.2730112682950389,0.832,0.0616630555526428
164,id07,S4,6,dist_to_peer_normal,0.15929203539823006,0.98,0.03254393557959606,0.348,0.06971847985653301
182,id08,S4,6,dist_to_peer_normal,0.15929203539823006,0.92,0.02738941880079948,0.512,0.07932370899408703
183,id08,S4,6,dist_to_peer_normal,0.15929203539823006,0.748,0.000543055754915242,0.836,0.018633415341415986
184,id08,S4,6,dist_to_peer_normal,0.15929203539823006,0.972,0.05757612801466122,0.24,0.04539647451319111
185,id08,S4,6,dist_to_peer_normal,0.15929203539823006,0.944,0.01515362943605214,0.88,0.15461913708761843
189,id08,S4,6,dist_to_peer_normal,0.15929203539823006,0.992,0.035744170218581506,0.948,0.1980311824068192
191,id08,S4,6,dist_to_peer_normal,0.15929203539823006,0.968,0.014667053386110296,0.684,0.1331235385486784
192,id08,S4,6,dist_to_peer_normal,0.15929203539823006,0.832,0.07101094054620524,0.676,0.05601952009064524
193,id08,S4,6,dist_to_peer_normal,0.15929203539823006,0.996,0.011910061431333718,0.224,0.04865389834147106
194,id08,S4,6,dist_to_peer_normal,0.15929203539823006,0.8,0.0808930854734542,0.884,0.05176930698742091
196,id08,S4,6,dist_to_peer_normal,0.15929203539823006,0.836,0.03935206390086894,0.424,0.03763155511521211
200,id08,S4,6,dist_to_peer_normal,0.15929203539823006,0.94,0.047010572750730395,0.308,0.05143106834634464
212,id09,S4,6,dist_to_peer_normal,0.15929203539823006,0.988,0.030006456418199823,0.456,0.0944131627226904
217,id09,S4,6,dist_to_peer_normal,0.15929203539823006,0.844,0.2563641476449867,0.956,0.07021080675523488
218,id09,S4,6,dist_to_peer_normal,0.15929203539823006,0.86,0.017288804986448414,0.756,0.08283994477186801
226,id09,S4,6,dist_to_peer_normal,0.15929203539823006,0.772,0.02339592657939897,0.54,0.021841361188925178
229,id10,S4,6,dist_to_peer_normal,0.15929203539823006,0.912,0.0413681663596574,0.516,0.07564266877891541
234,id10,S4,6,dist_to_peer_normal,0.15929203539823006,0.948,0.05957558545694075,0.44,0.0751407429559856
237,id10,S4,6,dist_to_peer_normal,0.15929203539823006,0.852,0.07727052345299396,0.852,0.08265173722596834
