fold,block_mode,family,k,context_variant,target,true_rate,pred_rate,oracle_rate
geom_r00,fixed_2,label_rate,10,prior_label,Q2,0.0,0.4835403859615326,0.8428571224212646
geom_r00,fixed_2,label_rate,10,prior_label,Q3,1.0,0.6341032981872559,0.8999999761581421
geom_r00,fixed_2,label_rate,10,prior_label,S1,1.0,0.6368330121040344,0.8857142925262451
geom_r00,fixed_2,label_rate,10,prior_label,S2,1.0,0.4790695905685425,0.9571428298950195
geom_r00,fixed_2,label_rate,10,prior_label,S3,0.5,0.6077163219451904,0.8999999761581421
geom_r00,fixed_2,label_rate,10,prior_label,S4,1.0,0.40205925703048706,0.8857142925262451
geom_r00,fixed_2,label_rate,10,prior_label,Q1,1.0,0.48799699544906616,0.9583333134651184
geom_r00,fixed_2,label_rate,10,prior_label,Q2,0.5,0.4515610635280609,0.6041666865348816
geom_r00,fixed_2,label_rate,10,prior_label,Q3,1.0,0.6085298657417297,0.7083333134651184
geom_r00,fixed_2,label_rate,10,prior_label,S1,1.0,0.6145592927932739,0.9791666865348816
geom_r00,fixed_2,label_rate,10,prior_label,S2,0.5,0.45640966296195984,0.7291666865348816
geom_r00,fixed_2,label_rate,10,prior_label,S3,0.0,0.6386907696723938,0.3541666567325592
geom_r00,fixed_2,label_rate,10,prior_label,S4,0.5,0.3516508638858795,0.6458333134651184
geom_r00,fixed_2,label_rate,10,prior_label,Q1,1.0,0.5588018894195557,0.9583333134651184
geom_r00,fixed_2,label_rate,10,prior_label,Q2,1.0,0.49357905983924866,0.6041666865348816
geom_r00,fixed_2,label_rate,10,prior_label,Q3,1.0,0.639439046382904,0.7083333134651184
geom_r00,fixed_2,label_rate,10,prior_label,S1,1.0,0.6675711274147034,0.9791666865348816
geom_r00,fixed_2,label_rate,10,prior_label,S2,1.0,0.5019133687019348,0.7291666865348816
geom_r00,fixed_2,label_rate,10,prior_label,S3,0.0,0.6006025671958923,0.3541666567325592
geom_r00,fixed_2,label_rate,10,prior_label,S4,1.0,0.4148518443107605,0.6458333134651184
geom_r00,fixed_2,label_rate,10,prior_label,Q1,1.0,0.5570067763328552,0.9583333134651184
geom_r00,fixed_2,label_rate,10,prior_label,Q2,1.0,0.5029096007347107,0.6041666865348816
geom_r00,fixed_2,label_rate,10,prior_label,Q3,1.0,0.6508050560951233,0.7083333134651184
geom_r00,fixed_2,label_rate,10,prior_label,S1,1.0,0.6706583499908447,0.9791666865348816
geom_r00,fixed_2,label_rate,10,prior_label,S2,1.0,0.5153303146362305,0.7291666865348816
geom_r00,fixed_2,label_rate,10,prior_label,S3,0.5,0.6110639572143555,0.3541666567325592
geom_r00,fixed_2,label_rate,10,prior_label,S4,1.0,0.4313966929912567,0.6458333134651184
geom_r00,fixed_2,label_rate,10,prior_label,Q1,0.5,0.4699487090110779,0.3142857253551483
geom_r00,fixed_2,label_rate,10,prior_label,Q2,1.0,0.45300552248954773,0.8428571224212646
geom_r00,fixed_2,label_rate,10,prior_label,Q3,1.0,0.6035802960395813,0.8999999761581421
geom_r00,fixed_2,label_rate,10,prior_label,S1,1.0,0.5976110100746155,0.8857142925262451
geom_r00,fixed_2,label_rate,10,prior_label,S2,1.0,0.4391403794288635,0.9571428298950195
geom_r00,fixed_2,label_rate,10,prior_label,S3,1.0,0.6154611706733704,0.8999999761581421
geom_r00,fixed_2,label_rate,10,prior_label,S4,1.0,0.35621532797813416,0.8857142925262451
geom_r00,fixed_2,label_rate,10,prior_label,Q1,0.0,0.5409063100814819,0.3142857253551483
geom_r00,fixed_2,label_rate,10,prior_label,Q2,1.0,0.4331717789173126,0.8428571224212646
geom_r00,fixed_2,label_rate,10,prior_label,Q3,1.0,0.5928595066070557,0.8999999761581421
geom_r00,fixed_2,label_rate,10,prior_label,S1,1.0,0.6537095308303833,0.8857142925262451
geom_r00,fixed_2,label_rate,10,prior_label,S2,0.5,0.477987676858902,0.9571428298950195
geom_r00,fixed_2,label_rate,10,prior_label,S3,0.5,0.5818760395050049,0.8999999761581421
geom_r00,fixed_2,label_rate,10,prior_label,S4,0.5,0.40075555443763733,0.8857142925262451
geom_r00,fixed_2,label_rate,10,prior_label,Q1,0.5,0.4370722770690918,0.9038461446762085
geom_r00,fixed_2,label_rate,10,prior_label,Q2,1.0,0.41026970744132996,0.8846153616905212
geom_r00,fixed_2,label_rate,10,prior_label,Q3,1.0,0.5724090337753296,0.7884615659713745
geom_r00,fixed_2,label_rate,10,prior_label,S1,1.0,0.5641186237335205,0.9038461446762085
geom_r00,fixed_2,label_rate,10,prior_label,S2,0.5,0.40094172954559326,0.4615384638309479
geom_r00,fixed_2,label_rate,10,prior_label,S3,0.5,0.6178080439567566,0.6346153616905212
geom_r00,fixed_2,label_rate,10,prior_label,S4,0.5,0.3176901042461395,0.09615384787321091
geom_r00,fixed_2,label_rate,10,prior_label,Q1,1.0,0.4127115309238434,0.9583333134651184
geom_r00,fixed_2,label_rate,10,prior_label,Q2,1.0,0.4193834662437439,0.6041666865348816
geom_r00,fixed_2,label_rate,10,prior_label,Q3,1.0,0.5794010162353516,0.7083333134651184
geom_r00,fixed_2,label_rate,10,prior_label,S1,1.0,0.5376860499382019,0.9791666865348816
geom_r00,fixed_2,label_rate,10,prior_label,S2,1.0,0.37460988759994507,0.7291666865348816
geom_r00,fixed_2,label_rate,10,prior_label,S3,0.5,0.627511739730835,0.3541666567325592
geom_r00,fixed_2,label_rate,10,prior_label,S4,1.0,0.28607481718063354,0.6458333134651184
geom_r00,fixed_2,label_rate,10,prior_label,Q1,0.5,0.6105471253395081,0.5833333134651184
geom_r00,fixed_2,label_rate,10,prior_label,Q2,0.5,0.7879856824874878,0.8958333134651184
geom_r00,fixed_2,label_rate,10,prior_label,Q3,1.0,0.7835149168968201,0.875
geom_r00,fixed_2,label_rate,10,prior_label,S1,0.0,0.587675154209137,0.4791666567325592
geom_r00,fixed_2,label_rate,10,prior_label,S2,0.0,0.36921119689941406,0.2083333283662796
geom_r00,fixed_2,label_rate,10,prior_label,S3,0.0,0.4170180559158325,0.3333333432674408
geom_r00,fixed_2,label_rate,10,prior_label,S4,0.0,0.5051420331001282,0.5208333134651184
geom_r00,fixed_2,label_rate,10,prior_label,Q1,1.0,0.5238905549049377,0.4285714328289032
geom_r00,fixed_2,label_rate,10,prior_label,Q2,0.0,0.5323644876480103,0.24285714328289032
geom_r00,fixed_2,label_rate,10,prior_label,Q3,0.0,0.5725899934768677,0.37142857909202576
geom_r00,fixed_2,label_rate,10,prior_label,S1,0.0,0.5809957385063171,0.5285714268684387
geom_r00,fixed_2,label_rate,10,prior_label,S2,0.0,0.40382900834083557,0.22857142984867096
geom_r00,fixed_2,label_rate,10,prior_label,S3,0.0,0.4310991168022156,0.3142857253551483
geom_r00,fixed_2,label_rate,10,prior_label,S4,0.5,0.4634552299976349,0.3142857253551483
geom_r00,fixed_2,label_rate,10,prior_label,Q1,1.0,0.47290194034576416,0.4285714328289032
geom_r00,fixed_2,label_rate,10,prior_label,Q2,0.0,0.48184898495674133,0.24285714328289032
geom_r00,fixed_2,label_rate,10,prior_label,Q3,0.5,0.5183631181716919,0.37142857909202576
geom_r00,fixed_2,label_rate,10,prior_label,S1,0.5,0.537676215171814,0.5285714268684387
geom_r00,fixed_2,label_rate,10,prior_label,S2,0.0,0.37228986620903015,0.22857142984867096
geom_r00,fixed_2,label_rate,10,prior_label,S3,0.0,0.4276650846004486,0.3142857253551483
geom_r00,fixed_2,label_rate,10,prior_label,S4,0.5,0.4339742660522461,0.3142857253551483
geom_r00,fixed_2,label_rate,10,prior_label,Q1,1.0,0.49987831711769104,0.9583333134651184
geom_r00,fixed_2,label_rate,10,prior_label,Q2,0.0,0.4880511164665222,0.6041666865348816
geom_r00,fixed_2,label_rate,10,prior_label,Q3,1.0,0.5356281995773315,0.7083333134651184
geom_r00,fixed_2,label_rate,10,prior_label,S1,1.0,0.5570304989814758,0.9791666865348816
geom_r00,fixed_2,label_rate,10,prior_label,S2,0.5,0.35273098945617676,0.7291666865348816
geom_r00,fixed_2,label_rate,10,prior_label,S3,0.5,0.4080908000469208,0.3541666567325592
geom_r00,fixed_2,label_rate,10,prior_label,S4,0.5,0.4116040766239166,0.6458333134651184
geom_r00,fixed_2,label_rate,10,prior_label,Q1,0.5,0.5493479371070862,0.5277777910232544
geom_r00,fixed_2,label_rate,10,prior_label,Q2,0.5,0.546899139881134,0.75
geom_r00,fixed_2,label_rate,10,prior_label,Q3,1.0,0.5881933569908142,0.6111111044883728
geom_r00,fixed_2,label_rate,10,prior_label,S1,0.5,0.586546003818512,0.5277777910232544
geom_r00,fixed_2,label_rate,10,prior_label,S2,0.5,0.35524362325668335,0.7777777910232544
geom_r00,fixed_2,label_rate,10,prior_label,S3,0.5,0.4000782072544098,0.3055555522441864
geom_r00,fixed_2,label_rate,10,prior_label,S4,1.0,0.4117721617221832,0.9166666865348816
geom_r00,fixed_2,label_rate,10,prior_label,Q1,1.0,0.48659747838974,0.4285714328289032
geom_r00,fixed_2,label_rate,10,prior_label,Q2,0.0,0.40149471163749695,0.24285714328289032
geom_r00,fixed_2,label_rate,10,prior_label,Q3,0.5,0.4795886278152466,0.37142857909202576
geom_r00,fixed_2,label_rate,10,prior_label,S1,0.5,0.5559958219528198,0.5285714268684387
geom_r00,fixed_2,label_rate,10,prior_label,S2,0.0,0.2918975055217743,0.22857142984867096
geom_r00,fixed_2,label_rate,10,prior_label,S3,0.0,0.3815115690231323,0.3142857253551483
geom_r00,fixed_2,label_rate,10,prior_label,S4,0.0,0.34068048000335693,0.3142857253551483
geom_r00,fixed_2,label_rate,10,prior_label,Q1,1.0,0.4638841152191162,0.4285714328289032
geom_r00,fixed_2,label_rate,10,prior_label,Q2,0.0,0.3829417824745178,0.24285714328289032
geom_r00,fixed_2,label_rate,10,prior_label,Q3,1.0,0.45817631483078003,0.37142857909202576
geom_r00,fixed_2,label_rate,10,prior_label,S1,0.5,0.5369681119918823,0.5285714268684387
geom_r00,fixed_2,label_rate,10,prior_label,S2,0.5,0.2919728755950928,0.22857142984867096
geom_r00,fixed_2,label_rate,10,prior_label,S3,0.0,0.38085994124412537,0.3142857253551483
geom_r00,fixed_2,label_rate,10,prior_label,S4,0.0,0.35076895356178284,0.3142857253551483
geom_r00,fixed_2,label_rate,10,prior_label,Q1,1.0,0.48048827052116394,0.9583333134651184
geom_r00,fixed_2,label_rate,10,prior_label,Q2,0.0,0.3896702527999878,0.6041666865348816
geom_r00,fixed_2,label_rate,10,prior_label,Q3,1.0,0.47168344259262085,0.7083333134651184
geom_r00,fixed_2,label_rate,10,prior_label,S1,1.0,0.5518620610237122,0.9791666865348816
geom_r00,fixed_2,label_rate,10,prior_label,S2,1.0,0.28435420989990234,0.7291666865348816
geom_r00,fixed_2,label_rate,10,prior_label,S3,0.0,0.37710776925086975,0.3541666567325592
geom_r00,fixed_2,label_rate,10,prior_label,S4,0.0,0.33631956577301025,0.6458333134651184
geom_r00,fixed_2,label_rate,10,prior_label,Q1,1.0,0.5192620158195496,0.9583333134651184
geom_r00,fixed_2,label_rate,10,prior_label,Q2,0.0,0.4414827525615692,0.6041666865348816
geom_r00,fixed_2,label_rate,10,prior_label,Q3,1.0,0.5148282647132874,0.7083333134651184
geom_r00,fixed_2,label_rate,10,prior_label,S1,1.0,0.5778138637542725,0.9791666865348816
geom_r00,fixed_2,label_rate,10,prior_label,S2,1.0,0.29252082109451294,0.7291666865348816
geom_r00,fixed_2,label_rate,10,prior_label,S3,0.0,0.38325443863868713,0.3541666567325592
geom_r00,fixed_2,label_rate,10,prior_label,S4,0.5,0.3333970904350281,0.6458333134651184
geom_r00,fixed_2,label_rate,10,prior_label,Q1,1.0,0.5399698615074158,0.9583333134651184
geom_r00,fixed_2,label_rate,10,prior_label,Q2,0.0,0.5143070220947266,0.6041666865348816
geom_r00,fixed_2,label_rate,10,prior_label,Q3,1.0,0.5738641619682312,0.7083333134651184
geom_r00,fixed_2,label_rate,10,prior_label,S1,1.0,0.5736327767372131,0.9791666865348816
geom_r00,fixed_2,label_rate,10,prior_label,S2,1.0,0.2992308437824249,0.7291666865348816
geom_r00,fixed_2,label_rate,10,prior_label,S3,0.0,0.3740164339542389,0.3541666567325592
geom_r00,fixed_2,label_rate,10,prior_label,S4,0.5,0.37887120246887207,0.6458333134651184
geom_r00,fixed_2,label_rate,10,prior_label,Q1,0.5,0.5307657718658447,0.4285714328289032
geom_r00,fixed_2,label_rate,10,prior_label,Q2,0.0,0.5343407988548279,0.24285714328289032
geom_r00,fixed_2,label_rate,10,prior_label,Q3,1.0,0.5918874740600586,0.37142857909202576
geom_r00,fixed_2,label_rate,10,prior_label,S1,0.5,0.5549814701080322,0.5285714268684387
geom_r00,fixed_2,label_rate,10,prior_label,S2,0.5,0.2924428880214691,0.22857142984867096
geom_r00,fixed_2,label_rate,10,prior_label,S3,0.0,0.3656947910785675,0.3142857253551483
geom_r00,fixed_2,label_rate,10,prior_label,S4,0.0,0.40426361560821533,0.3142857253551483
geom_r00,fixed_2,label_rate,10,prior_label,Q1,0.0,0.2357921600341797,0.19230769574642181
geom_r00,fixed_2,label_rate,10,prior_label,Q2,0.0,0.28279221057891846,0.08974359184503555
geom_r00,fixed_2,label_rate,10,prior_label,Q3,0.5,0.3231052756309509,0.11538461595773697
geom_r00,fixed_2,label_rate,10,prior_label,S1,1.0,0.8848099112510681,0.8846153616905212
geom_r00,fixed_2,label_rate,10,prior_label,S2,1.0,0.9203117489814758,0.9102563858032227
geom_r00,fixed_2,label_rate,10,prior_label,S3,1.0,0.8606117367744446,0.8461538553237915
geom_r00,fixed_2,label_rate,10,prior_label,S4,0.5,0.7571127414703369,0.7179487347602844
geom_r00,fixed_2,label_rate,10,prior_label,Q1,0.0,0.23639509081840515,0.19230769574642181
geom_r00,fixed_2,label_rate,10,prior_label,Q2,0.0,0.2651844620704651,0.08974359184503555
geom_r00,fixed_2,label_rate,10,prior_label,Q3,0.0,0.30593112111091614,0.11538461595773697
geom_r00,fixed_2,label_rate,10,prior_label,S1,0.5,0.884534478187561,0.8846153616905212
geom_r00,fixed_2,label_rate,10,prior_label,S2,1.0,0.9181190729141235,0.9102563858032227
geom_r00,fixed_2,label_rate,10,prior_label,S3,1.0,0.8586403727531433,0.8461538553237915
geom_r00,fixed_2,label_rate,10,prior_label,S4,1.0,0.7516749501228333,0.7179487347602844
geom_r00,fixed_2,label_rate,10,prior_label,Q1,0.0,0.24521975219249725,0.19230769574642181
geom_r00,fixed_2,label_rate,10,prior_label,Q2,0.0,0.3027455508708954,0.08974359184503555
geom_r00,fixed_2,label_rate,10,prior_label,Q3,0.0,0.3464754521846771,0.11538461595773697
geom_r00,fixed_2,label_rate,10,prior_label,S1,0.5,0.8846631646156311,0.8846153616905212
geom_r00,fixed_2,label_rate,10,prior_label,S2,1.0,0.9203522205352783,0.9102563858032227
geom_r00,fixed_2,label_rate,10,prior_label,S3,1.0,0.8612591028213501,0.8461538553237915
geom_r00,fixed_2,label_rate,10,prior_label,S4,1.0,0.7597624063491821,0.7179487347602844
geom_r00,fixed_2,label_rate,10,prior_label,Q1,0.5,0.2543829083442688,0.3142857253551483
geom_r00,fixed_2,label_rate,10,prior_label,Q2,0.5,0.3223070800304413,0.8428571224212646
geom_r00,fixed_2,label_rate,10,prior_label,Q3,0.5,0.37145280838012695,0.8999999761581421
geom_r00,fixed_2,label_rate,10,prior_label,S1,1.0,0.8844612836837769,0.8857142925262451
geom_r00,fixed_2,label_rate,10,prior_label,S2,1.0,0.9200839996337891,0.9571428298950195
geom_r00,fixed_2,label_rate,10,prior_label,S3,1.0,0.8639064431190491,0.8999999761581421
geom_r00,fixed_2,label_rate,10,prior_label,S4,1.0,0.761725664138794,0.8857142925262451
geom_r00,fixed_2,label_rate,10,prior_label,Q1,0.0,0.24665848910808563,0.3142857253551483
geom_r00,fixed_2,label_rate,10,prior_label,Q2,0.5,0.2819507420063019,0.8428571224212646
geom_r00,fixed_2,label_rate,10,prior_label,Q3,1.0,0.32796528935432434,0.8999999761581421
geom_r00,fixed_2,label_rate,10,prior_label,S1,1.0,0.8835418224334717,0.8857142925262451
geom_r00,fixed_2,label_rate,10,prior_label,S2,1.0,0.9161869287490845,0.9571428298950195
geom_r00,fixed_2,label_rate,10,prior_label,S3,1.0,0.8592340350151062,0.8999999761581421
geom_r00,fixed_2,label_rate,10,prior_label,S4,1.0,0.7519950866699219,0.8857142925262451
geom_r00,fixed_2,label_rate,10,prior_label,Q1,0.5,0.2505470812320709,0.3142857253551483
geom_r00,fixed_2,label_rate,10,prior_label,Q2,0.5,0.2662428319454193,0.8428571224212646
geom_r00,fixed_2,label_rate,10,prior_label,Q3,1.0,0.31365087628364563,0.8999999761581421
geom_r00,fixed_2,label_rate,10,prior_label,S1,1.0,0.8828548192977905,0.8857142925262451
geom_r00,fixed_2,label_rate,10,prior_label,S2,1.0,0.9126769304275513,0.9571428298950195
geom_r00,fixed_2,label_rate,10,prior_label,S3,1.0,0.8564051389694214,0.8999999761581421
geom_r00,fixed_2,label_rate,10,prior_label,S4,1.0,0.7452479004859924,0.8857142925262451
geom_r00,fixed_2,label_rate,10,prior_label,Q1,1.0,0.2589030861854553,0.8235294222831726
geom_r00,fixed_2,label_rate,10,prior_label,Q2,0.5,0.31338927149772644,0.29411765933036804
geom_r00,fixed_2,label_rate,10,prior_label,Q3,1.0,0.3627770245075226,0.7058823704719543
geom_r00,fixed_2,label_rate,10,prior_label,S1,1.0,0.88310706615448,0.9264705777168274
geom_r00,fixed_2,label_rate,10,prior_label,S2,1.0,0.9163630604743958,0.9117646813392639
geom_r00,fixed_2,label_rate,10,prior_label,S3,1.0,0.859184980392456,1.0
geom_r00,fixed_2,label_rate,10,prior_label,S4,1.0,0.7568639516830444,0.6323529481887817
geom_r00,fixed_2,label_rate,10,prior_label,Q1,0.5,0.26111161708831787,0.3142857253551483
geom_r00,fixed_2,label_rate,10,prior_label,Q2,1.0,0.34825143218040466,0.8428571224212646
geom_r00,fixed_2,label_rate,10,prior_label,Q3,1.0,0.39826199412345886,0.8999999761581421
geom_r00,fixed_2,label_rate,10,prior_label,S1,1.0,0.8837369084358215,0.8857142925262451
geom_r00,fixed_2,label_rate,10,prior_label,S2,1.0,0.9204452037811279,0.9571428298950195
geom_r00,fixed_2,label_rate,10,prior_label,S3,1.0,0.8630906343460083,0.8999999761581421
geom_r00,fixed_2,label_rate,10,prior_label,S4,1.0,0.7668725848197937,0.8857142925262451
geom_r00,fixed_2,label_rate,10,prior_label,Q1,0.0,0.25112012028694153,0.3142857253551483
geom_r00,fixed_2,label_rate,10,prior_label,Q2,1.0,0.3193383514881134,0.8428571224212646
geom_r00,fixed_2,label_rate,10,prior_label,Q3,0.5,0.3650955259799957,0.8999999761581421
geom_r00,fixed_2,label_rate,10,prior_label,S1,1.0,0.8822187185287476,0.8857142925262451
geom_r00,fixed_2,label_rate,10,prior_label,S2,1.0,0.9165819883346558,0.9571428298950195
geom_r00,fixed_2,label_rate,10,prior_label,S3,1.0,0.8587905764579773,0.8999999761581421
geom_r00,fixed_2,label_rate,10,prior_label,S4,1.0,0.7599302530288696,0.8857142925262451
geom_r00,fixed_2,label_rate,10,prior_label,Q1,0.0,0.2799539566040039,0.3142857253551483
geom_r00,fixed_2,label_rate,10,prior_label,Q2,1.0,0.35317739844322205,0.8428571224212646
geom_r00,fixed_2,label_rate,10,prior_label,Q3,0.5,0.4141460061073303,0.8999999761581421
geom_r00,fixed_2,label_rate,10,prior_label,S1,1.0,0.8831230401992798,0.8857142925262451
geom_r00,fixed_2,label_rate,10,prior_label,S2,1.0,0.9152675271034241,0.9571428298950195
geom_r00,fixed_2,label_rate,10,prior_label,S3,1.0,0.8637792468070984,0.8999999761581421
geom_r00,fixed_2,label_rate,10,prior_label,S4,1.0,0.7601320147514343,0.8857142925262451
geom_r00,fixed_2,label_rate,10,prior_label,Q1,0.0,0.48112940788269043,0.2068965584039688
geom_r00,fixed_2,label_rate,10,prior_label,Q2,0.5,0.3393804132938385,0.517241358757019
geom_r00,fixed_2,label_rate,10,prior_label,Q3,1.0,0.5018723607063293,0.7241379022598267
geom_r00,fixed_2,label_rate,10,prior_label,S1,0.5,0.8037108778953552,0.36206895112991333
geom_r00,fixed_2,label_rate,10,prior_label,S2,0.5,0.7984529137611389,0.32758620381355286
geom_r00,fixed_2,label_rate,10,prior_label,S3,1.0,0.8082925081253052,0.931034505367279
geom_r00,fixed_2,label_rate,10,prior_label,S4,0.0,0.6393153667449951,0.08620689809322357
geom_r00,fixed_2,label_rate,10,prior_label,Q1,0.0,0.5080031156539917,0.2068965584039688
geom_r00,fixed_2,label_rate,10,prior_label,Q2,0.5,0.36474770307540894,0.517241358757019
geom_r00,fixed_2,label_rate,10,prior_label,Q3,1.0,0.5232333540916443,0.7241379022598267
geom_r00,fixed_2,label_rate,10,prior_label,S1,0.5,0.7877622842788696,0.36206895112991333
geom_r00,fixed_2,label_rate,10,prior_label,S2,0.5,0.7810249924659729,0.32758620381355286
geom_r00,fixed_2,label_rate,10,prior_label,S3,1.0,0.7779885530471802,0.931034505367279
geom_r00,fixed_2,label_rate,10,prior_label,S4,0.0,0.6344665288925171,0.08620689809322357
geom_r00,fixed_2,label_rate,10,prior_label,Q1,0.5,0.5261299014091492,0.8235294222831726
geom_r00,fixed_2,label_rate,10,prior_label,Q2,0.5,0.40351369976997375,0.29411765933036804
geom_r00,fixed_2,label_rate,10,prior_label,Q3,0.5,0.5511099696159363,0.7058823704719543
geom_r00,fixed_2,label_rate,10,prior_label,S1,1.0,0.7875027656555176,0.9264705777168274
geom_r00,fixed_2,label_rate,10,prior_label,S2,1.0,0.7881028056144714,0.9117646813392639
geom_r00,fixed_2,label_rate,10,prior_label,S3,1.0,0.755760133266449,1.0
geom_r00,fixed_2,label_rate,10,prior_label,S4,0.0,0.6592751741409302,0.6323529481887817
geom_r00,fixed_2,label_rate,10,prior_label,Q1,1.0,0.5192320942878723,0.8235294222831726
geom_r00,fixed_2,label_rate,10,prior_label,Q2,0.5,0.40618208050727844,0.29411765933036804
geom_r00,fixed_2,label_rate,10,prior_label,Q3,0.0,0.5577934384346008,0.7058823704719543
geom_r00,fixed_2,label_rate,10,prior_label,S1,1.0,0.797224760055542,0.9264705777168274
geom_r00,fixed_2,label_rate,10,prior_label,S2,1.0,0.7995644211769104,0.9117646813392639
geom_r00,fixed_2,label_rate,10,prior_label,S3,1.0,0.773296058177948,1.0
geom_r00,fixed_2,label_rate,10,prior_label,S4,0.5,0.6669968366622925,0.6323529481887817
geom_r00,fixed_2,label_rate,10,prior_label,Q1,1.0,0.4692719876766205,0.8235294222831726
geom_r00,fixed_2,label_rate,10,prior_label,Q2,0.5,0.38553643226623535,0.29411765933036804
geom_r00,fixed_2,label_rate,10,prior_label,Q3,0.0,0.5196463465690613,0.7058823704719543
geom_r00,fixed_2,label_rate,10,prior_label,S1,1.0,0.7675364017486572,0.9264705777168274
geom_r00,fixed_2,label_rate,10,prior_label,S2,1.0,0.7601346373558044,0.9117646813392639
geom_r00,fixed_2,label_rate,10,prior_label,S3,1.0,0.7559539675712585,1.0
geom_r00,fixed_2,label_rate,10,prior_label,S4,1.0,0.634829580783844,0.6323529481887817
geom_r00,fixed_2,label_rate,10,prior_label,Q1,1.0,0.5680844187736511,0.8235294222831726
geom_r00,fixed_2,label_rate,10,prior_label,Q2,1.0,0.3612014055252075,0.29411765933036804
geom_r00,fixed_2,label_rate,10,prior_label,Q3,0.0,0.5715786814689636,0.7058823704719543
geom_r00,fixed_2,label_rate,10,prior_label,S1,1.0,0.808966875076294,0.9264705777168274
geom_r00,fixed_2,label_rate,10,prior_label,S2,1.0,0.7793499827384949,0.9117646813392639
geom_r00,fixed_2,label_rate,10,prior_label,S3,1.0,0.8081249594688416,1.0
geom_r00,fixed_2,label_rate,10,prior_label,S4,1.0,0.6175049543380737,0.6323529481887817
geom_r00,fixed_2,label_rate,10,prior_label,Q1,0.5,0.5035810470581055,0.3142857253551483
geom_r00,fixed_2,label_rate,10,prior_label,Q2,1.0,0.3465789258480072,0.8428571224212646
geom_r00,fixed_2,label_rate,10,prior_label,Q3,0.5,0.5288129448890686,0.8999999761581421
geom_r00,fixed_2,label_rate,10,prior_label,S1,1.0,0.7634645104408264,0.8857142925262451
geom_r00,fixed_2,label_rate,10,prior_label,S2,1.0,0.7307573556900024,0.9571428298950195
geom_r00,fixed_2,label_rate,10,prior_label,S3,1.0,0.78373122215271,0.8999999761581421
geom_r00,fixed_2,label_rate,10,prior_label,S4,0.5,0.5826059579849243,0.8857142925262451
geom_r00,fixed_2,label_rate,10,prior_label,Q1,0.5,0.4808272123336792,0.3142857253551483
geom_r00,fixed_2,label_rate,10,prior_label,Q2,1.0,0.3576975166797638,0.8428571224212646
geom_r00,fixed_2,label_rate,10,prior_label,Q3,0.5,0.5213457942008972,0.8999999761581421
geom_r00,fixed_2,label_rate,10,prior_label,S1,1.0,0.730128824710846,0.8857142925262451
geom_r00,fixed_2,label_rate,10,prior_label,S2,1.0,0.6890875697135925,0.9571428298950195
geom_r00,fixed_2,label_rate,10,prior_label,S3,1.0,0.7493770718574524,0.8999999761581421
geom_r00,fixed_2,label_rate,10,prior_label,S4,0.5,0.5562980771064758,0.8857142925262451
geom_r00,fixed_2,label_rate,10,prior_label,Q1,1.0,0.5036945939064026,0.8235294222831726
geom_r00,fixed_2,label_rate,10,prior_label,Q2,0.5,0.3884994089603424,0.29411765933036804
geom_r00,fixed_2,label_rate,10,prior_label,Q3,0.0,0.5447580218315125,0.7058823704719543
geom_r00,fixed_2,label_rate,10,prior_label,S1,1.0,0.7171473503112793,0.9264705777168274
geom_r00,fixed_2,label_rate,10,prior_label,S2,1.0,0.6728489398956299,0.9117646813392639
geom_r00,fixed_2,label_rate,10,prior_label,S3,1.0,0.719785213470459,1.0
geom_r00,fixed_2,label_rate,10,prior_label,S4,0.5,0.5532122850418091,0.6323529481887817
geom_r00,fixed_2,label_rate,10,prior_label,Q1,1.0,0.5286116003990173,0.8235294222831726
geom_r00,fixed_2,label_rate,10,prior_label,Q2,0.5,0.427940309047699,0.29411765933036804
geom_r00,fixed_2,label_rate,10,prior_label,Q3,0.0,0.57135409116745,0.7058823704719543
geom_r00,fixed_2,label_rate,10,prior_label,S1,1.0,0.7248887419700623,0.9264705777168274
geom_r00,fixed_2,label_rate,10,prior_label,S2,1.0,0.6905891299247742,0.9117646813392639
geom_r00,fixed_2,label_rate,10,prior_label,S3,1.0,0.6980205178260803,1.0
geom_r00,fixed_2,label_rate,10,prior_label,S4,0.5,0.5900499224662781,0.6323529481887817
geom_r00,fixed_2,label_rate,10,prior_label,Q1,1.0,0.5253337621688843,0.9583333134651184
geom_r00,fixed_2,label_rate,10,prior_label,Q2,1.0,0.429207444190979,0.6041666865348816
geom_r00,fixed_2,label_rate,10,prior_label,Q3,0.5,0.5776760578155518,0.7083333134651184
geom_r00,fixed_2,label_rate,10,prior_label,S1,1.0,0.734286367893219,0.9791666865348816
geom_r00,fixed_2,label_rate,10,prior_label,S2,1.0,0.7039632797241211,0.7291666865348816
geom_r00,fixed_2,label_rate,10,prior_label,S3,0.5,0.7164971232414246,0.3541666567325592
geom_r00,fixed_2,label_rate,10,prior_label,S4,1.0,0.5995804667472839,0.6458333134651184
geom_r00,fixed_2,label_rate,10,prior_label,Q1,1.0,0.4671033024787903,0.9583333134651184
geom_r00,fixed_2,label_rate,10,prior_label,Q2,1.0,0.40199631452560425,0.6041666865348816
geom_r00,fixed_2,label_rate,10,prior_label,Q3,0.5,0.5371577143669128,0.7083333134651184
geom_r00,fixed_2,label_rate,10,prior_label,S1,1.0,0.6865193247795105,0.9791666865348816
