fold,family,k,context_variant,length,len_bucket,true_proto,pred_proto,proto_correct,sample_logloss,rate_sqerr
geom_r00,hybrid_raw,6,strict_prior,2,short_1_2,3,3,1.0,0.3634728491306305,0.14683206379413605
geom_r00,hybrid_raw,6,strict_prior,4,mid_3_4,3,3,1.0,0.1524372398853302,0.06504132598638535
geom_r00,hybrid_raw,6,strict_prior,1,short_1_2,3,3,1.0,0.1241484135389328,0.26820680499076843
geom_r00,hybrid_raw,6,strict_prior,2,short_1_2,3,3,1.0,0.0305109191685915,0.20860639214515686
geom_r00,hybrid_raw,6,strict_prior,13,long_5p,4,4,1.0,1.9669553239509696e-06,0.02889198623597622
geom_r00,hybrid_raw,6,strict_prior,11,long_5p,4,4,1.0,0.00034475309075787663,0.052901364862918854
geom_r00,hybrid_raw,8,strict_surround,14,long_5p,2,2,1.0,2.9325914510991424e-05,0.048979394137859344
geom_r00,hybrid_raw,8,strict_surround,16,long_5p,2,2,1.0,0.0029092389158904552,0.07058585435152054
geom_r00,hybrid_raw,8,strict_surround,10,long_5p,2,2,1.0,0.05922815576195717,0.10920023173093796
geom_r00,hybrid_raw,8,strict_surround,3,mid_3_4,3,3,1.0,0.6138641238212585,0.11981916427612305
geom_r00,hybrid_raw,8,strict_surround,1,short_1_2,0,0,1.0,0.4428376853466034,0.12973542511463165
geom_r00,hybrid_raw,8,strict_surround,8,long_5p,3,3,1.0,0.0009413022198714316,0.02838720940053463
geom_r00,hybrid_raw,8,strict_surround,3,mid_3_4,3,3,1.0,0.0837547704577446,0.07474751025438309
geom_r00,hybrid_raw,8,strict_surround,2,short_1_2,3,2,0.0,5.045938014984131,0.18342424929141998
geom_r00,hybrid_raw,8,strict_surround,5,long_5p,2,2,1.0,0.0033074417151510715,0.04659115523099899
geom_r00,hybrid_raw,8,strict_surround,2,short_1_2,2,2,1.0,0.028434671461582184,0.2118796408176422
geom_r00,hybrid_raw,8,strict_surround,5,long_5p,2,2,1.0,0.054658468812704086,0.08192317187786102
geom_r00,hybrid_raw,8,strict_surround,1,short_1_2,0,0,1.0,0.013315725140273571,0.1343817412853241
geom_r00,hybrid_raw,8,strict_surround,8,long_5p,1,2,0.0,2.751955509185791,0.09502988308668137
geom_r00,hybrid_raw,8,strict_surround,5,long_5p,2,0,0.0,1.8585232496261597,0.04978763312101364
geom_r00,hybrid_raw,8,strict_surround,15,long_5p,2,2,1.0,0.006872072815895081,0.03338206931948662
geom_r00,hybrid_raw,8,strict_surround,2,short_1_2,3,0,0.0,13.815510749816895,0.22203421592712402
geom_r00,hybrid_raw,8,strict_surround,2,short_1_2,4,4,1.0,0.5818418860435486,0.07286272197961807
geom_r00,hybrid_raw,8,strict_surround,2,short_1_2,4,4,1.0,0.0026206709444522858,0.15581849217414856
geom_r00,hybrid_raw,8,strict_surround,4,mid_3_4,4,4,1.0,0.07364203035831451,0.06058422476053238
geom_r00,hybrid_raw,8,strict_surround,1,short_1_2,4,4,1.0,0.00017137803661171347,0.26633742451667786
geom_r00,hybrid_raw,8,strict_surround,2,short_1_2,4,4,1.0,1.484166659793118e-05,0.21815122663974762
geom_r00,hybrid_raw,8,strict_surround,13,long_5p,2,2,1.0,5.4241696489043534e-05,0.06393586099147797
geom_r00,hybrid_raw,8,strict_surround,11,long_5p,2,2,1.0,0.013590055517852306,0.048504289239645004
geom_r00,hybrid_raw,8,strict_labelonly,14,long_5p,2,2,1.0,0.07113613933324814,0.04727917164564133
geom_r00,hybrid_raw,8,strict_labelonly,16,long_5p,2,2,1.0,0.005967205855995417,0.07051339000463486
geom_r00,hybrid_raw,8,strict_labelonly,10,long_5p,2,2,1.0,0.037650804966688156,0.10964013636112213
geom_r00,hybrid_raw,8,strict_labelonly,3,mid_3_4,3,3,1.0,0.2664834260940552,0.1177273839712143
geom_r00,hybrid_raw,8,strict_labelonly,1,short_1_2,0,0,1.0,0.09408024698495865,0.11506886035203934
geom_r00,hybrid_raw,8,strict_labelonly,8,long_5p,3,3,1.0,0.014623109251260757,0.02824282832443714
geom_r00,hybrid_raw,8,strict_labelonly,3,mid_3_4,3,3,1.0,0.3313409984111786,0.08312956988811493
geom_r00,hybrid_raw,8,strict_labelonly,2,short_1_2,3,2,0.0,1.5498273372650146,0.18464435636997223
geom_r00,hybrid_raw,8,strict_labelonly,5,long_5p,2,2,1.0,0.11897356808185577,0.04806091636419296
geom_r00,hybrid_raw,8,strict_labelonly,2,short_1_2,2,2,1.0,0.1506451815366745,0.21685585379600525
geom_r00,hybrid_raw,8,strict_labelonly,5,long_5p,2,2,1.0,0.7593607306480408,0.09481174498796463
geom_r00,hybrid_raw,8,strict_labelonly,1,short_1_2,0,0,1.0,0.021445730701088905,0.13134095072746277
geom_r00,hybrid_raw,8,strict_labelonly,8,long_5p,1,1,1.0,0.46103253960609436,0.08670895546674728
geom_r00,hybrid_raw,8,strict_labelonly,5,long_5p,2,1,0.0,2.1400370597839355,0.09193438291549683
geom_r00,hybrid_raw,8,strict_labelonly,15,long_5p,2,2,1.0,0.036372508853673935,0.031511880457401276
geom_r00,hybrid_raw,8,strict_labelonly,2,short_1_2,3,2,0.0,7.284377098083496,0.17247618734836578
geom_r00,hybrid_raw,8,strict_labelonly,2,short_1_2,4,4,1.0,0.765011727809906,0.06432811915874481
geom_r00,hybrid_raw,8,strict_labelonly,2,short_1_2,4,4,1.0,0.01647789590060711,0.15489104390144348
geom_r00,hybrid_raw,8,strict_labelonly,4,mid_3_4,4,4,1.0,0.007335921283811331,0.05914739891886711
geom_r00,hybrid_raw,8,strict_labelonly,1,short_1_2,4,4,1.0,0.09954694658517838,0.25879448652267456
geom_r00,hybrid_raw,8,strict_labelonly,2,short_1_2,4,4,1.0,0.016534917056560516,0.21750889718532562
geom_r00,hybrid_raw,8,strict_labelonly,13,long_5p,2,2,1.0,0.0011429759906604886,0.063904769718647
geom_r00,hybrid_raw,8,strict_labelonly,11,long_5p,2,2,1.0,0.3371835947036743,0.05612875148653984
geom_r00,hybrid_raw,8,strict_prior,14,long_5p,2,2,1.0,0.0032579866237938404,0.04890202358365059
geom_r00,hybrid_raw,8,strict_prior,16,long_5p,2,2,1.0,0.000395137642044574,0.07066164910793304
geom_r00,hybrid_raw,8,strict_prior,10,long_5p,2,2,1.0,0.02166157215833664,0.10909315198659897
geom_r00,hybrid_raw,8,strict_prior,3,mid_3_4,3,3,1.0,0.22446897625923157,0.11767732352018356
geom_r00,hybrid_raw,8,strict_prior,1,short_1_2,0,0,1.0,0.0667315125465393,0.11382021754980087
geom_r00,hybrid_raw,8,strict_prior,8,long_5p,3,3,1.0,0.00018079722940456122,0.028398435562849045
geom_r00,hybrid_raw,8,strict_prior,3,mid_3_4,3,3,1.0,0.22470632195472717,0.07966649532318115
geom_r00,hybrid_raw,8,strict_prior,2,short_1_2,3,2,0.0,2.7389426231384277,0.18373870849609375
geom_r00,hybrid_raw,8,strict_prior,5,long_5p,2,2,1.0,0.18160629272460938,0.049197833985090256
geom_r00,hybrid_raw,8,strict_prior,2,short_1_2,2,2,1.0,0.12172747403383255,0.21522246301174164
geom_r00,hybrid_raw,8,strict_prior,5,long_5p,2,2,1.0,0.2777208983898163,0.08174102008342743
geom_r00,hybrid_raw,8,strict_prior,1,short_1_2,0,0,1.0,0.01938534341752529,0.13196603953838348
geom_r00,hybrid_raw,8,strict_prior,8,long_5p,1,1,1.0,0.35939833521842957,0.09210215508937836
geom_r00,hybrid_raw,8,strict_prior,5,long_5p,2,1,0.0,2.314784049987793,0.08219630271196365
geom_r00,hybrid_raw,8,strict_prior,15,long_5p,2,2,1.0,0.003537766169756651,0.03345000371336937
geom_r00,hybrid_raw,8,strict_prior,2,short_1_2,3,4,0.0,7.671854496002197,0.22225625813007355
geom_r00,hybrid_raw,8,strict_prior,2,short_1_2,4,5,0.0,1.0853806734085083,0.06664442270994186
geom_r00,hybrid_raw,8,strict_prior,2,short_1_2,4,4,1.0,0.28133007884025574,0.14342716336250305
geom_r00,hybrid_raw,8,strict_prior,4,mid_3_4,4,4,1.0,0.05294138193130493,0.060314279049634933
geom_r00,hybrid_raw,8,strict_prior,1,short_1_2,4,4,1.0,0.10451120883226395,0.25988322496414185
geom_r00,hybrid_raw,8,strict_prior,2,short_1_2,4,4,1.0,0.02424003928899765,0.21692635118961334
geom_r00,hybrid_raw,8,strict_prior,13,long_5p,2,2,1.0,4.6909954107832164e-05,0.06393732875585556
geom_r00,hybrid_raw,8,strict_prior,11,long_5p,2,2,1.0,0.023756811395287514,0.04842432960867882
geom_r00,hybrid_raw,10,strict_surround,14,long_5p,5,5,1.0,0.08382438123226166,0.04310586303472519
geom_r00,hybrid_raw,10,strict_surround,16,long_5p,5,4,0.0,8.095067977905273,0.05526302009820938
geom_r00,hybrid_raw,10,strict_surround,10,long_5p,5,5,1.0,0.1652974635362625,0.09318908303976059
geom_r00,hybrid_raw,10,strict_surround,3,mid_3_4,9,9,1.0,0.3237932026386261,0.11406256258487701
geom_r00,hybrid_raw,10,strict_surround,1,short_1_2,1,6,0.0,2.350018262863159,0.14699268341064453
geom_r00,hybrid_raw,10,strict_surround,8,long_5p,9,9,1.0,0.0053949784487485886,0.03593699261546135
geom_r00,hybrid_raw,10,strict_surround,3,mid_3_4,9,9,1.0,0.1158721074461937,0.0663381889462471
geom_r00,hybrid_raw,10,strict_surround,2,short_1_2,9,2,0.0,9.462648391723633,0.2515977919101715
geom_r00,hybrid_raw,10,strict_surround,5,long_5p,5,2,0.0,5.7156782150268555,0.11175636947154999
geom_r00,hybrid_raw,10,strict_surround,2,short_1_2,5,9,0.0,3.117934226989746,0.23117519915103912
geom_r00,hybrid_raw,10,strict_surround,5,long_5p,5,9,0.0,2.16660737991333,0.07788921892642975
geom_r00,hybrid_raw,10,strict_surround,1,short_1_2,1,1,1.0,0.20484468340873718,0.1341363489627838
geom_r00,hybrid_raw,10,strict_surround,8,long_5p,4,2,0.0,4.237651348114014,0.07264427840709686
geom_r00,hybrid_raw,10,strict_surround,5,long_5p,5,6,0.0,13.215469360351562,0.05127468332648277
geom_r00,hybrid_raw,10,strict_surround,15,long_5p,5,4,0.0,1.9276258945465088,0.03180207684636116
geom_r00,hybrid_raw,10,strict_surround,2,short_1_2,9,6,0.0,13.209132194519043,0.235650435090065
geom_r00,hybrid_raw,10,strict_surround,2,short_1_2,3,3,1.0,0.39874935150146484,0.06112465262413025
geom_r00,hybrid_raw,10,strict_surround,2,short_1_2,3,3,1.0,0.01716255024075508,0.15146102011203766
geom_r00,hybrid_raw,10,strict_surround,4,mid_3_4,3,8,0.0,1.53661048412323,0.08414547145366669
geom_r00,hybrid_raw,10,strict_surround,1,short_1_2,3,8,0.0,0.826610267162323,0.2593619227409363
geom_r00,hybrid_raw,10,strict_surround,2,short_1_2,3,3,1.0,0.015685508027672768,0.21885032951831818
geom_r00,hybrid_raw,10,strict_surround,13,long_5p,5,5,1.0,0.00010437318269396201,0.0714673325419426
geom_r00,hybrid_raw,10,strict_surround,11,long_5p,5,5,1.0,0.04521314427256584,0.05715837702155113
geom_r00,hybrid_raw,10,strict_labelonly,14,long_5p,5,5,1.0,0.43156975507736206,0.03718039020895958
geom_r00,hybrid_raw,10,strict_labelonly,16,long_5p,5,4,0.0,2.8378653526306152,0.04946931451559067
geom_r00,hybrid_raw,10,strict_labelonly,10,long_5p,5,5,1.0,0.0004991346504539251,0.09047746658325195
geom_r00,hybrid_raw,10,strict_labelonly,3,mid_3_4,9,9,1.0,0.37575945258140564,0.12259960919618607
geom_r00,hybrid_raw,10,strict_labelonly,1,short_1_2,1,1,1.0,0.4183136820793152,0.12722019851207733
geom_r00,hybrid_raw,10,strict_labelonly,8,long_5p,9,9,1.0,0.006106325890868902,0.035995908081531525
geom_r00,hybrid_raw,10,strict_labelonly,3,mid_3_4,9,9,1.0,0.4455870985984802,0.07307592779397964
geom_r00,hybrid_raw,10,strict_labelonly,2,short_1_2,9,2,0.0,2.801560401916504,0.24185749888420105
geom_r00,hybrid_raw,10,strict_labelonly,5,long_5p,5,2,0.0,2.773533582687378,0.09645380824804306
geom_r00,hybrid_raw,10,strict_labelonly,2,short_1_2,5,9,0.0,2.7904717922210693,0.2523103952407837
geom_r00,hybrid_raw,10,strict_labelonly,5,long_5p,5,9,0.0,1.1914395093917847,0.07679061591625214
geom_r00,hybrid_raw,10,strict_labelonly,1,short_1_2,1,1,1.0,0.23507554829120636,0.13538838922977448
geom_r00,hybrid_raw,10,strict_labelonly,8,long_5p,4,4,1.0,0.2768701910972595,0.07882940024137497
geom_r00,hybrid_raw,10,strict_labelonly,5,long_5p,5,4,0.0,6.018085479736328,0.06335421651601791
geom_r00,hybrid_raw,10,strict_labelonly,15,long_5p,5,5,1.0,0.3657376766204834,0.023494312539696693
geom_r00,hybrid_raw,10,strict_labelonly,2,short_1_2,9,6,0.0,6.680749893188477,0.22251734137535095
geom_r00,hybrid_raw,10,strict_labelonly,2,short_1_2,3,3,1.0,0.6165531873703003,0.061753179877996445
geom_r00,hybrid_raw,10,strict_labelonly,2,short_1_2,3,3,1.0,0.07545296847820282,0.14838072657585144
geom_r00,hybrid_raw,10,strict_labelonly,4,mid_3_4,3,3,1.0,0.5436661839485168,0.07274610549211502
geom_r00,hybrid_raw,10,strict_labelonly,1,short_1_2,3,3,1.0,0.8412360548973083,0.23073819279670715
geom_r00,hybrid_raw,10,strict_labelonly,2,short_1_2,3,3,1.0,0.26697224378585815,0.21537749469280243
geom_r00,hybrid_raw,10,strict_labelonly,13,long_5p,5,5,1.0,0.0431942380964756,0.06882636249065399
geom_r00,hybrid_raw,10,strict_labelonly,11,long_5p,5,5,1.0,0.1564795970916748,0.057531218975782394
geom_r00,hybrid_raw,10,strict_prior,14,long_5p,5,5,1.0,0.48972493410110474,0.04178100451827049
geom_r00,hybrid_raw,10,strict_prior,16,long_5p,5,4,0.0,11.439074516296387,0.055269505828619
geom_r00,hybrid_raw,10,strict_prior,10,long_5p,5,5,1.0,0.11929673701524734,0.09426964819431305
geom_r00,hybrid_raw,10,strict_prior,3,mid_3_4,9,9,1.0,0.21888114511966705,0.11671001464128494
geom_r00,hybrid_raw,10,strict_prior,1,short_1_2,1,1,1.0,0.5704271197319031,0.12733639776706696
geom_r00,hybrid_raw,10,strict_prior,8,long_5p,9,9,1.0,0.000325315457303077,0.03611668199300766
geom_r00,hybrid_raw,10,strict_prior,3,mid_3_4,9,9,1.0,0.09501194208860397,0.06687110662460327
geom_r00,hybrid_raw,10,strict_prior,2,short_1_2,9,9,1.0,0.46227458119392395,0.1985071748495102
geom_r00,hybrid_raw,10,strict_prior,5,long_5p,5,9,0.0,3.96634840965271,0.05766085907816887
geom_r00,hybrid_raw,10,strict_prior,2,short_1_2,5,9,0.0,3.0720343589782715,0.24224308133125305
geom_r00,hybrid_raw,10,strict_prior,5,long_5p,5,9,0.0,4.6885986328125,0.07171734422445297
geom_r00,hybrid_raw,10,strict_prior,1,short_1_2,1,1,1.0,0.12237489968538284,0.13809871673583984
geom_r00,hybrid_raw,10,strict_prior,8,long_5p,4,4,1.0,0.06859942525625229,0.08092553168535233
geom_r00,hybrid_raw,10,strict_prior,5,long_5p,5,4,0.0,8.182710647583008,0.062416162341833115
geom_r00,hybrid_raw,10,strict_prior,15,long_5p,5,5,1.0,0.4122077524662018,0.023385750129818916
geom_r00,hybrid_raw,10,strict_prior,2,short_1_2,9,3,0.0,8.381942749023438,0.22708643972873688
geom_r00,hybrid_raw,10,strict_prior,2,short_1_2,3,3,1.0,1.0696470737457275,0.06867428123950958
geom_r00,hybrid_raw,10,strict_prior,2,short_1_2,3,3,1.0,0.6086205840110779,0.13695237040519714
geom_r00,hybrid_raw,10,strict_prior,4,mid_3_4,3,3,1.0,0.16368882358074188,0.06119652837514877
geom_r00,hybrid_raw,10,strict_prior,1,short_1_2,3,3,1.0,0.2868703603744507,0.26552462577819824
geom_r00,hybrid_raw,10,strict_prior,2,short_1_2,3,3,1.0,0.11653336137533188,0.21752667427062988
geom_r00,hybrid_raw,10,strict_prior,13,long_5p,5,5,1.0,0.0010054395534098148,0.07143933326005936
geom_r00,hybrid_raw,10,strict_prior,11,long_5p,5,5,1.0,0.01006820797920227,0.05856142193078995
geom_r00,hybrid_oracle,4,strict_surround,14,long_5p,3,0,0.0,3.046053171157837,0.039271093904972076
geom_r00,hybrid_oracle,4,strict_surround,16,long_5p,3,3,1.0,0.00011295718286419287,0.029324093833565712
geom_r00,hybrid_oracle,4,strict_surround,10,long_5p,3,0,0.0,13.815510749816895,0.1199529692530632
geom_r00,hybrid_oracle,4,strict_surround,3,mid_3_4,0,2,0.0,0.9301547408103943,0.14258602261543274
geom_r00,hybrid_oracle,4,strict_surround,1,short_1_2,2,2,1.0,0.23004207015037537,0.16149933636188507
geom_r00,hybrid_oracle,4,strict_surround,8,long_5p,0,0,1.0,0.00037844188045710325,0.04893115162849426
geom_r00,hybrid_oracle,4,strict_surround,3,mid_3_4,0,0,1.0,0.26173046231269836,0.0597437359392643
geom_r00,hybrid_oracle,4,strict_surround,2,short_1_2,0,3,0.0,2.259491205215454,0.2699081003665924
geom_r00,hybrid_oracle,4,strict_surround,5,long_5p,0,3,0.0,0.7383571863174438,0.08812595158815384
geom_r00,hybrid_oracle,4,strict_surround,2,short_1_2,0,0,1.0,2.3126869564293884e-05,0.19242450594902039
geom_r00,hybrid_oracle,4,strict_surround,5,long_5p,3,0,0.0,9.283065795898438,0.05931495875120163
geom_r00,hybrid_oracle,4,strict_surround,1,short_1_2,2,2,1.0,0.11326353996992111,0.16214334964752197
geom_r00,hybrid_oracle,4,strict_surround,8,long_5p,3,3,1.0,0.0072999559342861176,0.059803158044815063
geom_r00,hybrid_oracle,4,strict_surround,5,long_5p,3,3,1.0,0.12635870277881622,0.05432383343577385
geom_r00,hybrid_oracle,4,strict_surround,15,long_5p,3,3,1.0,0.014007948338985443,0.04253491014242172
geom_r00,hybrid_oracle,4,strict_surround,2,short_1_2,0,2,0.0,2.2433323860168457,0.20172378420829773
geom_r00,hybrid_oracle,4,strict_surround,2,short_1_2,0,3,0.0,1.5565400123596191,0.09745532274246216
geom_r00,hybrid_oracle,4,strict_surround,2,short_1_2,0,2,0.0,4.208319664001465,0.1275704801082611
geom_r00,hybrid_oracle,4,strict_surround,4,mid_3_4,0,0,1.0,0.3674379289150238,0.10692314803600311
geom_r00,hybrid_oracle,4,strict_surround,1,short_1_2,2,0,0.0,1.7504401206970215,0.2465992420911789
geom_r00,hybrid_oracle,4,strict_surround,2,short_1_2,2,2,1.0,0.4459335505962372,0.19724954664707184
geom_r00,hybrid_oracle,4,strict_surround,13,long_5p,3,3,1.0,0.0040550678968429565,0.026406219229102135
geom_r00,hybrid_oracle,4,strict_surround,11,long_5p,3,3,1.0,0.278654545545578,0.06717663258314133
geom_r00,hybrid_oracle,4,strict_labelonly,14,long_5p,3,3,1.0,0.0010171339381486177,0.0348222479224205
geom_r00,hybrid_oracle,4,strict_labelonly,16,long_5p,3,3,1.0,4.291543518775143e-06,0.029320983216166496
geom_r00,hybrid_oracle,4,strict_labelonly,10,long_5p,3,3,1.0,0.031451135873794556,0.18703998625278473
geom_r00,hybrid_oracle,4,strict_labelonly,3,mid_3_4,0,0,1.0,0.14142949879169464,0.13993489742279053
geom_r00,hybrid_oracle,4,strict_labelonly,1,short_1_2,2,2,1.0,0.10376289486885071,0.15395595133304596
geom_r00,hybrid_oracle,4,strict_labelonly,8,long_5p,0,0,1.0,0.08495470881462097,0.04533541202545166
geom_r00,hybrid_oracle,4,strict_labelonly,3,mid_3_4,0,0,1.0,0.21005073189735413,0.05854516476392746
geom_r00,hybrid_oracle,4,strict_labelonly,2,short_1_2,0,0,1.0,0.22407327592372894,0.1862444132566452
geom_r00,hybrid_oracle,4,strict_labelonly,5,long_5p,0,3,0.0,0.8904987573623657,0.09544787555932999
geom_r00,hybrid_oracle,4,strict_labelonly,2,short_1_2,0,0,1.0,0.04335780441761017,0.19691984355449677
geom_r00,hybrid_oracle,4,strict_labelonly,5,long_5p,3,0,0.0,3.611884593963623,0.06023192033171654
geom_r00,hybrid_oracle,4,strict_labelonly,1,short_1_2,2,2,1.0,0.22373640537261963,0.1588822454214096
geom_r00,hybrid_oracle,4,strict_labelonly,8,long_5p,3,3,1.0,0.00013239067629911005,0.05981764942407608
geom_r00,hybrid_oracle,4,strict_labelonly,5,long_5p,3,3,1.0,0.015698282048106194,0.05574072152376175
geom_r00,hybrid_oracle,4,strict_labelonly,15,long_5p,3,3,1.0,0.13377685844898224,0.036227524280548096
geom_r00,hybrid_oracle,4,strict_labelonly,2,short_1_2,0,3,0.0,1.6153591871261597,0.20598693192005157
geom_r00,hybrid_oracle,4,strict_labelonly,2,short_1_2,0,0,1.0,0.5765736103057861,0.08164752274751663
geom_r00,hybrid_oracle,4,strict_labelonly,2,short_1_2,0,0,1.0,0.8690550327301025,0.12259107828140259
geom_r00,hybrid_oracle,4,strict_labelonly,4,mid_3_4,0,3,0.0,0.7299991846084595,0.1059035137295723
geom_r00,hybrid_oracle,4,strict_labelonly,1,short_1_2,2,2,1.0,0.18046535551548004,0.245390385389328
geom_r00,hybrid_oracle,4,strict_labelonly,2,short_1_2,2,0,0.0,1.1446750164031982,0.19856397807598114
geom_r00,hybrid_oracle,4,strict_labelonly,13,long_5p,3,3,1.0,0.04905643314123154,0.026314806193113327
geom_r00,hybrid_oracle,4,strict_labelonly,11,long_5p,3,3,1.0,0.0003909636870957911,0.08503793925046921
geom_r00,hybrid_oracle,4,strict_prior,14,long_5p,3,3,1.0,0.12533250451087952,0.030910687521100044
geom_r00,hybrid_oracle,4,strict_prior,16,long_5p,3,3,1.0,0.00018252608424518257,0.02932610735297203
geom_r00,hybrid_oracle,4,strict_prior,10,long_5p,3,3,1.0,0.009961404837667942,0.18976370990276337
geom_r00,hybrid_oracle,4,strict_prior,3,mid_3_4,0,0,1.0,0.14766183495521545,0.1399764120578766
geom_r00,hybrid_oracle,4,strict_prior,1,short_1_2,2,2,1.0,0.1308302879333496,0.15343202650547028
geom_r00,hybrid_oracle,4,strict_prior,8,long_5p,0,0,1.0,0.0029018265195190907,0.048805903643369675
geom_r00,hybrid_oracle,4,strict_prior,3,mid_3_4,0,0,1.0,0.09565915167331696,0.055871956050395966
geom_r00,hybrid_oracle,4,strict_prior,2,short_1_2,0,0,1.0,0.026981372386217117,0.17232182621955872
geom_r00,hybrid_oracle,4,strict_prior,5,long_5p,0,0,1.0,0.018645543605089188,0.04660465195775032
geom_r00,hybrid_oracle,4,strict_prior,2,short_1_2,0,0,1.0,0.01026028860360384,0.19348599016666412
geom_r00,hybrid_oracle,4,strict_prior,5,long_5p,3,0,0.0,5.159959316253662,0.05950077623128891
geom_r00,hybrid_oracle,4,strict_prior,1,short_1_2,2,2,1.0,0.0870123952627182,0.16299040615558624
geom_r00,hybrid_oracle,4,strict_prior,8,long_5p,3,3,1.0,0.0001134936828748323,0.05981462821364403
geom_r00,hybrid_oracle,4,strict_prior,5,long_5p,3,3,1.0,0.016649575904011726,0.055753521621227264
geom_r00,hybrid_oracle,4,strict_prior,15,long_5p,3,3,1.0,0.003655969398096204,0.0431734137237072
geom_r00,hybrid_oracle,4,strict_prior,2,short_1_2,0,2,0.0,1.4027037620544434,0.19857534766197205
geom_r00,hybrid_oracle,4,strict_prior,2,short_1_2,0,2,0.0,1.0705411434173584,0.08673135191202164
geom_r00,hybrid_oracle,4,strict_prior,2,short_1_2,0,0,1.0,1.0870471000671387,0.12089235335588455
geom_r00,hybrid_oracle,4,strict_prior,4,mid_3_4,0,0,1.0,0.43979689478874207,0.10745128244161606
geom_r00,hybrid_oracle,4,strict_prior,1,short_1_2,2,2,1.0,0.20376300811767578,0.24609744548797607
geom_r00,hybrid_oracle,4,strict_prior,2,short_1_2,2,2,1.0,0.9311455488204956,0.20016922056674957
geom_r00,hybrid_oracle,4,strict_prior,13,long_5p,3,0,0.0,2.122918128967285,0.058174584060907364
geom_r00,hybrid_oracle,4,strict_prior,11,long_5p,3,0,0.0,4.127293586730957,0.04598541930317879
geom_r00,hybrid_oracle,6,strict_surround,14,long_5p,2,0,0.0,0.7106082439422607,0.03491724655032158
geom_r00,hybrid_oracle,6,strict_surround,16,long_5p,2,2,1.0,0.0009157080785371363,0.04145992919802666
geom_r00,hybrid_oracle,6,strict_surround,10,long_5p,2,2,1.0,0.3361506760120392,0.15806078910827637
geom_r00,hybrid_oracle,6,strict_surround,3,mid_3_4,0,0,1.0,0.5763124227523804,0.11168048530817032
geom_r00,hybrid_oracle,6,strict_surround,1,short_1_2,1,1,1.0,0.37529104948043823,0.13462963700294495
geom_r00,hybrid_oracle,6,strict_surround,8,long_5p,0,0,1.0,0.001801801729016006,0.03435702249407768
geom_r00,hybrid_oracle,6,strict_surround,3,mid_3_4,0,0,1.0,0.16310901939868927,0.06997402757406235
geom_r00,hybrid_oracle,6,strict_surround,2,short_1_2,0,2,0.0,5.186890602111816,0.2665225565433502
geom_r00,hybrid_oracle,6,strict_surround,5,long_5p,2,0,0.0,0.8086553812026978,0.0761968269944191
geom_r00,hybrid_oracle,6,strict_surround,2,short_1_2,2,0,0.0,6.427215576171875,0.21921931207180023
geom_r00,hybrid_oracle,6,strict_surround,5,long_5p,2,0,0.0,2.950310230255127,0.07074519991874695
geom_r00,hybrid_oracle,6,strict_surround,1,short_1_2,1,1,1.0,0.1513781100511551,0.14058002829551697
geom_r00,hybrid_oracle,6,strict_surround,8,long_5p,2,2,1.0,0.03373394161462784,0.07259994745254517
geom_r00,hybrid_oracle,6,strict_surround,5,long_5p,2,2,1.0,0.3967248797416687,0.05000601336359978
geom_r00,hybrid_oracle,6,strict_surround,15,long_5p,2,0,0.0,0.9235528111457825,0.022973481565713882
geom_r00,hybrid_oracle,6,strict_surround,2,short_1_2,0,1,0.0,13.2098970413208,0.23121733963489532
geom_r00,hybrid_oracle,6,strict_surround,2,short_1_2,4,4,1.0,0.45697441697120667,0.04671474173665047
geom_r00,hybrid_oracle,6,strict_surround,2,short_1_2,5,4,0.0,4.649104118347168,0.20619361102581024
geom_r00,hybrid_oracle,6,strict_surround,4,mid_3_4,4,1,0.0,1.41615629196167,0.09301377832889557
geom_r00,hybrid_oracle,6,strict_surround,1,short_1_2,4,4,1.0,0.004843801259994507,0.35906413197517395
geom_r00,hybrid_oracle,6,strict_surround,2,short_1_2,4,4,1.0,0.011469803750514984,0.27281108498573303
geom_r00,hybrid_oracle,6,strict_surround,13,long_5p,2,2,1.0,0.11279204487800598,0.028880011290311813
geom_r00,hybrid_oracle,6,strict_surround,11,long_5p,2,2,1.0,0.028074150905013084,0.06953553855419159
geom_r00,hybrid_oracle,6,strict_labelonly,14,long_5p,2,2,1.0,0.12176362425088882,0.03577278181910515
geom_r00,hybrid_oracle,6,strict_labelonly,16,long_5p,2,2,1.0,0.0006136392476037145,0.04145408794283867
geom_r00,hybrid_oracle,6,strict_labelonly,10,long_5p,2,2,1.0,0.21232870221138,0.1544816493988037
geom_r00,hybrid_oracle,6,strict_labelonly,3,mid_3_4,0,0,1.0,0.21291585266590118,0.10873981565237045
geom_r00,hybrid_oracle,6,strict_labelonly,1,short_1_2,1,1,1.0,0.08517100661993027,0.1176517978310585
geom_r00,hybrid_oracle,6,strict_labelonly,8,long_5p,0,0,1.0,0.00574273569509387,0.03424215689301491
geom_r00,hybrid_oracle,6,strict_labelonly,3,mid_3_4,0,0,1.0,0.37056562304496765,0.07572365552186966
geom_r00,hybrid_oracle,6,strict_labelonly,2,short_1_2,0,2,0.0,1.3654561042785645,0.23826268315315247
geom_r00,hybrid_oracle,6,strict_labelonly,5,long_5p,2,2,1.0,0.3959593176841736,0.09538013488054276
