row_id,subject_id,lifelog_date,regime,target,action,direction,strength,base_subject_prior,candidate_hint_p,candidate_delta,nearest_label_days,coverage_anomaly_score,s4_context_token_count,reason
57,id02,2024-10-14,tail,Q1,FREEZE,HOLD,0.0,0.5417,0.5417,0.0,17,0.6315,0,Q1 signal unreliable; avoid coverage-driven movement
57,id02,2024-10-14,tail,Q2,FREEZE,UP,0.0,0.6667,0.7833,0.1167,17,0.6315,0,
57,id02,2024-10-14,tail,Q3,FREEZE,HOLD,0.0,0.7292,0.7292,0.0,17,0.6315,0,no clean Q3 neighbor grammar
57,id02,2024-10-14,tail,S1,FREEZE,HOLD,0.0,0.875,0.875,0.0,17,0.6315,0,S1 mostly subject/static; keep stable
57,id02,2024-10-14,tail,S2,FREEZE,HOLD,0.0,0.9167,0.9167,0.0,17,0.6315,0,S2 is subject/static dominated; day-level features are brittle
57,id02,2024-10-14,tail,S3,FREEZE,HOLD,0.0,0.8958,0.8958,0.0,17,0.6315,0,S3 is subject/static dominated; day-level features are brittle
57,id02,2024-10-14,tail,S4,FREEZE,HOLD,0.0,0.75,0.75,0.0,17,0.6315,0,no strong S4 context event
58,id02,2024-10-15,tail,Q1,FREEZE,HOLD,0.0,0.5417,0.5417,0.0,18,0.4851,0,Q1 signal unreliable; avoid coverage-driven movement
58,id02,2024-10-15,tail,Q2,FREEZE,UP,0.0,0.6667,0.7833,0.1167,18,0.4851,0,
58,id02,2024-10-15,tail,Q3,FREEZE,HOLD,0.0,0.7292,0.7292,0.0,18,0.4851,0,no clean Q3 neighbor grammar
58,id02,2024-10-15,tail,S1,FREEZE,HOLD,0.0,0.875,0.875,0.0,18,0.4851,0,S1 mostly subject/static; keep stable
58,id02,2024-10-15,tail,S2,FREEZE,HOLD,0.0,0.9167,0.9167,0.0,18,0.4851,0,S2 is subject/static dominated; day-level features are brittle
58,id02,2024-10-15,tail,S3,FREEZE,HOLD,0.0,0.8958,0.8958,0.0,18,0.4851,0,S3 is subject/static dominated; day-level features are brittle
58,id02,2024-10-15,tail,S4,FREEZE,HOLD,0.0,0.75,0.75,0.0,18,0.4851,0,no strong S4 context event
59,id03,2024-08-16,hole,Q1,TINY_MOVE,UP,0.15,0.8485,0.8636,0.0152,1,0.7714,0,very close Q1 neighbors agree; tiny only
59,id03,2024-08-16,hole,Q2,MOVE,UP,0.9,0.8182,0.8993,0.0811,1,0.7714,0,hole row with close labeled neighbor; prev/next Q2 agree; coverage/deviation anomaly present
59,id03,2024-08-16,hole,Q3,TINY_MOVE,DOWN,0.25,0.7273,0.6818,-0.0455,1,0.7714,0,near Q3 neighbor exists but evidence is not clean
59,id03,2024-08-16,hole,S1,FREEZE,HOLD,0.0,0.8182,0.8182,0.0,1,0.7714,0,S1 mostly subject/static; keep stable
59,id03,2024-08-16,hole,S2,FREEZE,HOLD,0.0,0.5152,0.5152,0.0,1,0.7714,0,S2 is subject/static dominated; day-level features are brittle
59,id03,2024-08-16,hole,S3,FREEZE,HOLD,0.0,0.4848,0.4848,0.0,1,0.7714,0,S3 is subject/static dominated; day-level features are brittle
59,id03,2024-08-16,hole,S4,FREEZE,HOLD,0.0,0.1515,0.1515,0.0,1,0.7714,0,no strong S4 context event
60,id03,2024-08-17,hole,Q1,TINY_MOVE,UP,0.15,0.8485,0.8636,0.0152,2,0.5329,0,very close Q1 neighbors agree; tiny only
60,id03,2024-08-17,hole,Q2,MOVE,UP,0.7,0.8182,0.8818,0.0636,2,0.5329,0,hole row with close labeled neighbor; prev/next Q2 agree
60,id03,2024-08-17,hole,Q3,TINY_MOVE,DOWN,0.25,0.7273,0.6818,-0.0455,2,0.5329,0,near Q3 neighbor exists but evidence is not clean
60,id03,2024-08-17,hole,S1,FREEZE,HOLD,0.0,0.8182,0.8182,0.0,2,0.5329,0,S1 mostly subject/static; keep stable
60,id03,2024-08-17,hole,S2,FREEZE,HOLD,0.0,0.5152,0.5152,0.0,2,0.5329,0,S2 is subject/static dominated; day-level features are brittle
60,id03,2024-08-17,hole,S3,FREEZE,HOLD,0.0,0.4848,0.4848,0.0,2,0.5329,0,S3 is subject/static dominated; day-level features are brittle
60,id03,2024-08-17,hole,S4,FREEZE,HOLD,0.0,0.1515,0.1515,0.0,2,0.5329,0,no strong S4 context event
61,id03,2024-08-18,hole,Q1,TINY_MOVE,UP,0.15,0.8485,0.8636,0.0152,3,0.5528,0,very close Q1 neighbors agree; tiny only
61,id03,2024-08-18,hole,Q2,MOVE,UP,0.7,0.8182,0.8818,0.0636,3,0.5528,0,hole row with close labeled neighbor; prev/next Q2 agree
61,id03,2024-08-18,hole,Q3,TINY_MOVE,DOWN,0.25,0.7273,0.6818,-0.0455,3,0.5528,0,near Q3 neighbor exists but evidence is not clean
61,id03,2024-08-18,hole,S1,FREEZE,HOLD,0.0,0.8182,0.8182,0.0,3,0.5528,0,S1 mostly subject/static; keep stable
61,id03,2024-08-18,hole,S2,FREEZE,HOLD,0.0,0.5152,0.5152,0.0,3,0.5528,0,S2 is subject/static dominated; day-level features are brittle
61,id03,2024-08-18,hole,S3,FREEZE,HOLD,0.0,0.4848,0.4848,0.0,3,0.5528,0,S3 is subject/static dominated; day-level features are brittle
61,id03,2024-08-18,hole,S4,FREEZE,HOLD,0.0,0.1515,0.1515,0.0,3,0.5528,0,no strong S4 context event
62,id03,2024-08-19,hole,Q1,FREEZE,HOLD,0.0,0.8485,0.8485,0.0,4,0.5896,0,Q1 signal unreliable; avoid coverage-driven movement
62,id03,2024-08-19,hole,Q2,MOVE,UP,0.7,0.8182,0.8818,0.0636,4,0.5896,0,hole row with close labeled neighbor; prev/next Q2 agree
62,id03,2024-08-19,hole,Q3,TINY_MOVE,DOWN,0.25,0.7273,0.6818,-0.0455,4,0.5896,0,near Q3 neighbor exists but evidence is not clean
62,id03,2024-08-19,hole,S1,FREEZE,HOLD,0.0,0.8182,0.8182,0.0,4,0.5896,0,S1 mostly subject/static; keep stable
62,id03,2024-08-19,hole,S2,FREEZE,HOLD,0.0,0.5152,0.5152,0.0,4,0.5896,0,S2 is subject/static dominated; day-level features are brittle
62,id03,2024-08-19,hole,S3,FREEZE,HOLD,0.0,0.4848,0.4848,0.0,4,0.5896,0,S3 is subject/static dominated; day-level features are brittle
62,id03,2024-08-19,hole,S4,FREEZE,HOLD,0.0,0.1515,0.1515,0.0,4,0.5896,0,no strong S4 context event
63,id03,2024-08-20,hole,Q1,FREEZE,HOLD,0.0,0.8485,0.8485,0.0,5,0.4306,0,Q1 signal unreliable; avoid coverage-driven movement
63,id03,2024-08-20,hole,Q2,MOVE,UP,0.7,0.8182,0.8818,0.0636,5,0.4306,0,hole row with close labeled neighbor; prev/next Q2 agree
63,id03,2024-08-20,hole,Q3,TINY_MOVE,DOWN,0.25,0.7273,0.6818,-0.0455,5,0.4306,0,near Q3 neighbor exists but evidence is not clean
63,id03,2024-08-20,hole,S1,FREEZE,HOLD,0.0,0.8182,0.8182,0.0,5,0.4306,0,S1 mostly subject/static; keep stable
63,id03,2024-08-20,hole,S2,FREEZE,HOLD,0.0,0.5152,0.5152,0.0,5,0.4306,0,S2 is subject/static dominated; day-level features are brittle
63,id03,2024-08-20,hole,S3,FREEZE,HOLD,0.0,0.4848,0.4848,0.0,5,0.4306,0,S3 is subject/static dominated; day-level features are brittle
63,id03,2024-08-20,hole,S4,FREEZE,HOLD,0.0,0.1515,0.1515,0.0,5,0.4306,0,no strong S4 context event
64,id03,2024-08-22,hole,Q1,FREEZE,HOLD,0.0,0.8485,0.8485,0.0,7,0.8849,0,Q1 signal unreliable; avoid coverage-driven movement
64,id03,2024-08-22,hole,Q2,MOVE,UP,0.9,0.8182,0.8993,0.0811,7,0.8849,0,hole row with close labeled neighbor; prev/next Q2 agree; coverage/deviation anomaly present
64,id03,2024-08-22,hole,Q3,TINY_MOVE,DOWN,0.25,0.7273,0.6818,-0.0455,7,0.8849,0,near Q3 neighbor exists but evidence is not clean
64,id03,2024-08-22,hole,S1,FREEZE,HOLD,0.0,0.8182,0.8182,0.0,7,0.8849,0,S1 mostly subject/static; keep stable
64,id03,2024-08-22,hole,S2,FREEZE,HOLD,0.0,0.5152,0.5152,0.0,7,0.8849,0,S2 is subject/static dominated; day-level features are brittle
64,id03,2024-08-22,hole,S3,FREEZE,HOLD,0.0,0.4848,0.4848,0.0,7,0.8849,0,S3 is subject/static dominated; day-level features are brittle
64,id03,2024-08-22,hole,S4,FREEZE,HOLD,0.0,0.1515,0.1515,0.0,7,0.8849,0,no strong S4 context event
65,id03,2024-08-23,hole,Q1,FREEZE,HOLD,0.0,0.8485,0.8485,0.0,6,0.7091,0,Q1 signal unreliable; avoid coverage-driven movement
65,id03,2024-08-23,hole,Q2,MOVE,UP,0.9,0.8182,0.8993,0.0811,6,0.7091,0,hole row with close labeled neighbor; prev/next Q2 agree; coverage/deviation anomaly present
65,id03,2024-08-23,hole,Q3,TINY_MOVE,DOWN,0.25,0.7273,0.6818,-0.0455,6,0.7091,0,near Q3 neighbor exists but evidence is not clean
65,id03,2024-08-23,hole,S1,FREEZE,HOLD,0.0,0.8182,0.8182,0.0,6,0.7091,0,S1 mostly subject/static; keep stable
65,id03,2024-08-23,hole,S2,FREEZE,HOLD,0.0,0.5152,0.5152,0.0,6,0.7091,0,S2 is subject/static dominated; day-level features are brittle
65,id03,2024-08-23,hole,S3,FREEZE,HOLD,0.0,0.4848,0.4848,0.0,6,0.7091,0,S3 is subject/static dominated; day-level features are brittle
65,id03,2024-08-23,hole,S4,FREEZE,HOLD,0.0,0.1515,0.1515,0.0,6,0.7091,0,no strong S4 context event
66,id03,2024-08-24,hole,Q1,FREEZE,HOLD,0.0,0.8485,0.8485,0.0,5,0.5088,0,Q1 signal unreliable; avoid coverage-driven movement
66,id03,2024-08-24,hole,Q2,MOVE,UP,0.7,0.8182,0.8818,0.0636,5,0.5088,0,hole row with close labeled neighbor; prev/next Q2 agree
66,id03,2024-08-24,hole,Q3,TINY_MOVE,DOWN,0.25,0.7273,0.6818,-0.0455,5,0.5088,0,near Q3 neighbor exists but evidence is not clean
66,id03,2024-08-24,hole,S1,FREEZE,HOLD,0.0,0.8182,0.8182,0.0,5,0.5088,0,S1 mostly subject/static; keep stable
66,id03,2024-08-24,hole,S2,FREEZE,HOLD,0.0,0.5152,0.5152,0.0,5,0.5088,0,S2 is subject/static dominated; day-level features are brittle
66,id03,2024-08-24,hole,S3,FREEZE,HOLD,0.0,0.4848,0.4848,0.0,5,0.5088,0,S3 is subject/static dominated; day-level features are brittle
66,id03,2024-08-24,hole,S4,FREEZE,HOLD,0.0,0.1515,0.1515,0.0,5,0.5088,0,no strong S4 context event
67,id03,2024-08-26,hole,Q1,TINY_MOVE,UP,0.15,0.8485,0.8636,0.0152,3,0.6877,0,very close Q1 neighbors agree; tiny only
67,id03,2024-08-26,hole,Q2,MOVE,UP,0.9,0.8182,0.8993,0.0811,3,0.6877,0,hole row with close labeled neighbor; prev/next Q2 agree; coverage/deviation anomaly present
67,id03,2024-08-26,hole,Q3,TINY_MOVE,DOWN,0.25,0.7273,0.6818,-0.0455,3,0.6877,0,near Q3 neighbor exists but evidence is not clean
67,id03,2024-08-26,hole,S1,FREEZE,HOLD,0.0,0.8182,0.8182,0.0,3,0.6877,0,S1 mostly subject/static; keep stable
67,id03,2024-08-26,hole,S2,FREEZE,HOLD,0.0,0.5152,0.5152,0.0,3,0.6877,0,S2 is subject/static dominated; day-level features are brittle
67,id03,2024-08-26,hole,S3,FREEZE,HOLD,0.0,0.4848,0.4848,0.0,3,0.6877,0,S3 is subject/static dominated; day-level features are brittle
67,id03,2024-08-26,hole,S4,FREEZE,HOLD,0.0,0.1515,0.1515,0.0,3,0.6877,0,no strong S4 context event
68,id03,2024-08-27,hole,Q1,TINY_MOVE,UP,0.15,0.8485,0.8636,0.0152,2,0.582,0,very close Q1 neighbors agree; tiny only
68,id03,2024-08-27,hole,Q2,MOVE,UP,0.7,0.8182,0.8818,0.0636,2,0.582,0,hole row with close labeled neighbor; prev/next Q2 agree
68,id03,2024-08-27,hole,Q3,TINY_MOVE,DOWN,0.25,0.7273,0.6818,-0.0455,2,0.582,0,near Q3 neighbor exists but evidence is not clean
68,id03,2024-08-27,hole,S1,FREEZE,HOLD,0.0,0.8182,0.8182,0.0,2,0.582,0,S1 mostly subject/static; keep stable
68,id03,2024-08-27,hole,S2,FREEZE,HOLD,0.0,0.5152,0.5152,0.0,2,0.582,0,S2 is subject/static dominated; day-level features are brittle
68,id03,2024-08-27,hole,S3,FREEZE,HOLD,0.0,0.4848,0.4848,0.0,2,0.582,0,S3 is subject/static dominated; day-level features are brittle
68,id03,2024-08-27,hole,S4,FREEZE,HOLD,0.0,0.1515,0.1515,0.0,2,0.582,0,no strong S4 context event
69,id03,2024-08-28,hole,Q1,TINY_MOVE,UP,0.15,0.8485,0.8636,0.0152,1,0.6688,0,very close Q1 neighbors agree; tiny only
69,id03,2024-08-28,hole,Q2,MOVE,UP,0.9,0.8182,0.8993,0.0811,1,0.6688,0,hole row with close labeled neighbor; prev/next Q2 agree; coverage/deviation anomaly present
69,id03,2024-08-28,hole,Q3,TINY_MOVE,DOWN,0.25,0.7273,0.6818,-0.0455,1,0.6688,0,near Q3 neighbor exists but evidence is not clean
69,id03,2024-08-28,hole,S1,FREEZE,HOLD,0.0,0.8182,0.8182,0.0,1,0.6688,0,S1 mostly subject/static; keep stable
69,id03,2024-08-28,hole,S2,FREEZE,HOLD,0.0,0.5152,0.5152,0.0,1,0.6688,0,S2 is subject/static dominated; day-level features are brittle
69,id03,2024-08-28,hole,S3,FREEZE,HOLD,0.0,0.4848,0.4848,0.0,1,0.6688,0,S3 is subject/static dominated; day-level features are brittle
69,id03,2024-08-28,hole,S4,FREEZE,HOLD,0.0,0.1515,0.1515,0.0,1,0.6688,0,no strong S4 context event
70,id03,2024-09-15,tail,Q1,FREEZE,HOLD,0.0,0.8485,0.8485,0.0,3,1.8263,0,Q1 signal unreliable; avoid coverage-driven movement
70,id03,2024-09-15,tail,Q2,FREEZE,UP,0.2,0.8182,0.8993,0.0811,3,1.8263,0,coverage/deviation anomaly present
70,id03,2024-09-15,tail,Q3,TINY_MOVE,UP,0.25,0.7273,0.7818,0.0545,3,1.8263,0,near Q3 neighbor exists but evidence is not clean
70,id03,2024-09-15,tail,S1,FREEZE,HOLD,0.0,0.8182,0.8182,0.0,3,1.8263,0,S1 mostly subject/static; keep stable
70,id03,2024-09-15,tail,S2,FREEZE,HOLD,0.0,0.5152,0.5152,0.0,3,1.8263,0,S2 is subject/static dominated; day-level features are brittle
70,id03,2024-09-15,tail,S3,FREEZE,HOLD,0.0,0.4848,0.4848,0.0,3,1.8263,0,S3 is subject/static dominated; day-level features are brittle
70,id03,2024-09-15,tail,S4,FREEZE,HOLD,0.0,0.1515,0.1515,0.0,3,1.8263,0,no strong S4 context event
71,id03,2024-09-16,tail,Q1,FREEZE,HOLD,0.0,0.8485,0.8485,0.0,4,0.5237,0,Q1 signal unreliable; avoid coverage-driven movement
71,id03,2024-09-16,tail,Q2,FREEZE,UP,0.0,0.8182,0.8818,0.0636,4,0.5237,0,
71,id03,2024-09-16,tail,Q3,TINY_MOVE,UP,0.25,0.7273,0.7818,0.0545,4,0.5237,0,near Q3 neighbor exists but evidence is not clean
71,id03,2024-09-16,tail,S1,FREEZE,HOLD,0.0,0.8182,0.8182,0.0,4,0.5237,0,S1 mostly subject/static; keep stable
71,id03,2024-09-16,tail,S2,FREEZE,HOLD,0.0,0.5152,0.5152,0.0,4,0.5237,0,S2 is subject/static dominated; day-level features are brittle
71,id03,2024-09-16,tail,S3,FREEZE,HOLD,0.0,0.4848,0.4848,0.0,4,0.5237,0,S3 is subject/static dominated; day-level features are brittle
71,id03,2024-09-16,tail,S4,FREEZE,HOLD,0.0,0.1515,0.1515,0.0,4,0.5237,0,no strong S4 context event
72,id03,2024-09-17,tail,Q1,FREEZE,HOLD,0.0,0.8485,0.8485,0.0,5,0.8832,0,Q1 signal unreliable; avoid coverage-driven movement
72,id03,2024-09-17,tail,Q2,FREEZE,UP,0.2,0.8182,0.8993,0.0811,5,0.8832,0,coverage/deviation anomaly present
72,id03,2024-09-17,tail,Q3,TINY_MOVE,UP,0.25,0.7273,0.7818,0.0545,5,0.8832,0,near Q3 neighbor exists but evidence is not clean
72,id03,2024-09-17,tail,S1,FREEZE,HOLD,0.0,0.8182,0.8182,0.0,5,0.8832,0,S1 mostly subject/static; keep stable
72,id03,2024-09-17,tail,S2,FREEZE,HOLD,0.0,0.5152,0.5152,0.0,5,0.8832,0,S2 is subject/static dominated; day-level features are brittle
72,id03,2024-09-17,tail,S3,FREEZE,HOLD,0.0,0.4848,0.4848,0.0,5,0.8832,0,S3 is subject/static dominated; day-level features are brittle
72,id03,2024-09-17,tail,S4,FREEZE,HOLD,0.0,0.1515,0.1515,0.0,5,0.8832,0,no strong S4 context event
73,id03,2024-09-18,tail,Q1,FREEZE,HOLD,0.0,0.8485,0.8485,0.0,6,0.5783,0,Q1 signal unreliable; avoid coverage-driven movement
73,id03,2024-09-18,tail,Q2,FREEZE,UP,0.0,0.8182,0.8818,0.0636,6,0.5783,0,
73,id03,2024-09-18,tail,Q3,TINY_MOVE,UP,0.25,0.7273,0.7818,0.0545,6,0.5783,0,near Q3 neighbor exists but evidence is not clean
73,id03,2024-09-18,tail,S1,FREEZE,HOLD,0.0,0.8182,0.8182,0.0,6,0.5783,0,S1 mostly subject/static; keep stable
73,id03,2024-09-18,tail,S2,FREEZE,HOLD,0.0,0.5152,0.5152,0.0,6,0.5783,0,S2 is subject/static dominated; day-level features are brittle
73,id03,2024-09-18,tail,S3,FREEZE,HOLD,0.0,0.4848,0.4848,0.0,6,0.5783,0,S3 is subject/static dominated; day-level features are brittle
73,id03,2024-09-18,tail,S4,FREEZE,HOLD,0.0,0.1515,0.1515,0.0,6,0.5783,0,no strong S4 context event
74,id03,2024-09-20,tail,Q1,FREEZE,HOLD,0.0,0.8485,0.8485,0.0,8,0.7744,0,Q1 signal unreliable; avoid coverage-driven movement
74,id03,2024-09-20,tail,Q2,FREEZE,UP,0.2,0.8182,0.8993,0.0811,8,0.7744,0,coverage/deviation anomaly present
74,id03,2024-09-20,tail,Q3,FREEZE,HOLD,0.0,0.7273,0.7273,0.0,8,0.7744,0,no clean Q3 neighbor grammar
74,id03,2024-09-20,tail,S1,FREEZE,HOLD,0.0,0.8182,0.8182,0.0,8,0.7744,0,S1 mostly subject/static; keep stable
74,id03,2024-09-20,tail,S2,FREEZE,HOLD,0.0,0.5152,0.5152,0.0,8,0.7744,0,S2 is subject/static dominated; day-level features are brittle
74,id03,2024-09-20,tail,S3,FREEZE,HOLD,0.0,0.4848,0.4848,0.0,8,0.7744,0,S3 is subject/static dominated; day-level features are brittle
74,id03,2024-09-20,tail,S4,FREEZE,HOLD,0.0,0.1515,0.1515,0.0,8,0.7744,0,no strong S4 context event
75,id03,2024-09-21,tail,Q1,FREEZE,HOLD,0.0,0.8485,0.8485,0.0,9,0.3895,0,Q1 signal unreliable; avoid coverage-driven movement
75,id03,2024-09-21,tail,Q2,FREEZE,UP,0.0,0.8182,0.8818,0.0636,9,0.3895,0,
75,id03,2024-09-21,tail,Q3,FREEZE,HOLD,0.0,0.7273,0.7273,0.0,9,0.3895,0,no clean Q3 neighbor grammar
75,id03,2024-09-21,tail,S1,FREEZE,HOLD,0.0,0.8182,0.8182,0.0,9,0.3895,0,S1 mostly subject/static; keep stable
75,id03,2024-09-21,tail,S2,FREEZE,HOLD,0.0,0.5152,0.5152,0.0,9,0.3895,0,S2 is subject/static dominated; day-level features are brittle
75,id03,2024-09-21,tail,S3,FREEZE,HOLD,0.0,0.4848,0.4848,0.0,9,0.3895,0,S3 is subject/static dominated; day-level features are brittle
75,id03,2024-09-21,tail,S4,FREEZE,HOLD,0.0,0.1515,0.1515,0.0,9,0.3895,0,no strong S4 context event
76,id03,2024-10-03,tail,Q1,FREEZE,HOLD,0.0,0.8485,0.8485,0.0,21,0.7642,0,Q1 signal unreliable; avoid coverage-driven movement
76,id03,2024-10-03,tail,Q2,FREEZE,UP,0.2,0.8182,0.8993,0.0811,21,0.7642,0,coverage/deviation anomaly present
76,id03,2024-10-03,tail,Q3,FREEZE,HOLD,0.0,0.7273,0.7273,0.0,21,0.7642,0,no clean Q3 neighbor grammar
76,id03,2024-10-03,tail,S1,FREEZE,HOLD,0.0,0.8182,0.8182,0.0,21,0.7642,0,S1 mostly subject/static; keep stable
76,id03,2024-10-03,tail,S2,FREEZE,HOLD,0.0,0.5152,0.5152,0.0,21,0.7642,0,S2 is subject/static dominated; day-level features are brittle
76,id03,2024-10-03,tail,S3,FREEZE,HOLD,0.0,0.4848,0.4848,0.0,21,0.7642,0,S3 is subject/static dominated; day-level features are brittle
76,id03,2024-10-03,tail,S4,FREEZE,HOLD,0.0,0.1515,0.1515,0.0,21,0.7642,0,no strong S4 context event
77,id03,2024-10-04,tail,Q1,FREEZE,HOLD,0.0,0.8485,0.8485,0.0,22,0.7744,0,Q1 signal unreliable; avoid coverage-driven movement
77,id03,2024-10-04,tail,Q2,FREEZE,UP,0.2,0.8182,0.8993,0.0811,22,0.7744,0,coverage/deviation anomaly present
77,id03,2024-10-04,tail,Q3,FREEZE,HOLD,0.0,0.7273,0.7273,0.0,22,0.7744,0,no clean Q3 neighbor grammar
77,id03,2024-10-04,tail,S1,FREEZE,HOLD,0.0,0.8182,0.8182,0.0,22,0.7744,0,S1 mostly subject/static; keep stable
77,id03,2024-10-04,tail,S2,FREEZE,HOLD,0.0,0.5152,0.5152,0.0,22,0.7744,0,S2 is subject/static dominated; day-level features are brittle
77,id03,2024-10-04,tail,S3,FREEZE,HOLD,0.0,0.4848,0.4848,0.0,22,0.7744,0,S3 is subject/static dominated; day-level features are brittle
77,id03,2024-10-04,tail,S4,FREEZE,HOLD,0.0,0.1515,0.1515,0.0,22,0.7744,0,no strong S4 context event
78,id03,2024-10-05,tail,Q1,FREEZE,HOLD,0.0,0.8485,0.8485,0.0,23,0.6899,0,Q1 signal unreliable; avoid coverage-driven movement
78,id03,2024-10-05,tail,Q2,FREEZE,UP,0.2,0.8182,0.8993,0.0811,23,0.6899,0,coverage/deviation anomaly present
78,id03,2024-10-05,tail,Q3,FREEZE,HOLD,0.0,0.7273,0.7273,0.0,23,0.6899,0,no clean Q3 neighbor grammar
78,id03,2024-10-05,tail,S1,FREEZE,HOLD,0.0,0.8182,0.8182,0.0,23,0.6899,0,S1 mostly subject/static; keep stable
78,id03,2024-10-05,tail,S2,FREEZE,HOLD,0.0,0.5152,0.5152,0.0,23,0.6899,0,S2 is subject/static dominated; day-level features are brittle
78,id03,2024-10-05,tail,S3,FREEZE,HOLD,0.0,0.4848,0.4848,0.0,23,0.6899,0,S3 is subject/static dominated; day-level features are brittle
78,id03,2024-10-05,tail,S4,FREEZE,HOLD,0.0,0.1515,0.1515,0.0,23,0.6899,0,no strong S4 context event
79,id03,2024-10-09,tail,Q1,FREEZE,HOLD,0.0,0.8485,0.8485,0.0,27,1.5909,0,Q1 signal unreliable; avoid coverage-driven movement
79,id03,2024-10-09,tail,Q2,FREEZE,UP,0.2,0.8182,0.8993,0.0811,27,1.5909,0,coverage/deviation anomaly present
79,id03,2024-10-09,tail,Q3,FREEZE,HOLD,0.0,0.7273,0.7273,0.0,27,1.5909,0,no clean Q3 neighbor grammar
79,id03,2024-10-09,tail,S1,FREEZE,HOLD,0.0,0.8182,0.8182,0.0,27,1.5909,0,S1 mostly subject/static; keep stable
79,id03,2024-10-09,tail,S2,FREEZE,HOLD,0.0,0.5152,0.5152,0.0,27,1.5909,0,S2 is subject/static dominated; day-level features are brittle
79,id03,2024-10-09,tail,S3,FREEZE,HOLD,0.0,0.4848,0.4848,0.0,27,1.5909,0,S3 is subject/static dominated; day-level features are brittle
79,id03,2024-10-09,tail,S4,FREEZE,HOLD,0.0,0.1515,0.1515,0.0,27,1.5909,0,no strong S4 context event
80,id04,2024-09-09,hole,Q1,TINY_MOVE,DOWN,0.15,0.5614,0.5053,-0.0561,1,0.4058,0,very close Q1 neighbors agree; tiny only
80,id04,2024-09-09,hole,Q2,TINY_MOVE,HOLD,0.45,0.4912,0.4943,0.0031,1,0.4058,0,hole row with close labeled neighbor
80,id04,2024-09-09,hole,Q3,MOVE,UP,0.55,0.7719,0.8746,0.1026,1,0.4058,0,close prev/next Q3 agree; temporal completion looks credible
80,id04,2024-09-09,hole,S1,TINY_MOVE,UP,0.12,0.7544,0.774,0.0196,1,0.4058,0,very close S1 neighbors agree; tiny only
80,id04,2024-09-09,hole,S2,FREEZE,HOLD,0.0,0.7018,0.7018,0.0,1,0.4058,0,S2 is subject/static dominated; day-level features are brittle
80,id04,2024-09-09,hole,S3,FREEZE,HOLD,0.0,0.5439,0.5439,0.0,1,0.4058,0,S3 is subject/static dominated; day-level features are brittle
80,id04,2024-09-09,hole,S4,FREEZE,HOLD,0.0,0.5088,0.5088,0.0,1,0.4058,0,no strong S4 context event
81,id04,2024-09-11,hole,Q1,FREEZE,HOLD,0.0,0.5614,0.5614,0.0,1,0.5981,0,Q1 signal unreliable; avoid coverage-driven movement
81,id04,2024-09-11,hole,Q2,TINY_MOVE,HOLD,0.45,0.4912,0.4943,0.0031,1,0.5981,0,hole row with close labeled neighbor
81,id04,2024-09-11,hole,Q3,TINY_MOVE,DOWN,0.25,0.7719,0.7175,-0.0544,1,0.5981,0,near Q3 neighbor exists but evidence is not clean
81,id04,2024-09-11,hole,S1,TINY_MOVE,UP,0.12,0.7544,0.774,0.0196,1,0.5981,0,very close S1 neighbors agree; tiny only
81,id04,2024-09-11,hole,S2,FREEZE,HOLD,0.0,0.7018,0.7018,0.0,1,0.5981,0,S2 is subject/static dominated; day-level features are brittle
81,id04,2024-09-11,hole,S3,FREEZE,HOLD,0.0,0.5439,0.5439,0.0,1,0.5981,0,S3 is subject/static dominated; day-level features are brittle
81,id04,2024-09-11,hole,S4,FREEZE,HOLD,0.0,0.5088,0.5088,0.0,1,0.5981,0,no strong S4 context event
82,id04,2024-09-12,hole,Q1,FREEZE,HOLD,0.0,0.5614,0.5614,0.0,2,0.4001,0,Q1 signal unreliable; avoid coverage-driven movement
82,id04,2024-09-12,hole,Q2,TINY_MOVE,HOLD,0.45,0.4912,0.4943,0.0031,2,0.4001,0,hole row with close labeled neighbor
82,id04,2024-09-12,hole,Q3,TINY_MOVE,DOWN,0.25,0.7719,0.7175,-0.0544,2,0.4001,0,near Q3 neighbor exists but evidence is not clean
82,id04,2024-09-12,hole,S1,TINY_MOVE,UP,0.12,0.7544,0.774,0.0196,2,0.4001,0,very close S1 neighbors agree; tiny only
82,id04,2024-09-12,hole,S2,FREEZE,HOLD,0.0,0.7018,0.7018,0.0,2,0.4001,0,S2 is subject/static dominated; day-level features are brittle
82,id04,2024-09-12,hole,S3,FREEZE,HOLD,0.0,0.5439,0.5439,0.0,2,0.4001,0,S3 is subject/static dominated; day-level features are brittle
82,id04,2024-09-12,hole,S4,FREEZE,HOLD,0.0,0.5088,0.5088,0.0,2,0.4001,0,no strong S4 context event
83,id04,2024-09-13,hole,Q1,FREEZE,HOLD,0.0,0.5614,0.5614,0.0,3,0.4167,0,Q1 signal unreliable; avoid coverage-driven movement
83,id04,2024-09-13,hole,Q2,TINY_MOVE,HOLD,0.45,0.4912,0.4943,0.0031,3,0.4167,0,hole row with close labeled neighbor
83,id04,2024-09-13,hole,Q3,TINY_MOVE,DOWN,0.25,0.7719,0.7175,-0.0544,3,0.4167,0,near Q3 neighbor exists but evidence is not clean
83,id04,2024-09-13,hole,S1,TINY_MOVE,UP,0.12,0.7544,0.774,0.0196,3,0.4167,0,very close S1 neighbors agree; tiny only
