family,fold,target,feature
chrono_tail,chrono_tail_last_30,Q3,activity_sum_21_03__prev_abs_delta
chrono_tail,chrono_tail_last_30,Q3,activity_sum_21_03__prev_abs_delta__subj_delta
chrono_tail,chrono_tail_last_30,Q3,activity_sum_21_03__prev_abs_delta__subj_z
chrono_tail,chrono_tail_last_30,Q3,cn_h20_activity__subj_delta
chrono_tail,chrono_tail_last_30,Q3,cn_h20_activity__subj_z
chrono_tail,chrono_tail_last_30,Q3,cn_h20_activity_max__subj_delta
chrono_tail,chrono_tail_last_30,Q3,cn_h20_activity_max__subj_z
chrono_tail,chrono_tail_last_30,Q3,cn_h21_activity__subj_delta
chrono_tail,chrono_tail_last_30,Q3,day_h20_activity__subj_delta
chrono_tail,chrono_tail_last_30,Q3,day_h20_activity__subj_z
chrono_tail,chrono_tail_last_30,Q3,day_h21_activity__subj_delta
chrono_tail,chrono_tail_last_30,Q3,h20_activity_mean_h__subj_z
chrono_tail,chrono_tail_last_30,Q3,longest_quiet_run_h__prev_abs_delta
chrono_tail,chrono_tail_last_30,Q3,q2x_late_screen_active_hours__subj_delta
chrono_tail,chrono_tail_last_30,Q3,q2x_late_screen_sum_maxh__subj_z
chrono_tail,chrono_tail_last_30,Q3,q3x_day_app_media_sum__subj_delta
chrono_tail,chrono_tail_last_30,Q3,q3x_late21_04_app_media_sum__subj_delta
chrono_tail,chrono_tail_last_30,Q3,q3x_late21_04_screen_active_hours__subj_delta
chrono_tail,chrono_tail_last_30,Q3,q3x_late21_24_app_media_sum__subj_delta
chrono_tail,chrono_tail_last_30,Q3,qpatch_late_app_time_slope__subj_delta
chrono_tail,chrono_tail_last_30,Q3,qpatch_late_screen_zmax__subj_z
chrono_tail,chrono_tail_last_30,Q3,screen_n__prev_abs_delta
chrono_tail,chrono_tail_last_30,Q3,screen_n__prev_abs_delta__subj_delta
chrono_tail,chrono_tail_last_30,Q3,topapp_21_03_카메라_time__subj_z
chrono_tail,chrono_tail_last_30,Q3,topapp_all_youtube_music_time__subj_delta
chrono_tail,chrono_tail_last_30,Q3,topapp_all_youtube_time__subj_delta
chrono_tail,chrono_tail_last_30,S4,anchor_logit
chrono_tail,chrono_tail_last_30,S4,anchor_p
chrono_tail,chrono_tail_last_30,S4,near_S2_mean
chrono_tail,chrono_tail_last_30,S4,future_S3_mean
chrono_tail,chrono_tail_last_30,S4,near_S4_mean
chrono_tail,chrono_tail_last_30,S4,app_media_time__dev_roll3
chrono_tail,chrono_tail_last_30,S4,app_media_time__dev_roll3__subj_delta
chrono_tail,chrono_tail_last_30,S4,app_top_share__dev_roll3__subj_delta
chrono_tail,chrono_tail_last_30,S4,app_top_share__weekday_vs_subject_mean
chrono_tail,chrono_tail_last_30,S4,app_top_share__weekday_vs_subject_mean__subj_delta
chrono_tail,chrono_tail_last_30,S4,app_unique_count__weekday_vs_subject_mean
chrono_tail,chrono_tail_last_30,S4,app_unique_count__weekday_vs_subject_mean__subj_delta
chrono_tail,chrono_tail_last_30,S4,ble_deviceclass_1044_count__subj_delta
chrono_tail,chrono_tail_last_30,S4,ble_rssi_mean__prev_abs_delta
chrono_tail,chrono_tail_last_30,S4,h06_activity_n_h__subj_z
chrono_tail,chrono_tail_last_30,S4,h07_screen_n_h__subj_z
chrono_tail,chrono_tail_last_30,S4,h13_pedo_n_h__subj_z
chrono_tail,chrono_tail_last_30,S4,qcarry_prev_qpatch_screen_transitions__subj_z
chrono_tail,chrono_tail_last_30,S4,sleepwin_wlight_max__subj_delta
chrono_tail,chrono_tail_last_30,S4,topapp_00_06_anyauth_time__subj_delta
chrono_tail,chrono_tail_last_30,S4,topapp_00_06_live스코어_time__subj_delta
chrono_tail,chrono_tail_last_30,S4,topapp_00_06_teams_time__subj_delta
chrono_tail,chrono_tail_last_30,S4,topapp_00_06_시프티_time__subj_delta
chrono_tail,chrono_tail_last_30,S4,topapp_00_06_카카오맵_time__subj_delta
chrono_tail,chrono_tail_last_30,S4,topapp_00_06_카카오뱅크_time__subj_delta
chrono_tail,chrono_tail_last_30,S4,topapp_21_03_anyauth_time__subj_delta
chrono_tail,chrono_tail_last_30,S4,topapp_21_03_live스코어_time__subj_delta
chrono_tail,chrono_tail_last_30,S4,topapp_21_03_카카오뱅크_time__subj_delta
chrono_tail,chrono_tail_last_30,S4,topapp_all_live스코어_time__subj_delta
chrono_tail,chrono_tail_last_30,S4,topapp_all_카카오뱅크_time__subj_delta
chrono_tail,chrono_tail_last_30,S4,topapp_evening_live스코어_time__subj_delta
chrono_tail,chrono_tail_last_30,S4,topapp_evening_시계_time__subj_delta
chrono_tail,chrono_tail_last_30,S4,topapp_evening_시계_time__subj_z
chrono_tail,chrono_tail_last_30,S4,topapp_evening_카카오뱅크_time__subj_delta
chrono_tail,chrono_tail_last_30,S4,wifi_records__prev_abs_delta
hole_v1,hole_v1_seed0,Q1,anchor_logit
hole_v1,hole_v1_seed0,Q1,anchor_p
hole_v1,hole_v1_seed0,Q1,near_Q1_mean
hole_v1,hole_v1_seed0,Q1,past_Q1_mean
hole_v1,hole_v1_seed0,Q1,future_Q1_mean
hole_v1,hole_v1_seed0,Q1,future_Q2_mean
hole_v1,hole_v1_seed0,Q1,near_Q3_mean
hole_v1,hole_v1_seed0,Q1,future_Q3_mean
hole_v1,hole_v1_seed0,Q1,near_S1_mean
hole_v1,hole_v1_seed0,Q1,near_S3_mean
hole_v1,hole_v1_seed0,Q1,future_S3_mean
hole_v1,hole_v1_seed0,Q1,past_S4_mean
hole_v1,hole_v1_seed0,Q1,amb_speech_prob_21_03__dev_weekday_mean__subj_z
hole_v1,hole_v1_seed0,Q1,amb_speech_prob__dev_weekday_mean__subj_z
hole_v1,hole_v1_seed0,Q1,amb_vehicle_prob__dev_weekday_mean__subj_z
hole_v1,hole_v1_seed0,Q1,app_media_time__weekday_vs_subject_mean__subj_z
hole_v1,hole_v1_seed0,Q1,ble_deviceclass_1044_count__subj_delta
hole_v1,hole_v1_seed0,Q1,cn_h30_distance__subj_delta
hole_v1,hole_v1_seed0,Q1,cn_h30_speed__subj_delta
hole_v1,hole_v1_seed0,Q1,cn_h30_steps__subj_delta
hole_v1,hole_v1_seed0,Q1,cn_h32_distance__subj_z
hole_v1,hole_v1_seed0,Q1,cn_h32_speed__subj_delta
hole_v1,hole_v1_seed0,Q1,cn_h32_speed__subj_z
hole_v1,hole_v1_seed0,Q1,cn_h32_steps__subj_z
hole_v1,hole_v1_seed0,Q1,late_activity_last_hour__dev_weekday_mean__subj_z
hole_v1,hole_v1_seed0,Q1,q1x_morning_gps_speed_mean__subj_delta
hole_v1,hole_v1_seed0,Q1,q1x_morning_wifi_unique_sum__subj_delta
hole_v1,hole_v1_seed0,Q1,q3x_day_app_media_sum__subj_delta
hole_v1,hole_v1_seed0,Q1,state_2_ratio__prev_delta
hole_v1,hole_v1_seed0,Q1,state_2_ratio__prev_delta__subj_delta
hole_v1,hole_v1_seed0,Q1,state_2_ratio__prev_delta__subj_z
hole_v1,hole_v1_seed0,Q1,topapp_00_06_anyauth_time__subj_delta
hole_v1,hole_v1_seed0,Q1,topapp_00_06_카카오맵_time__subj_delta
hole_v1,hole_v1_seed0,Q1,topapp_21_03_설정_time__subj_z
hole_v1,hole_v1_seed0,Q1,topapp_all_설정_time__subj_z
hole_v1,hole_v1_seed0,Q2,anchor_logit
hole_v1,hole_v1_seed0,Q2,anchor_p
hole_v1,hole_v1_seed0,Q2,past_Q1_mean
hole_v1,hole_v1_seed0,Q2,near_Q2_mean
hole_v1,hole_v1_seed0,Q2,past_Q2_mean
hole_v1,hole_v1_seed0,Q2,future_Q2_mean
hole_v1,hole_v1_seed0,Q2,near_Q3_mean
hole_v1,hole_v1_seed0,Q2,day_h14_screen__subj_z
hole_v1,hole_v1_seed0,Q2,day_h6_distance__subj_delta
hole_v1,hole_v1_seed0,Q2,day_h6_speed__subj_delta
hole_v1,hole_v1_seed0,Q2,day_h6_steps__subj_delta
hole_v1,hole_v1_seed0,Q2,day_h7_distance__subj_delta
hole_v1,hole_v1_seed0,Q2,day_h7_steps__subj_delta
hole_v1,hole_v1_seed0,Q2,h14_screen_use_sum_h__subj_z
hole_v1,hole_v1_seed0,Q2,mlight_mean_morning__dev_roll3
hole_v1,hole_v1_seed0,Q2,mlight_mean_morning__dev_roll3__subj_delta
hole_v1,hole_v1_seed0,Q2,mlight_mean_morning__dev_roll3__subj_z
hole_v1,hole_v1_seed0,Q2,mlight_mean_morning__dev_roll7
hole_v1,hole_v1_seed0,Q2,mlight_mean_morning__dev_roll7__subj_delta
hole_v1,hole_v1_seed0,Q2,mlight_mean_morning__dev_roll7__subj_z
hole_v1,hole_v1_seed0,Q2,mlight_mean_morning__prev_delta__subj_delta
hole_v1,hole_v1_seed0,Q2,morning_mlight_mean__dev_roll3
hole_v1,hole_v1_seed0,Q2,morning_mlight_mean__dev_roll3__subj_delta
hole_v1,hole_v1_seed0,Q2,morning_mlight_mean__dev_roll3__subj_z
hole_v1,hole_v1_seed0,Q2,morning_mlight_mean__dev_roll7
hole_v1,hole_v1_seed0,Q2,morning_mlight_mean__dev_roll7__subj_delta
hole_v1,hole_v1_seed0,Q2,morning_mlight_mean__dev_roll7__subj_z
hole_v1,hole_v1_seed0,Q2,morning_mlight_mean__prev_delta
hole_v1,hole_v1_seed0,Q2,morning_mlight_mean__prev_delta__subj_delta
hole_v1,hole_v1_seed0,Q2,q3x_day_app_browser_sum__subj_z
hole_v1,hole_v1_seed0,Q2,q3x_day_app_media_sum__subj_delta
hole_v1,hole_v1_seed0,Q2,topapp_all_youtube_music_time__subj_delta
hole_v1,hole_v1_seed0,Q2,topapp_all_youtube_time__subj_delta
hole_v1,hole_v1_seed0,Q2,topapp_all_youtube_time__subj_z
hole_v1,hole_v1_seed0,Q2,topapp_evening_youtube_time__subj_delta
hole_v1,hole_v1_seed0,Q3,anchor_logit
hole_v1,hole_v1_seed0,Q3,anchor_p
hole_v1,hole_v1_seed0,Q3,past_Q1_mean
hole_v1,hole_v1_seed0,Q3,near_Q2_mean
hole_v1,hole_v1_seed0,Q3,near_Q3_mean
hole_v1,hole_v1_seed0,Q3,activity_sum_21_03__prev_abs_delta
hole_v1,hole_v1_seed0,Q3,activity_sum_21_03__weekday_vs_subject_mean
hole_v1,hole_v1_seed0,Q3,activity_sum_21_03__weekday_vs_subject_mean__subj_delta
hole_v1,hole_v1_seed0,Q3,activity_sum_21_03__weekday_vs_subject_mean__subj_z
hole_v1,hole_v1_seed0,Q3,ble_near_count__weekday_vs_subject_mean
hole_v1,hole_v1_seed0,Q3,ble_near_count__weekday_vs_subject_mean__subj_delta
hole_v1,hole_v1_seed0,Q3,ble_records__weekday_vs_subject_mean
hole_v1,hole_v1_seed0,Q3,ble_records__weekday_vs_subject_mean__subj_delta
hole_v1,hole_v1_seed0,Q3,ble_unique_addr__weekday_vs_subject_mean
hole_v1,hole_v1_seed0,Q3,ble_unique_addr__weekday_vs_subject_mean__subj_delta
hole_v1,hole_v1_seed0,Q3,day_h6_distance__subj_delta
hole_v1,hole_v1_seed0,Q3,day_h6_speed__subj_delta
hole_v1,hole_v1_seed0,Q3,day_h6_steps__subj_delta
hole_v1,hole_v1_seed0,Q3,gps_unique_grid4__prev_abs_delta
hole_v1,hole_v1_seed0,Q3,h06_distance_sum_h__subj_delta
hole_v1,hole_v1_seed0,Q3,h06_steps_sum_h__subj_delta
hole_v1,hole_v1_seed0,Q3,h06_steps_sum_h__subj_z
hole_v1,hole_v1_seed0,Q3,late_activity_last_hour__weekday_vs_subject_mean__subj_z
hole_v1,hole_v1_seed0,Q3,q3x_day_app_media_sum__subj_delta
hole_v1,hole_v1_seed0,Q3,qpatch_late_screen_zmax__subj_z
hole_v1,hole_v1_seed0,Q3,sleepwin_wlight_max__dev_weekday_mean__subj_z
hole_v1,hole_v1_seed0,Q3,sleepwin_wlight_max__subj_z
hole_v1,hole_v1_seed0,Q3,state_3_ratio__dev_roll3__subj_z
hole_v1,hole_v1_seed0,Q3,state_4_ratio__weekday_vs_subject_mean
hole_v1,hole_v1_seed0,Q3,state_4_ratio__weekday_vs_subject_mean__subj_delta
hole_v1,hole_v1_seed0,Q3,state_4_ratio__weekday_vs_subject_mean__subj_z
hole_v1,hole_v1_seed0,Q3,steps_21_03__weekday_vs_subject_mean__subj_z
hole_v1,hole_v1_seed0,Q3,topapp_all_youtube_music_time__subj_delta
hole_v1,hole_v1_seed0,Q3,topapp_all_youtube_time__subj_delta
hole_v1,hole_v1_seed0,Q3,topapp_evening_토스_time__subj_delta
hole_v1,hole_v1_seed0,S4,anchor_logit
hole_v1,hole_v1_seed0,S4,anchor_p
hole_v1,hole_v1_seed0,S4,near_S2_mean
hole_v1,hole_v1_seed0,S4,near_S4_mean
hole_v1,hole_v1_seed0,S4,past_S4_mean
hole_v1,hole_v1_seed0,S4,future_S4_mean
hole_v1,hole_v1_seed0,S4,amb_outside_prob_21_03__dev_weekday_mean__subj_z
hole_v1,hole_v1_seed0,S4,app_media_time__dev_weekday_mean__subj_z
hole_v1,hole_v1_seed0,S4,app_media_time__prev_abs_delta__subj_z
hole_v1,hole_v1_seed0,S4,ble_deviceclass_1044_count__subj_delta
hole_v1,hole_v1_seed0,S4,ble_rssi_mean__prev_abs_delta
hole_v1,hole_v1_seed0,S4,longest_quiet_run_h__dev_roll3
hole_v1,hole_v1_seed0,S4,longest_quiet_run_h__dev_roll3__subj_delta
hole_v1,hole_v1_seed0,S4,longest_quiet_run_h__dev_roll7
hole_v1,hole_v1_seed0,S4,longest_quiet_run_h__dev_roll7__subj_delta
hole_v1,hole_v1_seed0,S4,longest_quiet_run_h__dev_weekday_mean
hole_v1,hole_v1_seed0,S4,longest_quiet_run_h__dev_weekday_mean__subj_delta
hole_v1,hole_v1_seed0,S4,sleep_block_fragmentation__dev_roll3__subj_delta
hole_v1,hole_v1_seed0,S4,sleep_block_fragmentation__dev_roll7
hole_v1,hole_v1_seed0,S4,sleep_block_fragmentation__dev_roll7__subj_delta
hole_v1,hole_v1_seed0,S4,sleep_block_fragmentation__dev_weekday_mean
hole_v1,hole_v1_seed0,S4,sleep_block_fragmentation__dev_weekday_mean__subj_delta
hole_v1,hole_v1_seed0,S4,sleep_block_fragmentation__dev_weekday_mean__subj_z
hole_v1,hole_v1_seed0,S4,sleep_block_fragmentation__subj_delta
hole_v1,hole_v1_seed0,S4,sleepwin_wlight_max__prev_abs_delta
hole_v1,hole_v1_seed0,S4,state_3_ratio__dev_weekday_mean
hole_v1,hole_v1_seed0,S4,state_3_ratio__dev_weekday_mean__subj_delta
hole_v1,hole_v1_seed0,S4,state_entropy__dev_weekday_mean
hole_v1,hole_v1_seed0,S4,state_entropy__dev_weekday_mean__subj_delta
hole_v1,hole_v1_seed0,S4,state_entropy__subj_delta
hole_v1,hole_v1_seed0,S4,state_transition_count__dev_weekday_mean
hole_v1,hole_v1_seed0,S4,state_transition_count__dev_weekday_mean__subj_delta
hole_v1,hole_v1_seed0,S4,topapp_00_06_anyauth_time__subj_delta
hole_v1,hole_v1_seed0,S4,topapp_00_06_카카오맵_time__subj_delta
hole_v1,hole_v1_seed0,S4,topapp_21_03_카카오뱅크_time__subj_delta
hole_v1,hole_v1_seed1,Q1,anchor_logit
hole_v1,hole_v1_seed1,Q1,anchor_p
hole_v1,hole_v1_seed1,Q1,near_Q1_mean
hole_v1,hole_v1_seed1,Q1,past_Q1_mean
hole_v1,hole_v1_seed1,Q1,future_Q1_mean
hole_v1,hole_v1_seed1,Q1,near_Q2_mean
hole_v1,hole_v1_seed1,Q1,future_Q2_mean
hole_v1,hole_v1_seed1,Q1,near_Q3_mean
hole_v1,hole_v1_seed1,Q1,future_Q3_mean
hole_v1,hole_v1_seed1,Q1,near_S1_mean
hole_v1,hole_v1_seed1,Q1,near_S3_mean
hole_v1,hole_v1_seed1,Q1,future_S3_mean
hole_v1,hole_v1_seed1,Q1,past_S4_mean
hole_v1,hole_v1_seed1,Q1,amb_inside_prob__weekday_vs_subject_mean
hole_v1,hole_v1_seed1,Q1,amb_inside_prob__weekday_vs_subject_mean__subj_delta
hole_v1,hole_v1_seed1,Q1,amb_inside_prob__weekday_vs_subject_mean__subj_z
hole_v1,hole_v1_seed1,Q1,app_media_time__weekday_vs_subject_mean__subj_z
hole_v1,hole_v1_seed1,Q1,ble_deviceclass_1044_count__subj_delta
hole_v1,hole_v1_seed1,Q1,cn_h29_screen__subj_z
hole_v1,hole_v1_seed1,Q1,gps_count__weekday_vs_subject_mean
hole_v1,hole_v1_seed1,Q1,gps_count__weekday_vs_subject_mean__subj_delta
hole_v1,hole_v1_seed1,Q1,q1x_morning_ble_near_sum__subj_z
hole_v1,hole_v1_seed1,Q1,sleepwin_wlight_max__prev_abs_delta
hole_v1,hole_v1_seed1,Q1,state_2_ratio__dev_weekday_mean
hole_v1,hole_v1_seed1,Q1,state_2_ratio__dev_weekday_mean__subj_delta
hole_v1,hole_v1_seed1,Q1,state_2_ratio__dev_weekday_mean__subj_z
hole_v1,hole_v1_seed1,Q1,topapp_00_06_anyauth_time__subj_delta
hole_v1,hole_v1_seed1,Q1,topapp_21_03_설정_time__subj_z
hole_v1,hole_v1_seed1,Q1,topapp_21_03_카카오맵_time__subj_delta
hole_v1,hole_v1_seed1,Q1,topapp_all_chrome_time__subj_delta
hole_v1,hole_v1_seed1,Q1,topapp_all_chrome_time__subj_z
hole_v1,hole_v1_seed1,Q1,topapp_all_설정_time__subj_z
hole_v1,hole_v1_seed1,Q1,topapp_all_시프티_time__subj_delta
hole_v1,hole_v1_seed1,Q1,topapp_evening_카카오맵_time__subj_delta
hole_v1,hole_v1_seed1,Q1,wifi_records__prev_abs_delta
hole_v1,hole_v1_seed1,Q2,anchor_logit
hole_v1,hole_v1_seed1,Q2,anchor_p
hole_v1,hole_v1_seed1,Q2,near_Q1_mean
hole_v1,hole_v1_seed1,Q2,past_Q1_mean
hole_v1,hole_v1_seed1,Q2,near_Q2_mean
hole_v1,hole_v1_seed1,Q2,past_Q2_mean
hole_v1,hole_v1_seed1,Q2,future_Q2_mean
hole_v1,hole_v1_seed1,Q2,near_Q3_mean
hole_v1,hole_v1_seed1,Q2,app_hourly_unique_max__subj_delta
hole_v1,hole_v1_seed1,Q2,app_hourly_unique_max__subj_z
hole_v1,hole_v1_seed1,Q2,bright_interrupt_hours__dev_roll7__subj_delta
hole_v1,hole_v1_seed1,Q2,bright_interrupt_hours__dev_weekday_mean
hole_v1,hole_v1_seed1,Q2,bright_interrupt_hours__dev_weekday_mean__subj_delta
hole_v1,hole_v1_seed1,Q2,day_h6_distance__subj_delta
hole_v1,hole_v1_seed1,Q2,day_h6_speed__subj_delta
hole_v1,hole_v1_seed1,Q2,day_h6_steps__subj_delta
hole_v1,hole_v1_seed1,Q2,day_h7_distance__subj_delta
hole_v1,hole_v1_seed1,Q2,day_h7_steps__subj_delta
hole_v1,hole_v1_seed1,Q2,gps_speed_std__weekday_vs_subject_mean__subj_z
hole_v1,hole_v1_seed1,Q2,h06_distance_sum_h__subj_delta
hole_v1,hole_v1_seed1,Q2,h06_steps_sum_h__subj_delta
hole_v1,hole_v1_seed1,Q2,h07_distance_sum_h__subj_z
hole_v1,hole_v1_seed1,Q2,h07_steps_sum_h__subj_z
hole_v1,hole_v1_seed1,Q2,q3x_late21_24_app_media_sum__subj_delta
hole_v1,hole_v1_seed1,Q2,q3x_late21_24_app_media_sum__subj_z
hole_v1,hole_v1_seed1,Q2,qcarry_prev_q1x_morning_screen_after_badnight__subj_z
hole_v1,hole_v1_seed1,Q2,sleepwin_wlight_mean__prev_abs_delta
hole_v1,hole_v1_seed1,Q2,steps_sum__weekday_vs_subject_mean__subj_z
hole_v1,hole_v1_seed1,Q2,topapp_21_03_youtube_time__subj_delta
hole_v1,hole_v1_seed1,Q2,topapp_21_03_youtube_time__subj_z
hole_v1,hole_v1_seed1,Q2,topapp_all_google_time__subj_delta
hole_v1,hole_v1_seed1,Q2,topapp_all_youtube_music_time__subj_delta
hole_v1,hole_v1_seed1,Q2,topapp_all_youtube_time__subj_delta
hole_v1,hole_v1_seed1,Q2,wlight_mean__weekday_vs_subject_mean
hole_v1,hole_v1_seed1,Q2,wlight_mean__weekday_vs_subject_mean__subj_delta
hole_v1,hole_v1_seed1,Q3,anchor_logit
hole_v1,hole_v1_seed1,Q3,anchor_p
hole_v1,hole_v1_seed1,Q3,near_Q1_mean
hole_v1,hole_v1_seed1,Q3,past_Q1_mean
hole_v1,hole_v1_seed1,Q3,near_Q2_mean
hole_v1,hole_v1_seed1,Q3,near_Q3_mean
hole_v1,hole_v1_seed1,Q3,past_Q3_mean
hole_v1,hole_v1_seed1,Q3,future_Q3_mean
hole_v1,hole_v1_seed1,Q3,activity_sum_21_03__prev_abs_delta
hole_v1,hole_v1_seed1,Q3,activity_sum_21_03__prev_abs_delta__subj_delta
hole_v1,hole_v1_seed1,Q3,activity_sum_21_03__weekday_vs_subject_mean
hole_v1,hole_v1_seed1,Q3,activity_sum_21_03__weekday_vs_subject_mean__subj_delta
hole_v1,hole_v1_seed1,Q3,app_media_time__subj_delta
hole_v1,hole_v1_seed1,Q3,ble_deviceclass_1796_count__subj_delta
hole_v1,hole_v1_seed1,Q3,gps_unique_grid4__prev_abs_delta
hole_v1,hole_v1_seed1,Q3,gps_unique_grid4__prev_abs_delta__subj_delta
hole_v1,hole_v1_seed1,Q3,h06_distance_sum_h__subj_delta
hole_v1,hole_v1_seed1,Q3,h06_steps_sum_h__subj_delta
hole_v1,hole_v1_seed1,Q3,late_screen_last_hour__weekday_vs_subject_mean
hole_v1,hole_v1_seed1,Q3,late_screen_last_hour__weekday_vs_subject_mean__subj_delta
hole_v1,hole_v1_seed1,Q3,q2x_late_screen_sum_maxh__subj_z
hole_v1,hole_v1_seed1,Q3,q3x_day_app_media_sum__subj_delta
hole_v1,hole_v1_seed1,Q3,qpatch_late_screen_zmax__subj_z
hole_v1,hole_v1_seed1,Q3,sleepwin_wlight_max__dev_roll3__subj_z
hole_v1,hole_v1_seed1,Q3,sleepwin_wlight_max__subj_z
hole_v1,hole_v1_seed1,Q3,state_3_ratio__dev_roll3__subj_z
hole_v1,hole_v1_seed1,Q3,topapp_21_03_youtube_time__subj_delta
hole_v1,hole_v1_seed1,Q3,topapp_all_google_time__subj_delta
hole_v1,hole_v1_seed1,Q3,topapp_all_youtube_music_time__subj_delta
hole_v1,hole_v1_seed1,Q3,topapp_all_youtube_time__subj_delta
hole_v1,hole_v1_seed1,Q3,topapp_all_권한_관리자_time__subj_delta
hole_v1,hole_v1_seed1,Q3,topapp_all_권한_관리자_time__subj_z
hole_v1,hole_v1_seed1,Q3,wifi_records_21_03__prev_abs_delta
hole_v1,hole_v1_seed1,Q3,wifi_unique_21_03__dev_roll7
hole_v1,hole_v1_seed1,Q3,wifi_unique_21_03__dev_roll7__subj_delta
hole_v1,hole_v1_seed1,S4,anchor_logit
hole_v1,hole_v1_seed1,S4,anchor_p
hole_v1,hole_v1_seed1,S4,future_Q1_mean
hole_v1,hole_v1_seed1,S4,near_S2_mean
hole_v1,hole_v1_seed1,S4,past_S2_mean
hole_v1,hole_v1_seed1,S4,near_S4_mean
hole_v1,hole_v1_seed1,S4,past_S4_mean
hole_v1,hole_v1_seed1,S4,future_S4_mean
hole_v1,hole_v1_seed1,S4,ble_deviceclass_1044_count__subj_delta
hole_v1,hole_v1_seed1,S4,bright_interrupt_hours__dev_roll7
hole_v1,hole_v1_seed1,S4,bright_interrupt_hours__dev_roll7__subj_z
hole_v1,hole_v1_seed1,S4,cn_h21_activity__subj_delta
hole_v1,hole_v1_seed1,S4,cn_h21_activity__subj_z
hole_v1,hole_v1_seed1,S4,cn_h35_screen__subj_delta
hole_v1,hole_v1_seed1,S4,cn_h35_screen__subj_z
hole_v1,hole_v1_seed1,S4,day_h16_screen__subj_delta
hole_v1,hole_v1_seed1,S4,day_h21_activity__subj_delta
hole_v1,hole_v1_seed1,S4,day_h21_activity__subj_z
hole_v1,hole_v1_seed1,S4,h16_screen_use_sum_h__subj_delta
hole_v1,hole_v1_seed1,S4,h21_activity_mean_h__subj_delta
hole_v1,hole_v1_seed1,S4,h21_activity_mean_h__subj_z
hole_v1,hole_v1_seed1,S4,longest_quiet_run_h__dev_weekday_mean__subj_delta
hole_v1,hole_v1_seed1,S4,sleepwin_wlight_max__prev_abs_delta
hole_v1,hole_v1_seed1,S4,state_3_ratio__dev_weekday_mean
hole_v1,hole_v1_seed1,S4,state_3_ratio__dev_weekday_mean__subj_delta
hole_v1,hole_v1_seed1,S4,state_entropy__dev_weekday_mean
hole_v1,hole_v1_seed1,S4,state_entropy__dev_weekday_mean__subj_delta
hole_v1,hole_v1_seed1,S4,state_entropy__dev_weekday_mean__subj_z
hole_v1,hole_v1_seed1,S4,state_entropy__subj_delta
hole_v1,hole_v1_seed1,S4,state_transition_count__dev_weekday_mean
hole_v1,hole_v1_seed1,S4,state_transition_count__dev_weekday_mean__subj_delta
hole_v1,hole_v1_seed1,S4,topapp_00_06_anyauth_time__subj_delta
hole_v1,hole_v1_seed1,S4,topapp_00_06_카카오뱅크_time__subj_delta
hole_v1,hole_v1_seed1,S4,topapp_21_03_카카오뱅크_time__subj_delta
hole_v1,hole_v1_seed1,S4,topapp_all_계산기_time__subj_delta
hole_v1,hole_v1_seed2,Q1,anchor_logit
hole_v1,hole_v1_seed2,Q1,anchor_p
hole_v1,hole_v1_seed2,Q1,near_Q1_mean
hole_v1,hole_v1_seed2,Q1,past_Q1_mean
hole_v1,hole_v1_seed2,Q1,future_Q1_mean
hole_v1,hole_v1_seed2,Q1,near_Q2_mean
hole_v1,hole_v1_seed2,Q1,future_Q2_mean
hole_v1,hole_v1_seed2,Q1,near_Q3_mean
hole_v1,hole_v1_seed2,Q1,future_Q3_mean
hole_v1,hole_v1_seed2,Q1,near_S1_mean
hole_v1,hole_v1_seed2,Q1,amb_speech_prob_21_03__dev_weekday_mean__subj_z
hole_v1,hole_v1_seed2,Q1,amb_speech_prob__dev_weekday_mean
hole_v1,hole_v1_seed2,Q1,amb_speech_prob__dev_weekday_mean__subj_delta
hole_v1,hole_v1_seed2,Q1,amb_speech_prob__dev_weekday_mean__subj_z
hole_v1,hole_v1_seed2,Q1,ble_deviceclass_1044_count__subj_delta
hole_v1,hole_v1_seed2,Q1,cn_h30_distance__subj_delta
hole_v1,hole_v1_seed2,Q1,cn_h30_speed__subj_delta
hole_v1,hole_v1_seed2,Q1,cn_h32_screen__subj_delta
hole_v1,hole_v1_seed2,Q1,gps_count__weekday_vs_subject_mean
hole_v1,hole_v1_seed2,Q1,gps_count__weekday_vs_subject_mean__subj_delta
hole_v1,hole_v1_seed2,Q1,q1x_morning_ble_near_sum__subj_z
hole_v1,hole_v1_seed2,Q1,q1x_morning_gps_speed_mean__subj_delta
hole_v1,hole_v1_seed2,Q1,q3x_day_app_media_sum__subj_delta
hole_v1,hole_v1_seed2,Q1,screen_use_00_06__prev_delta__subj_z
hole_v1,hole_v1_seed2,Q1,sleepwin_wlight_max__prev_abs_delta
hole_v1,hole_v1_seed2,Q1,state_2_ratio__dev_weekday_mean
hole_v1,hole_v1_seed2,Q1,state_2_ratio__dev_weekday_mean__subj_delta
hole_v1,hole_v1_seed2,Q1,state_2_ratio__dev_weekday_mean__subj_z
hole_v1,hole_v1_seed2,Q1,topapp_00_06_anyauth_time__subj_delta
hole_v1,hole_v1_seed2,Q1,topapp_00_06_카카오맵_time__subj_delta
hole_v1,hole_v1_seed2,Q1,topapp_all_설정_time__subj_z
hole_v1,hole_v1_seed2,Q1,topapp_evening_help_cnuh24_time__subj_delta
hole_v1,hole_v1_seed2,Q1,wlight_n__dev_weekday_mean
