flat_idx,row,target,target_idx,candidate_sign,teacher_has_action,teacher_logit_move,teacher_sign,lrj_has_cell,lrj_sign,lrj_teacher_sign_match,responsibility_score,selection_score,source_consensus_rank,listener_benefit_rank,human_state_responsibility,h088_safe_rank,source_support,source_move_abs_mean,sign_margin,base_prob,toxic_same_weight,toxic_opp_weight,toxic_abs_weight,toxic_same_rank,toxic_opp_rank,toxic_safety_rank,amp,decoded_logit_move,action_source,q2_extra_score
1295,185,Q1,0,-1,True,-0.7430920261705206,-1,True,-1,True,0.5111431329990761,0.6609501738122827,0.4588780207134637,0.6788262370540852,0.637733485193622,0.7019562715765247,5.0,0.0195973424968778,0.5111431329990761,0.3578807480322814,0.0842233023682068,2.2262628266629374,2.3104861290311445,0.2074159907300116,0.5040556199304751,0.7925840092699884,1.1555795809570544,-0.8587019722146587,teacher_target_route_calibrated,
1301,185,S4,6,1,True,0.7508426298303497,1,True,1,True,0.481425129184433,0.6114252607184241,0.450638665132336,0.5955466052934407,0.6135649202733485,0.715765247410817,4.0,0.047213762308498,0.481425129184433,0.6280230120168493,0.1042423346942045,4.35469718643394,4.458939521128144,0.2804171494785631,0.7601390498261877,0.7195828505214368,1.0443909369595452,0.7841732376776879,teacher_target_route_calibrated,
1309,187,Q1,0,-1,True,-0.9038700320272648,-1,True,-1,True,0.6171792941414636,0.8660486674391656,0.6930724971231301,0.6952934407364787,0.3875170842824601,0.9234752589182968,8.0,0.0345536979590724,0.6171792941414636,0.2916653546167345,0.1072547369399636,0.4366135659948258,0.5438683029347895,0.2943221320973349,0.2108922363847045,0.7056778679026652,1.1528356203838404,-1.0420135691185135,teacher_target_route_calibrated,
1328,189,S3,5,1,True,0.9496486054602468,1,True,1,True,0.6166516998045694,0.8622247972190035,0.6142232451093209,0.7282278481012658,0.7593394077448747,0.7100115074798619,7.0,0.0310525985920691,0.6166516998045694,0.6219612335387921,0.1748650800813421,2.3539607507464653,2.5288258308278073,0.473928157589803,0.52954808806489,0.526071842410197,0.9917402029743436,0.9418047007334475,teacher_target_route_calibrated,
1342,191,S3,5,1,True,0.8178145541276995,1,True,1,True,0.542200192160492,0.7348783314020857,0.5263578826237053,0.7021749136939011,0.5561731207289294,0.7537399309551208,6.0,0.0156903610270817,0.542200192160492,0.6100110608464467,0.3657072128208603,1.207391790708024,1.5730990035288843,0.7265353418308227,0.3603707995365006,0.2734646581691773,0.9265972528725364,0.7577847192139046,teacher_target_route_calibrated,
1355,193,S2,4,1,True,1.3221717058516014,1,True,1,True,0.6554229040475399,0.8899188876013906,0.7248043728423474,0.8463693901035674,0.4967425968109339,0.7272727272727273,9.0,0.0405706637741169,0.6554229040475399,0.6424380529855016,0.0330124159150343,1.9304460738717355,1.96345848978677,0.0660486674391657,0.4542294322132097,0.9339513325608344,1.205717897398083,1.5941660891786296,teacher_target_route_calibrated,
1359,194,Q2,1,-1,True,-0.4828356824577604,-1,True,-1,True,0.763486117177776,0.979026651216686,0.8861219792865362,0.6691944764096662,0.7158542141230068,0.9234752589182968,7.0,0.1742063163572708,0.763486117177776,0.7100675875039203,0.1471808849316146,2.3502127287663397,2.497393613697954,0.4009269988412514,0.5283893395133256,0.5990730011587486,1.2439083221881013,-0.6006033236585796,teacher_target_route_calibrated,
1395,199,Q3,2,-1,True,-0.4941133049601318,-1,True,-1,True,0.3793595045846867,0.3992815758980301,0.2702416570771001,0.5514211737629459,0.5684851936218679,0.6985040276179517,1.0,0.0349134762721086,0.3793595045846867,0.2282897672931714,0.4744727898776082,1.3917168142735217,1.86618960415113,0.7867902665121669,0.3800695249130938,0.2132097334878331,1.0336693259657015,-0.5107497668888246,teacher_target_route_calibrated,
1403,200,S1,3,1,True,0.8310037966587833,1,True,1,True,0.5370277566086399,0.7292004634994206,0.547554660529344,0.7042577675489068,0.5394191343963554,0.6904487917146145,6.0,0.0293888170885932,0.5370277566086399,0.5830316312566362,0.1595003073259821,2.038507278636026,2.198007585962008,0.4356894553881807,0.473928157589803,0.5643105446118193,1.000695262465214,0.8315815624070504,teacher_target_route_calibrated,
1413,201,S4,6,-1,True,-1.0795506286680945,-1,True,-1,True,0.4943406554421217,0.6134183082271147,0.49704833141542,0.6969044879171462,0.4033599088838269,0.7238204833141542,6.0,0.011320356050091,0.4943406554421217,0.5432907331941614,0.0331565438406607,3.0366481069656697,3.0698046508063306,0.0683661645422943,0.6361529548088065,0.9316338354577056,1.07,-1.155119172674861,teacher_target_route_calibrated,
1430,204,Q3,2,1,True,0.5125889027623172,1,True,1,True,0.5800687730203192,0.8403244495944381,0.6619620253164558,0.5569044879171461,0.4933940774487472,0.9234752589182968,6.0,0.0576287873664612,0.5800687730203192,0.511603140455164,0.1337842219416931,1.415363428875045,1.549147650816738,0.3673232908458864,0.3823870220162225,0.6326767091541136,1.1375053770466446,0.5830726331065754,teacher_target_route_calibrated,
1442,206,Q1,0,-1,True,-0.5682027141746867,-1,True,-1,True,0.3959475942718474,0.4577983777520278,0.3820598388952819,0.4468527042577676,0.5521070615034169,0.7077100115074799,3.0,0.0554240640171684,0.3959475942718474,0.6947225896786429,0.1229891281362068,2.9588312371947745,3.081820365330981,0.3290845886442642,0.6257242178447276,0.6709154113557358,1.1304319371902283,-0.6423144949012367,teacher_target_route_calibrated,
1448,206,S4,6,-1,True,-0.7519039838391657,-1,True,-1,True,0.5298684472042,0.7061413673232907,0.5215995397008055,0.6108515535097814,0.5904214123006833,0.8112773302646721,8.0,0.0113687403304427,0.5298684472042,0.607805760468041,0.0192889930155763,1.1900770817498076,1.209366074765384,0.0533024333719582,0.3580533024333719,0.9466975666280416,1.07,-0.8045372627079074,teacher_target_route_calibrated,
1458,208,Q3,2,1,True,0.3532500310162362,1,True,1,True,0.5828975935680435,0.8683661645422943,0.719482163406214,0.6334752589182968,0.4489863325740319,0.7307249712313004,8.0,0.0996350694833301,0.5828975935680435,0.5487196539186179,0.0321151984828649,1.9850670696738533,2.017182268156718,0.0648899188876013,0.4681344148319815,0.9351100811123986,1.1875238650197948,0.4194928421507632,teacher_target_route_calibrated,
1477,211,Q1,0,-1,True,-0.7339482893472176,-1,True,-1,True,0.5211023882331189,0.7095017381228274,0.5420713463751438,0.7436939010356733,0.3916742596810934,0.6996547756041427,3.0,0.053970818669588,0.5211023882331189,0.2376908280362424,0.0725257688090852,2.9597513733736434,3.0322771421827284,0.1738122827346465,0.6280417149478563,0.8261877172653534,1.1624752549180142,-0.8531967247555472,teacher_target_route_calibrated,
1488,212,S2,4,1,True,0.2049836574124537,1,True,1,True,0.52623851553695,0.7254924681344148,0.5688607594936709,0.6285730724971231,0.4514464692482916,0.7882623705408516,8.0,0.0553880946830654,0.52623851553695,0.8546059985834432,0.1111831691955245,0.6942549384427013,0.8054381076382258,0.3012746234067207,0.2792584009269988,0.6987253765932793,1.1558852025543138,0.23693757636851812,teacher_target_route_calibrated,
1521,217,Q3,2,1,True,0.6423441620962522,1,True,1,True,0.5692989570708057,0.8281575898030128,0.6108400460299195,0.5313348676639816,0.7627676537585422,0.7640966628308401,7.0,0.0707557815016615,0.5692989570708057,0.5681595377711771,0.2576139618537173,1.737425040839382,1.9950390026930995,0.6164542294322132,0.4264194669756663,0.3835457705677868,1.0740313782173943,0.689897785706135,teacher_target_route_calibrated,
1525,217,S4,6,-1,True,-0.960621928335951,-1,True,-1,True,0.6372820869351884,0.8916570104287369,0.6521288837744533,0.6068527042577675,0.8144305239179954,0.8469505178365938,8.0,0.0536612291635386,0.6372820869351884,0.6195970810272577,4.513467456679354e-05,1.439850306717224,1.4398954413917908,0.0440324449594438,0.388180764774044,0.9559675550405562,1.07,-1.0278654633194675,teacher_target_route_calibrated,
1530,218,S2,4,1,True,1.6220036591309812,1,True,1,True,0.5428278390975289,0.7380069524913094,0.5610586881472956,0.675650172612198,0.5739293849658315,0.7008055235903337,8.0,0.0194141887264909,0.5428278390975289,0.7684703891784465,0.0355602925113325,1.7085127233618858,1.7440730158732185,0.0753186558516801,0.4241019698725377,0.9246813441483198,1.2017330958054369,1.9492154786952205,teacher_target_route_calibrated,
1550,221,S1,3,-1,True,-0.7259518129550365,-1,True,-1,True,0.5492263009313657,0.7420625724217844,0.5304718066743384,0.643584579976985,0.6209111617312073,0.810126582278481,8.0,0.008990478785065,0.5492263009313657,0.640568011851968,0.1869506933722124,1.9390134884450705,2.125964181817283,0.4982618771726535,0.4577056778679026,0.5017381228273465,0.9921781539228771,-0.7202735296146939,teacher_target_route_calibrated,
1607,229,S2,4,1,True,0.6336621041556634,1,True,1,True,0.3089848613846104,0.2538586326767091,0.2569332566168009,0.4004315304948216,0.4177448747152619,0.7571921749136938,4.0,0.0268355822921785,0.3089848613846104,0.3015754350880529,0.4045233413624277,1.1529205848343738,1.5574439261968014,0.7508690614136733,0.3511008111239861,0.2491309385863267,1.050303568118814,0.6655375689763687,teacher_target_route_calibrated,
1643,234,S3,5,1,True,0.7123842569856756,1,True,1,True,0.5694726515761326,0.7979142526071843,0.6012773302646719,0.6482738780207136,0.5300113895216401,0.8308400460299195,8.0,0.0268341701236054,0.5694726515761326,0.4976786706857221,0.0791338652997535,0.6779719831578845,0.7571058484576381,0.1935110081112398,0.272305909617613,0.8064889918887601,1.07,0.762251154974673,teacher_target_route_calibrated,
1644,234,S4,6,-1,True,-1.7086917895850804,-1,True,-1,True,0.3969408586275402,0.4449362688296639,0.3709608745684695,0.5097871116225546,0.4046469248291572,0.813578826237054,4.0,0.0363110564624913,0.3969408586275402,0.6494810838121613,0.0142437779424147,1.4357506347728493,1.449994412715264,0.0498261877172653,0.3858632676709154,0.9501738122827348,1.07,-1.828300214856036,teacher_target_route_calibrated,
1665,237,S4,6,-1,True,-0.3184251790589962,-1,True,-1,True,0.5209607776579883,0.7045191193511007,0.5184752589182969,0.6739470655926352,0.4758883826879271,0.7836593785960875,4.0,0.0498636212384072,0.5209607776579883,0.7011269097951344,0.2384263456243585,0.8829696872261944,1.1213960328505528,0.5840092699884125,0.3140208574739281,0.4159907300115875,0.9671736536048546,-0.3079724438302694,teacher_target_route_calibrated,
1675,239,Q3,2,-1,True,-1.3496300828833463,-1,True,-1,True,0.5504739465014564,0.7480880648899189,0.4993958573072496,0.6658285385500576,0.6723006833712984,0.8043728423475259,6.0,0.0107897224601753,0.5504739465014564,0.5304341744929829,0.2521850406672781,0.5651934553607675,0.8173784960280456,0.608342989571263,0.250289687137891,0.391657010428737,1.0785540711543617,-1.4556490204462318,teacher_target_route_calibrated,
1725,246,S1,3,-1,True,-1.260600734520919,-1,True,-1,True,0.6057569007266411,0.8383545770567786,0.5608112773302647,0.6379171461449943,0.7382004555808656,0.9234752589182968,6.0,0.0025203365595809,0.6057569007266411,0.4339038700706565,0.0,2.308776913200411,2.308776913200411,0.0220162224797219,0.5179606025492468,0.977983777520278,1.07,-1.3488427859373833,teacher_target_route_calibrated,
57,8,Q2,1,-1,False,0.0,0,True,-1,False,0.7212805774901766,0.8967555040556199,0.6431818181818182,0.9428135788262372,0.6447949886104783,0.9234752589182968,6.0,0.0272138099604209,0.7212805774901766,0.5298229073435359,0.1489119824443406,0.1356026014691829,0.2845145839135236,0.4044032444959444,0.0938586326767091,0.5955967555040556,,-0.6452596258185588,q2_lrj_extra_target_route_safe,0.8321455813975471
1548,221,Q2,1,1,False,0.0,0,True,1,False,0.7028158624406298,0.9078794901506372,0.6862313003452244,0.8342865362485616,0.6204783599088839,0.9234752589182968,6.0,0.0465833545941815,0.7028158624406298,0.5858926855009393,0.1013356088272287,0.1410448483907847,0.2423804572180134,0.2688296639629201,0.1031286210892236,0.7311703360370799,,0.636408948349284,q2_lrj_extra_target_route_safe,0.8318528280769957
547,78,Q2,1,1,False,0.0,0,True,1,False,0.6705909428023402,0.9640787949015064,0.9349482163406212,0.4299194476409667,0.505375854214123,0.9234752589182968,10.0,0.2825775022370368,0.6705909428023402,0.839290393934458,0.0,3.1691026329056893,3.1691026329056893,0.0220162224797219,0.6465816917728853,0.977983777520278,,0.5877933609019709,q2_lrj_extra_target_route_safe,0.7868286593239681
1709,244,Q2,1,-1,False,0.0,0,True,-1,False,0.6202210418249329,0.8828505214368482,0.6018124280782507,0.9008630609896432,0.6281435079726652,0.6329113924050633,4.0,0.0540642130685191,0.6202210418249329,0.3904143413550871,0.162150902767531,0.1386727802368815,0.3008236830044126,0.4449594438006952,0.0996523754345307,0.5550405561993048,,-0.5912357940687312,q2_lrj_extra_target_route_safe,0.767705557775893
1184,169,Q2,1,-1,False,0.0,0,True,-1,False,0.5853209228638626,0.8252607184241019,0.6193958573072498,0.8957940161104718,0.3977107061503417,0.6317606444188723,6.0,0.0280417718749727,0.5853209228638626,0.279365532705393,0.0955460849875962,0.9622409887580572,1.0577870737456532,0.2410196987253766,0.3244495944380069,0.7589803012746235,,-0.6002394663334526,q2_lrj_extra_target_route_safe,0.7604132231938164
1058,151,Q2,1,1,False,0.0,0,True,1,False,0.5886459752381606,0.9104287369640788,0.7692462600690448,0.3384177215189873,0.6294533029612757,0.9234752589182968,4.0,0.7352502710665222,0.5886459752381606,0.7887665583504021,0.0,6.581106491771755,6.581106491771755,0.0220162224797219,0.8713789107763615,0.977983777520278,,0.5387361983454988,q2_lrj_extra_target_route_safe,0.7590349702306829
1149,164,Q2,1,-1,False,0.0,0,True,-1,False,0.6192035436605942,0.9316338354577058,0.9043153049482164,0.98114499424626,0.2775512528473804,0.283084004602992,8.0,0.1765611872569086,0.6192035436605942,0.323009632976182,0.110177036384349,4.373802116679424,4.483979153063773,0.2989571263035921,0.7636152954808807,0.7010428736964078,,-0.6211738322604201,q2_lrj_extra_target_route_safe,0.7458049058692326
1296,185,Q2,1,-1,False,0.0,0,True,-1,False,0.5801661094589738,0.8376593279258401,0.6433659378596087,0.7948331415420025,0.7015489749430526,0.4522439585730725,5.0,0.0537732008512567,0.5801661094589738,0.6668654015085134,0.1116959759497434,0.1031784426787321,0.2148744186284755,0.3059096176129779,0.0845886442641946,0.694090382387022,,-0.5741339145059321,q2_lrj_extra_target_route_safe,0.7339694459890655
848,121,Q2,1,-1,False,0.0,0,True,-1,False,0.544248835991543,0.8246813441483197,0.6481760644418871,0.2723820483314154,0.7981207289293849,0.9234752589182968,4.0,0.2598220347975196,0.544248835991543,0.4463584382757546,0.0,2.394163084819081,2.394163084819081,0.0220162224797219,0.5353418308227115,0.977983777520278,,-0.5095236921519078,q2_lrj_extra_target_route_safe,0.7308990377051184
1310,187,Q2,1,-1,False,0.0,0,True,-1,False,0.5523135236288598,0.7842410196987253,0.6480955120828538,0.7974683544303798,0.4889521640091116,0.4741081703107019,5.0,0.0545719487927399,0.5523135236288598,0.6146480170849976,0.06989890090743,2.4407565256752908,2.510655426582721,0.1645422943221321,0.5434530706836617,0.8354577056778679,,-0.579821541314326,q2_lrj_extra_target_route_safe,0.7236870990272836
1009,144,Q2,1,1,False,0.0,0,True,1,False,0.5557677388391397,0.8550405561993046,0.7485500575373992,0.525264672036824,0.4960820045558086,0.6467203682393556,8.0,0.3808335147308775,0.5557677388391397,0.7177693067748002,0.0439147281052163,5.348210707090093,5.392125435195309,0.0938586326767091,0.8238702201622248,0.9061413673232908,,0.5462017619171253,q2_lrj_extra_target_route_safe,0.7200318085238844
1576,225,Q2,1,1,False,0.0,0,True,1,False,0.5194716074694494,0.7526071842410196,0.6688780207134638,0.3112945914844649,0.5591799544419134,0.9234752589182968,5.0,0.1659847741985939,0.5194716074694494,0.5141995124977706,0.0,3.563905049713197,3.563905049713197,0.0220162224797219,0.6917728852838934,0.977983777520278,,0.5053432630771165,q2_lrj_extra_target_route_safe,0.6918387562446211
1730,247,Q2,1,-1,False,0.0,0,True,-1,False,0.5205223771442314,0.7159907300115874,0.6182105868814729,0.8854545454545454,0.4339863325740319,0.3141542002301496,4.0,0.0668556750772001,0.5205223771442314,0.3027985989653572,0.0997650733673357,4.532139680374979,4.631904753742315,0.2630359212050985,0.776361529548088,0.7369640787949014,,-0.5687278151286926,q2_lrj_extra_target_route_safe,0.675979694585737
589,84,Q2,1,-1,False,0.0,0,True,-1,False,0.5381417847858714,0.7304750869061413,0.6255753739930955,0.5377445339470657,0.3964806378132118,0.9234752589182968,6.0,0.0268967182148947,0.5381417847858714,0.5261754441756927,0.1835698686278577,0.1380271121659691,0.3215969807938268,0.4936268829663963,0.097334878331402,0.5063731170336037,,-0.4928234490856289,q2_lrj_extra_target_route_safe,0.6375019787913152
