cell_key,row,subject_id,target,expert,expert_family,expert_pred,selection_score,true_gain,model_name,feature_view,row_episode_score,row_episode_route,row_episode_route_family,expert_matches_row_episode_route,family_matches_row_episode,law_name
178:S3,178,id04,S3,global_prior,prior,0.6681922196796338,-0.011453613144819469,-0.28949754171632736,episode_tree_depth3_leaf14,episode_route_gate,0.027993927602466044,global_prior,prior_reset,1.0,1.0,episode_route_gate__episode_tree_depth3_leaf14
178:S4,178,id04,S4,global_prior,prior,0.5583524027459954,-0.011453613144819469,-0.2557504582424216,episode_tree_depth3_leaf14,episode_route_gate,0.027993927602466044,global_prior,prior_reset,1.0,1.0,episode_route_gate__episode_tree_depth3_leaf14
213:Q1,213,id05,Q1,global_prior,prior,0.49772727272727274,-0.009524655553570776,0.30348495246351437,episode_tree_depth3_leaf14,episode_route_gate,0.00789248309144232,core_knn_blend,core_reset,0.0,0.0,episode_route_gate__episode_tree_depth3_leaf14
213:Q2,213,id05,Q2,global_prior,prior,0.5681818181818182,-0.009524655553570776,-0.11414972934213719,episode_tree_depth3_leaf14,episode_route_gate,0.00789248309144232,core_knn_blend,core_reset,0.0,0.0,episode_route_gate__episode_tree_depth3_leaf14
213:Q3,213,id05,Q3,global_prior,prior,0.6,-0.009524655553570776,-0.16786177390827062,episode_tree_depth3_leaf14,episode_route_gate,0.00789248309144232,core_knn_blend,core_reset,0.0,0.0,episode_route_gate__episode_tree_depth3_leaf14
213:S1,213,id05,S1,global_prior,prior,0.6886363636363636,0.06446906441743318,-0.40720152111608376,episode_tree_depth3_leaf14,episode_route_gate,0.00789248309144232,core_knn_blend,core_reset,0.0,0.0,episode_route_gate__episode_tree_depth3_leaf14
213:S2,213,id05,S2,global_prior,prior,0.6590909090909091,0.06446906441743318,0.5674148846571372,episode_tree_depth3_leaf14,episode_route_gate,0.00789248309144232,core_knn_blend,core_reset,0.0,0.0,episode_route_gate__episode_tree_depth3_leaf14
213:S3,213,id05,S3,global_prior,prior,0.6704545454545454,0.06446906441743318,0.6299377005884526,episode_tree_depth3_leaf14,episode_route_gate,0.00789248309144232,core_knn_blend,core_reset,0.0,0.0,episode_route_gate__episode_tree_depth3_leaf14
213:S4,213,id05,S4,hsjepa_action_health__wide_listener_health,core_action_health,0.5949567019430905,0.06446906441743318,0.3119841888617798,episode_tree_depth3_leaf14,episode_route_gate,0.00789248309144232,core_knn_blend,core_reset,0.0,0.0,episode_route_gate__episode_tree_depth3_leaf14
214:Q1,214,id05,Q1,global_prior,prior,0.49772727272727274,-0.009524655553570776,0.05866306922048081,episode_tree_depth3_leaf14,episode_route_gate,0.016067326239526544,global_prior,prior_reset,1.0,1.0,episode_route_gate__episode_tree_depth3_leaf14
214:Q2,214,id05,Q2,global_prior,prior,0.5681818181818182,-0.009524655553570776,-0.16591166390072665,episode_tree_depth3_leaf14,episode_route_gate,0.016067326239526544,global_prior,prior_reset,1.0,1.0,episode_route_gate__episode_tree_depth3_leaf14
214:Q3,214,id05,Q3,global_prior,prior,0.6,-0.009524655553570776,0.2355627887551296,episode_tree_depth3_leaf14,episode_route_gate,0.016067326239526544,global_prior,prior_reset,1.0,1.0,episode_route_gate__episode_tree_depth3_leaf14
214:S1,214,id05,S1,global_prior,prior,0.6886363636363636,0.06446906441743318,-0.5598243167652888,episode_tree_depth3_leaf14,episode_route_gate,0.016067326239526544,global_prior,prior_reset,1.0,1.0,episode_route_gate__episode_tree_depth3_leaf14
214:S2,214,id05,S2,global_prior,prior,0.6590909090909091,0.06446906441743318,-0.5446536713397513,episode_tree_depth3_leaf14,episode_route_gate,0.016067326239526544,global_prior,prior_reset,1.0,1.0,episode_route_gate__episode_tree_depth3_leaf14
214:S3,214,id05,S3,global_prior,prior,0.6704545454545454,0.06446906441743318,-0.68807493537472,episode_tree_depth3_leaf14,episode_route_gate,0.016067326239526544,global_prior,prior_reset,1.0,1.0,episode_route_gate__episode_tree_depth3_leaf14
214:S4,214,id05,S4,global_prior,prior,0.5659090909090909,-0.009524655553570776,-0.0615284739069919,episode_tree_depth3_leaf14,episode_route_gate,0.016067326239526544,global_prior,prior_reset,1.0,1.0,episode_route_gate__episode_tree_depth3_leaf14
215:Q1,215,id05,Q1,global_prior,prior,0.49772727272727274,-0.009524655553570776,-0.12662470613920496,episode_tree_depth3_leaf14,episode_route_gate,0.0073990504095020355,global_prior,prior_reset,1.0,1.0,episode_route_gate__episode_tree_depth3_leaf14
215:Q2,215,id05,Q2,global_prior,prior,0.5681818181818182,-0.009524655553570776,-0.03110773664000599,episode_tree_depth3_leaf14,episode_route_gate,0.0073990504095020355,global_prior,prior_reset,1.0,1.0,episode_route_gate__episode_tree_depth3_leaf14
215:Q3,215,id05,Q3,global_prior,prior,0.6,-0.009524655553570776,0.017163256359249535,episode_tree_depth3_leaf14,episode_route_gate,0.0073990504095020355,global_prior,prior_reset,1.0,1.0,episode_route_gate__episode_tree_depth3_leaf14
215:S1,215,id05,S1,global_prior,prior,0.6886363636363636,-0.009524655553570776,0.18782464843413754,episode_tree_depth3_leaf14,episode_route_gate,0.0073990504095020355,global_prior,prior_reset,1.0,1.0,episode_route_gate__episode_tree_depth3_leaf14
215:S2,215,id05,S2,global_prior,prior,0.6590909090909091,0.06446906441743318,0.5674148846571372,episode_tree_depth3_leaf14,episode_route_gate,0.0073990504095020355,global_prior,prior_reset,1.0,1.0,episode_route_gate__episode_tree_depth3_leaf14
215:S3,215,id05,S3,subject_prior,prior,0.08823529411764706,0.06446906441743318,0.23607239186770163,episode_tree_depth3_leaf14,episode_route_gate,0.0073990504095020355,global_prior,prior_reset,1.0,1.0,episode_route_gate__episode_tree_depth3_leaf14
215:S4,215,id05,S4,hsjepa_action_health__high_margin_listener_health,core_action_health,0.7029702655045159,0.06446906441743318,0.3157269804385981,episode_tree_depth3_leaf14,episode_route_gate,0.0073990504095020355,global_prior,prior_reset,1.0,1.0,episode_route_gate__episode_tree_depth3_leaf14
216:Q1,216,id05,Q1,global_prior,prior,0.49772727272727274,-0.009524655553570776,0.2045244768396709,episode_tree_depth3_leaf14,episode_route_gate,-0.023926839585988485,global_prior,prior_reset,1.0,1.0,episode_route_gate__episode_tree_depth3_leaf14
216:Q2,216,id05,Q2,global_prior,prior,0.5681818181818182,-0.009524655553570776,-0.14036557147302997,episode_tree_depth3_leaf14,episode_route_gate,-0.023926839585988485,global_prior,prior_reset,1.0,1.0,episode_route_gate__episode_tree_depth3_leaf14
216:Q3,216,id05,Q3,global_prior,prior,0.6,-0.009524655553570776,0.2355627887551296,episode_tree_depth3_leaf14,episode_route_gate,-0.023926839585988485,global_prior,prior_reset,1.0,1.0,episode_route_gate__episode_tree_depth3_leaf14
216:S1,216,id05,S1,global_prior,prior,0.6886363636363636,-0.009524655553570776,-0.3211612200160394,episode_tree_depth3_leaf14,episode_route_gate,-0.023926839585988485,global_prior,prior_reset,1.0,1.0,episode_route_gate__episode_tree_depth3_leaf14
216:S2,216,id05,S2,global_prior,prior,0.6590909090909091,0.06446906441743318,-0.5874753808529127,episode_tree_depth3_leaf14,episode_route_gate,-0.023926839585988485,global_prior,prior_reset,1.0,1.0,episode_route_gate__episode_tree_depth3_leaf14
216:S3,216,id05,S3,global_prior,prior,0.6704545454545454,0.06446906441743318,-0.68807493537472,episode_tree_depth3_leaf14,episode_route_gate,-0.023926839585988485,global_prior,prior_reset,1.0,1.0,episode_route_gate__episode_tree_depth3_leaf14
216:S4,216,id05,S4,global_prior,prior,0.5659090909090909,-0.009524655553570776,-0.23963924214022125,episode_tree_depth3_leaf14,episode_route_gate,-0.023926839585988485,global_prior,prior_reset,1.0,1.0,episode_route_gate__episode_tree_depth3_leaf14
217:Q1,217,id05,Q1,subject_prior,prior,0.6764705882352942,-0.009524655553570776,-0.006130239947583771,episode_tree_depth3_leaf14,episode_route_gate,-0.024952542276713625,global_prior,prior_reset,1.0,1.0,episode_route_gate__episode_tree_depth3_leaf14
217:Q2,217,id05,Q2,global_prior,prior,0.5681818181818182,-0.009524655553570776,-0.11414972934213719,episode_tree_depth3_leaf14,episode_route_gate,-0.024952542276713625,global_prior,prior_reset,1.0,1.0,episode_route_gate__episode_tree_depth3_leaf14
217:Q3,217,id05,Q3,global_prior,prior,0.6,-0.009524655553570776,-0.16786177390827062,episode_tree_depth3_leaf14,episode_route_gate,-0.024952542276713625,global_prior,prior_reset,1.0,1.0,episode_route_gate__episode_tree_depth3_leaf14
217:S1,217,id05,S1,global_prior,prior,0.6886363636363636,-0.009524655553570776,0.08108835868650766,episode_tree_depth3_leaf14,episode_route_gate,-0.024952542276713625,global_prior,prior_reset,1.0,1.0,episode_route_gate__episode_tree_depth3_leaf14
217:S2,217,id05,S2,global_prior,prior,0.6590909090909091,0.06446906441743318,-0.5225349524774282,episode_tree_depth3_leaf14,episode_route_gate,-0.024952542276713625,global_prior,prior_reset,1.0,1.0,episode_route_gate__episode_tree_depth3_leaf14
217:S3,217,id05,S3,subject_prior,prior,0.08823529411764706,0.06446906441743318,0.21837383851041609,episode_tree_depth3_leaf14,episode_route_gate,-0.024952542276713625,global_prior,prior_reset,1.0,1.0,episode_route_gate__episode_tree_depth3_leaf14
217:S4,217,id05,S4,global_prior,prior,0.5659090909090909,-0.009524655553570776,-0.14177419812707415,episode_tree_depth3_leaf14,episode_route_gate,-0.024952542276713625,global_prior,prior_reset,1.0,1.0,episode_route_gate__episode_tree_depth3_leaf14
218:Q1,218,id05,Q1,global_prior,prior,0.49772727272727274,-0.009524655553570776,0.26939833764867194,episode_tree_depth3_leaf14,episode_route_gate,-0.03264719867329409,global_prior,prior_reset,1.0,1.0,episode_route_gate__episode_tree_depth3_leaf14
218:Q2,218,id05,Q2,global_prior,prior,0.5681818181818182,-0.009524655553570776,-0.2151256466821393,episode_tree_depth3_leaf14,episode_route_gate,-0.03264719867329409,global_prior,prior_reset,1.0,1.0,episode_route_gate__episode_tree_depth3_leaf14
218:Q3,218,id05,Q3,global_prior,prior,0.6,-0.009524655553570776,-0.09263280203360863,episode_tree_depth3_leaf14,episode_route_gate,-0.03264719867329409,global_prior,prior_reset,1.0,1.0,episode_route_gate__episode_tree_depth3_leaf14
218:S1,218,id05,S1,global_prior,prior,0.6886363636363636,-0.009524655553570776,-0.29075347183132405,episode_tree_depth3_leaf14,episode_route_gate,-0.03264719867329409,global_prior,prior_reset,1.0,1.0,episode_route_gate__episode_tree_depth3_leaf14
218:S2,218,id05,S2,global_prior,prior,0.6590909090909091,0.06446906441743318,-0.6285384422046352,episode_tree_depth3_leaf14,episode_route_gate,-0.03264719867329409,global_prior,prior_reset,1.0,1.0,episode_route_gate__episode_tree_depth3_leaf14
218:S3,218,id05,S3,subject_prior,prior,0.08823529411764706,0.06446906441743318,-1.1546324888510227,episode_tree_depth3_leaf14,episode_route_gate,-0.03264719867329409,global_prior,prior_reset,1.0,1.0,episode_route_gate__episode_tree_depth3_leaf14
218:S4,218,id05,S4,global_prior,prior,0.5659090909090909,-0.009524655553570776,-0.2626789602557026,episode_tree_depth3_leaf14,episode_route_gate,-0.03264719867329409,global_prior,prior_reset,1.0,1.0,episode_route_gate__episode_tree_depth3_leaf14
219:Q1,219,id05,Q1,global_prior,prior,0.49772727272727274,-0.009524655553570776,0.08618279150480335,episode_tree_depth3_leaf14,episode_route_gate,0.021655749814093322,global_prior,prior_reset,1.0,1.0,episode_route_gate__episode_tree_depth3_leaf14
219:Q2,219,id05,Q2,global_prior,prior,0.5681818181818182,-0.009524655553570776,0.024306468666138614,episode_tree_depth3_leaf14,episode_route_gate,0.021655749814093322,global_prior,prior_reset,1.0,1.0,episode_route_gate__episode_tree_depth3_leaf14
219:Q3,219,id05,Q3,global_prior,prior,0.6,-0.009524655553570776,-0.07290677080808788,episode_tree_depth3_leaf14,episode_route_gate,0.021655749814093322,global_prior,prior_reset,1.0,1.0,episode_route_gate__episode_tree_depth3_leaf14
219:S1,219,id05,S1,global_prior,prior,0.6886363636363636,-0.009524655553570776,-0.35067155816542805,episode_tree_depth3_leaf14,episode_route_gate,0.021655749814093322,global_prior,prior_reset,1.0,1.0,episode_route_gate__episode_tree_depth3_leaf14
219:S2,219,id05,S2,global_prior,prior,0.6590909090909091,0.06446906441743318,-0.5446536713397513,episode_tree_depth3_leaf14,episode_route_gate,0.021655749814093322,global_prior,prior_reset,1.0,1.0,episode_route_gate__episode_tree_depth3_leaf14
219:S3,219,id05,S3,subject_prior,prior,0.08823529411764706,0.06446906441743318,0.29112886604086147,episode_tree_depth3_leaf14,episode_route_gate,0.021655749814093322,global_prior,prior_reset,1.0,1.0,episode_route_gate__episode_tree_depth3_leaf14
219:S4,219,id05,S4,global_prior,prior,0.5659090909090909,-0.009524655553570776,-0.1157346056879871,episode_tree_depth3_leaf14,episode_route_gate,0.021655749814093322,global_prior,prior_reset,1.0,1.0,episode_route_gate__episode_tree_depth3_leaf14
220:Q1,220,id05,Q1,subject_prior,prior,0.6764705882352942,0.06446906441743318,-0.4340567719525191,episode_tree_depth3_leaf14,episode_route_gate,0.019308442861307507,global_prior,prior_reset,1.0,1.0,episode_route_gate__episode_tree_depth3_leaf14
220:Q2,220,id05,Q2,global_prior,prior,0.5681818181818182,-0.009524655553570776,-0.08722807177587266,episode_tree_depth3_leaf14,episode_route_gate,0.019308442861307507,global_prior,prior_reset,1.0,1.0,episode_route_gate__episode_tree_depth3_leaf14
220:Q3,220,id05,Q3,global_prior,prior,0.6,-0.009524655553570776,0.08479839581254545,episode_tree_depth3_leaf14,episode_route_gate,0.019308442861307507,global_prior,prior_reset,1.0,1.0,episode_route_gate__episode_tree_depth3_leaf14
220:S1,220,id05,S1,global_prior,prior,0.6886363636363636,-0.009524655553570776,-0.3211612200160394,episode_tree_depth3_leaf14,episode_route_gate,0.019308442861307507,global_prior,prior_reset,1.0,1.0,episode_route_gate__episode_tree_depth3_leaf14
220:S2,220,id05,S2,global_prior,prior,0.6590909090909091,0.06446906441743318,-0.608217668598124,episode_tree_depth3_leaf14,episode_route_gate,0.019308442861307507,global_prior,prior_reset,1.0,1.0,episode_route_gate__episode_tree_depth3_leaf14
220:S3,220,id05,S3,global_prior,prior,0.6704545454545454,0.06446906441743318,-0.7074917890423501,episode_tree_depth3_leaf14,episode_route_gate,0.019308442861307507,global_prior,prior_reset,1.0,1.0,episode_route_gate__episode_tree_depth3_leaf14
220:S4,220,id05,S4,hsjepa_action_health__high_margin_listener_health,core_action_health,0.6729472940977813,0.06446906441743318,-0.3988672477662061,episode_tree_depth3_leaf14,episode_route_gate,0.019308442861307507,global_prior,prior_reset,1.0,1.0,episode_route_gate__episode_tree_depth3_leaf14
221:Q1,221,id05,Q1,subject_prior,prior,0.6764705882352942,-0.009524655553570776,0.05220904536729715,episode_tree_depth3_leaf14,episode_route_gate,-0.023841581869318992,core_knn_blend,core_reset,0.0,0.0,episode_route_gate__episode_tree_depth3_leaf14
221:Q2,221,id05,Q2,global_prior,prior,0.5681818181818182,-0.009524655553570776,0.1740973174924334,episode_tree_depth3_leaf14,episode_route_gate,-0.023841581869318992,core_knn_blend,core_reset,0.0,0.0,episode_route_gate__episode_tree_depth3_leaf14
221:Q3,221,id05,Q3,global_prior,prior,0.6,-0.009524655553570776,-0.07290677080808788,episode_tree_depth3_leaf14,episode_route_gate,-0.023841581869318992,core_knn_blend,core_reset,0.0,0.0,episode_route_gate__episode_tree_depth3_leaf14
221:S1,221,id05,S1,global_prior,prior,0.6886363636363636,-0.009524655553570776,0.16554649934040927,episode_tree_depth3_leaf14,episode_route_gate,-0.023841581869318992,core_knn_blend,core_reset,0.0,0.0,episode_route_gate__episode_tree_depth3_leaf14
221:S2,221,id05,S2,global_prior,prior,0.6590909090909091,0.06446906441743318,0.5674148846571372,episode_tree_depth3_leaf14,episode_route_gate,-0.023841581869318992,core_knn_blend,core_reset,0.0,0.0,episode_route_gate__episode_tree_depth3_leaf14
221:S3,221,id05,S3,subject_prior,prior,0.08823529411764706,0.06446906441743318,-1.2425064683281786,episode_tree_depth3_leaf14,episode_route_gate,-0.023841581869318992,core_knn_blend,core_reset,0.0,0.0,episode_route_gate__episode_tree_depth3_leaf14
221:S4,221,id05,S4,global_prior,prior,0.5659090909090909,-0.009524655553570776,-0.2626789602557026,episode_tree_depth3_leaf14,episode_route_gate,-0.023841581869318992,core_knn_blend,core_reset,0.0,0.0,episode_route_gate__episode_tree_depth3_leaf14
222:Q1,222,id05,Q1,global_prior,prior,0.49772727272727274,-0.009524655553570776,-0.21375383992400276,episode_tree_depth3_leaf14,episode_route_gate,0.009398512224068177,global_prior,prior_reset,1.0,1.0,episode_route_gate__episode_tree_depth3_leaf14
222:Q2,222,id05,Q2,global_prior,prior,0.5681818181818182,-0.009524655553570776,0.20139850460205455,episode_tree_depth3_leaf14,episode_route_gate,0.009398512224068177,global_prior,prior_reset,1.0,1.0,episode_route_gate__episode_tree_depth3_leaf14
222:Q3,222,id05,Q3,global_prior,prior,0.6,-0.009524655553570776,-0.14957841822204032,episode_tree_depth3_leaf14,episode_route_gate,0.009398512224068177,global_prior,prior_reset,1.0,1.0,episode_route_gate__episode_tree_depth3_leaf14
222:S1,222,id05,S1,global_prior,prior,0.6886363636363636,-0.009524655553570776,0.14375386934955664,episode_tree_depth3_leaf14,episode_route_gate,0.009398512224068177,global_prior,prior_reset,1.0,1.0,episode_route_gate__episode_tree_depth3_leaf14
222:S2,222,id05,S2,global_prior,prior,0.6590909090909091,0.06446906441743318,-0.4039476174320935,episode_tree_depth3_leaf14,episode_route_gate,0.009398512224068177,global_prior,prior_reset,1.0,1.0,episode_route_gate__episode_tree_depth3_leaf14
222:S3,222,id05,S3,global_prior,prior,0.6704545454545454,0.06446906441743318,-0.6480722160152756,episode_tree_depth3_leaf14,episode_route_gate,0.009398512224068177,global_prior,prior_reset,1.0,1.0,episode_route_gate__episode_tree_depth3_leaf14
222:S4,222,id05,S4,global_prior,prior,0.5659090909090909,-0.009524655553570776,0.15030737787757587,episode_tree_depth3_leaf14,episode_route_gate,0.009398512224068177,global_prior,prior_reset,1.0,1.0,episode_route_gate__episode_tree_depth3_leaf14
260:Q1,260,id06,Q1,global_prior,prior,0.5056947608200456,-0.0092253012898745,0.7851716237524313,episode_tree_depth3_leaf14,episode_route_gate,-0.0027308985018029523,core_knn_blend,core_reset,0.0,0.0,episode_route_gate__episode_tree_depth3_leaf14
260:Q2,260,id06,Q2,global_prior,prior,0.5603644646924829,-0.0092253012898745,-0.4364306004097969,episode_tree_depth3_leaf14,episode_route_gate,-0.0027308985018029523,core_knn_blend,core_reset,0.0,0.0,episode_route_gate__episode_tree_depth3_leaf14
260:Q3,260,id06,Q3,global_prior,prior,0.592255125284738,-0.0092253012898745,0.21410062241288674,episode_tree_depth3_leaf14,episode_route_gate,-0.0027308985018029523,core_knn_blend,core_reset,0.0,0.0,episode_route_gate__episode_tree_depth3_leaf14
260:S1,260,id06,S1,global_prior,prior,0.6742596810933941,-0.0092253012898745,-0.27886343168551775,episode_tree_depth3_leaf14,episode_route_gate,-0.0027308985018029523,core_knn_blend,core_reset,0.0,0.0,episode_route_gate__episode_tree_depth3_leaf14
260:S2,260,id06,S2,global_prior,prior,0.642369020501139,-0.0092253012898745,-0.21833813566364715,episode_tree_depth3_leaf14,episode_route_gate,-0.0027308985018029523,core_knn_blend,core_reset,0.0,0.0,episode_route_gate__episode_tree_depth3_leaf14
260:S3,260,id06,S3,global_prior,prior,0.6537585421412301,-0.0092253012898745,-0.2216573466288972,episode_tree_depth3_leaf14,episode_route_gate,-0.0027308985018029523,core_knn_blend,core_reset,0.0,0.0,episode_route_gate__episode_tree_depth3_leaf14
260:S4,260,id06,S4,global_prior,prior,0.5489749430523918,-0.0092253012898745,-0.21017152199461137,episode_tree_depth3_leaf14,episode_route_gate,-0.0027308985018029523,core_knn_blend,core_reset,0.0,0.0,episode_route_gate__episode_tree_depth3_leaf14
261:Q1,261,id06,Q1,global_prior,prior,0.5056947608200456,-0.0092253012898745,-0.37325181820625325,episode_tree_depth3_leaf14,episode_route_gate,-0.006464699876505718,subject_prior,prior_reset,0.0,1.0,episode_route_gate__episode_tree_depth3_leaf14
261:Q2,261,id06,Q2,global_prior,prior,0.5603644646924829,-0.0092253012898745,-0.3780527007075831,episode_tree_depth3_leaf14,episode_route_gate,-0.006464699876505718,subject_prior,prior_reset,0.0,1.0,episode_route_gate__episode_tree_depth3_leaf14
261:Q3,261,id06,Q3,global_prior,prior,0.592255125284738,-0.0092253012898745,0.26938440795982976,episode_tree_depth3_leaf14,episode_route_gate,-0.006464699876505718,subject_prior,prior_reset,0.0,1.0,episode_route_gate__episode_tree_depth3_leaf14
261:S1,261,id06,S1,global_prior,prior,0.6742596810933941,-0.0092253012898745,-0.20398860111295336,episode_tree_depth3_leaf14,episode_route_gate,-0.006464699876505718,subject_prior,prior_reset,0.0,1.0,episode_route_gate__episode_tree_depth3_leaf14
261:S2,261,id06,S2,global_prior,prior,0.642369020501139,-0.0092253012898745,-0.23429936314617417,episode_tree_depth3_leaf14,episode_route_gate,-0.006464699876505718,subject_prior,prior_reset,0.0,1.0,episode_route_gate__episode_tree_depth3_leaf14
261:S3,261,id06,S3,global_prior,prior,0.6537585421412301,-0.0092253012898745,-0.2526841984051016,episode_tree_depth3_leaf14,episode_route_gate,-0.006464699876505718,subject_prior,prior_reset,0.0,1.0,episode_route_gate__episode_tree_depth3_leaf14
261:S4,261,id06,S4,global_prior,prior,0.5489749430523918,-0.0092253012898745,-0.17147050961479915,episode_tree_depth3_leaf14,episode_route_gate,-0.006464699876505718,subject_prior,prior_reset,0.0,1.0,episode_route_gate__episode_tree_depth3_leaf14
262:Q1,262,id06,Q1,global_prior,prior,0.5056947608200456,-0.0092253012898745,-0.39100139806525075,episode_tree_depth3_leaf14,episode_route_gate,-0.011597436836038179,subject_prior,prior_reset,0.0,1.0,episode_route_gate__episode_tree_depth3_leaf14
262:Q2,262,id06,Q2,global_prior,prior,0.5603644646924829,-0.0092253012898745,0.3129012071569802,episode_tree_depth3_leaf14,episode_route_gate,-0.011597436836038179,subject_prior,prior_reset,0.0,1.0,episode_route_gate__episode_tree_depth3_leaf14
262:Q3,262,id06,Q3,global_prior,prior,0.592255125284738,-0.0092253012898745,0.2413605267091844,episode_tree_depth3_leaf14,episode_route_gate,-0.011597436836038179,subject_prior,prior_reset,0.0,1.0,episode_route_gate__episode_tree_depth3_leaf14
262:S1,262,id06,S1,global_prior,prior,0.6742596810933941,-0.0092253012898745,-0.30731108528921935,episode_tree_depth3_leaf14,episode_route_gate,-0.011597436836038179,subject_prior,prior_reset,0.0,1.0,episode_route_gate__episode_tree_depth3_leaf14
262:S2,262,id06,S2,global_prior,prior,0.642369020501139,-0.0092253012898745,-0.3104940093399945,episode_tree_depth3_leaf14,episode_route_gate,-0.011597436836038179,subject_prior,prior_reset,0.0,1.0,episode_route_gate__episode_tree_depth3_leaf14
262:S3,262,id06,S3,global_prior,prior,0.6537585421412301,-0.0092253012898745,-0.29749090395946787,episode_tree_depth3_leaf14,episode_route_gate,-0.011597436836038179,subject_prior,prior_reset,0.0,1.0,episode_route_gate__episode_tree_depth3_leaf14
262:S4,262,id06,S4,global_prior,prior,0.5489749430523918,-0.0092253012898745,-0.33492217141942004,episode_tree_depth3_leaf14,episode_route_gate,-0.011597436836038179,subject_prior,prior_reset,0.0,1.0,episode_route_gate__episode_tree_depth3_leaf14
263:Q1,263,id06,Q1,global_prior,prior,0.5056947608200456,-0.0092253012898745,-0.4255824877516703,episode_tree_depth3_leaf14,episode_route_gate,0.020338188185728148,subject_prior,prior_reset,0.0,1.0,episode_route_gate__episode_tree_depth3_leaf14
263:Q2,263,id06,Q2,global_prior,prior,0.5603644646924829,-0.0092253012898745,0.4117507125219403,episode_tree_depth3_leaf14,episode_route_gate,0.020338188185728148,subject_prior,prior_reset,0.0,1.0,episode_route_gate__episode_tree_depth3_leaf14
263:Q3,263,id06,Q3,global_prior,prior,0.592255125284738,-0.0092253012898745,0.29821632585829716,episode_tree_depth3_leaf14,episode_route_gate,0.020338188185728148,subject_prior,prior_reset,0.0,1.0,episode_route_gate__episode_tree_depth3_leaf14
263:S1,263,id06,S1,global_prior,prior,0.6742596810933941,-0.0092253012898745,-0.2346145002840314,episode_tree_depth3_leaf14,episode_route_gate,0.020338188185728148,subject_prior,prior_reset,0.0,1.0,episode_route_gate__episode_tree_depth3_leaf14
263:S2,263,id06,S2,global_prior,prior,0.642369020501139,-0.0092253012898745,-0.3250602402451288,episode_tree_depth3_leaf14,episode_route_gate,0.020338188185728148,subject_prior,prior_reset,0.0,1.0,episode_route_gate__episode_tree_depth3_leaf14
263:S3,263,id06,S3,global_prior,prior,0.6537585421412301,-0.0092253012898745,-0.35427154957644225,episode_tree_depth3_leaf14,episode_route_gate,0.020338188185728148,subject_prior,prior_reset,0.0,1.0,episode_route_gate__episode_tree_depth3_leaf14
263:S4,263,id06,S4,global_prior,prior,0.5489749430523918,-0.0092253012898745,-0.31802550640117583,episode_tree_depth3_leaf14,episode_route_gate,0.020338188185728148,subject_prior,prior_reset,0.0,1.0,episode_route_gate__episode_tree_depth3_leaf14
264:Q1,264,id06,Q1,subject_prior,prior,0.16216216216216217,-0.0092253012898745,0.17248986235226552,episode_tree_depth3_leaf14,episode_route_gate,0.004858125060535597,core_knn_blend,core_reset,0.0,0.0,episode_route_gate__episode_tree_depth3_leaf14
264:Q2,264,id06,Q2,global_prior,prior,0.5603644646924829,-0.0092253012898745,0.3777035656215252,episode_tree_depth3_leaf14,episode_route_gate,0.004858125060535597,core_knn_blend,core_reset,0.0,0.0,episode_route_gate__episode_tree_depth3_leaf14
264:Q3,264,id06,Q3,global_prior,prior,0.592255125284738,-0.0092253012898745,0.29821632585829716,episode_tree_depth3_leaf14,episode_route_gate,0.004858125060535597,core_knn_blend,core_reset,0.0,0.0,episode_route_gate__episode_tree_depth3_leaf14
264:S1,264,id06,S1,global_prior,prior,0.6742596810933941,-0.0092253012898745,-0.26433025861534376,episode_tree_depth3_leaf14,episode_route_gate,0.004858125060535597,core_knn_blend,core_reset,0.0,0.0,episode_route_gate__episode_tree_depth3_leaf14
264:S2,264,id06,S2,global_prior,prior,0.642369020501139,-0.0092253012898745,-0.26547728518955077,episode_tree_depth3_leaf14,episode_route_gate,0.004858125060535597,core_knn_blend,core_reset,0.0,0.0,episode_route_gate__episode_tree_depth3_leaf14
264:S3,264,id06,S3,global_prior,prior,0.6537585421412301,-0.0092253012898745,-0.2827772838294356,episode_tree_depth3_leaf14,episode_route_gate,0.004858125060535597,core_knn_blend,core_reset,0.0,0.0,episode_route_gate__episode_tree_depth3_leaf14
264:S4,264,id06,S4,global_prior,prior,0.5489749430523918,-0.0092253012898745,-0.24743040461854104,episode_tree_depth3_leaf14,episode_route_gate,0.004858125060535597,core_knn_blend,core_reset,0.0,0.0,episode_route_gate__episode_tree_depth3_leaf14
265:Q1,265,id06,Q1,global_prior,prior,0.5056947608200456,-0.0092253012898745,-0.35518148902336816,episode_tree_depth3_leaf14,episode_route_gate,-0.009153069077530926,subject_prior,prior_reset,0.0,1.0,episode_route_gate__episode_tree_depth3_leaf14
265:Q2,265,id06,Q2,global_prior,prior,0.5603644646924829,-0.0092253012898745,-0.29450363228548593,episode_tree_depth3_leaf14,episode_route_gate,-0.009153069077530926,subject_prior,prior_reset,0.0,1.0,episode_route_gate__episode_tree_depth3_leaf14
265:Q3,265,id06,Q3,global_prior,prior,0.592255125284738,-0.0092253012898745,-0.14307632560609362,episode_tree_depth3_leaf14,episode_route_gate,-0.009153069077530926,subject_prior,prior_reset,0.0,1.0,episode_route_gate__episode_tree_depth3_leaf14
