flat_index,row,subject_id,sleep_date,lifelog_date,target,target_index,h057_prob,q061,cell_q061_gain,public_score,invariant_score,private_safe_score,latent_shortcut_energy,bad_pressure_rank,h068_cell_health,outside_h069_cell,outside_h070_cell,is_h050_null,source_count,source_weight,source_family_count,source_consensus,source_mean_move,source_action_delta,source_posterior_delta,hit_h071,hit_h074,hit_h076,hit_h079,h080_bad_same_raw,h080_bad_opp_raw,h080_bad_same_rank,h080_bad_opp_rank,h080_bad_margin_rank,h079_cell,h079_row,h079_role,h080_cell_score,h085_q,h085_q_move,h085_q_gain,h085_abs_q_move,h082_cell,h084_dark_cell,source_agrees_h085,h085_cell_score,candidate_spec,h085_applied_alpha,h085_unit,candidate_id
984,140,id06,2024-07-21,2024-07-20,S2,4,0.9999673286286056,0.999999,2.8185373741363716e-05,0.4184857142857143,0.846017142857143,0.613983142857143,0.0966714285714285,0.1785714285714285,0.509664,1.0,1.0,0,20.0,17.07462788718024,3.0,1.0,3.45611554137352,-4.059036420586955e-09,-2.8175065718635148e-05,1.0,1.0,1.0,0.0,0.0,8.075019709133773,0.1785714285714285,0.9902857142857144,0.9902857142857144,0.0,0.0,,0.72318,0.999999,3.4865308737856395,1.9027876236527454e-05,3.4865308737856395,1.0,0.0,1.0,0.6012682285714285,eqv2_rowproto_all_r96_a055,0.55,row,h085_eqv2_rowproto_all_r96_a055_2494024f
985,140,id06,2024-07-21,2024-07-20,S3,5,0.9960938897116238,0.9994360496623552,0.0022563299510225,0.7471828571428571,0.846017142857143,0.7809168571428573,0.0581,0.1785714285714285,0.7976077714285714,1.0,0.0,0,20.0,17.07462788718024,3.0,1.0,1.9773236135034031,-5.643157321854331e-07,-0.0022497631459697,1.0,1.0,1.0,0.0,0.0,2.797396225979214,0.1785714285714285,0.9731428571428572,0.9731428571428572,0.0,0.0,,0.8877171428571428,0.999999,8.274210105701766,0.002389795561737011,8.274210105701766,1.0,0.0,1.0,0.8221188571428572,eqv2_rowproto_all_r96_a055,0.55,row,h085_eqv2_rowproto_all_r96_a055_2494024f
986,140,id06,2024-07-21,2024-07-20,S4,6,0.8348399209834176,0.8011519555138755,0.003912383692871,0.93988,0.846017142857143,0.8747223428571429,0.0426142857142857,0.1785714285714285,0.8807087999999998,1.0,0.0,0,21.0,18.02115831398056,3.0,1.0,-0.2318372685785802,-3.511078359480149e-06,-0.0038856453219518,1.0,1.0,1.0,0.0,0.0,0.2874977809711064,0.1785714285714285,0.8468571428571429,0.8474285714285714,0.0,0.0,,0.94514,0.8010703721022883,-0.22732715064293396,0.0035653914084017857,0.22732715064293396,1.0,0.0,1.0,0.8514494857142858,eqv2_rowproto_all_r96_a055,0.55,row,h085_eqv2_rowproto_all_r96_a055_2494024f
994,142,id06,2024-08-12,2024-08-11,Q1,0,0.2016343170334237,0.1937093077709305,0.0001970277145139,0.6667771428571428,0.8530971428571428,0.6011519999999999,0.3141714285714285,0.4788571428571428,0.5711254857142858,1.0,0.0,0,14.0,13.439530590522722,2.0,1.0,-0.0519568740755715,-3.807294857343134e-07,-0.000194816847673,1.0,0.0,1.0,0.0,0.016161802876253,0.0479997588988274,0.5542857142857143,0.444,0.4417142857142857,0.0,0.0,,0.6773742857142857,0.1937035258249942,-0.05001173935893655,0.00017968411712510068,0.05001173935893655,0.0,0.0,1.0,0.4611979428571429,eqv2_rowproto_all_r96_a055,0.55,row,h085_eqv2_rowproto_all_r96_a055_2494024f
995,142,id06,2024-08-12,2024-08-11,Q2,1,0.6306758286795067,0.6780617350558656,0.0049161552871193,0.9281257142857142,0.8530971428571428,0.5296523142857142,0.5157142857142857,0.8205714285714286,0.4873058285714286,1.0,0.0,0,14.0,13.439530590522722,2.0,1.0,0.2180811126244431,-1.879031285072298e-05,-0.0048618307008927,1.0,0.0,1.0,0.0,0.058109477889601,0.0463240661370615,0.7434285714285714,0.4371428571428571,0.1788571428571428,0.0,0.0,,0.6853114285714286,0.6780744743339685,0.2098196771110752,0.004483189698549772,0.2098196771110752,0.0,0.0,1.0,0.6590361142857142,eqv2_rowproto_all_r96_a055,0.55,row,h085_eqv2_rowproto_all_r96_a055_2494024f
996,142,id06,2024-08-12,2024-08-11,Q3,2,0.7515671948744519,0.7506734626256312,2.1372732589286514e-06,0.3304114285714286,0.8530971428571428,0.2443819142857142,0.8242857142857143,0.9348571428571428,0.3656685714285714,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1561825880024769,0.0031346493180862,0.8771428571428571,0.1942857142857142,0.1788571428571428,0.0,0.0,,-0.6698114285714286,0.750710058578452,-0.004585351478706423,1.7888647959596327e-06,0.004585351478706423,0.0,0.0,0.0,0.04844468571428574,eqv2_rowproto_all_r96_a055,0.55,row,h085_eqv2_rowproto_all_r96_a055_2494024f
997,142,id06,2024-08-12,2024-08-11,S1,3,0.9999759958193288,0.999999,1.982621726175218e-05,0.4334342857142857,0.8530971428571428,0.6239648571428571,0.1085571428571428,0.1785714285714285,0.4983428571428572,1.0,1.0,0,21.0,18.02115831398056,3.0,1.0,3.151981273181857,-7.538992266946443e-09,-1.981824582084496e-05,1.0,1.0,1.0,0.0,0.0,7.362655235452406,0.1785714285714285,0.9822857142857144,0.9822857142857144,0.0,0.0,,0.7250257142857143,0.999999,3.178251014249284,1.3729353695805856e-05,3.178251014249284,0.0,0.0,1.0,0.5312005142857142,eqv2_rowproto_all_r96_a055,0.55,row,h085_eqv2_rowproto_all_r96_a055_2494024f
998,142,id06,2024-08-12,2024-08-11,S2,4,0.9999723956511856,0.999999,2.3286729390608137e-05,0.42832,0.8530971428571428,0.6217298857142857,0.0997285714285714,0.1785714285714285,0.509412,1.0,1.0,0,21.0,18.02115831398056,3.0,1.0,3.290575099088482,-5.729224966353075e-09,-2.327797068947243e-05,1.0,1.0,1.0,0.0,0.0,7.641168157044723,0.1785714285714285,0.9845714285714284,0.9845714285714284,0.0,0.0,,0.7253685714285714,0.999999,3.317999930751933,1.5930244748386842e-05,3.317999930751933,0.0,0.0,1.0,0.5364785142857144,eqv2_rowproto_all_r96_a055,0.55,row,h085_eqv2_rowproto_all_r96_a055_2494024f
999,142,id06,2024-08-12,2024-08-11,S3,5,0.945017005587608,0.9485032170469888,0.0001193574797779,0.65668,0.8530971428571428,0.358777,0.5801428571428571,0.9171428571428571,0.6535666285714287,0.0,1.0,0,6.0,5.71228967627096,1.0,1.0,0.0691868645612068,-2.957762525938489e-07,-0.0001193574797779,1.0,0.0,0.0,0.0,0.2337160646431713,0.0,0.9234285714285714,0.0777142857142857,0.1788571428571428,0.0,0.0,,0.4827971428571429,0.9484496311838811,0.0680903415994587,0.00010541618790674279,0.0680903415994587,0.0,0.0,1.0,0.3277596,eqv2_rowproto_all_r96_a055,0.55,row,h085_eqv2_rowproto_all_r96_a055_2494024f
1000,142,id06,2024-08-12,2024-08-11,S4,6,0.9592212049504338,0.9701877845747346,0.0016905339755517,0.7182857142857142,0.8530971428571428,0.7696834857142856,0.0735,0.1785714285714285,0.727149257142857,1.0,0.0,0,21.0,18.02115831398056,3.0,1.0,0.3342137378361032,-4.117824783684068e-07,-0.00167781374414,1.0,1.0,1.0,0.0,0.0,1.1989702409459002,0.1785714285714285,0.9685714285714284,0.9685714285714284,0.0,0.0,,0.8690371428571428,0.9705417990042929,0.3369226348110228,0.0016568435899383671,0.3369226348110228,0.0,0.0,1.0,0.733734057142857,eqv2_rowproto_all_r96_a055,0.55,row,h085_eqv2_rowproto_all_r96_a055_2494024f
1008,144,id06,2024-08-14,2024-08-13,Q1,0,0.0904283679242036,0.0930319502347153,4.085594337821519e-05,0.3494971428571429,0.670817142857143,0.0048861714285715,0.9795142857142858,0.9874285714285714,0.3680683428571428,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7269206507897797,0.0,0.9891428571428572,0.0777142857142857,0.1788571428571428,0.0,0.0,,-0.7422142857142857,0.09283958412769207,0.028969535275712666,3.1890498517039845e-05,0.028969535275712666,0.0,0.0,0.0,0.08569228571428571,eqv2_rowproto_all_r96_a055,0.55,row,h085_eqv2_rowproto_all_r96_a055_2494024f
1009,144,id06,2024-08-14,2024-08-13,Q2,1,0.7177693067748002,0.8059110184342224,0.0206762581192556,0.82172,0.640817142857143,0.6208313714285715,0.1596142857142857,0.1785714285714285,0.4092106285714286,1.0,0.0,0,18.0,16.53958230005816,3.0,1.0,0.4980711427410826,-8.52299251271798e-06,-0.0201774699699897,1.0,1.0,1.0,0.0,0.0,0.2629573531739267,0.1785714285714285,0.8291428571428572,0.8308571428571428,0.0,0.0,,0.82926,0.8059961499310715,0.4907775410791706,0.018972145629936987,0.4907775410791706,1.0,0.0,1.0,0.8219498285714285,eqv2_rowproto_all_r96_a055,0.55,row,h085_eqv2_rowproto_all_r96_a055_2494024f
1010,144,id06,2024-08-14,2024-08-13,Q3,2,0.7530964107373385,0.7533060688078742,1.1822187706567186e-07,0.1906514285714285,0.670817142857143,0.3328430285714286,0.4842571428571429,0.4268571428571429,0.2659077142857142,1.0,1.0,0,3.0,1.4815760139224,1.0,1.0,0.0011278662604456,-5.3211147464858437e-11,-1.1822187706567179e-07,0.0,1.0,0.0,0.0,0.00365308581125,0.156435418150198,0.4182857142857142,0.6862857142857143,0.688,0.0,0.0,,0.4532971428571428,0.7533453765747073,0.001339396134368176,1.5171128731061856e-07,0.001339396134368176,1.0,0.0,1.0,0.2495366285714286,eqv2_rowproto_all_r96_a055,0.55,row,h085_eqv2_rowproto_all_r96_a055_2494024f
1011,144,id06,2024-08-14,2024-08-13,S1,3,0.9371612173475234,0.938050068105242,6.737603625239785e-06,0.4181828571428572,0.670817142857143,0.3955945714285715,0.6061428571428571,0.5925714285714285,0.4131582857142857,1.0,1.0,0,6.0,4.40455491164904,2.0,1.0,0.0151939330276178,-6.324202084681502e-08,-6.737603625239785e-06,1.0,1.0,0.0,0.0,0.0138457385950436,0.1370545027048125,0.5348571428571428,0.6497142857142857,0.6337142857142857,0.0,0.0,,0.5285085714285714,0.9380974388487712,0.016009385171880997,6.80596444571635e-06,0.016009385171880997,1.0,0.0,1.0,0.3162071428571429,eqv2_rowproto_all_r96_a055,0.55,row,h085_eqv2_rowproto_all_r96_a055_2494024f
1012,144,id06,2024-08-14,2024-08-13,S2,4,0.9999959292610848,0.999999,1.666919095250906e-06,0.2473999999999999,0.670817142857143,0.4452796,0.1277285714285714,0.1785714285714285,0.36927,1.0,1.0,0,6.0,4.40455491164904,2.0,1.0,1.4038276053337364,-3.885961219697539e-10,-1.666919095250906e-06,1.0,1.0,0.0,0.0,0.0,9.635517453110577,0.1785714285714285,0.9965714285714286,0.9965714285714286,0.0,0.0,,0.6091914285714287,0.999999,1.4038276053337366,1.543528956725406e-06,1.4038276053337366,1.0,0.0,1.0,0.4961853714285715,eqv2_rowproto_all_r96_a055,0.55,row,h085_eqv2_rowproto_all_r96_a055_2494024f
1013,144,id06,2024-08-14,2024-08-13,S3,5,0.9522076528619444,0.951030851055967,1.509834010707256e-05,0.4260571428571428,0.670817142857143,0.0757880857142856,0.9469714285714286,0.9308571428571428,0.4453364571428572,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.337421922395201,0.0,0.9537142857142856,0.0777142857142857,0.1788571428571428,0.0,0.0,,-0.7011571428571429,0.9511154795635693,-0.02374291488099889,1.1835093262579921e-05,0.02374291488099889,0.0,0.0,0.0,0.07232508571428578,eqv2_rowproto_all_r96_a055,0.55,row,h085_eqv2_rowproto_all_r96_a055_2494024f
1014,144,id06,2024-08-14,2024-08-13,S4,6,0.9998058840987556,0.999999,0.0001878660951298,0.4405142857142857,0.670817142857143,0.5434293142857143,0.1422142857142857,0.1785714285714285,0.4980106285714286,1.0,0.0,0,6.0,4.40455491164904,2.0,1.0,5.268648544483414,-3.5150398796986695e-08,-0.0001878660951298,1.0,1.0,0.0,0.0,0.0,6.034330388536917,0.1785714285714285,0.9782857142857144,0.9782857142857144,0.0,0.0,,0.7044885714285714,0.999999,5.268648544483414,0.00011772905753102664,5.268648544483414,1.0,0.0,1.0,0.6070616571428572,eqv2_rowproto_all_r96_a055,0.55,row,h085_eqv2_rowproto_all_r96_a055_2494024f
1015,145,id06,2024-08-15,2024-08-14,Q1,0,0.081254231579508,0.077709814769704,8.528351464504036e-05,0.5319828571428571,0.7951771428571428,0.4500939999999999,0.4848571428571428,0.6314285714285715,0.4895504,1.0,1.0,0,6.0,5.71228967627096,1.0,1.0,-0.0484517990690087,-7.172634821189455e-08,-8.528351464504036e-05,1.0,0.0,0.0,0.0,0.069905127403622,0.0383256251540427,0.768,0.408,0.1788571428571428,0.0,0.0,,0.5371914285714285,0.07772099301435235,-0.04829584326300784,7.718829592473497e-05,0.04829584326300784,1.0,0.0,1.0,0.40837937142857134,eqv2_rowproto_all_r96_a055,0.55,row,h085_eqv2_rowproto_all_r96_a055_2494024f
1016,145,id06,2024-08-15,2024-08-14,Q2,1,0.7232347955238022,0.7423582426570551,0.0009270723561547,0.7119657142857143,0.7951771428571428,0.5410270285714285,0.3112857142857143,0.468,0.3864867428571427,1.0,0.0,0,6.0,5.71228967627096,1.0,1.0,0.097697439158884,-1.162439007493761e-06,-0.0009270723561547,1.0,0.0,0.0,0.0,0.0060890581240935,0.1837046909935062,0.4491428571428571,0.7291428571428571,0.7245714285714285,0.0,0.0,,0.6645000000000001,0.7424228490205861,0.0980352558226183,0.0008502971696778827,0.0980352558226183,1.0,0.0,1.0,0.6195714285714286,eqv2_rowproto_all_r96_a055,0.55,row,h085_eqv2_rowproto_all_r96_a055_2494024f
1017,145,id06,2024-08-15,2024-08-14,Q3,2,0.7177734327983993,0.7446126676156838,0.0018143272533477,0.68052,0.7951771428571428,0.5480508571428571,0.4186571428571429,0.5188571428571429,0.6494905714285714,0.0,1.0,0,7.0,6.690561435404001,2.0,1.0,0.1342415737448336,-3.014541558480906e-07,-0.0018105795331239,1.0,0.0,1.0,0.0,0.0193107553537125,0.0702078077647824,0.5828571428571429,0.4971428571428571,0.4908571428571429,0.0,0.0,,0.6495857142857144,0.7446105157609049,0.13662772708676452,0.0016532255658741057,0.13662772708676452,1.0,0.0,1.0,0.6114320571428572,eqv2_rowproto_all_r96_a055,0.55,row,h085_eqv2_rowproto_all_r96_a055_2494024f
1018,145,id06,2024-08-15,2024-08-14,S1,3,0.5079862798158347,0.4811066497153182,0.0014452666274318,0.7262685714285714,0.7951771428571428,0.7453246285714286,0.0718142857142857,0.1785714285714285,0.7122572571428571,1.0,0.0,0,21.0,18.02115831398056,3.0,1.0,-0.1081382480437181,-5.621214823782058e-07,-0.0014376527639452,1.0,1.0,1.0,0.0,0.0,0.3392992666020722,0.1785714285714285,0.8805714285714286,0.8811428571428571,0.0,0.0,,0.8636771428571429,0.4810328467501832,-0.10785287271149656,0.0013224933861759602,0.10785287271149656,1.0,0.0,1.0,0.7364479428571428,eqv2_rowproto_all_r96_a055,0.55,row,h085_eqv2_rowproto_all_r96_a055_2494024f
1019,145,id06,2024-08-15,2024-08-14,S2,4,0.9999705088278752,0.999999,2.5107487037714465e-05,0.4093657142857143,0.7951771428571428,0.5849909142857141,0.0959285714285714,0.1785714285714285,0.4980900000000001,0.0,1.0,0,21.0,18.02115831398056,3.0,1.0,3.330607024538926,-4.5566816288089456e-09,-2.5090471514524733e-05,1.0,1.0,1.0,0.0,0.0,7.935870559345889,0.1785714285714285,0.9885714285714284,0.9885714285714284,0.0,0.0,,0.6762885714285715,0.999999,3.384119460132755,1.7083718514319476e-05,3.384119460132755,1.0,0.0,1.0,0.5506391428571427,eqv2_rowproto_all_r96_a055,0.55,row,h085_eqv2_rowproto_all_r96_a055_2494024f
1020,145,id06,2024-08-15,2024-08-14,S3,5,0.9287371041949244,0.9089850431629808,0.0027261164221769,0.8974057142857143,0.7951771428571428,0.8290942285714284,0.0467285714285714,0.1785714285714285,0.8912345142857142,1.0,0.0,0,21.0,18.02115831398056,3.0,1.0,-0.2675828115112105,-2.3877879138627275e-06,-0.0027106703475388,1.0,1.0,1.0,0.0,0.0,0.4584844927696639,0.1785714285714285,0.9308571428571428,0.9308571428571428,0.0,0.0,,0.9351171428571428,0.9088413709952545,-0.2678805095215382,0.0025027314935724965,0.2678805095215382,1.0,0.0,1.0,0.8275414857142857,eqv2_rowproto_all_r96_a055,0.55,row,h085_eqv2_rowproto_all_r96_a055_2494024f
1021,145,id06,2024-08-15,2024-08-14,S4,6,0.9138292947073038,0.9269863753582824,0.0011541406472286,0.7764685714285715,0.7951771428571428,0.7686679428571428,0.0725,0.1785714285714285,0.7464826285714287,1.0,0.0,0,21.0,18.02115831398056,3.0,1.0,0.1809515186141491,-9.75976287583655e-07,-0.0011483592278592,1.0,1.0,1.0,0.0,0.0,0.4505844692636915,0.1785714285714285,0.928,0.928,0.0,0.0,,0.8809742857142857,0.9271103143694099,0.18181190489166,0.0010744641221878681,0.18181190489166,1.0,0.0,1.0,0.7579539428571429,eqv2_rowproto_all_r96_a055,0.55,row,h085_eqv2_rowproto_all_r96_a055_2494024f
1029,147,id06,2024-08-21,2024-08-20,Q1,0,0.1262579302233636,0.1134197682944174,0.0007698852791474,0.8100971428571427,0.920377142857143,0.8437724,0.1219571428571428,0.1785714285714285,0.6834022857142857,0.0,0.0,0,7.0,6.690561435404001,2.0,1.0,-0.1235631409793425,-1.4851391022408516e-06,-0.000768840776118,1.0,0.0,1.0,0.0,0.0,0.2330524450599813,0.1785714285714285,0.8005714285714286,0.8017142857142857,0.0,0.0,,0.8119542857142857,0.11336385788080294,-0.12237372181775186,0.000708333388981297,0.12237372181775186,1.0,0.0,1.0,0.676601657142857,eqv2_rowproto_all_r96_a055,0.55,row,h085_eqv2_rowproto_all_r96_a055_2494024f
1030,147,id06,2024-08-21,2024-08-20,Q2,1,0.7460696818773138,0.771360677515155,0.0017274037034621,0.7324857142857142,0.920377142857143,0.70927,0.2094142857142857,0.1785714285714285,0.4055331428571427,1.0,0.0,0,7.0,6.690561435404001,2.0,1.0,0.1402322402871974,-1.1930463548521531e-06,-0.0017250426858309,1.0,0.0,1.0,0.0,0.0,0.3110529760716394,0.1785714285714285,0.864,0.8651428571428571,0.0,0.0,,0.7664799999999998,0.7714542184278814,0.1387816698970583,0.0015863977368715254,0.1387816698970583,1.0,0.0,1.0,0.7458036,eqv2_rowproto_all_r96_a055,0.55,row,h085_eqv2_rowproto_all_r96_a055_2494024f
1031,147,id06,2024-08-21,2024-08-20,Q3,2,0.823856983623254,0.8230631744289861,2.1685677785154844e-06,0.3168000000000001,0.920377142857143,0.127961342857143,0.8828571428571429,0.9788571428571428,0.3594094285714285,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3473971624703008,0.0,0.956,0.0777142857142857,0.1788571428571428,0.0,0.0,,-0.7473257142857143,0.823150918548248,-0.0048578548794047105,1.5613368742339873e-06,0.0048578548794047105,0.0,0.0,0.0,-0.00017268571428566415,eqv2_rowproto_all_r96_a055,0.55,row,h085_eqv2_rowproto_all_r96_a055_2494024f
1032,147,id06,2024-08-21,2024-08-20,S1,3,0.8197434756711621,0.7976209961924992,0.0016063944517614,0.7926799999999999,0.920377142857143,0.8375433714285716,0.0696714285714285,0.1785714285714285,0.7613571428571427,1.0,0.0,0,21.0,18.02115831398056,3.0,1.0,-0.1450537195354788,-1.105255216102552e-06,-0.0015993048147508,1.0,1.0,1.0,0.0,0.0,0.3964994093128676,0.1785714285714285,0.9125714285714286,0.9131428571428571,0.0,0.0,,0.8953057142857144,0.7975109339964426,-0.14380083039816882,0.0014731984947931043,0.14380083039816882,1.0,0.0,1.0,0.781208857142857,eqv2_rowproto_all_r96_a055,0.55,row,h085_eqv2_rowproto_all_r96_a055_2494024f
1033,147,id06,2024-08-21,2024-08-20,S2,4,0.99997013173659,0.999999,2.5471883614386965e-05,0.4107885714285714,0.920377142857143,0.6458121714285716,0.0984142857142857,0.1785714285714285,0.500934,1.0,1.0,0,19.0,16.10663576316056,3.0,1.0,3.361484981859884,-4.676064194761354e-09,-2.5458495268896992e-05,1.0,1.0,1.0,0.0,0.0,7.9293484624075266,0.1785714285714285,0.988,0.988,0.0,0.0,,0.7236657142857142,0.999999,3.396825360952475,1.731424630327967e-05,3.396825360952475,1.0,0.0,1.0,0.6074143999999999,eqv2_rowproto_all_r96_a055,0.55,row,h085_eqv2_rowproto_all_r96_a055_2494024f
1034,147,id06,2024-08-21,2024-08-20,S3,5,0.9356451268206633,0.944099560409658,0.0006194747446528,0.8783314285714285,0.920377142857143,0.4132774571428572,0.5991428571428571,0.9514285714285714,0.8383083428571431,1.0,1.0,0,6.0,5.71228967627096,1.0,1.0,0.1498357770026057,-2.447395172679925e-06,-0.0006194747446528,1.0,0.0,0.0,0.0,0.3578382213422938,0.0,0.9577142857142856,0.0777142857142857,0.1788571428571428,0.0,0.0,,0.6150200000000001,0.9439924054590924,0.14780721658962204,0.0005508618063540804,0.14780721658962204,0.0,0.0,1.0,0.5011149714285714,eqv2_rowproto_all_r96_a055,0.55,row,h085_eqv2_rowproto_all_r96_a055_2494024f
1035,147,id06,2024-08-21,2024-08-20,S4,6,0.9780412979073642,0.9935494323404732,0.0077285250950121,0.8813599999999999,0.920377142857143,0.8830274857142857,0.0335,0.1785714285714285,0.8490305142857144,1.0,0.0,0,21.0,18.02115831398056,3.0,1.0,1.2574985491553623,-1.913659426005037e-06,-0.0077073418657896,1.0,1.0,1.0,0.0,0.0,1.4115710139943694,0.1785714285714285,0.9702857142857144,0.9702857142857144,0.0,0.0,,0.9457742857142856,0.9939700129142061,1.3085737846322245,0.007736732906721604,1.3085737846322245,1.0,0.0,1.0,0.8777486857142855,eqv2_rowproto_all_r96_a055,0.55,row,h085_eqv2_rowproto_all_r96_a055_2494024f
1036,148,id06,2024-08-22,2024-08-21,Q1,0,0.1524053285679352,0.1500706210723349,2.118733100209269e-05,0.3748514285714286,0.7161771428571428,0.0466857142857143,0.9607428571428572,0.9565714285714284,0.3807853714285714,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5435697919374956,0.0,0.9794285714285714,0.0777142857142857,0.1788571428571428,0.0,0.0,,-0.7228885714285714,0.1502296172593455,-0.016942336942628256,1.674358499442752e-05,0.016942336942628256,0.0,0.0,0.0,0.06757657142857146,eqv2_rowproto_all_r96_a055,0.55,row,h085_eqv2_rowproto_all_r96_a055_2494024f
1037,148,id06,2024-08-22,2024-08-21,Q2,1,0.8053003646868163,0.9628488305379768,0.1105033489324301,0.8638971428571429,0.6861771428571428,0.6628999428571428,0.1626999999999999,0.1785714285714285,0.4325049142857143,1.0,0.0,0,18.0,16.53958230005816,3.0,1.0,1.8547468195542176,-1.2717062596274388e-05,-0.1086181927647715,1.0,1.0,1.0,0.0,0.0,0.6330857555516178,0.1785714285714285,0.9531428571428572,0.9531428571428572,0.0,0.0,,0.8549685714285714,0.963038986719369,1.8404729412771692,0.0917965839499687,1.8404729412771692,1.0,0.0,1.0,0.8372039428571427,eqv2_rowproto_all_r96_a055,0.55,row,h085_eqv2_rowproto_all_r96_a055_2494024f
1038,148,id06,2024-08-22,2024-08-21,Q3,2,0.8002962951738528,0.799262366090381,3.3400527251759016e-06,0.2740914285714286,0.7161771428571428,0.0257315714285714,0.9261142857142858,0.968,0.3274297142857142,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2804031729284109,0.0015368532303842,0.9371428571428572,0.1771428571428571,0.1788571428571428,0.0,0.0,,-0.7335285714285715,0.7993345467887921,-0.006006780356838881,2.6298995822182647e-06,0.006006780356838881,0.0,0.0,0.0,0.014106342857142878,eqv2_rowproto_all_r96_a055,0.55,row,h085_eqv2_rowproto_all_r96_a055_2494024f
1039,148,id06,2024-08-22,2024-08-21,S1,3,0.9799938645497156,0.9790786881463136,2.1047656031919493e-05,0.3822285714285715,0.7161771428571428,0.0394904,0.9932571428571428,0.9937142857142856,0.4258354285714285,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.212843534358692,0.0,0.9954285714285714,0.0777142857142857,0.1788571428571428,0.0,0.0,,-0.7203971428571428,0.9794176970196915,-0.028980731557404216,7.627788608327579e-06,0.028980731557404216,0.0,0.0,0.0,0.061609885714285745,eqv2_rowproto_all_r96_a055,0.55,row,h085_eqv2_rowproto_all_r96_a055_2494024f
1040,148,id06,2024-08-22,2024-08-21,S2,4,0.9999958976664536,0.999999,1.6907823891648982e-06,0.2939771428571429,0.7161771428571428,0.4894263428571428,0.1266142857142857,0.1785714285714285,0.404952,1.0,1.0,0,3.0,2.92297889772664,1.0,1.0,1.4115590717772335,-3.896026450820501e-10,-1.6907823891648984e-06,1.0,0.0,0.0,0.0,0.0,9.68992820758328,0.1785714285714285,0.9971428571428572,0.9971428571428572,0.0,0.0,,0.6134428571428571,0.999999,1.4115590717772335,1.562843448476516e-06,1.4115590717772335,1.0,0.0,1.0,0.49653148571428574,eqv2_rowproto_all_r96_a055,0.55,row,h085_eqv2_rowproto_all_r96_a055_2494024f
1041,148,id06,2024-08-22,2024-08-21,S3,5,0.9361183144435908,0.9361373579345706,3.032468082198036e-09,0.2425085714285714,0.7161771428571428,0.2124818571428571,0.6913428571428571,0.8028571428571428,0.3338125714285714,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0879823729694417,0.019916201502723,0.7988571428571428,0.3228571428571428,0.1788571428571428,0.0,0.0,,-0.6628942857142858,0.9361249088663073,0.00011027842662691967,3.3088165540817727e-10,0.00011027842662691967,0.0,0.0,0.0,0.016743428571428604,eqv2_rowproto_all_r96_a055,0.55,row,h085_eqv2_rowproto_all_r96_a055_2494024f
1042,148,id06,2024-08-22,2024-08-21,S4,6,0.9974938621405658,0.9983096980148298,0.0001504682083832,0.4582342857142857,0.7161771428571428,0.5731580000000001,0.2632428571428571,0.1785714285714285,0.5142898285714286,1.0,1.0,0,3.0,2.92297889772664,1.0,1.0,0.394653215606727,-2.682504673608582e-08,-0.0001504682083832,1.0,0.0,0.0,0.0,0.0,3.4769525389990292,0.1785714285714285,0.9748571428571428,0.9748571428571428,0.0,0.0,,0.6786771428571429,0.999264691045905,1.2279810931418558,0.0008141804763273025,1.2279810931418558,1.0,0.0,1.0,0.6637820571428572,eqv2_rowproto_all_r96_a055,0.55,row,h085_eqv2_rowproto_all_r96_a055_2494024f
1057,151,id06,2024-08-25,2024-08-24,Q1,0,0.2931200235617892,0.2940047415236316,1.8877009515527732e-06,0.3332628571428572,0.7080171428571429,0.4039888571428572,0.5654857142857144,0.4817142857142857,0.3501362285714285,1.0,1.0,0,1.0,0.98640079466928,1.0,1.0,0.0042660984396376,-1.0020730809332893e-08,-1.8877009515527732e-06,1.0,0.0,0.0,0.0,0.0069087191295727,0.1085813693048932,0.46,0.5908571428571429,0.5965714285714285,0.0,0.0,,0.4900228571428571,0.29404311587913906,0.004450969289506501,1.869931565368077e-06,0.004450969289506501,1.0,0.0,1.0,0.2779978285714286,eqv2_rowproto_all_r96_a055,0.55,row,h085_eqv2_rowproto_all_r96_a055_2494024f
