flat_idx,row,target,target_idx,cell_key,direction,source_families,source_family_count,source_records,mean_health,max_health,mean_local_score,max_abs_proposed_step,mean_abs_proposed_step,bad_tangent_value,bad_tangent_abs,bad_tangent_abs_rank,anti_tangent_direction,proposed_is_anti_bad,proposed_is_bad_aligned,action_health,anti_bad_score,orthogonal_score,public_loss_gradient,feature_std,release_sign,sign_stability,supported_release,support_signs,bad_tangent_dot_sign,public_gradient_abs,prototype_step,prototype_predicted_loss_delta,old_global_energy,new_global_energy,global_energy_delta,old_subject_energy,new_subject_energy,subject_energy_delta,old_combined_energy,new_combined_energy,combined_energy_delta,subject_id,abs_grad_rank,stability_rank,support_rank,invariant_good_rank,subject_good_rank,responsibility_score,target_family,anchor_coverage,base_probability,inferred_label_value,label_direction_room,bad_axis_alignment,bad_axis_abs,public_gradient_per_logit,coverage_rank,label_room_rank,gradient_rank,private_energy_rank,subject_energy_rank,anti_bad_rank,toxicity_rank,public_inclusion_score,label_direction_confidence,private_safety_score,toxicity_score,public_private_gap,tomography_score,_priority,released_logit_step,predicted_public_delta,incremental_energy_delta,incremental_subject_delta,variant
908,129,S3,5,129:S3,-1,"listener_dropout,public_loss_tomography,route_frontier,route_toxicity_fusion",4,6,0.5006904402343323,0.5429112462006078,0.2901665716323116,0.8,0.4926903564877339,0.001490044065037626,0.001490044065037626,0.5665467625899281,-1,True,False,0.6168854513210286,0.6575151999992603,0.5815780312381555,0.05167013936050022,0.13943982004797723,-1,1.0,True,-1,-0.001490044065037626,0.05167013936050022,-0.10828118608920999,-0.04012414799032796,1.2892885239257372,1.2787266568286029,-0.010561867097134359,0.07068016592381174,0.0709786060530848,0.0002984401292730615,1.3161469869767857,1.305698527128775,-0.010448459848010572,id06,0.7652173913043478,0.7217391304347827,0.9434782608695652,0.8,0.391304347826087,0.7386147156896253,S,0.8076923076923077,0.9302673749700684,0,0.9302673749700684,-0.1055472422927565,0.1055472422927565,0.3705551207877492,0.8434782608695652,0.9391304347826087,0.7652173913043478,0.8,0.391304347826087,0.7304347826086957,0.2782608695652174,0.8051304347826087,0.9255652173913043,0.740824999952163,0.3183215719284331,0.0643054348304457,0.6576700702210139,0.667250563524323,-0.2297396035976093,-0.08513118656084175,-0.022636922557399464,0.0007629768553955724,private_safe_subset_equation
1665,237,S4,6,237:S4,-1,"listener_dropout,public_loss_tomography,route_frontier",3,3,0.35632551479925084,0.4458785597381342,0.10296287341500106,0.3184251790589961,0.17496305659281797,0.0007041628103204858,0.0007041628103204858,0.29856115107913667,-1,True,False,0.4765220602610188,0.39682173628762263,0.5193396233686659,0.06379870337408498,0.08652387618607627,-1,1.0,True,-1,-0.0007041628103204858,0.06379870337408498,-0.12947294516432506,-0.09546735985040401,0.7492195679886783,0.6993676387937702,-0.04985192919490811,0.02685931163318487,0.026196413721449537,-0.0006628979117353322,0.7594261064092885,0.709322276007921,-0.050103830401367566,id10,0.8521739130434782,0.7217391304347827,0.808695652173913,0.9739130434782609,0.8173913043478261,0.7698087470330673,S,0.6153846153846154,0.7011269097951344,0,0.7011269097951344,-0.049879358938668635,0.049879358938668635,0.7373537361742897,0.23478260869565218,0.808695652173913,0.8521739130434782,0.9739130434782609,0.8173913043478261,0.5739130434782609,0.43478260869565216,0.7066086956521739,0.8394782608695652,0.7365913878417779,0.2812521353773734,-0.029982692189604032,0.5868953272123237,0.6394136015693733,-0.19810781170117986,-0.14607553512317764,-0.07483977471353898,-0.0006453215436801989,private_safe_subset_equation
1403,200,S1,3,200:S1,1,"listener_dropout,public_loss_tomography,route_frontier,route_toxicity_fusion",4,6,0.6520019878411648,0.7305431633835457,0.616599697955804,0.8,0.5005801579853324,-0.0008385037179635339,0.0008385037179635339,0.40827338129496404,1,True,False,0.7568934571392085,0.620746218606768,0.7302309978948055,-0.07352595237450356,0.1295762424550617,1,1.0,True,1,-0.0008385037179635339,0.07352595237450356,0.14646898171487113,-0.08311146526451048,0.8199949710002574,0.7967332311511417,-0.023261739849115726,0.07640755771573948,0.08354240095754502,0.007134843241805536,0.8490298429322384,0.8284793435150088,-0.02055049941722953,id08,0.8782608695652174,0.7217391304347827,0.9434782608695652,0.9043478260869565,0.017391304347826087,0.7850159966205342,S,0.8076923076923077,0.5830316312566362,1,0.41696836874336385,-0.05939539451206731,0.05939539451206731,-0.5674338982317926,0.8434782608695652,0.391304347826087,0.8782608695652174,0.9043478260869565,0.017391304347826087,0.6347826086956522,0.3739130434782609,0.7791304347826087,0.825391304347826,0.7348792553779333,0.3957814807954689,0.04425117940467538,0.6257238576265726,0.6371655567394627,0.20289969686321235,-0.1151321659411416,-0.02522139332959361,0.010243843745317088,private_safe_subset_equation
1404,200,S2,4,200:S2,1,"listener_dropout,route_frontier,route_toxicity_fusion",3,5,0.6775635487483526,0.7305431633835457,0.6685321043725687,0.5602516980610964,0.4395874324080465,-0.000656896354207217,0.000656896354207217,0.25539568345323743,1,True,False,0.7330592341363877,0.47551892740884605,0.7322034597047369,-0.04003214924804397,0.12498659093137678,1,1.0,True,1,-0.000656896354207217,0.04003214924804397,0.08794658734318336,-0.02816854899507954,0.8199949710002574,0.8092830462983954,-0.010711924701861997,0.07640755771573948,0.07539396214595631,-0.0010135955697831711,0.8490298429322384,0.8379327519138589,-0.011097091018379523,id08,0.6434782608695652,0.7217391304347827,0.808695652173913,0.808695652173913,0.8956521739130435,0.7331155644183438,S,0.8076923076923077,0.5589778589474749,1,0.44102214105252513,-0.04653124044152798,0.04653124044152798,-0.3202915524756044,0.8434782608695652,0.41739130434782606,0.6434782608695652,0.808695652173913,0.8956521739130435,0.5391304347826087,0.46956521739130436,0.6757391304347826,0.7888695652173913,0.7812040965276346,0.2784676745123291,-0.10546496609285194,0.6092772957313803,0.6296518705216303,0.1896486970292498,-0.06074287559647397,-0.022196089819704556,-0.0014562061345422261,private_safe_subset_equation
670,95,S3,5,95:S3,1,"listener_dropout,public_loss_tomography,route_toxicity_fusion",3,3,0.3996895446419528,0.6841495440729484,0.21666102514506771,0.8,0.43184178239196425,-0.0012819794359609853,0.0012819794359609853,0.539568345323741,1,True,False,0.5854834793945544,0.6128419730893192,0.5324527693304193,-0.0440750743467637,0.06308449115080879,1,1.0,True,1,-0.0012819794359609853,0.0440750743467637,0.09501063009011046,-0.06638082527991976,0.5693268638211363,0.5420451258441553,-0.02728173797698097,0.06271533650370825,0.06230476026039748,-0.00041057624331077014,0.5931586916925454,0.5657209347431064,-0.027437756949439063,id04,0.6782608695652174,0.7217391304347827,0.808695652173913,0.9304347826086956,0.7391304347826086,0.725155617572694,S,0.7692307692307693,0.5184440313613685,1,0.4815559686386315,-0.09080898834913896,0.09080898834913896,-0.6986673514001804,0.5478260869565217,0.48695652173913045,0.6782608695652174,0.9304347826086956,0.7391304347826086,0.7130434782608696,0.2956521739130435,0.6484347826086956,0.7749565217391304,0.7640517915991059,0.2360028520378709,-0.11561700899041027,0.5910029454720227,0.6259306429109417,0.18153632470981107,-0.12683350316792685,-0.047883415507545934,-0.0001663885818011801,private_safe_subset_equation
372,53,Q2,1,53:Q2,-1,public_loss_tomography,1,1,0.6292544072948328,0.6292544072948328,0.5531914893617021,0.8,0.8,0.0017436271996776745,0.0017436271996776745,0.658273381294964,-1,True,False,0.5257470866785453,0.5891286831536443,0.45165714358602294,0.05138537246507158,0.07233312559165554,-1,1.0,True,-1,-0.0017436271996776745,0.05138537246507158,-0.1077836241821505,-0.07656936747765852,1.248438754240626,1.2284970648601357,-0.019941689380490235,0.056342127905549946,0.05543773838739467,-0.0009043895181552741,1.2698487628447348,1.2495634054473457,-0.020285357397389125,id02,0.7478260869565218,0.7217391304347827,0.5043478260869565,0.8956521739130435,0.8608695652173913,0.6969890990859585,Q,0.7692307692307693,0.7124645921500611,0,0.7124645921500611,-0.12350979869039837,0.12350979869039837,0.7103988946248366,0.5478260869565217,0.8173913043478261,0.7478260869565218,0.8956521739130435,0.8608695652173913,0.7913043478260869,0.21739130434782608,0.682695652173913,0.8601739130434783,0.6856507642755523,0.19377991481596585,-0.0029551121016392345,0.6062558012671646,0.6233650049946201,-0.1925905123705529,-0.1368160871032717,-0.03376648520594583,-0.0012040629068230252,private_safe_subset_equation
668,95,S1,3,95:S1,1,"listener_dropout,route_toxicity_fusion",2,2,0.3227113131294596,0.3272683227114716,0.033465909090909046,0.2755621472445604,0.1503970587017767,0.0038423568544189734,0.0038423568544189734,0.8830935251798561,-1,False,True,0.3875703734658648,0.6338701138981524,0.3187601066537507,0.053136475942002145,0.11726811525698823,-1,1.0,False,1,-0.0038423568544189734,0.053136475942002145,-0.11084325786649636,-0.05022524743447037,0.5693268638211363,0.556487456499826,-0.012839407321310281,0.06271533650370825,0.0607805536022964,-0.0019347829014118509,0.5931586916925454,0.5795840668686987,-0.013574624823846748,id04,0.782608695652174,0.7217391304347827,0.5043478260869565,0.8521739130434782,0.9391304347826087,0.6847938684501905,S,0.7692307692307693,0.8848950677598506,0,0.8848950677598506,-0.27217327286113,0.27217327286113,0.45311955279195676,0.5478260869565217,0.9043478260869565,0.782608695652174,0.8521739130434782,0.9391304347826087,0.9304347826086956,0.0782608695652174,0.7350434782608696,0.8855652173913043,0.6095509057967771,0.24688285953192232,0.1254925724640925,0.5973880540690304,0.6036468793198141,-0.19294192484494316,-0.08742575870055996,-0.023115582466134987,-0.003344131608601919,private_safe_subset_equation
164,23,S1,3,23:S1,1,"listener_dropout,public_loss_tomography,route_frontier,route_toxicity_fusion",4,4,0.4266450914931699,0.5901727846621463,0.1838719211748657,0.5260352035114939,0.27985104242077785,-0.00040225674517437623,0.00040225674517437623,0.12050359712230216,1,True,False,0.5924404772857849,0.3865698878449317,0.6519445949923346,-0.04628501236456021,0.07042372810639486,1,1.0,True,1,-0.00040225674517437623,0.04628501236456021,0.09887196717763588,-0.06498222043018645,0.5704707713256755,0.5539693715755819,-0.01650139975009357,0.0497784841853689,0.04656454752141465,-0.0032139366639542463,0.5893865953161157,0.5716638996337194,-0.01772269568239626,id01,0.6869565217391305,0.7217391304347827,0.9434782608695652,0.8869565217391304,0.9652173913043478,0.7560948241918125,S,0.5,0.5226845176938223,1,0.4773154823061777,-0.028493848700872744,0.028493848700872744,-0.6572360425826034,0.09565217391304348,0.4782608695652174,0.6869565217391305,0.8869565217391304,0.9652173913043478,0.48695652173913045,0.5217391304347826,0.5867826086956522,0.7203478260869566,0.7946432197464779,0.2882114905517928,-0.20786061105082565,0.5202026315479653,0.602822522898316,0.16751204295229272,-0.11009495219489193,-0.02655556225333955,-0.004964690024883679,private_safe_subset_equation
1442,206,Q1,0,206:Q1,-1,public_loss_tomography,1,1,0.45826200607902734,0.45826200607902734,0.1702127659574468,0.5682027141746866,0.5682027141746866,0.002919458141756058,0.002919458141756058,0.8381294964028777,-1,True,False,0.38061404716486746,0.5943051259623028,0.2869536651315828,0.025775394856404205,0.14034430952783036,-1,1.0,True,-1,-0.002919458141756058,0.025775394856404205,-0.06303632559065282,-0.011577143297525272,0.36834400416447777,0.3516640200586157,-0.016679984105862078,0.08653478251485679,0.08381667313558075,-0.0027181093792760375,0.40122722152012336,0.3835143558501364,-0.017712865669986977,id09,0.43478260869565216,0.7217391304347827,0.5043478260869565,0.8782608695652174,0.9565217391304348,0.5835069431985528,Q,0.7692307692307693,0.6947225896786429,0,0.6947225896786429,-0.20679976054513952,0.20679976054513952,0.18365828257035907,0.5478260869565217,0.7913043478260869,0.43478260869565216,0.8782608695652174,0.9565217391304348,0.9043478260869565,0.10434782608695652,0.5540869565217392,0.7980869565217391,0.6709596522628656,0.14997848825325938,-0.11687269574112635,0.56148928537553,0.5773811623129761,-0.16405317655099533,-0.030129724655567704,-0.04368383661328468,-0.006745872504475128,private_safe_subset_equation
1644,234,S4,6,234:S4,-1,"listener_dropout,public_loss_tomography,route_frontier,route_toxicity_fusion",4,6,0.46764290443898243,0.667966565349544,0.3198332281373498,0.8,0.7011775490027802,-0.00032920547884625426,0.00032920547884625426,0.09172661870503597,1,False,True,0.6581949071202732,0.4411681785583007,0.7089612884853055,0.011313164602721727,0.19271223367555584,-1,1.0,True,-1,0.00032920547884625426,0.011313164602721727,-0.03776704401027758,-0.0022171129320509835,1.1984634445218905,1.1857425954315308,-0.012720849090359643,0.04614115537256717,0.04635677948913469,0.00021562411656752406,1.215997083563466,1.203358171637402,-0.012638911926063923,id10,0.24347826086956523,0.7217391304347827,0.9434782608695652,0.8260869565217391,0.43478260869565216,0.5944416199218524,S,0.8076923076923077,0.6494810838121613,0,0.6494810838121613,0.023319263674937772,0.023319263674937772,0.05870496328618249,0.8434782608695652,0.7565217391304347,0.24347826086956523,0.8260869565217391,0.43478260869565216,0.3652173913043478,0.6434782608695652,0.572695652173913,0.7914782608695651,0.717826328025184,0.44606008940643677,-0.14513067585127093,0.5453086947782678,0.560178967833841,-0.17093603049911316,-0.01003479339473621,-0.05299721630770793,0.001713851516623864,private_safe_subset_equation
179,25,S2,4,25:S2,1,"listener_dropout,route_frontier,route_toxicity_fusion",3,5,0.6328338936704837,0.6723195249130939,0.5291822100808139,0.559245261133719,0.4365680113704231,-0.0010804058898597642,0.0010804058898597642,0.4676258992805755,1,True,False,0.6855362128548834,0.5632209160816299,0.64230669977218,-0.03592558325109534,0.1407743243881353,1,1.0,True,1,-0.0010804058898597642,0.03592558325109534,0.08077134737776609,-0.020612833889527386,0.41527701075141504,0.40642437420044536,-0.008852636550969684,0.0751316623967979,0.07662716847552685,0.0014955060787289476,0.44382704246219823,0.43554269822114555,-0.008284344241052677,id01,0.5739130434782609,0.7217391304347827,0.808695652173913,0.7304347826086957,0.20869565217391303,0.6540336201437379,S,0.8076923076923077,0.6409082270461411,1,0.35909177295385886,-0.07653053014151645,0.07653053014151645,-0.25519982715060513,0.8434782608695652,0.3130434782608696,0.5739130434782609,0.7304347826086957,0.20869565217391303,0.6608695652173913,0.34782608695652173,0.6343478260869566,0.7533913043478261,0.6808481109944435,0.3869530457617618,-0.04650028490748692,0.5454553957465721,0.5566548732082162,0.1651540710310926,-0.042147290380353586,-0.013272400130223405,0.0034529495512671676,private_safe_subset_equation
167,23,S4,6,23:S4,1,"listener_dropout,public_loss_tomography,route_frontier",3,3,0.47363994654576214,0.7369629179331307,0.34875591016548463,0.8,0.5979750271069766,-0.0018527604913341625,0.0018527604913341625,0.6654676258992805,1,True,False,0.636616768605508,0.6875909487446452,0.5483887564598869,-0.031133244863031363,0.05811398374044037,1,1.0,True,1,-0.0018527604913341625,0.031133244863031363,0.07239788450017187,-0.03878551977741655,0.5704707713256755,0.5661351439524386,-0.004335627373236894,0.0497784841853689,0.05005539262406541,0.000276908438696509,0.5893865953161157,0.5851561931495834,-0.004230402166532254,id01,0.5304347826086957,0.7217391304347827,0.808695652173913,0.6434782608695652,0.4,0.6342065090638378,S,0.7692307692307693,0.4919517385756492,1,0.5080482614243508,-0.13124025327690922,0.13124025327690922,-0.5357272528774577,0.5478260869565217,0.5304347826086957,0.5304347826086957,0.6434782608695652,0.4,0.8,0.20869565217391303,0.5949565217391304,0.7579130434782609,0.6949116641852581,0.31456250950646947,-0.09995514244612769,0.5182558095768861,0.5560406703800566,0.1637775479653002,-0.08774009585445633,-0.005638033275616183,0.0011663328666208783,private_safe_subset_equation
1328,189,S3,5,189:S3,1,public_loss_tomography,1,1,0.6598203647416413,0.6598203647416413,0.5425531914893617,0.8,0.8,-0.002128733942209879,0.002128733942209879,0.7086330935251799,1,True,False,0.5421987462530133,0.617907809704999,0.44611460944856696,-0.05630265646677651,0.08028443385688379,1,1.0,True,1,-0.002128733942209879,0.05630265646677651,0.11637539957710505,-0.08161288345451524,1.092534761157758,1.0912275425014246,-0.001307218656333431,0.057169838897363,0.05629967958385767,-0.0008701593135053282,1.114259299938756,1.1126214207432905,-0.0016378791954654304,id08,0.8173913043478261,0.7217391304347827,0.5043478260869565,0.5652173913043478,0.8521739130434782,0.6803170167917865,S,0.7692307692307693,0.6219612335387921,1,0.37803876646120793,-0.15078882728851864,0.15078882728851864,-0.7012898237177889,0.5478260869565217,0.3391304347826087,0.8173913043478261,0.5652173913043478,0.8521739130434782,0.8260869565217391,0.1826086956521739,0.6483478260869566,0.7674782608695652,0.6367977609823052,0.23911006349311667,0.011550065104651397,0.526865420298432,0.5539195067714933,0.16381522866102532,-0.11488195282997972,-0.0004624701191395797,-0.000958398031460049,private_safe_subset_equation
1607,229,S2,4,229:S2,1,public_loss_tomography,1,1,0.49729787234042555,0.49729787234042555,0.22340425531914893,0.6336621041556636,0.6336621041556636,-0.0006760572181296197,0.0006760572181296197,0.26618705035971224,1,True,False,0.40963782831988266,0.3330718243780911,0.43406210526715827,-0.029602896427748528,0.0733149273653967,1,0.9615384615384616,True,1,-0.0006760572181296197,0.029602896427748528,0.06833139899677602,-0.02759066127397472,1.8714090477545036,1.8341092178828386,-0.037299829871664913,0.1122103529352564,0.1112057024676844,-0.0010046504675720047,1.914048981869901,1.8763673848205586,-0.037681597049342264,id10,0.4956521739130435,0.3130434782608696,0.5043478260869565,0.9478260869565217,0.8782608695652174,0.5201507481833552,S,0.7692307692307693,0.3015754350880529,1,0.6984245649119472,-0.04788849986385608,0.04788849986385608,-0.40377720460950156,0.5478260869565217,0.8,0.4956521739130435,0.9478260869565217,0.8782608695652174,0.5478260869565217,0.4608695652173913,0.4896521739130435,0.7924949832775919,0.6373754005805609,0.2922347649494402,-0.14772322666751736,0.5209846749148372,0.5339627078514294,0.1517306035609679,-0.0612653589595601,-0.08197567197243627,-0.0018868341050229942,private_safe_subset_equation
1489,212,S3,5,212:S3,1,"listener_dropout,route_frontier,route_toxicity_fusion",3,4,0.5318168041661051,0.6070551129779838,0.31750848629414363,0.4665095229620401,0.34923676863755243,-0.0016934300735539894,0.0016934300735539894,0.6169064748201439,1,True,False,0.6082095214611558,0.5951206704745169,0.5415734331343675,-0.06315719004811242,0.06990983019287718,1,0.9615384615384616,True,1,-0.0016934300735539894,0.06315719004811242,0.1253810375138526,-0.11327039406110168,0.5569531743643827,0.5578204638769693,0.0008672895125865221,0.01871506021444694,0.018905301253043096,0.00019024103859615477,0.5640648972458726,0.5650044783531256,0.0009395811072530069,id09,0.8434782608695652,0.3130434782608696,0.808695652173913,0.45217391304347826,0.4608695652173913,0.6143570016946545,S,0.7692307692307693,0.7003080079061504,1,0.29969199209384956,-0.11995408624021466,0.11995408624021466,-0.9034092898504457,0.5478260869565217,0.2,0.8434782608695652,0.45217391304347826,0.4608695652173913,0.7739130434782608,0.23478260869565218,0.587304347826087,0.7231036789297659,0.6597866494929439,0.3506670313377047,-0.07248230166685687,0.4766760229447567,0.5186271104715433,0.15205259650312636,-0.13736572822680576,0.001869792792896452,0.0003334994283439377,private_safe_subset_equation
123,17,S2,4,17:S2,1,"listener_dropout,route_frontier,route_toxicity_fusion",3,5,0.5984801546379209,0.6442187137891078,0.6070609979596018,0.5484741296147171,0.42518493106982225,-0.004654863081831721,0.004654863081831721,0.9244604316546763,1,True,False,0.6772075528085392,0.7775832599116701,0.5505990982900923,-0.022144749674864808,0.20861102974377765,1,1.0,True,1,-0.004654863081831721,0.022144749674864808,0.05669264319855488,-0.006018111283858766,0.2992162485875633,0.2974570320681285,-0.0017592165194347809,0.06479871139695788,0.0666738368377536,0.0018751254407957246,0.32383975891840727,0.3227930900664749,-0.0010466688519323863,id01,0.391304347826087,0.7217391304347827,0.808695652173913,0.5304347826086957,0.1565217391304348,0.5707879910580619,S,0.8076923076923077,0.7084335074084024,1,0.2915664925915976,-0.32972713563695416,0.32972713563695416,-0.10615330216270759,0.8434782608695652,0.1826086956521739,0.391304347826087,0.5304347826086957,0.1565217391304348,0.9652173913043478,0.043478260869565216,0.5443478260869565,0.6918260869565217,0.6744217898171766,0.3126481371412362,-0.13007396373022007,0.49911456906431584,0.5166477210648832,0.14382632056100497,-0.015267638865462802,-0.00014079725321597403,0.004978560348685879,private_safe_subset_equation
1131,161,S2,4,161:S2,1,"listener_dropout,route_toxicity_fusion",2,5,0.48934289800869113,0.5381201477404403,0.3085909090909091,0.5109702704704882,0.4075952644762749,-0.0021324745226719067,0.0021324745226719067,0.7482014388489209,1,True,False,0.5574613239773106,0.6356568958438876,0.46720838387159264,-0.03522160719330565,0.07199361800890541,1,1.0,True,1,-0.0021324745226719067,0.03522160719330565,0.07954131792047676,-0.038914186186424594,0.5147255922554018,0.5191822588236065,0.004456666568204648,0.05940568356403295,0.05874385057310743,-0.0006618329909255233,0.5372997520097343,0.5415049220413873,0.004205170031652994,id07,0.5565217391304348,0.7217391304347827,0.7,0.3739130434782609,0.8,0.6058025074885437,S,0.7692307692307693,0.6750899464867767,1,0.32491005351322333,-0.15105379123260926,0.15105379123260926,-0.4892323537476452,0.5478260869565217,0.23478260869565218,0.5565217391304348,0.3739130434782609,0.8,0.8347826086956521,0.17391304347826086,0.5575652173913044,0.6975652173913043,0.6580703790167094,0.2786698585140271,-0.10050516162540502,0.4666755940932715,0.5095898392655359,0.1442493999353172,-0.07057147345704065,0.00961617630435141,-0.0009218985460435897,private_safe_subset_equation
41,5,S4,6,5:S4,1,"listener_dropout,route_frontier,route_toxicity_fusion",3,4,0.5401598871169631,0.5948143105446118,0.4158205949386594,0.5498537445139413,0.4207278723100781,-0.0012642733192152445,0.0012642733192152445,0.5269784172661871,1,True,False,0.6174357638716725,0.5709178610683898,0.5811470898399879,-0.018168724441114774,0.13131646755850934,1,1.0,True,1,-0.0012642733192152445,0.018168724441114774,0.049745491933505415,-0.006882702161667997,0.695677207160895,0.6973855112009427,0.0017083040400477367,0.08541775452034846,0.08624261249272473,0.000824857972376275,0.7281359538786274,0.7301577039481781,0.002021750069550743,id01,0.3565217391304348,0.7217391304347827,0.808695652173913,0.4434782608695652,0.2956521739130435,0.5487027656977285,S,0.8076923076923077,0.539318589457077,1,0.460681410542923,-0.08955477591470379,0.08955477591470379,-0.13835830934927884,0.8434782608695652,0.4608695652173913,0.3565217391304348,0.4434782608695652,0.2956521739130435,0.7043478260869566,0.30434782608695654,0.566608695652174,0.7467826086956522,0.6308811246935914,0.4119946648571384,-0.06427242904141739,0.4836936003007066,0.49864329368766463,0.1508596487720461,-0.02087268595312631,0.009993758439270417,0.003023416961917852,private_safe_subset_equation
1054,150,S2,4,150:S2,1,public_loss_tomography,1,1,0.5904255319148936,0.5904255319148936,0.05319148936170213,0.2181246213021687,0.2181246213021687,-0.06367560505765317,0.06367560505765317,0.9676258992805755,1,True,False,0.4432263389581805,0.640374151390553,0.26729046063222794,0.28872099166040843,1.2879562604904027,-1,1.0,False,1,0.06367560505765317,0.28872099166040843,-0.29800000000000004,-0.06680262222728087,1.7971829663045822,1.7960318057499165,-0.0011511605546656867,0.17849888192038538,0.17840892534613859,-8.995657424679115e-05,1.8650125414343286,1.863827197381449,-0.0011853440528795112,id06,0.9826086956521739,0.7217391304347827,0.17391304347826086,0.5478260869565217,0.6347826086956522,0.6526553446680915,S,0.9230769230769231,0.997425887183088,0,0.997425887183088,4.510460242656166,4.510460242656166,0.22416987324590892,0.9782608695652174,0.9565217391304348,0.9826086956521739,0.5478260869565217,0.6347826086956522,0.043478260869565216,0.9652173913043478,0.8678695652173913,0.984695652173913,0.34645623943347476,0.71063892628154,0.5214133257839166,0.5309116283773008,0.7213743508564867,-0.1269553556746918,-0.028459565989484945,-0.00046338207922680397,-3.521390642741151e-05,public_private_boundary_probe
1061,151,S2,4,151:S2,1,public_loss_tomography,1,1,0.6446808510638298,0.6446808510638298,0.0851063829787234,0.217668613116836,0.217668613116836,-0.06309472319907664,0.06309472319907664,0.9640287769784173,1,True,False,0.478524211298606,0.6476688679753189,0.28871927434721334,0.27889942039911175,1.2781967999717894,-1,1.0,False,1,0.06309472319907664,0.27889942039911175,-0.29800000000000004,-0.06502287228443199,1.4702842370874012,1.4692361030645098,-0.0010481340228913893,0.1730170559147817,0.17295144946669888,-6.560644808281668e-05,1.5360307183350181,1.5349576538618555,-0.0010730644731626882,id06,0.9739130434782609,0.7217391304347827,0.17391304347826086,0.5391304347826087,0.591304347826087,0.6520421346773422,S,0.9230769230769231,0.9981439428441186,0,0.9981439428441186,4.4693134875304406,4.4693134875304406,0.21819755800144958,0.9782608695652174,0.9739130434782609,0.9739130434782609,0.5391304347826087,0.591304347826087,0.05217391304347826,0.9565217391304348,0.8666521739130435,0.9869565217391304,0.34954672972024625,0.7131857902963412,0.5171054441927972,0.5304335325401129,0.7200120363328973,-0.12627932992603608,-0.027553841415920443,-0.00041669215232409407,-2.5508171697607995e-05,public_private_boundary_probe
654,93,S1,3,93:S1,1,public_loss_tomography,1,1,0.5941489361702127,0.5941489361702127,0.06382978723404255,0.2135801883938399,0.2135801883938399,-0.07406131989085513,0.07406131989085513,0.9748201438848921,1,True,False,0.44666250917094646,0.6422033095636476,0.2689217693724697,0.2641775881039162,1.5161423189844925,-1,1.0,False,1,0.07406131989085513,0.2641775881039162,-0.29800000000000004,-0.05192449301705183,0.9121993964286478,0.9108038563870576,-0.0013955400415901487,0.07680579411477254,0.07663105484166215,-0.00017473927311038862,0.9413855981922613,0.9399236572268892,-0.0014619409653721105,id04,0.9652173913043478,0.7217391304347827,0.17391304347826086,0.5565217391304348,0.6608695652173913,0.65059643624996,S,0.9230769230769231,0.998429958276754,0,0.998429958276754,5.246132150356266,5.246132150356266,0.174243265157892,0.9782608695652174,0.9826086956521739,0.9652173913043478,0.5565217391304348,0.6608695652173913,0.02608695652173913,0.9826086956521739,0.864304347826087,0.987304347826087,0.3501322523844461,0.7104004988994864,0.5141720954416409,0.5322015010877541,0.7178422629748956,-0.125681755979284,-0.02189919953260786,-0.0005644841616836427,-6.747623999871222e-05,public_private_boundary_probe
1042,148,S4,6,148:S4,1,public_loss_tomography,1,1,0.6784574468085105,0.6784574468085105,0.10638297872340426,0.2170020446046002,0.2170020446046002,-0.06438345007939761,0.06438345007939761,0.9712230215827338,1,True,False,0.5006678283198825,0.6564602491858311,0.30028398734277434,0.3051778073140818,1.2911155338807838,-1,1.0,False,1,0.06438345007939761,0.3051778073140818,-0.29800000000000004,-0.07043752800823608,2.2674876347996795,2.2651297355526046,-0.0023578992470749682,0.1687985709327851,0.1686548984536269,-0.0001436724791581967,2.331631091754138,2.329218596964983,-0.002412494789155062,id06,0.991304347826087,0.7217391304347827,0.17391304347826086,0.591304347826087,0.6521739130434783,0.6707155481833551,S,0.9230769230769231,0.9974938621405658,0,0.9974938621405658,4.560600430969251,4.560600430969251,0.23636754365179888,0.9782608695652174,0.9652173913043478,0.991304347826087,0.591304347826087,0.6521739130434783,0.034782608695652174,0.9739130434782609,0.8724782608695653,0.9881739130434781,0.36999972231969125,0.6959198606016141,0.502478538549874,0.5442866798111582,0.713185418849086,-0.12323796040502338,-0.029129453985593027,-0.0009126499830713897,-5.440960182392929e-05,public_private_boundary_probe
